,roc_auc_mean,roc_auc_std,f1_mean,f1_std,shots,dataset
gboost,0.8917814960629922,0.02683368544326976,0.6659603026020351,0.05401893010306701,16,stars
gboost,0.8906348425196849,0.02573499889897681,0.6736873297654067,0.0764302709643695,32,stars
gboost,0.9099803149606298,0.0161749746974374,0.7169026333944855,0.04111127159712615,64,stars
gboost,0.9238041338582678,0.009290313480877489,0.7254092268203169,0.05333317003419567,128,stars
gboost,0.9397982283464567,0.008584188824066032,0.7704712004437899,0.02200967133695337,256,stars
gboost,0.960388779527559,0.003859990400610022,0.8607808418210103,0.005313467957945387,5000,stars
gboost,0.5,0.0,0.0,0.0,4,machine
gboost,0.5068803418803418,0.015384912152883151,0.08526645768025079,0.19066159557364978,8,machine
gboost,0.5134017094017094,0.01407465673067541,0.21903398243604427,0.20271093230993387,16,machine
gboost,0.5301623931623932,0.01581346435495392,0.3832120943500428,0.016691346824343305,32,machine
gboost,0.5414017094017094,0.03364190060684646,0.36735180313318905,0.040345991756503934,64,machine
gboost,0.5310042735042735,0.019755541762896102,0.3648141932115091,0.0574468740515538,128,machine
gboost,0.5105897435897436,0.008785645592991172,0.38220777782497234,0.02723196084874759,256,machine
gboost,0.5124444444444445,0.009335389143833183,0.0039603960396039604,0.008855714762375405,5000,machine
