,roc_auc_mean,roc_auc_std,f1_mean,f1_std,shots,dataset
logreg,0.8133665865384616,0.012181671531517163,0.8987194584218591,0.00076583204511092,5000,bbbp
logreg,0.824191332583989,0.1529127029477627,0.7158320058051137,0.15821810156021518,4,audit
logreg,0.8424628450106157,0.12898652921385834,0.7069799871923989,0.11533596759287965,8,audit
logreg,0.9564381166479331,0.02263894509499495,0.8604726680101022,0.049011911775128786,16,audit
logreg,0.9867615836143374,0.013308188995377198,0.9234738078979163,0.03916063850715461,32,audit
logreg,0.9968402647683277,0.002651392054760903,0.9563887438010349,0.021928955752202203,64,audit
logreg,0.9992131884600974,0.00032024182352833377,0.9785615176420928,0.008690618625903989,128,audit
logreg,0.9994005245410266,0.0003351169692768073,0.9833471635910627,0.009516684370168095,256,audit
logreg,0.9996877731984514,0.00015920505537630846,0.9850746268656716,0.0,5000,audit
logreg,0.5416981132075472,0.030284002326910354,0.5011667955418033,0.0883215203451881,4,student_famsup
logreg,0.5410062893081761,0.021050373599080706,0.5403501609371711,0.15487440219519064,8,student_famsup
logreg,0.5421698113207547,0.0230868921606389,0.5856664097536453,0.031737566505317595,16,student_famsup
logreg,0.5237511230907458,0.02600767116391145,0.5525122824136687,0.04292733574722527,32,student_famsup
logreg,0.5455300988319857,0.03381928908051781,0.5942879100019229,0.028767126751540147,64,student_famsup
logreg,0.5512219227313567,0.013786913053454858,0.5966953973588812,0.01655525533010776,128,student_famsup
logreg,0.6045283018867924,0.027910043793384826,0.6156208911761064,0.03188555416691578,256,student_famsup
logreg,0.6255480682839174,0.001085000991014216,0.7241621177454536,0.007917569913026286,5000,student_famsup
logreg,0.6539998401662271,0.11892663171628896,0.35175625835276575,0.16203566121425184,4,fraud
logreg,0.740725645328858,0.06754314788237163,0.3608045073419076,0.06400412473198173,8,fraud
logreg,0.8007592104211619,0.021959634997895657,0.3932683938680183,0.09112065118225376,16,fraud
logreg,0.8205226564373053,0.02744836182670419,0.5119862435525155,0.06257899401277486,32,fraud
logreg,0.8174218812435068,0.027131553433825232,0.44928093623343823,0.12569861756003112,64,fraud
logreg,0.8152641253096778,0.010402188974016631,0.6778274044795783,0.038818401740119086,128,fraud
logreg,0.8707584112522977,0.00041679548662687066,0.704225352112676,0.0,5000,fraud
logreg,0.5784166666666668,0.058513724054940985,0.6361643112623504,0.2761196822377229,4,callcenter
logreg,0.6551250000000001,0.06910245513406561,0.6648647566008454,0.08907726369674927,8,callcenter
logreg,0.6267083333333333,0.0428999967624967,0.6880695000731546,0.12814258048951307,16,callcenter
logreg,0.677725,0.045873633797398006,0.740497390990067,0.031181938406238337,32,callcenter
logreg,0.6861583333333333,0.07205834345244913,0.7597134943965168,0.059388329313044046,64,callcenter
logreg,0.7321083333333334,0.05040383445510648,0.7872342142670877,0.025084546095706463,128,callcenter
logreg,0.7541249999999999,0.00010206207261599418,0.9423610406027334,0.0009479751419008054,5000,callcenter
logreg,0.539042735042735,0.020340419876227415,0.5011574631966221,0.10819381731339033,4,postpartum
logreg,0.5643190883190884,0.033460089671594695,0.538521820598363,0.0623364829761501,8,postpartum
logreg,0.594017094017094,0.060223903997279976,0.5210856652571694,0.06579676060046559,16,postpartum
logreg,0.6373447293447294,0.06077014035967616,0.5688849190115544,0.0692555802359312,32,postpartum
logreg,0.6976182336182337,0.0640167630906741,0.5983352930573205,0.03958757297015526,64,postpartum
logreg,0.770108262108262,0.03667868717841965,0.6625622744559709,0.026101726943516524,128,postpartum
logreg,0.8025185185185185,0.02212754321208135,0.6902389661990089,0.03265963408558653,256,postpartum
logreg,0.8217435897435899,0.0012642640743316651,0.6752521405634628,0.005469705221893498,5000,postpartum
logreg,0.8035629921259841,0.04147710667586106,0.6590447405417061,0.047244931133754636,4,stars
logreg,0.8274852362204724,0.07737920969014671,0.6018100115033919,0.10038883252205012,8,stars
logreg,0.8958956692913386,0.017687483014313006,0.6862811008483136,0.04664843546259472,16,stars
logreg,0.9049212598425196,0.006781167494868802,0.6919244937875926,0.043154002067425506,32,stars
logreg,0.905738188976378,0.005065384647659383,0.7204646534497996,0.013706794827865918,64,stars
logreg,0.9203740157480315,0.006087361706802415,0.724917815357758,0.01929703182430312,128,stars
logreg,0.9153937007874017,0.013199319821740376,0.7406808563136993,0.04150151439015368,256,stars
logreg,0.9141633858267717,0.026187077495895827,0.797905063206308,0.055045364730966835,5000,stars
logreg,0.5103504273504273,0.0068848793234884895,0.37442742502535903,0.0578712978662004,4,machine
logreg,0.517017094017094,0.01689924831077434,0.37305538683538697,0.04736578020825634,8,machine
logreg,0.5231538461538461,0.021637659910291925,0.35555903001768346,0.04312151493877701,16,machine
logreg,0.5232051282051282,0.019230792972444993,0.3668321705680515,0.03978234132712737,32,machine
logreg,0.5234957264957265,0.010749090854430434,0.353484964714187,0.02155066673245284,64,machine
logreg,0.5214273504273504,0.013202590135862235,0.3686874608787405,0.027090856611212025,128,machine
logreg,0.5214957264957265,0.01319388645486118,0.4076896180314213,0.02203999601412781,256,machine
logreg,0.5166495726495727,0.0001267726237109897,0.0,0.0,5000,machine
logreg,0.5606306306306306,0.04266960100886417,0.539035680312207,0.11217097540117163,4,reading
