,roc_auc_mean,roc_auc_std,f1_mean,f1_std,shots,dataset
rf,0.5403206168831168,0.05471568723380385,0.2869914706242974,0.17983877005419505,8,san_francisco_crimes
rf,0.5479951298701298,0.03213552664364706,0.35642666423032904,0.0820910222819683,16,san_francisco_crimes
rf,0.5795900974025974,0.05786365731964672,0.43889688665339194,0.07861706721440079,32,san_francisco_crimes
rf,0.6936525974025974,0.04302241513207985,0.5295247454294578,0.039096329163990466,64,san_francisco_crimes
rf,0.7737905844155845,0.0199823625439367,0.5867081711299804,0.03646107274130604,128,san_francisco_crimes
rf,0.830560064935065,0.01730612468110368,0.6311267297609422,0.03441433872914733,256,san_francisco_crimes
rf,0.8653409090909092,0.007332481955519269,0.7143862257047376,0.011496618480146818,5000,san_francisco_crimes
rf,0.5,0.0,0.13846153846153847,0.30960941226920163,4,tech_mental_health_survey
rf,0.6416666666666666,0.21969043877440111,0.5723776223776224,0.32090683558402705,8,tech_mental_health_survey
rf,0.925,0.12445870454011032,0.8456126482213439,0.1066767591709204,16,tech_mental_health_survey
rf,0.9944444444444445,0.00760725774312728,0.8593788819875776,0.0479682488249866,64,tech_mental_health_survey
rf,1.0,0.0,0.8750649350649351,0.03681766645691669,128,tech_mental_health_survey
rf,0.9972222222222221,0.006211299937499385,0.8337662337662337,0.021339839902798613,256,tech_mental_health_survey
rf,1.0,0.0,0.8515866741953699,0.05145973505826716,5000,tech_mental_health_survey
rf,0.5,0.0,0.3466666666666667,0.47469288317114394,4,bbbp
rf,0.6443389423076924,0.13220028559247002,0.7776902171541947,0.12175860023569093,8,bbbp
rf,0.778828125,0.01602195977600821,0.807331480876935,0.057711294401562634,16,bbbp
rf,0.7935456730769231,0.0229575004433249,0.8085177791513767,0.03433032115919579,32,bbbp
rf,0.8127920673076924,0.01675350225297335,0.823327036347415,0.020106531523403377,64,bbbp
rf,0.836717548076923,0.01242129452213536,0.8458092470211005,0.008777442852880592,128,bbbp
rf,0.8545901442307692,0.0095413109851463,0.8491873858111486,0.019201313930621522,256,bbbp
rf,0.8987175480769232,0.0025857329582891814,0.9079160009798395,0.0018119923242440807,5000,bbbp
rf,0.5,0.0,0.22603878116343493,0.30951634828546787,4,audit
rf,0.9723991507430998,0.016630334941782184,0.8654621701090474,0.030941115982763136,8,audit
rf,0.9825340327213687,0.010705819497999794,0.9118323772590274,0.04031138937843005,16,audit
rf,0.9905207943049831,0.00724654124670199,0.9410428255317693,0.028371593156775916,32,audit
rf,0.9958161608592482,0.005329849597444847,0.9568450242576481,0.034545597982055136,64,audit
rf,0.999063319595354,0.0004936739197215339,0.9824476106413702,0.007324611276329741,128,audit
rf,0.9998875983514426,0.0001894061557149941,0.990224168506032,0.0048678325716006695,256,audit
rf,0.9998751092793805,7.647963478155501e-05,0.9940789152806907,0.0022248347432568946,5000,audit
rf,0.5,0.0,0.3037249283667622,0.4158924863577909,4,student_famsup
rf,0.5113274932614555,0.02532904494728531,0.3869024984602201,0.380001772688278,8,student_famsup
rf,0.5468598382749326,0.04469291158310819,0.49392341868533096,0.2979408612739797,16,student_famsup
rf,0.5233580413297394,0.02129266971779463,0.5689114272677301,0.08087515914611315,32,student_famsup
rf,0.55437106918239,0.038152348421360574,0.590242893772494,0.027118242850484968,64,student_famsup
rf,0.5934501347708895,0.04563423436818536,0.6281388219286346,0.040635972146699395,128,student_famsup
rf,0.698993710691824,0.017837760081923195,0.68616258770888,0.02496366895836979,256,student_famsup
rf,0.9133468104222822,0.010560259305501486,0.8725578999725263,0.006993353975254967,5000,student_famsup
rf,0.5,0.0,0.09124668435013263,0.12494466829030314,4,fraud
rf,0.5908255414369056,0.17477450105428657,0.20623625670972787,0.16002292068819696,8,fraud
rf,0.7809238392072245,0.08190050807568323,0.40581745214664966,0.1360383140291461,16,fraud
rf,0.9026612323183889,0.03306121121337217,0.5963457860406423,0.11878911106248181,32,fraud
rf,0.9364341085271318,0.019658303292226346,0.7254803001606062,0.07518315716191844,64,fraud
rf,0.9798289778630224,0.014323036946983718,0.8352877773567429,0.060863928316433245,128,fraud
rf,0.9818428834012627,0.008433674122353182,0.83495576153804,0.015144748778911376,5000,fraud
rf,0.5,0.0,0.375,0.5134898976610932,4,callcenter
rf,0.5397833333333333,0.08895823770486663,0.7261022514071295,0.40918784474386843,8,callcenter
rf,0.5567916666666667,0.052464091555823024,0.7624642365489579,0.18879114054227564,16,callcenter
rf,0.6361166666666667,0.05616120615147871,0.742578724926666,0.1160063606736378,32,callcenter
rf,0.6599999999999999,0.07596076746876933,0.7261942117997033,0.07235780981885176,64,callcenter
rf,0.724475,0.043844120979265246,0.7728112623329549,0.008575332050166863,128,callcenter
rf,0.7480583333333333,0.007026092244072967,0.9426591137387355,0.001794567456174692,5000,callcenter
rf,0.5,0.0,0.365625,0.3337684334797106,4,postpartum
rf,0.5765868945868946,0.08099834450309329,0.29717441561777547,0.29004948965207683,8,postpartum
rf,0.6930769230769231,0.08942591084745331,0.6161053835829521,0.07559078151079515,16,postpartum
rf,0.7473048433048433,0.043738464800890914,0.6655690885858998,0.029894750788005565,32,postpartum
rf,0.7648774928774928,0.05486331229384515,0.658239136991038,0.036920186100580996,64,postpartum
rf,0.8170826210826212,0.019354205517753686,0.7011745892227486,0.02279111431534625,128,postpartum
rf,0.8325698005698005,0.008816694919359516,0.7124429804356566,0.023523452327350508,256,postpartum
rf,0.8362393162393162,0.003426629219825819,0.6820413441129622,0.009574587005124847,5000,postpartum
rf,0.5,0.0,0.30917874396135264,0.1728361721738968,4,stars
rf,0.820767716535433,0.18403024449410116,0.5594177596596952,0.32285083953551336,8,stars
rf,0.9124458661417323,0.018168152295149988,0.6873943841288588,0.05507672253205803,16,stars
rf,0.9282234251968504,0.004649255891057738,0.6997213486548562,0.07778362245306185,32,stars
rf,0.9307726377952756,0.006450573134742601,0.7577837892399509,0.025298067292926777,64,stars
rf,0.9315206692913385,0.005454001623672055,0.759633150292675,0.041618283766016576,128,stars
rf,0.9351181102362205,0.0020056322642738877,0.7600944466375221,0.03154250188992215,256,stars
rf,0.9419094488188977,0.0037064307679704023,0.83800729529714,0.0034838081075214003,5000,stars
rf,0.5,0.0,0.2764976958525346,0.2524067085277263,4,machine
rf,0.5068846153846154,0.012057080953132106,0.33630738838681556,0.19235008680521448,8,machine
rf,0.5216324786324786,0.022260243402437083,0.3182806075926353,0.18436826444972382,16,machine
rf,0.5235897435897436,0.023590266159206327,0.34436290471439646,0.035006693277515905,32,machine
rf,0.5373589743589744,0.024651474278213334,0.3422230697304073,0.05309290434969112,64,machine
rf,0.5256196581196582,0.018608142481600153,0.35501116844473424,0.03368735788815755,128,machine
rf,0.5204188034188034,0.025574886208693574,0.3417208931619196,0.04851165810316284,256,machine
rf,0.5114188034188034,0.004715439689587876,0.0,0.0,5000,machine
