feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,target
0.805,0.568,1.286,-0.208,0.155,0.996,1.549,-0.464,-0.1,-0.862,2.201,1.143,-0.739,1.048,0.959,-1.038,-0.857,-1.056,0.176,-1.183,-1.485,1.015,-0.073,-0.893,0.697,1.983,0.2,0.208,-3.186,-1.279,1
2.568,-0.147,-0.597,0.127,-0.172,1.195,-1.085,-0.275,0.755,-0.458,0.565,1.627,-0.527,-0.713,-0.259,-0.672,-0.373,0.976,0.128,-0.399,0.344,0.241,0.563,0.094,0.575,-0.136,-1.086,0.376,0.166,0.318,0
-1.703,0.978,0.407,-0.773,-1.105,0.831,1.519,2.195,-0.226,-0.342,0.349,-0.239,1.031,-0.263,-0.868,2.026,-2.276,-0.595,1.942,-1.528,0.673,-0.004,-1.664,1.302,-1.085,0.868,-1.689,-0.639,0.051,1.205,0
-0.14,-1.011,-0.36,-2.028,0.727,-0.286,0.608,0.398,-0.361,1.654,-1.38,2.838,0.09,-0.75,-2.142,-1.109,-0.457,-1.382,0.618,-0.215,2.153,0.637,-0.352,-0.91,-0.386,-0.033,-0.598,-1.205,1.061,-0.215,0
-1.368,1.768,-0.231,1.077,-1.63,-0.483,1.097,0.124,-0.95,-0.703,0.128,1.065,-1.772,0.149,0.225,-1.77,-0.377,-0.78,-0.182,1.22,0.511,-0.732,-0.076,-0.677,-1.272,-0.759,0.045,1.489,0.488,0.814,1
0.617,0.746,-1.247,0.598,0.617,-0.095,1.072,0.238,-1.554,0.74,-0.461,-0.78,0.314,0.382,-1.178,0.542,1.096,-0.055,-1.461,-1.176,1.408,-1.167,-0.221,-1.29,-0.095,-1.016,0.025,-1.121,-0.104,-1.197,0
0.324,-0.009,1.183,1.003,-1.185,-1.69,0.886,0.634,-0.411,-0.907,-0.679,0.14,-0.384,-0.514,0.711,-1.048,-0.648,0.584,0.109,-0.103,-0.905,-0.16,-1.38,0.138,-2.064,1.31,0.953,1.4,0.078,0.909,1
-0.535,-0.047,0.544,-0.834,0.722,-1.195,-0.617,1.062,-0.227,-0.371,2.194,-1.363,0.641,1.197,-0.27,-0.636,0.771,-0.183,0.039,-0.157,0.754,1.282,0.572,-0.124,-0.398,-0.933,1.783,-0.189,-0.905,-0.319,1
1.55,-0.075,-0.378,-0.122,0.728,-0.556,0.647,0.155,-0.758,0.154,0.669,-0.422,-1.889,0.073,-1.658,-0.963,0.504,1.473,-1.757,-0.753,0.43,-1.837,-0.004,0.773,0.185,0.349,-1.698,-0.401,-0.243,0.227,1
-1.99,-0.503,0.826,0.577,0.564,1.706,-0.283,-0.329,0.57,1.402,2.473,-1.189,-0.66,0.577,0.397,1.851,-0.295,-0.146,0.005,-0.915,-0.458,0.522,0.015,1.751,-0.4,-0.655,0.602,1.94,0.076,1.317,1
1.2,0.582,-1.65,0.52,3.3,-0.409,0.729,0.21,-2.659,-1.625,-1.188,-0.712,-0.309,0.183,-0.265,1.179,1.37,-0.402,0.778,0.835,-0.727,-0.174,1.192,1.403,0.783,1.016,1.871,-0.297,1.044,0.204,1
1.619,0.725,-2.064,0.37,1.096,-2.017,-0.556,0.603,-1.436,-1.414,0.818,0.554,-1.459,0.806,-0.145,1.391,-1.309,-1.814,-0.884,1.897,-0.571,-2.357,1.296,1.046,-1.874,-0.977,0.275,0.032,-1.562,-1.142,0
0.678,1.525,-0.223,-0.601,-0.074,0.918,-0.391,1.565,-1.045,-0.052,-1.535,1.075,-0.713,-0.141,0.691,2.643,-2.736,-0.61,0.252,-0.27,0.377,-0.206,2.058,0.912,0.356,1.13,-0.279,-1.341,0.064,-1.626,1
-1.337,0.307,-0.455,-1.234,-0.278,-0.08,0.101,2.676,1.033,0.736,-0.907,1.267,0.376,-0.734,0.328,-0.146,1.866,-0.607,1.011,-0.559,1.227,1.14,-2.49,-0.788,0.551,-0.3,0.583,-0.249,-1.336,-0.366,0
0.321,-0.559,-0.499,-1.628,-0.455,-0.924,-1.318,-0.179,0.49,0.309,-0.89,1.757,1.345,-0.072,0.134,0.397,0.855,-0.674,-0.349,-1.422,-0.29,1.444,1.745,0.214,-0.037,-0.935,-0.517,-0.373,0.909,-0.562,1
-1.319,-1.517,-0.157,-0.097,0.589,0.289,-0.139,-0.084,0.164,0.582,0.7,-0.322,0.314,-1.864,0.308,1.573,-0.568,1.509,-0.315,-0.398,0.99,0.471,0.578,-0.127,-0.746,-0.718,-0.792,-0.801,-1.856,-0.213,0
1.04,-0.127,-1.374,0.155,1.204,-1.407,0.067,0.535,-1.262,0.08,0.577,1.093,-0.342,0.68,0.306,1.253,-0.441,-1.149,0.68,-0.104,-0.767,-1.301,0.405,-0.122,1.541,-0.947,-0.289,-0.493,-0.834,0.085,1
1.748,0.773,0.184,0.56,0.642,2.093,-3.602,-0.057,0.331,-0.064,3.096,0.272,-1.588,-0.84,-1.063,0.354,0.581,1.033,-0.589,0.821,-0.529,0.093,-0.633,-1.262,0.963,-0.017,-0.523,0.271,0.343,-2.0,0
-0.965,0.869,0.016,-0.483,-0.172,-1.385,0.086,-0.448,-0.641,-0.356,-0.197,-1.023,1.758,1.471,0.029,-0.162,-0.473,0.429,-1.651,2.149,-1.034,0.085,-1.07,-1.162,0.05,1.572,0.581,0.776,-0.45,0.535,0
-1.032,-0.986,0.9,-0.582,0.782,-0.501,0.805,-1.69,1.203,0.437,-1.064,-0.652,-1.062,-0.919,1.593,0.035,-1.371,-0.925,-0.489,1.054,0.36,0.907,-1.157,0.757,0.361,-1.063,-0.12,-1.494,-0.756,0.342,1
-0.349,-0.688,0.648,0.483,1.287,0.052,-0.162,-1.524,1.163,-0.187,0.114,-0.095,0.191,2.167,-2.102,0.013,-0.852,0.006,-1.31,-0.968,0.576,-0.168,-0.052,-0.756,-0.765,0.075,0.077,1.073,1.074,1.263,1
-1.283,0.898,1.208,-0.23,-1.019,-0.873,-0.688,-0.184,-0.87,0.274,-1.041,0.114,-1.515,1.24,-0.905,-0.716,-0.014,-0.755,0.969,-0.182,2.508,1.914,1.137,0.214,0.22,0.052,-0.424,-0.281,0.713,0.055,0
-0.181,1.463,0.152,-0.427,1.054,0.832,0.164,0.562,0.533,0.517,-0.491,1.307,-1.039,0.802,-0.369,0.547,-0.922,0.167,0.475,-1.121,-0.035,-2.268,-0.096,1.853,1.41,0.69,1.539,-0.496,2.705,-0.259,1
-2.113,3.199,2.013,2.872,0.594,1.504,0.08,0.896,0.461,0.132,0.98,0.542,0.592,-0.493,0.27,-1.252,0.289,1.954,-0.94,1.076,0.404,-0.452,0.204,0.461,-0.877,1.216,0.089,1.263,0.182,1.042,1
-1.314,0.079,0.253,1.038,-1.017,-0.336,-0.124,-0.374,-0.158,0.694,-0.102,-0.034,-0.055,1.28,-0.088,-0.589,-0.718,-1.376,0.196,-0.29,1.001,-0.887,1.021,-0.785,0.659,1.226,0.299,0.574,-0.457,-2.044,0
-0.49,0.678,-0.062,0.791,-0.89,1.061,-1.31,-1.238,-0.833,-0.484,-0.856,-0.189,-1.036,0.766,0.191,-1.416,-0.912,-0.919,-1.001,1.855,1.175,-1.318,0.462,0.589,0.262,-0.248,-0.146,-1.015,-0.749,1.748,0
-0.451,-0.588,0.304,-0.501,0.943,0.098,-0.755,0.038,-0.098,1.077,0.474,1.616,1.69,0.675,-1.588,0.668,-0.481,0.786,0.827,0.186,0.573,1.621,0.389,-0.361,-0.66,1.259,-1.199,-0.186,1.391,-0.148,0
0.612,0.544,0.126,0.25,0.918,-1.336,-0.645,-0.494,0.057,-0.906,-0.475,-1.145,0.062,0.144,0.557,-0.452,-0.133,1.401,-0.38,0.602,0.408,-2.728,-0.222,-0.401,-0.92,-0.921,0.588,0.745,-0.878,0.747,0
-1.439,-1.503,0.793,1.118,-0.272,-0.268,0.811,-1.154,1.252,0.389,-0.556,0.507,0.455,1.759,0.531,-0.711,-0.732,0.401,-1.47,0.522,-0.168,-0.311,-0.235,-0.132,-0.112,0.542,0.581,-0.429,0.954,-2.231,0
-0.167,-0.636,0.979,-0.284,0.385,0.218,-1.178,0.599,1.253,1.688,1.758,1.193,-0.697,-0.268,1.113,0.489,-0.244,-0.535,0.191,0.009,0.761,1.025,-1.567,-0.16,-1.401,-0.764,-0.796,-1.399,0.314,-0.99,0
-0.551,0.881,-0.888,-2.132,-1.339,-1.542,-1.01,-0.86,-2.574,1.664,-0.968,0.14,-0.233,-0.229,1.253,1.902,1.471,-0.349,-0.907,1.699,-0.023,0.675,-0.227,-2.726,0.121,-0.584,-0.239,2.719,-1.236,0.645,1
-0.054,-0.281,1.271,0.854,0.654,-0.251,0.83,0.233,-1.176,0.62,0.426,0.006,-0.737,-0.456,0.071,0.971,0.62,-0.872,0.451,0.793,-0.897,-0.015,-0.648,0.069,0.762,-0.526,0.507,-0.344,-0.87,1.948,0
0.571,1.878,0.748,1.071,1.939,0.831,-0.325,0.328,0.867,-0.668,-1.134,1.85,1.081,-0.332,-0.832,-0.372,-1.789,-0.167,-0.716,0.4,-0.894,-0.016,-0.481,-0.469,0.966,0.657,-0.768,0.139,-0.098,0.676,0
0.13,1.008,1.393,-0.809,-0.313,0.262,-0.817,1.251,0.908,-0.688,-1.108,-1.976,0.568,-0.849,-1.376,0.107,0.392,1.346,0.175,-0.287,-0.909,-1.201,0.678,-1.347,0.713,-0.011,0.101,0.693,-0.687,1.558,1
0.043,1.634,0.076,0.211,0.16,-0.582,0.858,0.288,-0.233,-0.696,-0.646,0.01,0.456,-0.007,1.121,0.762,0.577,-0.09,0.356,1.807,-2.489,0.721,0.238,-0.342,1.667,1.146,-0.641,0.541,0.738,0.367,1
0.657,-0.481,-0.357,1.921,-0.712,-0.547,-0.403,-1.09,1.672,-0.821,0.994,-0.003,-0.16,0.509,0.92,-0.24,-0.854,-0.013,0.346,-0.765,-1.077,1.85,-1.032,-0.373,1.845,-1.97,0.391,-0.331,-0.4,0.34,1
-0.117,0.88,-0.444,0.454,-0.285,-1.911,-0.257,-1.521,0.228,-0.753,-0.939,-1.107,1.661,-0.27,-0.209,-1.337,1.639,0.596,0.671,-0.763,0.865,-1.231,0.91,-0.038,0.726,0.425,-0.155,-0.941,0.556,-0.982,1
-2.022,-0.743,-1.691,-0.027,-0.798,1.769,0.334,0.327,-1.027,1.083,-1.184,1.841,0.022,0.776,-0.275,-1.459,1.422,-0.056,-0.357,1.813,-0.786,1.126,0.897,1.609,-0.608,1.421,0.066,0.204,-0.748,0.085,1
0.709,0.047,-1.891,-0.396,0.512,1.249,0.2,-0.078,0.974,0.421,0.71,-0.961,2.072,1.481,-0.438,0.809,-1.579,-1.365,0.212,-0.626,-1.621,0.919,-0.289,0.329,0.705,0.083,-1.407,-0.123,-1.116,1.407,1
0.011,0.266,-1.506,-0.128,-0.432,0.15,1.016,1.617,1.364,-0.649,0.24,-1.14,-0.839,-1.392,1.705,-1.501,0.592,-0.97,0.414,0.56,-1.998,-0.674,2.306,-0.241,2.211,-2.541,-0.326,0.223,-0.382,-0.283,1
0.966,-0.881,-0.519,1.274,1.126,-2.675,-0.576,-0.045,1.494,0.761,0.957,2.117,-0.235,1.19,-0.423,-0.354,-0.438,0.632,-1.293,0.548,-1.43,-0.86,1.826,-0.233,-0.102,-0.389,-0.304,-1.345,0.936,-1.074,1
0.415,-0.626,0.421,0.46,1.135,1.414,1.126,0.688,-0.103,1.251,-1.092,0.232,-1.138,-0.322,0.845,-1.05,0.957,1.17,-2.126,-0.112,-0.493,0.318,0.175,0.189,-0.179,-1.157,1.063,-0.786,0.027,-1.142,0
1.111,-0.523,-1.562,1.916,1.104,-0.678,0.184,0.015,-0.003,0.796,1.657,1.283,-0.888,0.741,0.184,-0.564,-1.015,-0.404,-0.473,-0.705,-0.903,-1.348,1.12,1.871,1.32,-1.269,-0.065,0.124,-2.331,-0.872,1
-2.277,1.579,0.536,-0.697,-3.326,-0.598,-0.593,0.032,-0.422,-0.758,-1.67,0.314,0.432,1.785,1.543,0.345,1.586,-0.732,-1.606,-0.697,-0.506,-1.406,1.385,0.469,-0.443,-0.707,-0.883,-1.115,-0.393,1.65,0
-0.414,0.227,-0.277,-0.466,-0.215,0.071,0.6,-1.408,0.354,0.274,0.815,0.386,1.118,-0.272,-1.546,1.894,-0.929,0.937,0.734,-1.061,-0.89,0.129,-0.685,0.045,0.337,1.151,-1.048,0.274,0.046,-1.546,0
-0.839,-0.664,1.006,-2.423,0.208,-2.076,0.364,-0.966,-0.992,-1.371,0.32,0.933,-0.967,-0.338,-1.331,-2.092,-0.218,-0.851,0.434,1.336,-0.362,-1.284,-0.756,-0.794,-0.893,-1.016,0.112,0.255,-1.949,2.91,1
-1.396,1.229,0.316,-1.135,-1.676,-1.253,-0.636,0.414,1.23,-0.454,-1.697,0.243,-1.74,0.683,-0.816,0.431,0.663,-1.615,0.421,0.297,-0.431,0.788,1.571,-0.854,0.637,0.546,0.957,-0.714,-0.339,-0.953,1
0.729,-0.847,0.082,0.782,0.193,0.072,0.308,0.818,-0.758,-0.713,-0.095,0.601,0.74,0.024,0.326,-1.286,-0.458,-0.21,0.191,-1.048,-0.602,0.206,-1.255,0.543,-0.236,0.143,-0.849,-1.571,-0.07,-0.019,1
-0.33,-0.187,0.933,0.27,-1.56,-0.319,-0.703,-2.065,0.056,-0.641,0.451,1.23,-0.276,-0.438,-1.15,0.285,-1.089,-1.034,-0.219,0.016,-0.841,0.484,1.192,1.045,-0.67,1.398,-0.803,0.283,0.99,-1.633,1
0.265,-0.572,-1.636,1.715,1.749,0.225,-0.786,1.707,-0.294,-3.446,0.748,1.411,0.232,-0.109,-0.872,-0.272,1.56,0.665,1.482,-0.644,-0.672,-1.064,0.284,1.505,0.776,0.64,-0.143,-1.992,-0.393,0.164,1
0.463,0.414,0.104,0.664,-1.223,0.554,-0.65,-1.365,-1.068,-1.363,0.324,0.662,0.645,-0.035,1.093,0.681,-1.063,0.959,1.695,0.122,-1.475,0.715,0.158,0.423,0.976,-2.562,0.729,0.468,0.569,-1.171,1
-1.331,1.285,-0.259,1.068,1.24,-0.445,1.273,0.85,0.994,-0.663,-0.044,-0.627,-1.498,-0.088,-1.936,0.497,0.273,0.29,-1.717,-0.986,-0.998,0.19,0.549,1.607,0.021,-0.532,1.76,0.732,1.35,-1.892,0
0.464,0.05,-0.617,1.7,-0.7,1.698,-1.163,-3.158,-1.756,0.515,-1.503,-1.629,1.537,-1.211,-1.667,0.261,-1.489,-0.71,1.29,0.174,2.237,0.432,-1.222,1.162,1.387,0.673,-1.121,1.431,-1.015,-0.38,0
-0.379,0.311,0.629,-0.344,-0.281,-0.649,0.338,0.942,-1.035,0.375,-1.311,0.814,-0.439,0.944,-0.514,-0.365,0.817,-0.171,-1.331,-0.96,-0.287,-0.632,-0.546,0.456,-0.676,-0.447,-0.696,-1.367,1.117,-0.214,1
-1.406,0.889,1.097,0.256,-0.148,0.891,0.408,0.732,0.394,1.193,-0.487,1.406,-0.407,0.915,-1.476,1.677,0.252,-0.829,0.26,1.498,-0.195,0.643,-0.167,1.865,-0.965,-0.112,0.673,-0.671,0.265,0.776,0
-0.865,0.989,-0.248,1.173,1.222,-0.558,-0.752,0.243,0.982,0.207,1.47,1.086,-1.45,-0.294,0.813,0.141,-1.141,1.054,-0.626,0.392,0.547,0.279,0.798,0.678,-1.004,-1.76,-1.898,-1.132,-1.859,-0.92,1
-0.365,-1.986,-0.015,-0.294,0.653,0.839,-0.732,0.637,-0.956,-0.984,-2.031,0.096,-1.734,-1.667,0.657,-0.416,-0.402,-1.424,0.144,-0.544,-0.342,2.441,0.85,-0.821,1.19,0.515,-2.138,-0.81,-0.085,-0.824,0
-0.472,0.842,-0.336,0.126,0.991,-1.271,0.037,-0.147,0.542,1.229,-1.314,-1.59,1.23,0.016,-0.669,0.754,1.353,-0.411,2.445,-1.266,-0.563,-0.153,0.027,1.839,-2.076,-0.07,-0.329,0.628,-1.062,1.113,1
1.158,1.054,3.406,-0.218,-1.343,0.482,0.179,0.692,-0.021,-0.279,0.709,0.479,0.621,0.846,0.648,-1.14,-1.105,0.121,0.535,-0.321,0.296,-2.302,-0.979,-1.041,0.776,-0.097,-1.879,0.286,0.36,0.154,0
1.746,0.548,0.978,0.458,1.947,0.802,0.462,-0.728,0.028,-1.241,0.208,0.164,-1.022,-1.616,1.393,0.499,1.083,2.055,0.966,0.188,-0.695,-0.602,0.598,0.423,-2.286,-0.114,-0.151,0.229,1.635,0.181,0
-0.752,-0.442,0.706,-1.147,-2.324,0.268,-0.565,-0.023,-2.16,-1.694,0.244,-1.442,1.368,0.394,-2.465,-0.147,0.766,1.683,-1.889,0.247,0.142,0.346,-0.415,0.772,0.425,-0.148,-0.116,0.009,-0.728,0.343,1
-1.387,1.74,-0.118,-0.549,-0.485,0.688,0.291,0.299,-0.092,-0.323,0.16,0.332,-0.311,0.755,0.303,1.573,-0.313,0.989,-1.195,-0.003,-0.591,-1.472,-1.421,-1.754,-1.522,1.829,-0.258,-0.559,-1.03,-0.048,1
0.362,-0.091,0.224,-2.362,-1.34,-0.875,-0.295,0.712,0.838,0.714,-0.521,0.322,0.97,0.312,-0.036,0.34,-0.355,0.498,0.842,-1.896,1.076,-0.118,0.053,-0.87,-1.447,-0.836,0.495,1.682,0.149,-1.18,1
0.142,2.651,0.473,-0.044,-1.313,0.478,1.19,-1.576,1.347,0.211,-0.403,-0.892,1.319,-0.112,0.264,-0.71,0.067,0.118,-1.348,0.505,-1.086,0.465,-2.182,-0.881,-0.108,1.708,0.654,1.197,-0.076,-2.212,1
0.172,1.918,0.05,0.028,0.839,0.971,-0.632,-0.065,-2.261,1.538,-0.308,0.359,-0.112,1.292,0.134,-0.93,1.908,0.507,0.722,-0.062,-0.867,-0.081,0.432,-0.965,-0.727,0.866,0.47,-1.839,0.465,1.982,1
1.882,2.652,0.99,-1.13,-0.809,-1.276,-0.476,0.466,-0.445,0.659,-1.153,-0.624,0.279,2.096,0.869,0.234,0.502,1.735,1.171,-0.769,-0.746,0.423,-0.8,3.223,1.23,-0.409,-0.309,0.035,0.978,-0.676,1
0.601,-2.023,0.436,0.431,-0.222,-1.159,-0.487,0.693,1.904,1.412,0.475,0.088,-1.817,0.463,-0.213,0.046,-1.229,-0.204,-1.388,0.451,0.244,-0.382,-0.334,2.404,-0.991,1.253,0.04,-1.076,-0.767,1.588,0
-0.308,0.694,-1.24,-0.045,-0.113,-0.093,1.608,-1.482,0.691,-2.148,-0.139,-0.296,1.1,-0.977,1.744,-0.248,-0.221,-0.59,0.7,0.126,-2.721,0.63,2.434,1.052,-0.687,-0.241,-0.008,-0.472,0.313,0.244,0
1.077,-0.095,-1.532,-0.52,-0.069,-1.58,0.164,-0.033,-0.626,0.875,1.657,1.178,0.609,0.918,-0.007,0.974,-0.506,-0.449,-0.545,-0.005,-0.67,-1.204,1.275,1.101,1.456,-0.39,-0.475,1.48,-1.777,1.802,0
-2.549,1.07,1.419,-0.755,1.223,-0.622,-0.345,-0.103,-1.076,0.858,0.311,1.432,0.039,0.573,-0.644,0.727,-0.717,0.738,-2.163,-2.072,0.136,0.724,1.188,-0.567,-0.111,1.105,0.563,0.081,0.066,0.229,0
0.351,-0.461,-0.705,0.988,0.167,0.643,-2.016,0.324,1.929,-0.495,-0.041,-0.608,0.61,-1.058,-0.171,0.942,-1.07,2.055,-0.605,0.556,-2.245,0.247,-0.228,-0.127,2.646,-2.245,0.796,0.757,0.162,0.395,1
0.864,-0.472,0.712,-1.646,3.049,-0.188,0.126,-0.388,-0.339,-0.374,1.244,-1.719,-0.248,-1.427,-0.886,-1.591,-0.241,1.139,0.91,-0.797,-1.269,-0.318,1.171,-1.191,-0.488,-1.186,-0.494,-0.579,-1.734,-1.766,1
0.353,1.178,0.745,-0.175,1.736,-0.555,1.113,0.273,0.39,1.242,0.484,-0.734,-0.01,0.611,-0.338,-2.155,-1.076,1.602,-0.301,0.964,-0.376,-2.864,0.735,0.896,-0.169,0.336,-0.004,-2.005,0.641,1.611,0
0.613,0.243,-1.525,0.009,-0.008,-0.346,-0.089,1.204,-0.997,0.576,-0.811,-0.971,0.435,-0.918,0.295,-0.68,-0.745,-0.287,-1.474,0.401,0.821,-0.209,-1.525,-0.357,-0.594,1.053,1.518,0.528,1.757,-1.58,0
0.775,-0.347,-0.567,-2.208,0.45,1.063,0.889,-1.346,0.56,1.466,-0.572,-0.275,-0.86,0.523,1.024,0.269,-1.12,-1.644,0.297,-0.551,-0.583,0.745,-1.808,-0.529,-0.555,-0.942,0.047,0.819,0.785,-0.159,1
