feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
1.171,1.066,0.987,-0.469,-0.749,-2.54,0.331,-0.548,-0.419,0.556,0
1.03,-1.093,-0.729,-1.051,1.026,1.68,-0.786,-0.816,-0.166,-0.356,1
0.212,0.164,0.409,-0.092,-1.763,1.293,-0.679,-0.098,1.498,-0.058,1
-1.01,2.038,0.398,-0.183,0.424,-0.382,-0.275,0.181,0.472,-0.236,1
1.148,0.01,1.039,0.388,1.372,0.394,0.371,-1.667,-0.482,0.939,1
-1.09,-0.219,-0.272,-0.855,1.188,0.992,0.357,1.121,-1.772,-1.377,1
-0.841,-0.26,0.665,1.778,-0.499,0.793,-1.743,0.555,-1.209,0.033,1
0.761,0.598,0.684,-0.353,-1.076,-1.426,0.874,0.366,-0.166,1.202,1
0.446,-0.706,1.191,-2.104,0.457,-1.041,-0.949,0.469,1.082,0.276,1
-0.46,1.094,1.583,1.269,0.631,-0.141,-2.337,-0.539,-0.707,0.051,1
0.915,-1.051,1.422,0.777,1.481,0.624,0.001,1.175,-2.031,1.262,1
0.739,-1.392,-0.452,0.923,-0.049,0.066,-0.54,-0.245,-0.608,-0.314,1
1.536,0.466,-2.715,0.117,-0.978,-0.832,-1.076,0.893,0.236,1.066,1
-0.453,-1.848,2.016,1.171,0.644,-0.652,1.673,0.439,0.039,0.452,0
-1.77,0.392,0.198,1.585,1.39,-0.037,-0.135,1.639,0.247,-0.307,1
-0.69,-0.654,-0.129,0.604,-1.479,-1.744,-0.318,0.234,-0.717,-1.502,1
1.176,1.377,-0.889,1.575,-1.143,-0.414,0.118,-1.16,0.558,0.435,1
1.33,0.221,0.369,0.524,0.269,1.116,-1.232,1.862,-2.301,-1.797,1
-2.729,-1.415,0.175,0.375,-1.533,0.551,1.044,-1.033,-0.463,-1.041,1
-0.428,0.997,-1.69,2.598,0.117,1.712,0.71,-0.625,0.366,-0.073,1
0.719,-1.038,-1.078,1.801,-1.407,-0.339,0.237,-0.234,-0.741,1.243,1
0.398,1.417,-1.038,0.509,2.355,0.777,1.363,0.83,-1.261,0.073,1
-0.029,-0.247,1.464,1.261,-0.322,-0.968,-1.714,1.941,-0.221,-0.982,0
-0.51,0.15,-1.049,2.142,-0.08,-0.375,-0.332,0.241,1.236,1.467,0
-0.404,0.93,0.789,-1.606,-0.173,0.154,-0.592,-0.542,-0.19,0.296,1
-0.038,-1.455,1.081,-0.226,0.3,-0.647,0.529,0.02,0.89,-0.529,0
-0.837,-0.351,-0.185,-0.69,0.619,-1.513,-0.366,0.221,0.789,0.556,0
-0.933,-0.053,-1.122,0.708,1.076,-0.099,0.375,-1.381,-1.34,-0.655,1
0.234,-1.777,-1.471,-0.57,0.152,0.212,-0.312,0.981,-0.215,-2.184,1
1.004,1.465,0.299,1.318,1.744,0.907,-0.096,-1.668,0.182,0.389,1
-0.254,0.278,-0.811,-0.549,-0.488,0.268,-1.817,-1.297,0.552,-1.532,1
0.853,0.162,-0.769,1.532,-1.094,0.905,0.078,0.48,-0.558,-0.429,1
-0.428,-1.235,0.963,0.29,-0.077,0.227,0.1,-1.219,0.194,0.636,1
0.285,-0.972,-0.196,0.833,-2.56,0.926,-0.479,0.175,-0.675,-0.107,1
0.01,1.309,-0.811,-1.311,-0.328,0.462,0.634,0.766,0.487,0.067,1
0.228,0.33,0.051,0.471,-1.432,-1.031,-0.133,2.436,-0.204,-1.319,0
-1.279,-1.611,-0.707,0.93,-0.042,-0.604,0.694,-2.021,-0.142,-0.742,1
-1.575,-1.192,-0.329,-0.914,-1.303,0.861,0.05,0.612,0.614,2.677,1
0.504,-0.08,-0.759,-0.778,1.546,-1.499,1.136,1.026,-1.298,-1.048,0
-0.565,0.738,1.515,-0.488,-0.401,0.581,-0.269,-2.269,-0.874,0.266,1
1.629,1.92,-0.226,-1.954,0.349,-0.282,-1.3,-0.29,0.641,0.353,1
-0.666,-0.126,0.943,0.466,-0.102,0.728,0.655,0.481,0.982,0.501,1
0.844,0.007,1.463,0.827,0.542,0.029,-0.207,0.027,-0.042,0.984,0
0.869,0.72,-0.023,1.131,-0.914,-2.015,0.394,-1.126,0.931,1.425,0
1.273,2.014,-0.816,-0.778,-0.409,0.503,0.564,-0.579,-0.339,-0.024,1
0.725,-0.525,0.393,0.197,1.368,-0.408,1.465,-0.107,-0.594,-0.61,0
-0.142,-1.017,-0.696,1.891,1.764,-0.934,-1.664,-0.864,0.992,0.098,0
-1.24,0.872,-1.48,-0.052,0.28,-1.218,0.317,1.537,-2.853,0.274,0
0.621,-0.106,0.595,-0.276,0.244,0.285,0.512,-0.233,-0.556,0.704,1
0.044,-0.148,1.187,-0.079,0.305,-0.932,-0.237,0.186,0.457,-1.43,0
-1.249,-0.699,-0.098,-2.216,-0.637,-1.316,-0.217,0.023,-0.112,-1.626,1
0.495,-0.777,-0.673,-1.153,-0.125,-1.073,-1.472,0.302,-1.774,0.127,0
-0.593,-0.538,-1.274,0.546,-1.741,1.509,-0.722,-0.448,0.619,0.702,1
0.435,1.112,-0.814,-0.73,1.488,1.117,-0.04,0.087,-0.326,-0.522,1
1.744,-0.032,-0.608,0.58,0.955,-1.214,-1.053,0.316,0.979,-1.022,1
0.232,0.294,-1.489,-1.355,-1.479,-0.528,0.54,-0.644,-1.246,-0.346,1
-0.047,0.065,-0.988,0.106,0.386,1.509,1.111,-1.382,-1.263,-0.167,1
-1.16,-1.662,-0.315,0.081,-1.028,0.283,0.418,-0.01,-0.791,-0.494,1
-0.716,0.62,1.4,0.948,0.725,-1.679,-0.726,0.013,0.476,0.534,0
-1.103,0.656,-0.847,-1.437,-1.241,-0.642,-0.957,0.668,0.655,-0.694,1
-2.413,0.75,-0.404,1.161,1.521,0.357,-1.922,-0.885,0.413,1.467,1
-0.47,1.42,-1.067,-0.829,0.502,1.322,-2.199,1.146,-0.074,0.408,1
-0.629,-0.117,0.077,-0.21,0.289,1.36,0.652,-0.54,-0.456,-0.926,1
-0.677,-1.873,-0.855,-1.222,0.455,1.3,0.184,-0.225,-0.496,-0.55,1
1.073,0.008,-0.106,-0.022,-1.841,-0.768,-1.463,0.874,-0.096,0.125,1
-0.294,0.583,2.177,0.11,1.815,0.687,-0.017,-0.117,0.89,1.282,1
0.717,-1.008,1.099,0.784,0.767,0.366,0.793,-1.035,0.79,-0.348,0
-1.461,-0.115,-1.454,1.758,0.442,-0.157,-0.149,-0.466,0.524,-0.402,1
0.019,-0.372,-3.255,1.671,0.13,1.392,-2.253,-0.84,-0.333,-0.244,1
1.27,1.553,-1.544,0.605,-0.638,0.208,0.114,0.076,0.644,-1.06,1
-0.166,-0.43,0.827,1.267,-0.949,-1.503,0.035,0.007,-0.6,-1.021,0
-0.684,-0.92,1.162,-1.107,1.316,0.045,0.933,1.358,1.458,0.422,0
-1.805,0.691,-0.08,-0.339,-1.017,-0.934,-0.722,0.945,1.154,1.581,1
0.282,-2.175,-0.246,0.008,0.178,-0.607,0.334,-0.362,0.453,-1.271,1
0.43,0.124,-0.755,-1.229,-0.398,0.845,0.595,0.364,-0.004,-0.723,1
0.436,1.773,1.142,0.681,1.62,-0.25,0.078,-0.325,-0.612,-0.677,0
-0.33,0.812,1.211,2.138,-0.497,-1.205,-1.033,0.485,1.04,-0.037,0
0.721,1.621,1.209,0.897,0.422,0.241,-1.016,-1.169,0.136,-0.664,1
-1.818,0.25,1.505,-0.428,0.353,-0.282,-0.402,1.9,0.009,-0.58,0
0.711,-0.926,0.982,0.607,-1.959,0.62,-0.531,0.111,-0.832,1.266,1
-0.287,0.303,1.41,-0.251,2.041,1.527,1.415,-0.594,-2.238,0.081,1
0.635,-0.055,-0.199,0.817,0.776,0.206,0.295,-0.409,-1.003,1.0,1
1.264,0.019,1.334,-1.053,0.333,-0.146,1.305,-0.71,1.555,-0.14,1
-0.586,0.442,0.686,-0.211,1.264,0.93,-0.942,1.177,0.31,-0.114,1
1.413,-0.6,-0.064,0.446,0.803,0.487,-1.088,0.965,-0.973,0.141,1
-0.169,-0.036,-1.41,-1.176,-0.942,0.951,1.78,-0.584,-1.273,1.037,0
-1.262,0.7,-1.465,0.026,-0.732,-1.678,-0.644,-0.95,-0.454,1.106,1
-1.162,-0.198,-0.125,1.284,-0.326,-0.194,-0.218,-0.385,0.759,0.863,1
-0.408,-0.703,0.486,0.297,0.418,-0.582,-2.127,1.755,1.148,-0.396,1
-0.687,0.548,-1.022,-0.962,1.074,0.017,0.375,-0.608,-0.32,0.448,1
-1.087,-0.907,-0.162,0.04,-0.537,0.059,1.574,1.508,-0.39,2.197,0
-0.581,1.732,1.35,0.112,-0.237,2.747,-0.457,-0.897,-0.173,0.275,1
-0.276,-2.645,-1.443,-0.14,0.576,0.518,-0.4,-0.852,-0.111,-0.197,1
-0.888,-0.672,-1.462,1.018,0.483,-0.343,1.39,-1.035,0.59,0.147,0
-1.237,0.519,-0.395,-0.954,-0.195,-1.06,0.015,-0.764,-1.111,-0.57,1
0.533,0.697,-0.01,-0.779,-0.777,0.57,0.266,1.079,-0.57,0.316,1
1.353,-1.358,0.883,0.544,-0.531,-2.418,-0.215,-0.078,-0.663,-0.718,0
0.638,0.118,2.043,0.338,-1.537,0.331,-0.8,-0.499,0.717,1.35,1
-0.438,0.853,-0.219,-0.198,-0.884,-0.632,-2.538,0.6,-1.258,-0.558,1
1.115,-1.022,-1.448,1.322,1.062,-1.059,1.163,1.279,0.906,0.315,0
-0.043,-0.636,-0.193,1.035,-0.167,-0.182,-1.5,-1.334,0.842,-0.591,1
-1.668,-1.056,-0.655,-0.533,-1.928,-0.139,0.397,0.485,-0.871,0.55,1
1.494,0.706,2.941,-2.227,-0.235,-0.826,2.48,1.342,0.582,0.008,0
-1.513,-0.909,0.042,1.632,0.585,-0.763,-0.038,-0.463,0.768,0.309,0
0.322,-1.041,1.06,-0.611,-0.964,-0.386,-0.896,1.069,0.644,1.18,1
0.167,-0.431,-1.145,-1.471,-0.44,-1.062,-1.29,0.473,0.848,0.104,1
-1.286,0.281,1.835,0.651,-1.326,0.415,0.456,-0.866,-0.103,-0.692,1
-0.473,0.403,1.339,-1.33,-0.059,0.152,0.23,-1.474,1.021,0.429,1
0.424,-0.107,0.611,-1.199,2.025,-0.056,-0.593,0.029,0.353,0.859,1
0.307,1.683,-1.043,0.414,1.511,-0.452,1.187,0.705,-0.3,-0.199,0
0.273,1.43,1.105,-0.477,-0.75,-0.665,0.659,0.497,-0.028,0.174,0
0.95,1.915,-1.436,-0.824,-1.287,0.103,1.278,-0.316,1.338,-1.175,1
-0.504,0.356,0.597,-0.347,-0.378,-0.664,0.362,2.096,-1.891,-0.597,0
-1.17,2.573,-0.881,0.078,-0.718,0.303,-0.22,-0.72,0.096,0.263,1
-0.421,-1.878,0.235,1.255,0.587,-1.917,-0.329,1.119,-2.273,0.024,0
0.813,-0.007,0.274,0.582,0.011,1.005,-0.644,-0.197,-0.005,0.117,1
0.149,0.614,-0.709,0.953,-0.475,2.581,-0.176,0.315,0.287,0.009,1
-0.207,-0.654,-0.162,0.126,-0.821,1.677,1.974,-0.675,-1.064,-1.24,1
0.591,0.296,-1.201,-0.896,1.685,1.032,-0.01,-1.139,-0.405,1.107,1
0.35,1.005,-1.559,-0.076,-0.83,0.59,-1.647,0.195,2.59,1.606,1
1.596,-2.575,1.639,0.998,0.018,-0.274,0.914,1.126,0.319,-0.263,0
-0.092,1.094,-1.126,-1.463,0.037,-0.742,-0.937,-0.746,-0.729,-0.866,1
0.552,-0.342,-0.004,-0.255,2.252,0.068,1.719,-2.067,-0.862,-0.325,0
0.37,-0.701,-1.914,0.209,-1.8,-0.298,-0.346,-0.088,-1.164,1.605,0
-1.127,0.152,1.349,0.97,-1.019,0.608,1.774,0.787,0.178,-0.285,1
-0.366,-1.578,0.643,-0.727,2.329,-0.509,1.366,1.902,-1.179,0.194,0
-0.48,-0.189,0.333,0.24,-1.858,0.004,-0.937,-1.338,-1.35,0.882,1
-1.331,0.244,0.765,0.327,-1.189,0.026,1.105,0.871,-0.985,0.154,0
0.845,0.428,0.911,0.936,-0.452,-0.234,-0.319,0.071,2.337,-0.833,1
1.42,-0.65,-0.158,-0.826,-0.584,0.985,0.728,-1.203,-1.247,0.73,1
0.461,1.167,-0.887,1.007,-0.11,-0.422,0.893,-0.617,-0.973,-1.359,0
-0.997,-1.167,0.018,-0.066,-0.008,0.542,1.019,-1.304,1.269,0.107,1
-0.886,1.559,0.23,0.522,0.495,0.803,-0.695,-0.185,-0.507,1.322,1
0.942,-2.384,-0.822,0.476,0.501,-0.351,-1.551,-0.974,0.797,1.587,1
1.437,-0.828,2.483,-0.252,1.591,0.781,0.288,0.885,0.672,0.599,1
0.957,0.687,1.092,-1.003,1.169,0.168,0.664,1.823,-0.493,-1.138,1
2.881,-0.261,1.313,0.667,-0.205,-0.762,0.622,0.556,-0.143,-0.649,0
-0.682,0.165,1.843,-0.914,-0.925,-1.078,1.469,0.18,0.435,-1.092,0
-0.67,1.399,-0.894,-0.522,-0.347,0.864,-0.67,-0.256,-0.181,-0.057,1
0.899,0.064,-0.488,0.415,0.845,0.446,-1.251,0.905,-1.56,1.603,1
-1.068,-0.011,-1.424,-0.207,-1.458,-1.577,1.119,0.528,-0.557,-0.669,0
-1.177,1.473,1.205,-1.665,0.423,0.559,-0.775,-0.99,-0.917,-1.77,1
0.023,0.014,-1.015,-0.579,-1.086,0.758,-1.016,-0.088,-0.227,0.285,1
0.708,1.025,-0.887,-0.183,-1.905,-1.104,1.635,-0.803,-0.304,-0.655,0
-1.4,-0.135,0.068,0.709,-0.046,-1.426,1.085,0.104,0.854,0.231,0
0.045,-1.409,-1.156,0.468,0.551,-0.167,0.704,-1.273,-0.288,-0.159,0
0.98,-1.616,0.556,0.354,0.478,-0.501,-0.384,0.599,-1.486,0.904,0
-1.729,-0.964,-0.576,-0.542,-0.311,0.761,0.952,-1.319,-1.071,-0.375,1
0.565,-1.159,0.215,1.044,-0.726,0.248,0.15,-1.325,0.059,0.375,1
-0.08,-1.181,1.513,0.072,-1.272,1.024,0.625,-0.184,0.91,-1.249,1
-0.387,-0.482,-1.099,-0.582,-1.805,-0.8,0.351,-0.56,1.818,0.248,1
-0.18,-2.116,-0.997,0.227,-2.143,0.103,-1.883,-0.244,-0.595,-0.856,1
0.569,0.626,-1.117,0.621,-0.09,-0.655,0.059,0.472,-0.23,0.693,0
0.136,-0.927,0.871,-0.236,0.539,0.109,-0.494,-0.8,1.001,-0.504,1
-0.486,0.645,-0.306,0.667,1.81,0.969,-0.723,0.209,-1.076,0.684,1
0.588,1.022,-0.197,0.362,-0.835,-0.963,0.032,0.717,-0.474,-0.081,0
1.212,0.887,-1.461,-0.483,-0.468,-1.284,1.041,1.009,0.913,-0.988,0
0.631,0.416,0.594,-1.041,0.429,-0.188,-2.737,-0.52,0.525,1.086,1
-0.295,-1.079,0.236,-1.834,0.731,-1.209,0.266,-0.299,-0.873,-0.536,0
1.307,1.421,-0.02,0.201,-1.348,-0.529,-0.623,0.064,-0.636,-1.184,1
1.066,0.399,-0.614,1.51,-0.096,-0.504,-1.529,-1.253,0.65,1.317,1
0.779,-1.863,-0.657,-0.783,2.023,-0.302,0.683,-1.561,0.325,-1.076,1
-0.149,1.272,0.418,1.008,1.5,0.075,0.657,-0.287,-0.447,-0.3,0
0.384,0.597,0.395,0.785,-1.522,1.997,-0.933,1.493,-0.583,0.778,1
-0.105,-0.693,-0.309,-1.376,1.0,1.496,0.796,-0.411,-1.419,0.388,1
-0.928,0.158,0.939,-1.065,-0.156,-2.054,0.081,0.447,-0.454,-0.139,0
-0.873,-0.143,-0.499,-0.175,1.167,0.251,0.597,-0.492,1.451,0.498,0
-0.417,-0.112,0.938,1.12,-0.252,-0.992,-0.01,0.634,0.254,0.236,0
0.975,-1.389,0.23,-0.424,3.212,1.439,0.64,-0.107,-0.982,0.088,1
1.898,0.725,-0.286,-0.064,-1.561,0.589,-0.45,0.364,-0.095,-0.533,1
0.828,-0.502,1.438,-0.193,1.641,1.438,0.64,0.602,1.23,0.463,1
-1.234,1.559,1.351,-0.139,-0.368,0.861,-1.054,-0.281,-2.195,-0.432,1
-0.855,-0.167,-1.169,0.661,-0.236,0.023,-0.167,-1.024,0.913,-0.32,1
0.211,-0.671,-1.413,-0.038,1.713,-0.735,0.049,0.063,0.264,0.006,0
-0.091,1.031,-1.167,-1.204,-1.731,-0.79,-1.423,0.455,0.463,-0.769,1
1.936,0.401,-0.654,0.008,0.813,-0.717,1.08,0.037,-0.735,-0.769,0
0.816,-0.255,-1.232,-0.579,0.585,-0.078,-1.442,-0.102,1.463,0.956,1
-0.217,-0.098,1.135,0.671,0.03,0.046,1.832,-1.983,1.19,-1.902,0
-0.19,0.597,0.641,-0.011,-2.792,-0.509,0.512,-1.486,-0.328,-1.753,1
1.998,-0.893,0.63,-0.609,1.081,0.244,-0.192,-0.549,-1.651,0.206,1
-0.639,0.337,1.02,0.149,0.438,0.914,-0.325,1.689,0.193,0.727,1
0.269,0.509,1.6,0.629,-1.311,0.093,-0.252,1.266,-1.339,0.002,0
0.18,0.524,-1.124,-1.455,-0.668,-0.119,-1.063,0.443,-0.494,-0.376,1
0.79,0.018,-0.364,-1.74,1.046,1.716,0.556,1.012,-1.069,-0.101,1
0.17,0.417,0.173,0.574,-0.578,0.483,0.63,-0.207,0.773,1.08,1
0.154,-0.004,1.911,-0.161,1.497,-1.584,-1.745,0.4,1.173,-0.333,0
0.063,1.462,-0.948,-0.164,-0.18,-1.406,0.318,-0.473,-1.139,0.317,0
-0.163,-0.049,0.517,-0.385,-0.711,0.479,-0.385,-0.65,-0.447,-0.567,1
0.233,0.802,0.119,-0.391,-0.446,-2.084,0.268,-0.694,-0.082,-0.59,0
0.879,0.154,1.583,0.616,-1.184,-0.129,-0.897,-0.862,-1.973,0.232,0
0.38,0.757,0.394,0.77,1.294,0.692,2.938,0.774,0.345,-0.348,0
0.793,1.938,0.611,-0.71,-0.044,-0.237,-0.353,-0.313,-1.534,-0.961,1
-2.319,0.48,1.699,1.364,0.879,1.673,-0.597,-0.591,-0.317,-0.631,1
0.444,0.374,0.841,0.795,0.234,-0.943,1.622,0.068,0.651,0.691,0
0.124,0.149,-1.053,-1.246,0.603,-0.447,1.786,-0.448,-0.117,-0.25,0
-0.153,-0.979,-0.534,-0.22,-1.266,0.913,-0.908,-0.71,-0.052,-1.075,1
0.411,-0.748,1.045,1.046,1.069,-0.164,0.625,0.143,-0.538,-1.17,0
0.174,-0.152,-0.601,-1.512,-2.282,-0.464,1.317,1.07,0.384,0.387,1
-0.555,-0.218,-1.059,-0.343,-0.554,0.042,0.431,-0.782,-1.637,-0.575,1
-0.578,0.425,-0.522,-0.225,0.163,-2.309,-0.64,-1.681,0.693,0.553,0
-0.035,1.447,-0.204,1.014,-0.633,-0.169,0.833,1.246,-0.872,0.525,1
0.024,-0.777,0.259,-0.898,-0.348,-0.155,0.747,-0.086,0.535,0.301,1
-1.066,1.559,-1.539,0.315,-0.739,-0.238,0.18,-0.685,-0.963,-1.333,1
0.785,-0.119,-0.583,-1.272,1.405,-1.228,1.258,-1.276,-0.45,-0.777,0
0.736,-1.185,-0.02,-0.896,0.557,1.49,-0.765,0.443,-0.308,-0.84,1
-1.641,-0.351,-1.345,0.31,0.146,-1.892,0.242,0.051,-1.205,1.35,0
-0.116,-2.193,0.442,0.12,0.69,0.726,-0.384,-0.402,0.058,-0.168,1
-0.015,0.173,-0.582,0.353,0.188,0.098,-0.135,0.263,0.366,-1.282,1
-0.341,0.442,1.316,1.642,0.694,-1.558,0.926,0.56,-0.373,-1.729,0
0.261,1.379,-1.287,1.331,0.698,0.634,0.153,-1.62,0.606,-0.612,1
-0.823,0.241,1.6,-0.853,-1.239,-0.037,0.56,0.258,0.715,-1.083,1
1.303,1.067,0.432,1.684,-0.366,-0.391,-0.378,-0.875,0.959,0.7,1
0.168,0.817,1.819,-0.385,-0.812,1.069,-0.267,0.901,-1.522,-0.701,0
-0.498,-0.448,-0.634,0.639,-0.53,0.004,0.942,0.401,-1.124,-0.751,1
1.044,-0.457,1.024,0.559,-2.244,-0.566,1.462,-0.063,0.232,1.469,1
0.316,0.337,-0.153,0.003,0.254,0.707,-0.594,-1.784,1.276,-0.728,1
-0.879,0.804,1.149,-0.269,-0.734,-1.16,0.002,-0.773,-0.502,1.143,1
0.145,1.397,1.179,-1.693,0.01,0.324,0.401,-1.099,0.195,0.355,1
0.966,-0.702,0.219,-0.993,-3.248,1.325,0.284,-1.229,-0.065,0.076,1
-0.962,1.446,-0.068,-0.907,-0.48,-0.292,-0.076,0.415,-0.113,-0.703,1
-2.312,-1.233,-0.798,0.417,1.59,1.708,0.091,0.626,2.265,0.786,1
-0.555,0.486,-0.832,0.334,0.231,-1.141,1.217,-0.288,0.984,1.214,0
-0.718,-0.159,0.077,-0.649,-0.133,1.962,-1.505,-1.969,1.023,0.956,1
0.662,1.132,0.59,0.485,0.196,0.781,1.975,-0.516,-0.034,-1.68,0
1.702,0.681,-1.151,-1.321,-0.489,1.748,0.246,-1.93,0.586,-1.701,1
-0.812,0.693,-0.131,-0.001,-0.897,-1.362,0.659,1.587,-1.866,-0.222,0
1.385,-0.124,-0.375,0.096,1.579,-0.967,1.561,-0.707,0.134,0.235,0
1.266,-0.92,0.825,-0.075,-0.214,-0.032,-0.092,0.872,0.697,-0.229,1
-1.698,1.807,-0.645,0.464,1.842,1.192,-0.098,-1.285,-0.347,-0.902,1
-1.024,1.774,-0.323,3.03,0.773,1.735,1.294,-0.766,0.325,0.408,1
0.911,-1.435,0.27,-0.312,0.092,0.051,-1.168,0.046,-2.267,-1.466,1
0.329,0.409,-0.181,-1.126,1.226,-0.454,-0.509,-0.96,0.177,2.443,1
-0.496,-0.137,-0.034,-0.34,0.106,1.062,1.145,-1.529,-0.332,-0.961,1
-1.217,-0.067,0.772,-1.881,-0.286,-1.869,1.569,1.452,1.447,1.13,0
0.043,0.918,-0.486,0.764,0.853,1.202,0.272,-0.358,-1.038,-0.846,1
-0.979,0.395,-0.341,0.844,1.379,0.25,-1.124,-0.118,-0.385,-0.557,1
-0.558,1.254,1.007,-0.539,1.191,-2.131,1.303,0.074,0.361,-1.672,0
-0.299,-0.584,0.94,0.579,0.199,-1.076,-0.036,0.636,1.126,0.622,0
1.043,0.792,-1.679,-0.895,0.678,-0.657,0.615,1.055,1.961,0.042,1
-1.73,-1.139,1.993,1.298,-1.538,1.104,0.266,0.95,-0.456,-2.142,1
-0.813,-0.782,0.971,0.473,0.803,0.603,0.432,0.98,-1.648,-1.188,1
0.726,0.074,-0.037,0.557,-0.909,-1.338,0.192,-0.724,0.08,-0.54,0
0.364,1.386,0.811,-0.194,0.481,0.78,-0.136,0.17,-0.865,0.399,1
0.665,-0.6,-0.305,-0.399,-0.383,1.689,-1.02,0.671,-1.11,-1.149,1
-0.487,0.74,-0.539,-0.542,0.564,0.811,-2.596,-0.176,-0.736,-0.822,1
-0.094,-1.166,-0.294,-0.316,0.043,-0.927,0.713,-0.096,0.005,-1.411,0
0.333,-0.341,0.237,-0.15,-0.42,1.186,2.449,-0.5,-1.43,1.821,1
1.199,1.175,-0.188,0.714,0.707,0.973,-1.61,-0.894,-1.744,-0.573,1
-0.404,1.204,-0.121,-0.683,-0.669,-0.03,-0.714,2.005,-1.232,0.333,1
-1.439,0.449,0.275,-0.553,-1.234,0.182,0.565,-0.257,1.622,-0.13,1
-1.807,0.936,-0.44,-1.543,-0.357,-0.428,0.794,-0.693,0.63,0.725,1
-0.082,1.246,-0.122,-0.447,-0.92,0.249,1.58,-0.535,-1.387,-0.302,0
0.132,-0.344,-1.51,0.197,-1.361,-1.125,-0.728,0.855,-0.712,0.278,0
0.076,0.579,0.254,-1.588,-1.562,0.911,0.359,-0.243,-0.115,0.109,1
-0.27,0.791,-0.346,-0.909,0.697,0.608,-0.958,-0.881,-1.833,0.303,1
-1.397,-0.948,0.611,0.215,0.695,-1.911,1.472,0.896,0.286,0.435,0
0.128,0.252,-2.491,0.887,-0.296,0.703,0.14,0.575,-1.819,0.687,1
1.938,-1.51,-1.637,1.746,1.046,0.963,-1.308,-1.446,1.83,-1.185,1
-0.367,0.011,0.633,-0.903,-1.412,-0.986,1.445,-0.359,1.164,-0.439,1
-0.074,0.855,0.658,-0.381,-0.235,1.834,0.438,-1.94,0.872,-0.331,1
1.066,1.083,-1.305,1.027,2.205,0.833,0.597,-0.572,2.574,0.934,1
0.325,-0.354,0.734,-1.206,-1.043,0.269,-0.121,-0.114,0.487,-0.62,1
