,html,--,--,--,--,--,--,--,--,--,--,--,--,0.536 ± 0.012,0.698 ± 0.029,0.677 ± 0.078,0.701 ± 0.045,0.674 ± 0.059,0.673 ± 0.047
,markdown,--,--,--,--,--,--,--,--,--,--,--,--,0.537 ± 0.019,0.645 ± 0.049,0.635 ± 0.092,0.663 ± 0.068,0.648 ± 0.080,0.650 ± 0.039
,markdown_mask,--,--,--,--,--,--,--,--,--,--,--,--,0.515 ± 0.005,0.755 ± 0.021,0.744 ± 0.070,0.770 ± 0.035,0.757 ± 0.029,0.746 ± 0.019
telco_ls_gpt,feat_val,--,--,--,--,--,--,--,--,--,--,--,--,0.691 ± 0.004,0.871 ± 0.038,0.854 ± 0.045,0.835 ± 0.053,0.841 ± 0.054,0.830 ± 0.040
,feat_val_mask,--,--,--,--,--,--,--,--,--,--,--,--,0.513 ± 0.012,0.632 ± 0.046,0.633 ± 0.117,0.632 ± 0.076,0.721 ± 0.106,0.646 ± 0.064
,html,--,--,--,--,--,--,--,--,--,--,--,--,0.665 ± 0.005,0.710 ± 0.044,0.746 ± 0.048,0.748 ± 0.040,0.783 ± 0.056,0.773 ± 0.019
,markdown,--,--,--,--,--,--,--,--,--,--,--,--,0.651 ± 0.010,0.675 ± 0.091,0.721 ± 0.081,0.703 ± 0.050,0.727 ± 0.055,0.738 ± 0.031
,markdown_mask,--,--,--,--,--,--,--,--,--,--,--,--,0.521 ± 0.009,0.586 ± 0.083,0.575 ± 0.054,0.549 ± 0.040,0.614 ± 0.077,0.608 ± 0.038
marketing_ls_gpt,feat_val,--,--,--,--,--,--,--,--,--,--,--,--,0.714 ± 0.005,0.733 ± 0.044,0.748 ± 0.034,0.757 ± 0.019,0.748 ± 0.036,0.751 ± 0.021
,feat_val_mask,--,--,--,--,--,--,--,--,--,--,--,--,0.529 ± 0.007,0.650 ± 0.079,0.656 ± 0.048,0.682 ± 0.054,0.702 ± 0.038,0.684 ± 0.029
,html,--,--,--,--,--,--,--,--,--,--,--,--,0.705 ± 0.004,0.719 ± 0.059,0.726 ± 0.050,0.730 ± 0.037,0.711 ± 0.040,0.743 ± 0.019
,markdown,--,--,--,--,--,--,--,--,--,--,--,--,0.648 ± 0.004,0.719 ± 0.035,0.727 ± 0.032,0.713 ± 0.023,0.715 ± 0.021,0.709 ± 0.017
,markdown_mask,--,--,--,--,--,--,--,--,--,--,--,--,0.546 ± 0.004,0.622 ± 0.052,0.626 ± 0.030,0.607 ± 0.039,0.624 ± 0.034,0.617 ± 0.037
