,markdown,--,--,--,--,--,--,--,--,--,--,--,--,0.765 ± 0.007,0.706 ± 0.030,0.707 ± 0.035,0.727 ± 0.031,0.778 ± 0.020,0.785 ± 0.033
,markdown_mask,--,--,--,--,--,--,--,--,--,--,--,--,0.549 ± 0.024,0.695 ± 0.042,0.715 ± 0.016,0.774 ± 0.026,0.768 ± 0.017,0.752 ± 0.031
transfusion_ls_gpt,feat_val,--,--,--,--,--,--,--,--,--,--,--,--,0.708 ± 0.007,0.727 ± 0.036,0.728 ± 0.028,0.740 ± 0.021,0.733 ± 0.041,0.744 ± 0.016
,feat_val_mask,--,--,--,--,--,--,--,--,--,--,--,--,0.614 ± 0.012,0.667 ± 0.091,0.667 ± 0.072,0.683 ± 0.060,0.701 ± 0.045,0.688 ± 0.040
,html,--,--,--,--,--,--,--,--,--,--,--,--,0.724 ± 0.005,0.735 ± 0.024,0.747 ± 0.033,0.750 ± 0.020,0.735 ± 0.029,0.737 ± 0.007
,markdown,--,--,--,--,--,--,--,--,--,--,--,--,0.686 ± 0.007,0.723 ± 0.036,0.737 ± 0.028,0.734 ± 0.021,0.727 ± 0.020,0.713 ± 0.014
,markdown_mask,--,--,--,--,--,--,--,--,--,--,--,--,0.551 ± 0.008,0.649 ± 0.075,0.654 ± 0.054,0.646 ± 0.025,0.644 ± 0.037,0.615 ± 0.028
diabetes_ls_gpt,feat_val,--,--,--,--,--,--,--,--,--,--,--,--,0.673 ± 0.005,0.736 ± 0.008,0.740 ± 0.012,0.750 ± 0.007,0.749 ± 0.013,0.746 ± 0.008
,feat_val_mask,--,--,--,--,--,--,--,--,--,--,--,--,0.532 ± 0.007,0.786 ± 0.011,0.784 ± 0.008,0.803 ± 0.017,0.782 ± 0.018,0.785 ± 0.013
,html,--,--,--,--,--,--,--,--,--,--,--,--,0.718 ± 0.002,0.723 ± 0.022,0.733 ± 0.014,0.736 ± 0.010,0.731 ± 0.004,0.725 ± 0.005
,markdown,--,--,--,--,--,--,--,--,--,--,--,--,0.717 ± 0.003,0.723 ± 0.016,0.732 ± 0.012,0.740 ± 0.017,0.735 ± 0.018,0.740 ± 0.009
,markdown_mask,--,--,--,--,--,--,--,--,--,--,--,--,0.547 ± 0.007,0.777 ± 0.021,0.781 ± 0.021,0.773 ± 0.013,0.770 ± 0.020,0.773 ± 0.013
