,html,--,--,--,--,--,--,--,--,--,--,--,--,0.674 ± 0.016,0.813 ± 0.095,0.812 ± 0.092,0.776 ± 0.042,0.753 ± 0.090,0.685 ± 0.074
,markdown,--,--,--,--,--,--,--,--,--,--,--,--,0.698 ± 0.008,0.861 ± 0.060,0.886 ± 0.058,0.808 ± 0.056,0.854 ± 0.022,0.792 ± 0.056
,markdown_mask,--,--,--,--,--,--,--,--,--,--,--,--,0.557 ± 0.013,0.605 ± 0.061,0.586 ± 0.051,0.615 ± 0.061,0.631 ± 0.020,0.622 ± 0.026
fraud_ls_gpt,feat_val,--,--,--,--,--,--,--,--,--,--,--,--,0.725 ± 0.006,0.761 ± 0.019,0.781 ± 0.024,0.793 ± 0.024,0.815 ± 0.020,0.841 ± 0.017
,feat_val_mask,--,--,--,--,--,--,--,--,--,--,--,--,0.713 ± 0.013,0.812 ± 0.054,0.813 ± 0.032,0.802 ± 0.026,0.812 ± 0.037,0.820 ± 0.039
,html,--,--,--,--,--,--,--,--,--,--,--,--,0.733 ± 0.004,0.768 ± 0.042,0.767 ± 0.022,0.779 ± 0.015,0.791 ± 0.023,0.817 ± 0.015
,markdown,--,--,--,--,--,--,--,--,--,--,--,--,0.709 ± 0.003,0.791 ± 0.033,0.782 ± 0.032,0.805 ± 0.034,0.793 ± 0.023,0.801 ± 0.012
,markdown_mask,--,--,--,--,--,--,--,--,--,--,--,--,0.722 ± 0.005,0.771 ± 0.030,0.776 ± 0.036,0.797 ± 0.040,0.815 ± 0.024,0.811 ± 0.029
credit_ls_gpt,feat_val,--,--,--,--,--,--,--,--,--,--,--,--,0.846 ± 0.010,0.917 ± 0.026,0.935 ± 0.008,0.938 ± 0.008,0.939 ± 0.004,0.938 ± 0.005
,feat_val_mask,--,--,--,--,--,--,--,--,--,--,--,--,0.515 ± 0.009,0.545 ± 0.030,0.563 ± 0.032,0.554 ± 0.045,0.552 ± 0.034,0.549 ± 0.049
,html,--,--,--,--,--,--,--,--,--,--,--,--,0.642 ± 0.005,0.800 ± 0.049,0.815 ± 0.032,0.832 ± 0.029,0.808 ± 0.026,0.792 ± 0.033
,markdown,--,--,--,--,--,--,--,--,--,--,--,--,0.747 ± 0.010,0.892 ± 0.044,0.919 ± 0.026,0.931 ± 0.019,0.928 ± 0.012,0.929 ± 0.012
,markdown_mask,--,--,--,--,--,--,--,--,--,--,--,--,0.583 ± 0.003,0.596 ± 0.070,0.607 ± 0.022,0.614 ± 0.051,0.637 ± 0.031,0.631 ± 0.039
