,html,--,--,--,--,--,--,--,--,--,--,--,--,0.730 ± 0.004,0.680 ± 0.031,0.663 ± 0.020,0.718 ± 0.034,0.733 ± 0.022,0.734 ± 0.016
,markdown,--,--,--,--,--,--,--,--,--,--,--,--,0.758 ± 0.003,0.728 ± 0.067,0.673 ± 0.034,0.700 ± 0.025,0.703 ± 0.032,0.699 ± 0.018
,markdown_mask,--,--,--,--,--,--,--,--,--,--,--,--,0.574 ± 0.005,0.675 ± 0.021,0.629 ± 0.010,0.640 ± 0.017,0.640 ± 0.019,0.624 ± 0.010
tae_ls_gpt,feat_val,--,--,--,--,--,--,--,--,--,--,--,--,0.762 ± 0.004,0.734 ± 0.047,0.748 ± 0.016,0.741 ± 0.030,0.747 ± 0.017,0.741 ± 0.017
,feat_val_mask,--,--,--,--,--,--,--,--,--,--,--,--,0.784 ± 0.015,0.731 ± 0.033,0.709 ± 0.027,0.729 ± 0.015,0.719 ± 0.034,0.723 ± 0.019
,html,--,--,--,--,--,--,--,--,--,--,--,--,0.671 ± 0.005,0.708 ± 0.010,0.705 ± 0.016,0.731 ± 0.026,0.726 ± 0.016,0.734 ± 0.017
,markdown,--,--,--,--,--,--,--,--,--,--,--,--,0.716 ± 0.004,0.752 ± 0.031,0.731 ± 0.011,0.766 ± 0.010,0.741 ± 0.018,0.749 ± 0.012
,markdown_mask,--,--,--,--,--,--,--,--,--,--,--,--,0.712 ± 0.005,0.732 ± 0.022,0.764 ± 0.046,0.782 ± 0.033,0.771 ± 0.040,0.779 ± 0.018
irish_ls_gpt,feat_val,--,--,--,--,--,--,--,--,--,--,--,--,0.707 ± 0.005,0.751 ± 0.053,0.749 ± 0.036,0.727 ± 0.034,0.730 ± 0.039,0.728 ± 0.026
,feat_val_mask,--,--,--,--,--,--,--,--,--,--,--,--,0.583 ± 0.013,0.676 ± 0.026,0.679 ± 0.066,0.681 ± 0.051,0.669 ± 0.058,0.651 ± 0.034
,html,--,--,--,--,--,--,--,--,--,--,--,--,0.625 ± 0.007,0.677 ± 0.024,0.665 ± 0.025,0.638 ± 0.011,0.650 ± 0.032,0.650 ± 0.021
,markdown,--,--,--,--,--,--,--,--,--,--,--,--,0.619 ± 0.009,0.683 ± 0.029,0.664 ± 0.024,0.653 ± 0.022,0.657 ± 0.026,0.655 ± 0.026
,markdown_mask,--,--,--,--,--,--,--,--,--,--,--,--,0.519 ± 0.010,0.648 ± 0.032,0.656 ± 0.036,0.648 ± 0.033,0.644 ± 0.020,0.627 ± 0.026
