,html,--,--,--,--,--,--,--,--,--,--,--,--,0.636 ± 0.007,0.721 ± 0.019,0.686 ± 0.038,0.681 ± 0.006,0.698 ± 0.044,0.676 ± 0.026
,markdown,--,--,--,--,--,--,--,--,--,--,--,--,0.721 ± 0.009,0.758 ± 0.024,0.717 ± 0.024,0.761 ± 0.026,0.789 ± 0.049,0.748 ± 0.018
,markdown_mask,--,--,--,--,--,--,--,--,--,--,--,--,0.730 ± 0.009,0.680 ± 0.038,0.713 ± 0.078,0.727 ± 0.039,0.785 ± 0.097,0.757 ± 0.041
compas_ls_gpt,feat_val,--,--,--,--,--,--,--,--,--,--,--,--,0.761 ± 0.007,0.790 ± 0.091,0.845 ± 0.029,0.864 ± 0.026,0.874 ± 0.016,0.867 ± 0.006
,feat_val_mask,--,--,--,--,--,--,--,--,--,--,--,--,0.672 ± 0.006,0.727 ± 0.026,0.758 ± 0.026,0.764 ± 0.028,0.779 ± 0.033,0.782 ± 0.023
,html,--,--,--,--,--,--,--,--,--,--,--,--,0.822 ± 0.010,0.802 ± 0.067,0.816 ± 0.015,0.823 ± 0.013,0.810 ± 0.017,0.803 ± 0.017
,markdown,--,--,--,--,--,--,--,--,--,--,--,--,0.782 ± 0.004,0.785 ± 0.044,0.822 ± 0.009,0.830 ± 0.028,0.822 ± 0.017,0.815 ± 0.012
,markdown_mask,--,--,--,--,--,--,--,--,--,--,--,--,0.696 ± 0.002,0.731 ± 0.029,0.776 ± 0.039,0.792 ± 0.022,0.793 ± 0.024,0.796 ± 0.025
vote_ls_gpt,feat_val,--,--,--,--,--,--,--,--,--,--,--,--,0.645 ± 0.004,0.677 ± 0.023,0.640 ± 0.084,0.679 ± 0.043,0.690 ± 0.054,0.701 ± 0.072
,feat_val_mask,--,--,--,--,--,--,--,--,--,--,--,--,0.531 ± 0.008,0.637 ± 0.045,0.669 ± 0.060,0.706 ± 0.018,0.693 ± 0.046,0.716 ± 0.016
,html,--,--,--,--,--,--,--,--,--,--,--,--,0.643 ± 0.004,0.679 ± 0.023,0.655 ± 0.024,0.678 ± 0.022,0.681 ± 0.013,0.702 ± 0.008
,markdown,--,--,--,--,--,--,--,--,--,--,--,--,0.642 ± 0.009,0.650 ± 0.046,0.664 ± 0.027,0.655 ± 0.055,0.645 ± 0.049,0.695 ± 0.011
,markdown_mask,--,--,--,--,--,--,--,--,--,--,--,--,0.551 ± 0.017,0.603 ± 0.044,0.683 ± 0.017,0.656 ± 0.032,0.677 ± 0.031,0.699 ± 0.023
