,html,--,--,--,--,--,--,--,--,--,--,--,--,0.886 ± 0.003,0.820 ± 0.018,0.828 ± 0.039,0.850 ± 0.025,0.860 ± 0.011,0.863 ± 0.022
,markdown,--,--,--,--,--,--,--,--,--,--,--,--,0.905 ± 0.003,0.795 ± 0.023,0.827 ± 0.040,0.868 ± 0.027,0.893 ± 0.010,0.900 ± 0.018
,markdown_mask,--,--,--,--,--,--,--,--,--,--,--,--,0.920 ± 0.002,0.829 ± 0.072,0.841 ± 0.048,0.828 ± 0.075,0.839 ± 0.059,0.850 ± 0.040
tech_mental_health_survey_ls_gpt,feat_val,--,--,--,--,--,--,--,--,--,--,--,--,0.676 ± 0.005,0.695 ± 0.029,0.691 ± 0.033,0.683 ± 0.015,0.690 ± 0.016,0.694 ± 0.019
,feat_val_mask,--,--,--,--,--,--,--,--,--,--,--,--,0.607 ± 0.005,0.600 ± 0.015,0.609 ± 0.011,0.619 ± 0.013,0.628 ± 0.011,0.630 ± 0.010
,html,--,--,--,--,--,--,--,--,--,--,--,--,0.662 ± 0.007,0.654 ± 0.007,0.645 ± 0.011,0.656 ± 0.012,0.660 ± 0.018,0.664 ± 0.007
,markdown,--,--,--,--,--,--,--,--,--,--,--,--,0.684 ± 0.003,0.650 ± 0.019,0.640 ± 0.016,0.630 ± 0.008,0.638 ± 0.011,0.641 ± 0.004
,markdown_mask,--,--,--,--,--,--,--,--,--,--,--,--,0.600 ± 0.005,0.582 ± 0.013,0.582 ± 0.020,0.592 ± 0.011,0.590 ± 0.010,0.597 ± 0.007
fitness_ls_gpt,feat_val,--,--,--,--,--,--,--,--,--,--,--,--,0.587 ± 0.004,0.656 ± 0.044,0.636 ± 0.023,0.641 ± 0.018,0.639 ± 0.023,0.632 ± 0.010
,feat_val_mask,--,--,--,--,--,--,--,--,--,--,--,--,0.577 ± 0.019,0.593 ± 0.050,0.609 ± 0.030,0.602 ± 0.024,0.588 ± 0.032,0.601 ± 0.051
,html,--,--,--,--,--,--,--,--,--,--,--,--,0.602 ± 0.008,0.668 ± 0.036,0.649 ± 0.034,0.632 ± 0.022,0.632 ± 0.021,0.620 ± 0.011
,markdown,--,--,--,--,--,--,--,--,--,--,--,--,0.586 ± 0.008,0.636 ± 0.049,0.634 ± 0.029,0.607 ± 0.017,0.620 ± 0.021,0.605 ± 0.017
,markdown_mask,--,--,--,--,--,--,--,--,--,--,--,--,0.577 ± 0.017,0.608 ± 0.055,0.588 ± 0.038,0.610 ± 0.059,0.647 ± 0.034,0.648 ± 0.040
