,markdown,--,--,--,--,--,--,--,--,--,--,--,--,0.687 ± 0.002,0.747 ± 0.014,0.761 ± 0.042,0.752 ± 0.017,0.751 ± 0.026,0.758 ± 0.019
,markdown_mask,--,--,--,--,--,--,--,--,--,--,--,--,0.626 ± 0.007,0.704 ± 0.064,0.721 ± 0.061,0.737 ± 0.018,0.768 ± 0.021,0.754 ± 0.036
steel_ls_gpt,feat_val,--,--,--,--,--,--,--,--,--,--,--,--,0.957 ± 0.002,0.957 ± 0.009,0.962 ± 0.015,0.952 ± 0.034,0.962 ± 0.008,0.966 ± 0.009
,feat_val_mask,--,--,--,--,--,--,--,--,--,--,--,--,0.728 ± 0.016,0.888 ± 0.092,0.923 ± 0.040,0.935 ± 0.038,0.955 ± 0.003,0.955 ± 0.004
,html,--,--,--,--,--,--,--,--,--,--,--,--,0.956 ± 0.004,0.961 ± 0.006,0.966 ± 0.009,0.963 ± 0.008,0.962 ± 0.008,0.960 ± 0.007
,markdown,--,--,--,--,--,--,--,--,--,--,--,--,0.962 ± 0.002,0.958 ± 0.006,0.961 ± 0.004,0.957 ± 0.005,0.953 ± 0.005,0.952 ± 0.003
,markdown_mask,--,--,--,--,--,--,--,--,--,--,--,--,0.575 ± 0.013,0.822 ± 0.062,0.882 ± 0.090,0.914 ± 0.031,0.941 ± 0.007,0.939 ± 0.013
kc1_ls_gpt,feat_val,--,--,--,--,--,--,--,--,--,--,--,--,0.782 ± 0.002,0.817 ± 0.027,0.816 ± 0.009,0.792 ± 0.022,0.796 ± 0.021,0.771 ± 0.024
,feat_val_mask,--,--,--,--,--,--,--,--,--,--,--,--,0.525 ± 0.018,0.720 ± 0.029,0.719 ± 0.032,0.701 ± 0.041,0.714 ± 0.011,0.723 ± 0.035
,html,--,--,--,--,--,--,--,--,--,--,--,--,0.784 ± 0.015,0.773 ± 0.019,0.758 ± 0.038,0.765 ± 0.027,0.763 ± 0.019,0.760 ± 0.012
,markdown,--,--,--,--,--,--,--,--,--,--,--,--,0.759 ± 0.007,0.760 ± 0.045,0.762 ± 0.024,0.747 ± 0.045,0.746 ± 0.024,0.749 ± 0.033
,markdown_mask,--,--,--,--,--,--,--,--,--,--,--,--,0.542 ± 0.022,0.679 ± 0.058,0.684 ± 0.034,0.660 ± 0.041,0.673 ± 0.021,0.684 ± 0.048
