,64,0.785 ± 0.027,0.775 ± 0.033,0.804 ± 0.013,0.810 ± 0.014,--,0.802 ± 0.063,0.804 ± 0.037,0.791 ± 0.066,0.915 ± 0.107
vote_ls_qwen,0,0.557 ± 0.000,0.525 ± 0.000,0.519 ± 0.000,0.530 ± 0.000,--,--,--,--,--
,4,0.552 ± 0.023,0.546 ± 0.029,0.557 ± 0.031,0.557 ± 0.025,--,0.631 ± 0.091,0.578 ± 0.048,0.500 ± 0.000,0.517 ± 0.025
,8,0.581 ± 0.037,0.574 ± 0.030,0.588 ± 0.024,0.577 ± 0.025,--,0.680 ± 0.106,0.636 ± 0.076,0.511 ± 0.024,0.500 ± 0.000
,16,0.573 ± 0.034,0.563 ± 0.047,0.578 ± 0.021,0.588 ± 0.023,--,0.746 ± 0.070,0.741 ± 0.088,0.715 ± 0.205,0.712 ± 0.156
,32,0.576 ± 0.019,0.571 ± 0.027,0.605 ± 0.018,0.606 ± 0.018,--,0.867 ± 0.048,0.840 ± 0.059,0.919 ± 0.028,0.925 ± 0.036
,64,0.603 ± 0.040,0.591 ± 0.036,0.612 ± 0.016,0.602 ± 0.012,--,0.947 ± 0.014,0.925 ± 0.025,0.959 ± 0.018,0.957 ± 0.033
san_francisco_crimes_ls_gpt,0,--,--,--,--,0.684 ± 0.004,--,--,--,--
,4,--,--,--,--,0.827 ± 0.078,0.800 ± 0.086,0.544 ± 0.015,0.500 ± 0.000,0.507 ± 0.010
,8,--,--,--,--,0.920 ± 0.062,0.963 ± 0.024,0.526 ± 0.016,0.500 ± 0.000,0.588 ± 0.170
,16,--,--,--,--,0.977 ± 0.024,0.996 ± 0.002,0.624 ± 0.155,0.623 ± 0.115,0.915 ± 0.051
,32,--,--,--,--,0.988 ± 0.020,0.996 ± 0.002,0.872 ± 0.111,0.945 ± 0.052,0.964 ± 0.036
,64,--,--,--,--,0.969 ± 0.038,0.996 ± 0.002,0.973 ± 0.018,0.994 ± 0.004,0.995 ± 0.004
compas_ls_gpt,0,--,--,--,--,0.761 ± 0.007,--,--,--,--
,4,--,--,--,--,0.790 ± 0.091,0.655 ± 0.084,0.571 ± 0.042,0.500 ± 0.000,0.515 ± 0.021
,8,--,--,--,--,0.845 ± 0.029,0.708 ± 0.083,0.568 ± 0.035,0.554 ± 0.121,0.588 ± 0.117
,16,--,--,--,--,0.864 ± 0.026,0.790 ± 0.049,0.690 ± 0.095,0.708 ± 0.133,0.650 ± 0.148
,32,--,--,--,--,0.874 ± 0.016,0.882 ± 0.052,0.814 ± 0.041,0.799 ± 0.035,0.855 ± 0.028
,64,--,--,--,--,0.867 ± 0.006,0.961 ± 0.015,0.872 ± 0.012,0.923 ± 0.047,0.977 ± 0.018
vote_ls_gpt,0,--,--,--,--,0.645 ± 0.004,--,--,--,--
,4,--,--,--,--,0.677 ± 0.023,0.568 ± 0.065,0.581 ± 0.043,0.500 ± 0.000,0.506 ± 0.010
,8,--,--,--,--,0.640 ± 0.084,0.613 ± 0.061,0.614 ± 0.063,0.500 ± 0.000,0.582 ± 0.076
,16,--,--,--,--,0.679 ± 0.043,0.646 ± 0.062,0.672 ± 0.075,0.679 ± 0.115,0.718 ± 0.071
,32,--,--,--,--,0.690 ± 0.054,0.699 ± 0.055,0.735 ± 0.044,0.744 ± 0.053,0.766 ± 0.106
,64,--,--,--,--,0.701 ± 0.072,0.759 ± 0.047,0.788 ± 0.035,0.843 ± 0.038,0.914 ± 0.020
