,64,0.826 ± 0.025,0.815 ± 0.013,0.909 ± 0.017,0.926 ± 0.024,--,0.972 ± 0.015,0.552 ± 0.036,0.956 ± 0.009,0.966 ± 0.014
credit_ls_qwen,0,0.627 ± 0.001,0.602 ± 0.000,0.610 ± 0.000,0.613 ± 0.000,--,--,--,--,--
,4,0.631 ± 0.013,0.618 ± 0.023,0.655 ± 0.010,0.648 ± 0.007,--,0.513 ± 0.045,0.685 ± 0.050,0.500 ± 0.000,0.508 ± 0.015
,8,0.664 ± 0.013,0.661 ± 0.029,0.657 ± 0.018,0.651 ± 0.016,--,0.495 ± 0.050,0.615 ± 0.082,0.534 ± 0.076,0.507 ± 0.017
,16,0.638 ± 0.016,0.633 ± 0.017,0.657 ± 0.023,0.657 ± 0.018,--,0.509 ± 0.038,0.615 ± 0.071,0.798 ± 0.180,0.855 ± 0.095
,32,0.638 ± 0.037,0.646 ± 0.022,0.647 ± 0.015,0.648 ± 0.016,--,0.516 ± 0.044,0.679 ± 0.057,0.952 ± 0.026,0.940 ± 0.019
,64,0.650 ± 0.007,0.653 ± 0.008,0.632 ± 0.007,0.627 ± 0.007,--,0.536 ± 0.025,0.673 ± 0.053,0.965 ± 0.019,0.968 ± 0.008
audit_ls_gpt,0,--,--,--,--,0.943 ± 0.003,--,--,--,--
,4,--,--,--,--,0.929 ± 0.023,0.643 ± 0.068,0.597 ± 0.109,0.500 ± 0.000,0.500 ± 0.000
,8,--,--,--,--,0.920 ± 0.019,0.697 ± 0.093,0.711 ± 0.120,0.570 ± 0.156,0.607 ± 0.159
,16,--,--,--,--,0.908 ± 0.038,0.751 ± 0.028,0.698 ± 0.085,0.836 ± 0.080,0.735 ± 0.171
,32,--,--,--,--,0.910 ± 0.017,0.774 ± 0.029,0.811 ± 0.038,0.914 ± 0.014,0.905 ± 0.011
,64,--,--,--,--,0.888 ± 0.022,0.812 ± 0.036,0.842 ± 0.070,0.922 ± 0.029,0.918 ± 0.026
fraud_ls_gpt,0,--,--,--,--,0.725 ± 0.006,--,--,--,--
,4,--,--,--,--,0.761 ± 0.019,0.578 ± 0.104,0.599 ± 0.096,0.500 ± 0.000,0.500 ± 0.000
,8,--,--,--,--,0.781 ± 0.024,0.646 ± 0.091,0.627 ± 0.069,0.534 ± 0.060,0.549 ± 0.068
,16,--,--,--,--,0.793 ± 0.024,0.714 ± 0.037,0.626 ± 0.098,0.580 ± 0.094,0.628 ± 0.096
,32,--,--,--,--,0.815 ± 0.020,0.786 ± 0.059,0.702 ± 0.042,0.792 ± 0.075,0.828 ± 0.078
,64,--,--,--,--,0.841 ± 0.017,0.826 ± 0.034,0.729 ± 0.028,0.869 ± 0.063,0.926 ± 0.044
credit_ls_gpt,0,--,--,--,--,0.846 ± 0.010,--,--,--,--
,4,--,--,--,--,0.917 ± 0.026,0.764 ± 0.093,0.576 ± 0.052,0.500 ± 0.000,0.500 ± 0.000
,8,--,--,--,--,0.935 ± 0.008,0.809 ± 0.074,0.629 ± 0.088,0.538 ± 0.084,0.668 ± 0.188
,16,--,--,--,--,0.938 ± 0.008,0.892 ± 0.027,0.646 ± 0.086,0.697 ± 0.217,0.799 ± 0.173
,32,--,--,--,--,0.939 ± 0.004,0.912 ± 0.019,0.727 ± 0.037,0.939 ± 0.045,0.952 ± 0.065
,64,--,--,--,--,0.938 ± 0.005,0.928 ± 0.019,0.746 ± 0.044,0.987 ± 0.006,0.993 ± 0.007
