,64,0.998 ± 0.002,0.849 ± 0.224,0.992 ± 0.004,0.944 ± 0.115,--,0.995 ± 0.006,0.963 ± 0.015,0.970 ± 0.021,0.975 ± 0.014
kc1_ls_qwen,0,0.501 ± 0.000,0.513 ± 0.000,0.559 ± 0.000,0.555 ± 0.000,--,--,--,--,--
,4,0.715 ± 0.033,0.680 ± 0.038,0.703 ± 0.032,0.642 ± 0.056,--,0.578 ± 0.070,0.595 ± 0.082,0.500 ± 0.000,0.559 ± 0.087
,8,0.718 ± 0.076,0.706 ± 0.065,0.706 ± 0.053,0.687 ± 0.064,--,0.608 ± 0.042,0.673 ± 0.089,0.500 ± 0.000,0.580 ± 0.109
,16,0.761 ± 0.024,0.742 ± 0.032,0.743 ± 0.031,0.693 ± 0.051,--,0.649 ± 0.058,0.703 ± 0.068,0.669 ± 0.155,0.694 ± 0.118
,32,0.763 ± 0.025,0.762 ± 0.032,0.760 ± 0.023,0.745 ± 0.014,--,0.681 ± 0.065,0.735 ± 0.041,0.827 ± 0.038,0.842 ± 0.030
,64,0.758 ± 0.024,0.748 ± 0.017,0.756 ± 0.010,0.750 ± 0.012,--,0.720 ± 0.031,0.793 ± 0.024,0.861 ± 0.021,0.888 ± 0.054
pc4_ls_gpt,0,--,--,--,--,0.635 ± 0.005,--,--,--,--
,4,--,--,--,--,0.739 ± 0.025,0.649 ± 0.061,0.533 ± 0.010,0.500 ± 0.000,0.504 ± 0.008
,8,--,--,--,--,0.736 ± 0.031,0.652 ± 0.074,0.552 ± 0.050,0.500 ± 0.000,0.505 ± 0.011
,16,--,--,--,--,0.747 ± 0.018,0.721 ± 0.067,0.638 ± 0.020,0.759 ± 0.088,0.683 ± 0.110
,32,--,--,--,--,0.740 ± 0.013,0.808 ± 0.036,0.673 ± 0.037,0.840 ± 0.045,0.778 ± 0.081
,64,--,--,--,--,0.755 ± 0.015,0.850 ± 0.018,0.740 ± 0.022,0.910 ± 0.038,0.951 ± 0.010
steel_ls_gpt,0,--,--,--,--,0.957 ± 0.002,--,--,--,--
,4,--,--,--,--,0.957 ± 0.009,0.750 ± 0.134,0.538 ± 0.012,0.500 ± 0.000,0.511 ± 0.021
,8,--,--,--,--,0.962 ± 0.015,0.840 ± 0.087,0.561 ± 0.013,0.531 ± 0.069,0.561 ± 0.083
,16,--,--,--,--,0.952 ± 0.034,0.961 ± 0.016,0.574 ± 0.049,0.786 ± 0.095,0.881 ± 0.079
,32,--,--,--,--,0.962 ± 0.008,0.980 ± 0.009,0.854 ± 0.098,0.934 ± 0.059,0.981 ± 0.014
,64,--,--,--,--,0.966 ± 0.009,0.986 ± 0.010,0.975 ± 0.011,0.987 ± 0.009,0.993 ± 0.009
kc1_ls_gpt,0,--,--,--,--,0.782 ± 0.002,--,--,--,--
,4,--,--,--,--,0.817 ± 0.027,0.592 ± 0.080,0.550 ± 0.031,0.500 ± 0.000,0.500 ± 0.000
,8,--,--,--,--,0.816 ± 0.009,0.599 ± 0.067,0.618 ± 0.059,0.500 ± 0.000,0.565 ± 0.120
,16,--,--,--,--,0.792 ± 0.022,0.671 ± 0.061,0.727 ± 0.107,0.684 ± 0.175,0.665 ± 0.169
,32,--,--,--,--,0.796 ± 0.021,0.720 ± 0.050,0.802 ± 0.035,0.830 ± 0.055,0.888 ± 0.021
,64,--,--,--,--,0.771 ± 0.024,0.839 ± 0.025,0.825 ± 0.013,0.906 ± 0.042,0.954 ± 0.012
