,64,0.785 ± 0.022,0.770 ± 0.022,0.783 ± 0.014,0.783 ± 0.014,--,0.947 ± 0.012,0.874 ± 0.007,0.922 ± 0.035,0.961 ± 0.018
irish_ls_qwen,0,0.628 ± 0.000,0.500 ± 0.000,0.633 ± 0.000,0.640 ± 0.000,--,--,--,--,--
,4,0.775 ± 0.044,0.738 ± 0.040,0.766 ± 0.018,0.777 ± 0.013,--,0.607 ± 0.081,0.698 ± 0.072,0.500 ± 0.000,0.528 ± 0.053
,8,0.774 ± 0.049,0.765 ± 0.043,0.798 ± 0.026,0.802 ± 0.017,--,0.664 ± 0.066,0.688 ± 0.097,0.500 ± 0.000,0.579 ± 0.073
,16,0.791 ± 0.042,0.785 ± 0.046,0.814 ± 0.030,0.815 ± 0.026,--,0.727 ± 0.044,0.667 ± 0.080,0.596 ± 0.132,0.694 ± 0.036
,32,0.809 ± 0.033,0.792 ± 0.043,0.821 ± 0.014,0.814 ± 0.010,--,0.745 ± 0.035,0.737 ± 0.054,0.731 ± 0.046,0.684 ± 0.085
,64,0.831 ± 0.023,0.813 ± 0.038,0.839 ± 0.009,0.828 ± 0.016,--,0.839 ± 0.034,0.796 ± 0.018,0.818 ± 0.056,0.816 ± 0.035
student_famsup_ls_gpt,0,--,--,--,--,0.674 ± 0.003,--,--,--,--
,4,--,--,--,--,0.779 ± 0.026,0.574 ± 0.084,0.672 ± 0.085,0.500 ± 0.000,0.503 ± 0.006
,8,--,--,--,--,0.723 ± 0.057,0.614 ± 0.069,0.707 ± 0.062,0.527 ± 0.060,0.607 ± 0.134
,16,--,--,--,--,0.743 ± 0.037,0.645 ± 0.051,0.684 ± 0.113,0.755 ± 0.152,0.700 ± 0.197
,32,--,--,--,--,0.719 ± 0.042,0.713 ± 0.054,0.728 ± 0.078,0.882 ± 0.030,0.890 ± 0.044
,64,--,--,--,--,0.728 ± 0.036,0.795 ± 0.039,0.795 ± 0.052,0.944 ± 0.015,0.967 ± 0.017
tae_ls_gpt,0,--,--,--,--,0.762 ± 0.004,--,--,--,--
,4,--,--,--,--,0.734 ± 0.047,0.653 ± 0.066,0.618 ± 0.107,0.500 ± 0.000,0.503 ± 0.007
,8,--,--,--,--,0.748 ± 0.016,0.717 ± 0.071,0.706 ± 0.064,0.533 ± 0.074,0.685 ± 0.126
,16,--,--,--,--,0.741 ± 0.030,0.761 ± 0.050,0.624 ± 0.046,0.785 ± 0.033,0.758 ± 0.063
,32,--,--,--,--,0.747 ± 0.017,0.824 ± 0.048,0.727 ± 0.077,0.860 ± 0.030,0.886 ± 0.047
,64,--,--,--,--,0.741 ± 0.017,0.879 ± 0.034,0.780 ± 0.074,0.898 ± 0.033,0.927 ± 0.039
irish_ls_gpt,0,--,--,--,--,0.707 ± 0.005,--,--,--,--
,4,--,--,--,--,0.751 ± 0.053,0.635 ± 0.097,0.535 ± 0.037,0.500 ± 0.000,0.502 ± 0.004
,8,--,--,--,--,0.749 ± 0.036,0.702 ± 0.089,0.564 ± 0.060,0.500 ± 0.000,0.545 ± 0.064
,16,--,--,--,--,0.727 ± 0.034,0.733 ± 0.055,0.654 ± 0.093,0.682 ± 0.110,0.668 ± 0.111
,32,--,--,--,--,0.730 ± 0.039,0.780 ± 0.064,0.763 ± 0.052,0.814 ± 0.048,0.729 ± 0.146
,64,--,--,--,--,0.728 ± 0.026,0.864 ± 0.029,0.811 ± 0.014,0.907 ± 0.026,0.980 ± 0.012
