,64,0.684 ± 0.022,0.699 ± 0.023,0.672 ± 0.031,0.672 ± 0.032,--,0.695 ± 0.035,0.738 ± 0.017,0.790 ± 0.052,0.891 ± 0.033
diabetes_ls_qwen,0,0.642 ± 0.000,0.617 ± 0.000,0.712 ± 0.000,0.702 ± 0.000,--,--,--,--,--
,4,0.762 ± 0.018,0.720 ± 0.040,0.721 ± 0.021,0.699 ± 0.024,--,0.681 ± 0.101,0.542 ± 0.034,0.500 ± 0.000,0.555 ± 0.076
,8,0.752 ± 0.032,0.754 ± 0.029,0.734 ± 0.044,0.715 ± 0.039,--,0.717 ± 0.134,0.570 ± 0.063,0.515 ± 0.034,0.566 ± 0.135
,16,0.788 ± 0.045,0.774 ± 0.018,0.729 ± 0.029,0.715 ± 0.033,--,0.803 ± 0.086,0.554 ± 0.039,0.580 ± 0.114,0.716 ± 0.174
,32,0.788 ± 0.041,0.797 ± 0.049,0.749 ± 0.033,0.736 ± 0.034,--,0.834 ± 0.031,0.717 ± 0.038,0.831 ± 0.058,0.833 ± 0.113
,64,0.838 ± 0.038,0.844 ± 0.035,0.713 ± 0.024,0.719 ± 0.018,--,0.860 ± 0.014,0.785 ± 0.029,0.917 ± 0.026,0.955 ± 0.020
cancer_ls_gpt,0,--,--,--,--,0.716 ± 0.006,--,--,--,--
,4,--,--,--,--,0.754 ± 0.019,0.791 ± 0.125,0.569 ± 0.068,0.500 ± 0.000,0.510 ± 0.013
,8,--,--,--,--,0.823 ± 0.056,0.895 ± 0.068,0.755 ± 0.095,0.560 ± 0.134,0.630 ± 0.192
,16,--,--,--,--,0.865 ± 0.023,0.943 ± 0.012,0.806 ± 0.078,0.878 ± 0.044,0.916 ± 0.028
,32,--,--,--,--,0.801 ± 0.025,0.955 ± 0.015,0.912 ± 0.045,0.931 ± 0.019,0.944 ± 0.028
,64,--,--,--,--,0.827 ± 0.034,0.969 ± 0.013,0.949 ± 0.012,0.961 ± 0.026,0.960 ± 0.024
transfusion_ls_gpt,0,--,--,--,--,0.708 ± 0.007,--,--,--,--
,4,--,--,--,--,0.727 ± 0.036,0.565 ± 0.096,0.592 ± 0.081,0.500 ± 0.000,0.561 ± 0.056
,8,--,--,--,--,0.728 ± 0.028,0.592 ± 0.115,0.615 ± 0.067,0.561 ± 0.086,0.539 ± 0.085
,16,--,--,--,--,0.740 ± 0.021,0.632 ± 0.092,0.623 ± 0.082,0.592 ± 0.095,0.631 ± 0.079
,32,--,--,--,--,0.733 ± 0.041,0.695 ± 0.040,0.646 ± 0.035,0.696 ± 0.012,0.672 ± 0.045
,64,--,--,--,--,0.744 ± 0.016,0.711 ± 0.036,0.677 ± 0.039,0.713 ± 0.009,0.695 ± 0.023
diabetes_ls_gpt,0,--,--,--,--,0.673 ± 0.005,--,--,--,--
,4,--,--,--,--,0.736 ± 0.008,0.526 ± 0.079,0.580 ± 0.095,0.500 ± 0.000,0.518 ± 0.024
,8,--,--,--,--,0.740 ± 0.012,0.517 ± 0.077,0.563 ± 0.050,0.553 ± 0.118,0.602 ± 0.134
,16,--,--,--,--,0.750 ± 0.007,0.550 ± 0.067,0.582 ± 0.065,0.754 ± 0.048,0.717 ± 0.151
,32,--,--,--,--,0.749 ± 0.013,0.567 ± 0.047,0.611 ± 0.097,0.834 ± 0.042,0.846 ± 0.064
,64,--,--,--,--,0.746 ± 0.008,0.565 ± 0.049,0.661 ± 0.115,0.894 ± 0.032,0.926 ± 0.016
