,64,0.793 ± 0.055,0.791 ± 0.035,0.716 ± 0.073,0.653 ± 0.077,--,0.787 ± 0.033,0.957 ± 0.015,0.997 ± 0.001,0.991 ± 0.002
marketing_ls_qwen,0,0.661 ± 0.001,0.617 ± 0.000,0.666 ± 0.000,0.673 ± 0.000,--,--,--,--,--
,4,0.723 ± 0.026,0.720 ± 0.024,0.756 ± 0.020,0.742 ± 0.019,--,0.564 ± 0.048,0.537 ± 0.032,0.500 ± 0.000,0.508 ± 0.019
,8,0.707 ± 0.031,0.700 ± 0.027,0.756 ± 0.021,0.733 ± 0.014,--,0.589 ± 0.062,0.557 ± 0.060,0.551 ± 0.113,0.534 ± 0.076
,16,0.701 ± 0.015,0.698 ± 0.017,0.745 ± 0.025,0.723 ± 0.020,--,0.691 ± 0.086,0.554 ± 0.040,0.651 ± 0.144,0.756 ± 0.168
,32,0.700 ± 0.038,0.692 ± 0.032,0.755 ± 0.017,0.733 ± 0.020,--,0.753 ± 0.074,0.569 ± 0.015,0.833 ± 0.064,0.909 ± 0.025
,64,0.697 ± 0.020,0.700 ± 0.023,0.761 ± 0.038,0.734 ± 0.036,--,0.830 ± 0.056,0.618 ± 0.090,0.927 ± 0.016,0.960 ± 0.008
hiring_ls_gpt,0,--,--,--,--,0.599 ± 0.011,--,--,--,--
,4,--,--,--,--,0.644 ± 0.088,0.526 ± 0.079,0.580 ± 0.095,0.500 ± 0.000,0.518 ± 0.024
,8,--,--,--,--,0.640 ± 0.109,0.517 ± 0.077,0.563 ± 0.050,0.546 ± 0.102,0.602 ± 0.134
,16,--,--,--,--,0.718 ± 0.027,0.550 ± 0.067,0.582 ± 0.065,0.718 ± 0.131,0.717 ± 0.151
,32,--,--,--,--,0.721 ± 0.048,0.567 ± 0.047,0.611 ± 0.097,0.833 ± 0.045,0.846 ± 0.064
,64,--,--,--,--,0.704 ± 0.030,0.565 ± 0.049,0.661 ± 0.115,0.891 ± 0.029,0.926 ± 0.016
telco_ls_gpt,0,--,--,--,--,0.691 ± 0.004,--,--,--,--
,4,--,--,--,--,0.871 ± 0.038,0.594 ± 0.096,0.724 ± 0.145,0.500 ± 0.000,0.500 ± 0.000
,8,--,--,--,--,0.854 ± 0.045,0.607 ± 0.113,0.799 ± 0.070,0.570 ± 0.121,0.597 ± 0.159
,16,--,--,--,--,0.835 ± 0.053,0.751 ± 0.066,0.840 ± 0.039,0.833 ± 0.065,0.881 ± 0.032
,32,--,--,--,--,0.841 ± 0.054,0.791 ± 0.030,0.880 ± 0.025,0.905 ± 0.020,0.912 ± 0.024
,64,--,--,--,--,0.830 ± 0.040,0.815 ± 0.017,0.886 ± 0.018,0.938 ± 0.030,0.955 ± 0.026
marketing_ls_gpt,0,--,--,--,--,0.714 ± 0.005,--,--,--,--
,4,--,--,--,--,0.733 ± 0.044,0.565 ± 0.096,0.592 ± 0.081,0.500 ± 0.000,0.561 ± 0.056
,8,--,--,--,--,0.748 ± 0.034,0.592 ± 0.115,0.615 ± 0.067,0.536 ± 0.080,0.539 ± 0.085
,16,--,--,--,--,0.757 ± 0.019,0.632 ± 0.092,0.623 ± 0.082,0.618 ± 0.096,0.631 ± 0.079
,32,--,--,--,--,0.748 ± 0.036,0.695 ± 0.040,0.646 ± 0.035,0.694 ± 0.020,0.672 ± 0.045
,64,--,--,--,--,0.751 ± 0.021,0.711 ± 0.036,0.677 ± 0.039,0.717 ± 0.004,0.695 ± 0.023
