,64,0.792 ± 0.024,0.809 ± 0.018,0.808 ± 0.013,0.785 ± 0.015,--,0.927 ± 0.026,0.778 ± 0.043,0.884 ± 0.037,0.945 ± 0.050
fitness_ls_qwen,0,0.707 ± 0.000,0.706 ± 0.000,0.696 ± 0.000,0.714 ± 0.000,--,--,--,--,--
,4,0.779 ± 0.029,0.766 ± 0.029,0.848 ± 0.063,0.824 ± 0.067,--,0.680 ± 0.114,0.523 ± 0.011,0.500 ± 0.000,0.500 ± 0.000
,8,0.768 ± 0.061,0.750 ± 0.049,0.852 ± 0.062,0.821 ± 0.087,--,0.801 ± 0.104,0.582 ± 0.076,0.500 ± 0.000,0.605 ± 0.154
,16,0.778 ± 0.035,0.799 ± 0.027,0.842 ± 0.053,0.844 ± 0.056,--,0.859 ± 0.058,0.596 ± 0.079,0.755 ± 0.149,0.704 ± 0.204
,32,0.792 ± 0.028,0.812 ± 0.014,0.843 ± 0.056,0.862 ± 0.047,--,0.928 ± 0.022,0.710 ± 0.049,0.891 ± 0.036,0.931 ± 0.060
,64,0.789 ± 0.037,0.813 ± 0.030,0.815 ± 0.057,0.849 ± 0.049,--,0.957 ± 0.011,0.771 ± 0.052,0.945 ± 0.013,0.973 ± 0.010
adult_ls_gpt,0,--,--,--,--,0.821 ± 0.005,--,--,--,--
,4,--,--,--,--,0.833 ± 0.018,0.533 ± 0.070,0.538 ± 0.027,0.500 ± 0.000,0.520 ± 0.027
,8,--,--,--,--,0.838 ± 0.025,0.585 ± 0.065,0.563 ± 0.039,0.500 ± 0.000,0.516 ± 0.035
,16,--,--,--,--,0.852 ± 0.041,0.644 ± 0.073,0.543 ± 0.022,0.546 ± 0.043,0.557 ± 0.046
,32,--,--,--,--,0.830 ± 0.030,0.804 ± 0.052,0.608 ± 0.067,0.618 ± 0.063,0.670 ± 0.079
,64,--,--,--,--,0.840 ± 0.025,0.902 ± 0.059,0.636 ± 0.054,0.702 ± 0.071,0.862 ± 0.046
tech_mental_health_survey_ls_gpt,0,--,--,--,--,0.676 ± 0.005,--,--,--,--
,4,--,--,--,--,0.695 ± 0.029,0.658 ± 0.074,0.681 ± 0.124,0.500 ± 0.000,0.500 ± 0.000
,8,--,--,--,--,0.691 ± 0.033,0.720 ± 0.105,0.675 ± 0.081,0.575 ± 0.169,0.512 ± 0.027
,16,--,--,--,--,0.683 ± 0.015,0.798 ± 0.097,0.751 ± 0.100,0.749 ± 0.148,0.751 ± 0.095
,32,--,--,--,--,0.690 ± 0.016,0.885 ± 0.072,0.789 ± 0.105,0.863 ± 0.090,0.843 ± 0.130
,64,--,--,--,--,0.694 ± 0.019,0.933 ± 0.019,0.835 ± 0.026,0.945 ± 0.016,0.955 ± 0.019
fitness_ls_gpt,0,--,--,--,--,0.587 ± 0.004,--,--,--,--
,4,--,--,--,--,0.656 ± 0.044,0.541 ± 0.047,0.797 ± 0.152,0.500 ± 0.000,0.500 ± 0.000
,8,--,--,--,--,0.636 ± 0.023,0.567 ± 0.112,0.898 ± 0.088,0.562 ± 0.138,0.677 ± 0.243
,16,--,--,--,--,0.641 ± 0.018,0.643 ± 0.112,0.933 ± 0.035,0.954 ± 0.041,0.954 ± 0.025
,32,--,--,--,--,0.639 ± 0.023,0.793 ± 0.040,0.946 ± 0.027,0.973 ± 0.019,0.971 ± 0.012
,64,--,--,--,--,0.632 ± 0.010,0.919 ± 0.034,0.969 ± 0.005,0.984 ± 0.002,0.982 ± 0.010
