,Age,Gender,Race,Education level,Employment status,Monthly income,Marital status,Number of previous criminal offenses,Offense type,Severity of offense,Length of sentence,Release date,Release conditions,label
15,30.480690425639988,Female,Black,Bachelor's,True,4402.593268118093,Widowed,2,Theft,Violent,27.04018998171573,2018-10-31,House arrest,0
16,36.206565073964455,Male,White,High school,False,1920.0584880640085,Married,3,Violent crime,Violent,4.3257171882221055,2018-10-31,House arrest,1
17,45.84607940958517,Male,Other,High school,True,2984.8571697090165,Single,6,Property crime,Non-violent,17.180892567241365,2018-10-31,House arrest,0
18,44.59690080458486,Female,Black,Graduate school,False,4986.09922449148,Widowed,9,Theft,Violent,16.555069427649798,2018-10-31,House arrest,0
19,36.83151336339114,Male,Hispanic,Graduate school,True,3395.105386096213,Divorced,10,Assault,Violent,23.45842626925159,2018-10-31,House arrest,0
20,55.38574630592705,Male,Hispanic,Bachelor's,True,2295.449511879254,Divorced,8,Assault,Non-violent,-0.815979302154509,2018-10-31,House arrest,0
21,40.10763522843365,Female,White,Graduate school,True,1439.4516506309128,Single,7,Assault,Violent,15.774356859427588,2018-10-31,House arrest,0
22,44.56627140514609,Female,White,Some college,True,2365.6301101819517,Married,9,Murder,Non-violent,9.932072355100125,2018-10-31,House arrest,1
23,38.95145939858269,Male,Other,High school,True,3172.4597103180276,Widowed,7,Violent crime,Non-violent,-10.965275047847323,2018-10-31,House arrest,1
24,27.748458923781655,Male,Other,Bachelor's,True,473.2484245148041,Widowed,7,Murder,Non-violent,-11.177253693374233,2018-10-31,House arrest,0
25,47.77802597323716,Female,Other,High school,True,2931.318049369073,Widowed,3,Murder,Non-violent,10.265788218026985,2018-10-31,House arrest,0
26,33.03995709969636,Male,Black,Bachelor's,False,1026.36044360235,Married,8,Assault,Non-violent,-8.81532980864321,2018-10-31,House arrest,1
27,36.26069544913076,Male,White,Bachelor's,False,723.0661533196153,Widowed,9,Murder,Violent,10.160361776669276,2018-10-31,House arrest,1
28,26.663582021462812,Male,Black,Some college,False,1948.8119793603514,Married,1,Drug possession,Violent,2.207881537070295,2018-10-31,House arrest,1
29,30.406596824163,Female,White,Bachelor's,True,1895.1257711097196,Married,5,Violent crime,Violent,11.725079283466165,2018-10-31,House arrest,0
30,30.331910629549668,Female,Hispanic,Graduate school,False,2452.915950314238,Married,3,Property crime,Violent,13.319177737095714,2018-10-31,House arrest,1
31,46.99709154892402,Female,White,Bachelor's,True,2561.6334869433936,Married,6,Property crime,Violent,2.0981634810376466,2018-10-31,House arrest,0
32,54.5921698097386,Male,Hispanic,Graduate school,True,3855.954991987116,Widowed,5,Drug possession,Violent,4.263895227688007,2018-10-31,House arrest,0
33,42.926215300737795,Female,Other,Some college,True,3710.6443419998172,Married,7,Assault,Non-violent,5.51868114037068,2018-10-31,House arrest,1
34,51.266419136146915,Female,Other,High school,True,2930.3594105262837,Single,4,Violent crime,Non-violent,-4.2905191451400135,2018-10-31,House arrest,0
35,24.2654945509926,Male,Hispanic,Bachelor's,False,3235.2876689237883,Widowed,3,Property crime,Violent,5.4874647363933455,2018-10-31,House arrest,0
36,44.16188397692908,Female,Hispanic,Bachelor's,False,2908.124797787087,Single,0,Property crime,Violent,6.275715219697982,2018-10-31,House arrest,1
37,50.17471800929236,Female,Hispanic,Bachelor's,True,1848.1500446109874,Widowed,1,Murder,Non-violent,-12.889605549029984,2018-10-31,House arrest,0
38,58.39226726939346,Female,Other,Some college,True,2542.2779678180946,Divorced,7,Assault,Violent,0.6510028647757684,2018-10-31,House arrest,0
39,58.62063456409807,Male,Hispanic,Bachelor's,True,1190.7051991471922,Married,9,Murder,Non-violent,2.1364341965895424,2018-10-31,House arrest,0
40,60.049287957514345,Female,Hispanic,Bachelor's,True,3773.1624400925,Single,7,Murder,Non-violent,-8.64164012526697,2018-10-31,House arrest,0
41,49.722823730206734,Female,Other,High school,True,3341.918524572784,Divorced,9,Theft,Non-violent,15.331887371286395,2018-10-31,House arrest,0
42,40.37893030994374,Female,Black,High school,False,1142.9312325111946,Single,9,Violent crime,Violent,6.190078394630416,2018-10-31,House arrest,1
43,35.60088229473142,Male,White,High school,False,3642.7016638777004,Single,7,Violent crime,Violent,13.771302953783547,2018-10-31,House arrest,1
44,42.40278242376813,Male,Black,Graduate school,True,2516.175124453959,Divorced,6,Murder,Violent,5.075792929672161,2018-10-31,House arrest,0
45,29.53296156665164,Male,Hispanic,Some college,False,2427.57616772861,Divorced,8,Theft,Non-violent,8.43160198242556,2018-10-31,House arrest,1
46,60.12401242572538,Female,Hispanic,Bachelor's,False,4074.893258360963,Widowed,2,Violent crime,Non-violent,-2.8746645382839775,2018-10-31,House arrest,0
47,32.83554497411997,Male,Other,Bachelor's,True,2081.6994632587366,Widowed,4,Property crime,Violent,23.46448703908085,2018-10-31,House arrest,0
48,44.88283531430786,Female,Other,Bachelor's,False,1835.3357524845412,Single,5,Drug possession,Non-violent,-1.4417664471604752,2018-10-31,House arrest,1
49,69.20294216968173,Male,Black,Graduate school,True,2005.8526258322138,Divorced,0,Assault,Non-violent,10.178284768287599,2018-10-31,House arrest,0
50,42.67604222766193,Female,Other,Some college,False,3705.3214576154933,Married,10,Theft,Violent,-12.67630744847163,2018-10-31,House arrest,1
51,47.41124270042425,Male,Black,Graduate school,True,2656.8707815899324,Single,3,Property crime,Non-violent,4.873246478189474,2018-10-31,House arrest,0
52,44.60661659290133,Female,Other,High school,True,2147.3542325468775,Divorced,3,Murder,Non-violent,10.804422214247001,2018-10-31,House arrest,1
53,39.55207039000181,Male,Hispanic,Bachelor's,True,2188.1624511550444,Widowed,5,Violent crime,Violent,-7.685755163810693,2018-10-31,House arrest,0
54,36.00320544485812,Male,White,Bachelor's,False,2438.4245216313543,Divorced,1,Murder,Non-violent,11.828141674238264,2018-10-31,House arrest,1
55,39.67642903986774,Male,Hispanic,High school,False,3273.3305076561724,Married,1,Drug possession,Violent,6.6327521394111475,2018-10-31,House arrest,1
56,44.45466675323258,Female,Black,Bachelor's,False,2969.523368609823,Widowed,2,Murder,Violent,-4.870068149197754,2018-10-31,House arrest,1
57,38.33357793704357,Female,Hispanic,Graduate school,True,1490.540271073416,Married,6,Assault,Non-violent,10.074463303541956,2018-10-31,House arrest,0
58,57.11665866539114,Female,Other,Graduate school,True,2851.390630673396,Married,0,Assault,Non-violent,4.606803521419164,2018-10-31,House arrest,0
59,23.548255200737604,Female,White,Some college,True,2582.9218871757803,Single,9,Drug possession,Non-violent,4.6537696554416925,2018-10-31,House arrest,1
60,42.682185920813694,Male,Hispanic,Graduate school,False,4267.234082378682,Single,9,Theft,Violent,8.586170705090247,2018-10-31,House arrest,0
61,50.55059137052396,Male,White,Some college,False,1652.7197629155767,Widowed,9,Violent crime,Violent,12.675230301070746,2018-10-31,House arrest,1
62,36.86210555865242,Female,Hispanic,High school,False,1580.387034386286,Widowed,5,Murder,Non-violent,3.4042271942180014,2018-10-31,House arrest,1
63,56.37275488144023,Female,White,Graduate school,False,2926.3497328564604,Widowed,8,Violent crime,Non-violent,11.775398504806322,2018-10-31,House arrest,1
64,29.675903954965555,Male,Black,Graduate school,True,3925.8418747501414,Widowed,3,Assault,Non-violent,-1.3204816337275913,2018-10-31,House arrest,0
65,33.84027532692706,Male,White,Bachelor's,True,1201.5614175454657,Widowed,2,Drug possession,Non-violent,14.152968360495867,2018-10-31,House arrest,0
66,49.3727067826945,Male,Hispanic,Graduate school,True,2105.6482171466205,Single,7,Property crime,Violent,2.122157290108259,2018-10-31,House arrest,0
67,38.91594486265579,Female,Black,Some college,True,2861.9870748208796,Widowed,9,Drug possession,Violent,15.69805394902517,2018-10-31,House arrest,1
68,32.133695448771796,Female,Hispanic,Graduate school,True,2419.857568872523,Divorced,10,Assault,Violent,8.116604155490394,2018-10-31,House arrest,0
69,55.910025333341665,Female,Other,Graduate school,True,2730.2170255682768,Divorced,4,Property crime,Violent,7.8342245463380005,2018-10-31,House arrest,0
70,41.88550107443183,Male,Hispanic,High school,True,3391.0231291911186,Single,4,Assault,Violent,10.717435238176318,2018-10-31,House arrest,1
71,27.11599166013566,Male,Black,Graduate school,True,1512.1473840489436,Single,7,Theft,Violent,31.447667872204686,2018-10-31,House arrest,0
72,37.41593530111836,Male,Black,Bachelor's,True,2331.9621891483544,Single,9,Drug possession,Violent,3.2301963265239064,2018-10-31,House arrest,0
73,30.57979843504927,Male,Hispanic,High school,True,2425.377527332529,Divorced,0,Property crime,Non-violent,23.26703464114182,2018-10-31,House arrest,1
74,16.567337179431693,Female,Other,Bachelor's,True,2100.795540038098,Married,3,Drug possession,Non-violent,11.799517010122184,2018-10-31,House arrest,0
75,36.777743032289855,Female,Black,Some college,False,2436.797303732801,Married,0,Theft,Violent,12.568017678514742,2018-10-31,House arrest,1
76,35.13525761987306,Female,Hispanic,High school,False,1638.7924016432457,Widowed,9,Theft,Non-violent,3.830713477309449,2018-10-31,House arrest,1
77,55.33497962831818,Male,Black,Some college,True,1857.3422380004872,Single,5,Drug possession,Non-violent,13.62126543952655,2018-10-31,House arrest,0
78,34.339378946535035,Male,Black,Graduate school,False,3044.648581245154,Married,6,Assault,Non-violent,-0.3811235146769052,2018-10-31,House arrest,0
79,48.722260163445306,Female,White,Bachelor's,True,2693.1086536526423,Married,1,Property crime,Non-violent,-6.456627998985711,2018-10-31,House arrest,0
80,46.40407644348569,Male,Other,High school,False,3096.2025992660992,Married,4,Property crime,Violent,12.048850678665506,2018-10-31,House arrest,0
81,51.13466690946452,Female,White,High school,True,2260.468051145781,Widowed,7,Property crime,Non-violent,-0.9352185453961068,2018-10-31,House arrest,0
82,56.69458318365945,Female,Other,Bachelor's,True,1116.881302282462,Widowed,6,Assault,Violent,27.192883141664947,2018-10-31,House arrest,0
83,41.932500460015476,Female,Other,Some college,True,2429.760879914551,Married,5,Murder,Non-violent,1.9067444041042174,2018-10-31,House arrest,1
84,32.37526179393828,Male,Hispanic,Some college,False,2468.7621021383156,Single,2,Assault,Non-violent,20.71674602717023,2018-10-31,House arrest,1
85,38.90957249191054,Male,Black,Graduate school,True,3027.82954418336,Widowed,4,Violent crime,Violent,0.8046247698222491,2018-10-31,House arrest,0
86,25.98516646866553,Male,White,Graduate school,False,1545.6749596928441,Divorced,4,Drug possession,Non-violent,14.730024832777755,2018-10-31,House arrest,1
87,51.144705013647524,Female,Black,Graduate school,False,2304.8645764286453,Married,10,Assault,Violent,-3.0590761204735664,2018-10-31,House arrest,1
88,33.65809302642545,Male,Hispanic,Some college,True,1256.9711004422193,Widowed,3,Assault,Non-violent,-8.691150984762743,2018-10-31,House arrest,1
89,50.214038770641324,Female,Black,Graduate school,False,1984.201837681618,Single,3,Murder,Violent,5.344287807704547,2018-10-31,House arrest,1
90,49.2900717117506,Male,Hispanic,High school,False,3808.2606073466486,Married,4,Violent crime,Violent,13.717648707692751,2018-10-31,House arrest,0
91,58.85611911176491,Male,Hispanic,Graduate school,False,4345.484691896331,Widowed,0,Murder,Non-violent,9.788446682766555,2018-10-31,House arrest,0
92,30.771232992248244,Female,Black,Graduate school,False,1928.542878630148,Married,2,Assault,Violent,-2.0162991113821107,2018-10-31,House arrest,1
93,35.68134049893065,Male,White,High school,False,3091.598838806421,Divorced,1,Assault,Violent,16.907586473673003,2018-10-31,House arrest,1
94,20.865521501508756,Female,Hispanic,Some college,True,2484.196636349488,Married,8,Property crime,Non-violent,-6.286465238086645,2018-10-31,House arrest,1
95,40.67062074979435,Female,Other,Some college,True,3385.6271556532406,Married,9,Assault,Non-violent,19.422166236391387,2018-10-31,House arrest,1
96,46.56906082412118,Male,Other,High school,False,2692.5290146695543,Married,4,Drug possession,Violent,18.110256338638706,2018-10-31,House arrest,1
97,41.90219313710234,Female,Hispanic,Graduate school,False,3378.6432272312286,Married,3,Murder,Non-violent,4.872838889486615,2018-10-31,House arrest,0
98,38.793436885358574,Female,Black,Bachelor's,True,2432.466839285884,Single,0,Violent crime,Violent,0.3489235702885125,2018-10-31,House arrest,0
99,42.907479515463855,Female,White,High school,True,3062.1917718316313,Widowed,5,Assault,Non-violent,31.84686226445979,2018-10-31,House arrest,1
100,43.99313481165312,Male,Other,Some college,True,3968.8430380354603,Divorced,2,Assault,Non-violent,9.383530374091904,2018-10-31,House arrest,1
101,32.74749140865552,Female,Other,High school,True,2221.3932751274597,Divorced,1,Murder,Non-violent,15.586160753644595,2018-10-31,House arrest,1
102,55.641185286059816,Male,Black,Bachelor's,False,1525.565651434616,Widowed,10,Property crime,Non-violent,4.186620311644305,2018-10-31,House arrest,1
103,48.73177204464112,Male,White,Some college,True,2848.107513148206,Widowed,1,Property crime,Non-violent,18.097033451482794,2018-10-31,House arrest,0
104,54.52664759774632,Male,Hispanic,Graduate school,False,1140.3943094791985,Widowed,4,Murder,Non-violent,-7.376729841302144,2018-10-31,House arrest,1
105,28.968963661487123,Male,Black,High school,False,2818.0980875882933,Single,1,Theft,Non-violent,1.400897233973959,2018-10-31,House arrest,1
106,52.68283765629491,Female,White,High school,False,1871.759648074614,Married,8,Violent crime,Violent,12.963863344635904,2018-10-31,House arrest,1
107,55.474507770241175,Female,Black,Some college,True,3087.0804521505943,Divorced,6,Property crime,Non-violent,-1.2702049683946095,2018-10-31,House arrest,0
108,15.820048599835943,Female,Other,High school,True,1800.9096326541196,Married,4,Property crime,Non-violent,30.406582729898343,2018-10-31,House arrest,1
109,42.57743178193001,Female,Other,Graduate school,True,5699.962705387539,Married,10,Assault,Violent,15.884264067697597,2018-10-31,House arrest,0
110,38.90364835651953,Male,Other,Graduate school,False,2570.2472605350104,Widowed,0,Drug possession,Non-violent,-3.3001987402549595,2018-10-31,House arrest,1
111,34.21262399715295,Female,Hispanic,Graduate school,True,2589.2026748301832,Single,0,Theft,Violent,16.73248870160468,2018-10-31,House arrest,0
112,25.379344234758335,Female,Hispanic,Some college,True,1881.0019235276554,Single,9,Property crime,Violent,11.631578589161936,2018-10-31,House arrest,1
113,39.645214510125335,Female,Hispanic,High school,True,3620.2475642199875,Married,1,Violent crime,Non-violent,16.50800121258953,2018-10-31,House arrest,1
114,28.358869454134865,Female,Hispanic,High school,True,3809.297445334216,Single,6,Theft,Violent,5.331760299525389,2018-10-31,House arrest,1
115,44.93699726112875,Female,Hispanic,High school,True,3066.740352550309,Divorced,5,Assault,Violent,19.984085063509532,2018-10-31,House arrest,1
116,29.564180048588,Female,Black,Bachelor's,False,2363.371832517051,Married,10,Theft,Non-violent,-7.815534095235435,2018-10-31,House arrest,1
117,43.56090353653695,Female,White,Bachelor's,False,3795.8050399792696,Widowed,6,Drug possession,Non-violent,9.599628385586502,2018-10-31,House arrest,0
118,41.05837960926775,Male,Black,High school,True,3024.022309602767,Married,5,Assault,Violent,9.321906461810885,2018-10-31,House arrest,1
119,22.241550104615474,Female,Hispanic,Bachelor's,False,3048.9615247275424,Widowed,10,Murder,Non-violent,12.475894066864662,2018-10-31,House arrest,0
120,40.34414225690427,Male,Hispanic,Bachelor's,True,1230.7046355039558,Divorced,8,Assault,Violent,0.44207329473643586,2018-10-31,House arrest,0
121,51.18104245138064,Male,Hispanic,Bachelor's,False,2991.505096177477,Married,8,Property crime,Non-violent,7.973710880887433,2018-10-31,House arrest,1
122,43.60604271735309,Female,Black,Some college,False,1843.558659070351,Single,3,Violent crime,Non-violent,6.365121254327708,2018-10-31,House arrest,1
123,48.62832829338971,Male,Black,Graduate school,True,2956.0295045142066,Single,8,Drug possession,Violent,2.6131211240063505,2018-10-31,House arrest,0
124,44.40299338599381,Female,White,Graduate school,False,1990.7425074795292,Married,9,Theft,Violent,12.527724406587925,2018-10-31,House arrest,1
125,49.8835148173352,Female,White,Graduate school,False,1670.5640259901493,Widowed,7,Violent crime,Violent,24.665930959791623,2018-10-31,House arrest,1
126,34.233693855044145,Male,Black,Some college,True,3476.2589092791104,Widowed,10,Violent crime,Violent,3.292204736031003,2018-10-31,House arrest,1
127,36.44781398793381,Male,Black,Graduate school,True,3068.300845452683,Single,8,Assault,Violent,5.769904931393685,2018-10-31,House arrest,0
128,31.07581755922162,Female,Other,High school,True,2436.707275811577,Single,8,Murder,Violent,4.239976752872249,2018-10-31,House arrest,1
129,31.63135391902907,Male,Black,Graduate school,False,2943.56223826818,Single,7,Theft,Non-violent,17.14667678198938,2018-10-31,House arrest,1
130,38.53476450882661,Female,Black,High school,False,1539.5671038924686,Divorced,5,Assault,Violent,10.643077125734926,2018-10-31,House arrest,1
131,31.20540225241573,Female,White,Graduate school,True,2975.222095126496,Widowed,9,Murder,Non-violent,1.5678296262678764,2018-10-31,House arrest,0
132,23.66465989430264,Female,Other,Bachelor's,False,2468.514535030521,Single,10,Assault,Violent,0.6654144191457014,2018-10-31,House arrest,1
133,47.37410515624241,Male,White,Some college,True,2391.6887177400595,Divorced,10,Violent crime,Non-violent,-11.281911846957144,2018-10-31,House arrest,0
134,32.11490881678165,Male,Hispanic,Bachelor's,True,1398.5793021839934,Married,10,Violent crime,Non-violent,28.188881103641535,2018-10-31,House arrest,0
135,44.98793542772504,Male,White,Some college,True,2042.7835861319563,Divorced,5,Violent crime,Violent,7.5875183855028965,2018-10-31,House arrest,1
136,26.20919695756139,Female,Other,Graduate school,False,2457.2043509505775,Married,0,Assault,Non-violent,-19.166413012624595,2018-10-31,House arrest,1
137,36.341124537974395,Female,Black,Bachelor's,False,2894.653541197283,Single,8,Theft,Non-violent,-0.5985537903523772,2018-10-31,House arrest,1
138,44.34921236274662,Female,Other,High school,False,1175.833339146416,Single,9,Theft,Violent,15.03306601693887,2018-10-31,House arrest,1
139,34.93662008163977,Male,White,High school,False,2294.7288538284315,Divorced,3,Drug possession,Non-violent,8.72299940490897,2018-10-31,House arrest,1
140,30.434112865397346,Male,Hispanic,Graduate school,True,3505.5765692785267,Married,5,Theft,Non-violent,2.2861275506961447,2018-10-31,House arrest,0
141,32.14817621326886,Female,Other,Some college,False,2064.0560330017706,Divorced,4,Violent crime,Violent,7.294307014058475,2018-10-31,House arrest,1
142,22.838777974118432,Female,Black,Graduate school,True,3572.891710881133,Single,10,Murder,Non-violent,-3.0848898746541398,2018-10-31,House arrest,0
143,56.569811026899664,Male,Black,Some college,False,1560.7631757027802,Single,4,Murder,Non-violent,6.923574855246446,2018-10-31,House arrest,1
144,25.943887188021307,Female,Hispanic,High school,True,4882.757401059352,Single,10,Drug possession,Violent,-12.313202221975942,2018-10-31,House arrest,1
145,36.46661645053381,Male,Hispanic,Graduate school,False,801.189349858801,Widowed,6,Theft,Non-violent,-3.376631964123238,2018-10-31,House arrest,1
146,38.617594345572094,Male,Other,Some college,True,2505.1342500581754,Divorced,3,Property crime,Violent,4.516793782957301,2018-10-31,House arrest,1
147,53.523501774213145,Male,Hispanic,Some college,False,1359.0028887840222,Married,8,Property crime,Non-violent,1.1277729257688773,2018-10-31,House arrest,1
148,45.722660494632336,Male,Hispanic,Bachelor's,False,2603.957660720411,Divorced,8,Property crime,Non-violent,-12.491184676026762,2018-10-31,House arrest,1
149,41.18235690181014,Male,White,Some college,True,1117.072528614079,Single,1,Assault,Non-violent,-6.119341762414145,2018-10-31,House arrest,1
150,43.59477791838967,Male,Black,High school,True,3636.591533597252,Married,8,Assault,Violent,18.649484104415414,2018-10-31,House arrest,1
151,40.922604763057954,Female,Hispanic,Some college,False,2774.5368830199986,Single,5,Drug possession,Non-violent,9.172275899830536,2018-10-31,House arrest,1
152,40.13940157012747,Male,Hispanic,High school,True,4579.855800374593,Divorced,3,Property crime,Violent,7.013862381873876,2018-10-31,House arrest,1
153,31.958692968420795,Male,White,Some college,False,2598.5200852418925,Widowed,4,Violent crime,Non-violent,12.16222307634225,2018-10-31,House arrest,1
154,43.233656165515754,Male,White,High school,True,3801.4573111769387,Divorced,4,Theft,Non-violent,23.576521046333227,2018-10-31,House arrest,1
155,51.315791022678404,Female,White,Some college,True,236.78991555049743,Single,0,Violent crime,Violent,10.224541126370962,2018-10-31,House arrest,0
156,40.520848554776,Male,Black,Some college,False,2729.706830088111,Married,8,Drug possession,Violent,3.2170470678527883,2018-10-31,House arrest,1
157,45.62937690335784,Male,Black,Graduate school,True,964.9485038787716,Widowed,9,Drug possession,Non-violent,-8.009276449414575,2018-10-31,House arrest,0
158,53.85002972781129,Female,Black,Some college,True,2882.5608635702765,Single,5,Murder,Non-violent,10.005127161164385,2018-10-31,House arrest,0
159,48.42902837883718,Male,Black,Some college,False,3281.6819148387904,Divorced,6,Drug possession,Violent,4.027962627376625,2018-10-31,House arrest,0
160,34.25032000335315,Female,Other,High school,False,3957.1113880725243,Single,0,Violent crime,Non-violent,8.253339089423752,2018-10-31,House arrest,1
161,39.35555644646052,Female,Other,Graduate school,True,3180.7177531218804,Single,9,Assault,Non-violent,-0.6028544316695639,2018-10-31,House arrest,0
162,45.49095850727141,Male,Other,Some college,True,2946.881456723214,Widowed,10,Assault,Violent,5.5860690372218,2018-10-31,House arrest,0
163,21.717924294659937,Female,Black,Graduate school,False,4138.624516612664,Married,4,Assault,Violent,14.37083733829139,2018-10-31,House arrest,0
164,43.270071180351245,Male,White,Bachelor's,True,3147.4189642641836,Married,5,Property crime,Violent,4.554549366864331,2018-10-31,House arrest,0
165,46.51405632953483,Female,White,High school,False,3876.3928924880565,Married,9,Assault,Non-violent,19.804555454825383,2018-10-31,House arrest,0
166,57.77408386552808,Female,Hispanic,Bachelor's,False,3762.4094905895545,Divorced,10,Property crime,Violent,4.8785439485266,2018-10-31,House arrest,0
167,32.360869077916554,Female,Other,Bachelor's,False,2485.4406116117348,Single,1,Murder,Non-violent,4.650198473006327,2018-10-31,House arrest,1
168,25.06739699566429,Male,Black,Some college,True,2346.515583545748,Divorced,5,Theft,Non-violent,-1.6082140940549774,2018-10-31,House arrest,1
169,23.83042130423659,Female,White,Graduate school,True,4376.683529898021,Married,6,Drug possession,Violent,15.684173635889977,2018-10-31,House arrest,0
170,43.65234317518868,Female,Black,Bachelor's,False,2458.566491557316,Divorced,3,Theft,Violent,8.025759579066548,2018-10-31,House arrest,1
171,45.88828840132269,Male,Hispanic,Bachelor's,True,2016.4065473626024,Divorced,3,Violent crime,Violent,4.8563602171436235,2018-10-31,House arrest,0
172,55.033868385945084,Male,Hispanic,Some college,False,2648.36759974754,Single,1,Assault,Non-violent,4.879396045410388,2018-10-31,House arrest,1
173,40.47058492813208,Male,Other,High school,False,4471.885925272025,Married,6,Murder,Non-violent,6.881518330705595,2018-10-31,House arrest,1
174,36.48943498787206,Female,Other,High school,True,2087.5594608901883,Divorced,6,Theft,Non-violent,-7.815132437437075,2018-10-31,House arrest,1
175,26.20580848453021,Female,Black,Graduate school,False,1604.420243223531,Married,4,Murder,Non-violent,6.761987276934507,2018-10-31,House arrest,1
176,59.39851536804552,Female,Other,Graduate school,False,2077.884556152271,Single,8,Drug possession,Violent,-9.548804676356351,2018-10-31,House arrest,1
177,45.179055007748616,Female,Hispanic,Bachelor's,True,2659.965537605372,Single,3,Property crime,Violent,25.75541374523055,2018-10-31,House arrest,0
178,41.23299715208749,Male,Hispanic,Bachelor's,False,2532.187766104003,Divorced,7,Property crime,Violent,11.22350925063291,2018-10-31,House arrest,1
179,29.984861855430726,Male,White,High school,True,1927.4688277281143,Widowed,1,Drug possession,Non-violent,-1.94212380671373,2018-10-31,House arrest,1
180,44.16971893984353,Female,Other,Graduate school,False,592.3116988133679,Single,0,Murder,Violent,21.425663250818495,2018-10-31,House arrest,1
181,22.786573770657405,Female,Other,High school,False,1788.9518666719869,Single,9,Assault,Violent,9.993288324846269,2018-10-31,House arrest,1
182,24.35339147488599,Female,Hispanic,Some college,False,1826.4103736248849,Widowed,1,Property crime,Violent,32.21164471505692,2018-10-31,House arrest,1
183,33.67795000001699,Male,White,Graduate school,True,494.6770030534178,Widowed,5,Assault,Violent,2.064668829585025,2018-10-31,House arrest,0
184,31.395689111623348,Female,Other,High school,True,2241.7187636611093,Married,0,Violent crime,Non-violent,30.0750875350661,2018-10-31,House arrest,1
185,41.1218032853007,Female,Other,Bachelor's,False,3287.1775974959723,Divorced,8,Violent crime,Violent,1.968381335528739,2018-10-31,House arrest,0
186,53.783076706598465,Male,Black,Bachelor's,True,2518.646265025014,Divorced,3,Assault,Violent,-15.459104129071221,2018-10-31,House arrest,0
187,49.9521718650493,Male,White,Some college,False,1219.7705222957272,Widowed,7,Violent crime,Violent,6.609170479728254,2018-10-31,House arrest,1
188,38.56824454453487,Male,Black,Graduate school,True,1481.5775051154064,Widowed,2,Property crime,Non-violent,17.347208862035796,2018-10-31,House arrest,0
189,41.5741814629509,Female,Hispanic,High school,False,2016.2364717583569,Married,8,Drug possession,Violent,-6.255761736984116,2018-10-31,House arrest,1
190,32.45202700625449,Female,Other,Graduate school,False,3058.7608566517233,Married,9,Drug possession,Violent,15.467369163614002,2018-10-31,House arrest,0
191,41.27302447689458,Male,Black,Bachelor's,True,4347.699889645437,Widowed,0,Drug possession,Violent,4.767658202804387,2018-10-31,House arrest,0
192,34.32447300580748,Female,Other,High school,True,3825.1021890165975,Divorced,5,Murder,Violent,18.06159061527382,2018-10-31,House arrest,1
193,36.35852809268006,Male,Black,High school,False,3428.8863939908438,Widowed,9,Murder,Violent,2.4256752028309654,2018-10-31,House arrest,1
194,33.19653847435835,Male,Other,Bachelor's,True,-320.70190555518775,Married,9,Violent crime,Violent,19.79198930166109,2018-10-31,House arrest,0
195,34.021319797042146,Female,Black,Bachelor's,False,1837.3146462553434,Single,10,Murder,Violent,12.301859399753575,2018-10-31,House arrest,1
