,Years of Service,Total Number of Bills Introduced,Number of Bills Passed,Number of Bills Voted Against,Number of Amendments Introduced,Number of Amendments Voted Against,Number of Committee Assignments,Number of Subcommittees Assigned,Number of Bills Voted For,label
47,7.245216818795419,90.27393100351726,20,20,0.4374036194017261,22,3.027736238819606,3,28,1
48,7.93563004319207,44.0257982475068,9,26,4.720365213611126,5,1.6716154801737426,2,2,1
49,5.376808445406377,54.4483049138775,25,12,6.568104073714642,19,2.868831350731546,2,15,1
50,9.837608611270262,29.89347857245668,21,3,10.194022581671506,10,3.629799784285319,4,4,1
51,10.208844979713218,87.77367910950927,24,12,7.677731801746192,2,2.9885046772224984,1,16,0
52,4.8796552788456244,39.13743936291173,26,17,7.626784943888571,6,4.568070760371084,1,15,1
53,12.706573272910191,25.77261688482522,17,3,17.537124882101345,13,1.802674724016287,4,15,1
54,3.6668118056076366,65.34099928610767,9,15,16.172265032200347,22,2.257054074762042,3,5,1
55,12.294192942091403,40.87705482171729,17,21,25.604437227603302,9,0.08323228798682358,0,20,1
56,3.246615049896718,96.99990689622379,1,28,12.136021684785662,16,1.2189580253762173,2,15,1
57,5.123507556193664,69.92681586408793,15,24,25.35491916382532,22,4.191687791167392,4,27,1
58,5.0805754736276505,16.576332990333686,4,10,6.063934063174326,27,3.421873043425512,4,15,1
59,5.101377660561585,38.87614982240949,0,8,21.39527608585588,10,3.2341312978598458,0,13,1
60,12.72310699495552,93.11936714248611,19,21,14.001580866111663,8,2.636218231285027,2,15,0
61,8.556830680612725,97.74568972259928,16,24,3.951041323680915,24,3.407642240727325,4,24,1
62,2.6929549800513675,78.2286950798422,22,0,29.11666150175419,6,3.1100935879721687,1,16,1
63,3.482156006685849,70.10620601107456,7,27,16.492111618070243,0,1.0787506717359867,4,16,1
64,12.770869646767197,87.74174390159862,21,26,10.164925170152797,13,3.1294859082279984,1,28,1
65,1.5480493069982486,57.36585009199477,7,24,29.289569312763845,6,2.3380571343029484,0,28,1
66,5.192153684446712,44.11951365895646,29,15,24.498928003644888,26,4.076315031996319,1,0,1
67,2.352051883800985,44.89952069476271,23,7,14.844503195685734,16,2.2011803566744503,3,9,1
68,13.508958378016246,43.378167143486245,2,22,24.13394445247339,14,1.1131145484119087,3,13,1
69,14.945762849219996,90.74181497240906,27,16,23.005181032980467,27,4.096781958001739,0,29,1
70,3.8705448782680536,66.58733662878964,23,24,2.1901806365646213,0,0.4969021302554244,0,26,1
71,12.28318009212881,1.0044789035394963,26,4,5.706038634821776,3,2.2974775162325356,1,10,1
72,14.68367876428561,23.521908370191714,28,14,12.854952359948097,3,0.33064006521095257,3,5,1
73,7.9657604634347665,86.20892929822384,24,7,27.586767961739223,9,4.755107183772134,3,15,1
74,3.5603089673869857,56.980413303097635,21,25,10.017902243806656,29,0.8044053752344116,2,28,1
75,13.73488671546394,63.65615812718687,19,16,4.308828626948928,10,4.904438762659131,3,23,0
76,6.479291697883732,60.105624568186066,15,9,1.8695342790522607,28,2.587991756018708,3,27,1
77,7.595061232750848,56.8408931188617,11,18,25.182428787416303,10,2.463597332046998,1,9,1
78,3.8344110590599767,41.54536084958491,5,3,17.38128469509352,23,2.4527148792631626,0,18,1
79,14.73289064575946,35.22924851895978,22,23,16.290263188302582,21,3.327059336453775,4,23,1
80,1.4808339426426942,37.07136395858597,4,26,24.47327622817459,29,0.07970757217867663,3,5,1
81,11.35271431318207,27.634568720927387,13,23,13.464833418121549,26,3.1553571081104854,4,2,1
82,11.237760338133349,53.89714918458854,22,8,14.343358395755635,9,2.0794270296839974,0,21,0
83,11.563733102280274,24.90842771152304,7,15,6.7067524706094925,26,0.3899479422306257,2,8,1
84,14.50624543354348,74.29941203529485,27,9,19.869078761296645,12,0.6522948265207867,1,12,1
85,10.10512000510579,71.53248302382347,6,16,28.54004877792249,11,1.5923053738444741,4,8,1
86,14.393314693751238,85.09593770752211,2,13,23.90854188171507,14,1.6581226604084804,0,22,1
87,14.750120801788,33.43144232368848,20,14,18.800584319403317,26,4.445916534843752,2,3,1
88,2.750020028600724,48.42911693325027,17,12,18.029019124279188,16,0.46084808956634693,3,15,1
89,10.977612952830421,35.38905061229558,18,6,0.800931306918875,18,1.499136933795192,0,7,1
90,8.726153240990111,15.271873584824414,3,29,8.458252850741342,29,0.8194179731786749,3,28,1
91,3.5266721231171765,85.33289630792036,26,27,16.33461536564377,29,0.6936070612946182,3,22,1
92,11.527164921715382,45.08807360920986,13,12,12.319499056760595,23,0.8000875612171177,0,10,1
93,3.3714415571178864,29.814095561981503,23,16,8.471751813261175,28,0.47924976967515187,2,12,1
94,14.068121556315159,59.26952033368267,10,6,21.560293736813207,15,4.074037006543902,0,28,1
95,14.569839991924985,13.719445305299693,28,9,15.425600209493386,22,4.22600710402143,3,9,1
96,5.104777786738783,41.227957895316194,26,17,14.8510166529156,22,1.6198622812014474,1,29,1
97,4.51276199420475,20.927638663431523,14,4,2.9471839852407875,27,2.88237563533833,3,17,1
98,1.6123371163218814,68.75094781785211,28,13,17.60315319817023,5,2.028931949447644,4,4,1
99,9.131387913657559,20.932315634701503,27,25,3.7093251501606406,22,3.0452198092415688,0,11,1
100,12.371273204705092,67.15197934194794,0,28,2.141754603244914,7,1.1432645545373754,2,21,0
101,13.206566483817504,42.7871634694615,29,1,17.06247676558138,27,2.919415918366706,3,3,1
102,8.201376867467093,99.21973181005185,14,2,16.472177886684538,3,2.359092528256994,3,16,1
103,2.747313587465743,50.58966797476296,25,24,26.389044619029946,15,3.0521616822969233,0,9,1
104,12.26679952153481,33.90139901841472,25,10,3.4241540177087657,5,3.8262864775836025,0,1,1
105,5.775816661468048,15.299585478317967,12,21,19.88076279622065,24,2.151234038009214,2,11,1
106,8.13052840068751,13.131275795962605,2,22,16.33977338640138,10,0.02295793037581595,2,13,1
107,12.797505373360655,81.935674138337,21,20,28.19115805305552,8,3.298724676547686,1,7,0
108,8.838011071541679,11.107319301639485,6,6,25.30568668379242,10,1.7578646175573294,0,26,1
109,13.900020426599516,10.23436029779744,8,7,11.424426624562864,3,1.1582973409453756,1,27,1
110,9.685975923491215,26.815373612583528,21,17,22.669947611148466,29,4.843309073251245,2,24,1
111,10.65802775826712,51.562153004511714,1,0,8.529347079115079,7,1.3729702768186485,0,0,0
112,14.658302765154987,23.413339554939185,7,5,21.276387932689588,15,1.2934401935354018,3,21,1
113,6.965254585646386,67.10513363702206,18,10,17.022750724631027,12,3.0084831349471286,2,7,1
114,10.370520742458028,70.25543827978862,18,22,10.57109987377178,15,2.279087079997188,2,23,1
115,8.188607354290053,16.670185703786167,12,20,8.366958556951625,4,2.9234775853848056,1,0,1
116,3.0736208637735665,43.23738314085289,5,9,4.092913723336968,18,4.470127367651461,2,1,1
117,11.94722435306151,47.96712073970022,22,14,11.379611542620845,1,1.0153734492246647,4,1,1
118,3.514714734944966,12.779880879402317,0,20,14.364111045913155,23,2.4954013591498363,0,24,1
119,1.2837188047442487,14.249119680891509,8,10,12.33709937333331,16,1.2420121634170695,4,19,1
120,14.72353409561004,29.172802862550363,26,26,6.428951338991093,8,0.6853360130853775,4,26,1
121,6.455549723716351,11.288554493793212,12,20,7.0570799201150685,22,4.877837536309907,4,14,1
122,5.562975541775687,49.11994913335281,15,12,10.578442361848708,2,2.605227501406434,1,18,1
123,7.462993296667354,59.89557106627957,11,18,2.3068407374332645,18,0.8855102060681302,1,14,1
124,14.652244515767034,43.25641660115471,12,21,18.475769193741584,12,0.11567846519566716,0,14,1
125,13.253722317862671,58.58307029560028,13,24,17.76642402462644,1,0.1256665753316616,2,21,0
126,9.555237232318653,87.9765508934529,3,4,12.200056137656128,9,3.0741947697216205,0,11,1
127,8.894858438091635,23.570776350699685,22,9,21.92882111526676,15,4.363922676332522,0,15,1
128,7.54317445301131,88.93883586150278,19,22,28.92966350321897,22,0.1079698177927918,0,16,1
129,8.795105921952175,43.822381673003505,22,25,2.576077244706947,29,4.697694401359913,4,19,1
130,8.189330554950029,55.132986959918384,18,20,21.937072701275476,28,2.4949430101689174,1,26,1
131,1.148047858468277,60.770084023279516,25,4,11.44604426324627,2,3.144251022257634,2,21,1
132,12.330467643778599,31.132268150780497,0,15,9.938643884433436,5,4.342836158268234,0,27,1
133,5.420766495620779,79.44320793711339,23,1,26.970661474061487,24,2.9030223980159326,3,11,1
134,12.06534143974278,74.88630794292422,5,15,12.157645600057986,23,3.637527511806205,3,0,1
135,11.035150085168599,29.42084343261431,4,20,29.20686814441776,20,1.7449204390541535,2,25,1
136,9.404736425833358,54.113414957773244,18,23,0.12307957453565721,8,4.544478174964363,2,11,1
137,9.184555027931884,89.27249008812048,12,25,0.8303139062870224,2,3.198363685447272,0,25,1
138,2.111580943664147,43.110455047975535,9,27,1.4976241206329732,28,0.4949713701116093,3,29,1
139,6.990794745095777,52.50295909908375,16,23,19.58144120172931,15,4.630722446374198,2,8,1
140,10.774580140555832,95.20019662282917,19,15,3.654661043739308,9,2.6045003561912465,4,18,0
141,13.054780190481088,49.250003485997254,23,10,28.083617823413604,21,3.4845762649674454,4,2,1
142,1.376262479930534,72.5287593514452,22,28,4.987267920991463,2,2.0367308080010527,3,13,1
143,3.792738576181123,41.60604394126409,4,20,10.31350588699757,11,2.6538368084598822,2,26,1
144,12.330681264184154,67.58222756154998,12,9,15.136468411945623,10,4.063570629294397,0,19,0
145,7.736260737424644,26.53130136187776,25,7,19.163046295085035,22,3.9362818208794503,1,15,1
146,3.316801950512363,50.24859174726183,25,20,24.557995585093238,11,1.6500512062985955,3,24,1
147,3.3962304607849516,2.6794398353294113,19,17,28.019580990448983,12,1.6812049360754315,2,10,1
148,11.620304283619692,16.07991302622279,14,10,28.832845107029385,15,3.6442559241743244,0,26,1
149,8.237610079494385,84.24742718539588,14,9,3.79781169987351,13,1.2587654564029664,4,14,1
150,7.076804921929227,51.936874890375606,11,17,17.87103147681044,9,4.214157478101224,2,7,1
151,8.320326845745164,43.46964115271034,29,9,20.832450194444977,2,0.3815554061727411,0,19,1
152,7.266671644968755,24.73106455372053,29,17,19.334277558933582,7,0.5485929514727006,4,15,1
153,3.287788641016023,83.92432014796333,1,20,2.84350262809282,2,4.2011787196264585,4,10,1
154,13.218964430093044,16.44353626869972,15,25,12.978879499491445,20,4.428644776221906,2,0,1
155,2.8526017514311306,14.230255883095722,15,3,24.86059161551613,2,2.0420954376461715,4,7,1
156,5.08532907470901,90.50350365392849,7,21,11.981770769082537,7,4.132480966615119,0,13,1
157,5.771135493832229,17.614234751404545,25,28,28.457848237038192,21,2.3906220459682865,2,0,1
158,9.371371713996819,56.82057269841213,7,28,21.589627218191133,26,2.043828326693202,0,13,1
159,3.8191619633104357,8.82337580426027,14,10,22.647001221189754,7,1.4782527041334326,4,9,1
160,12.67441350255298,53.56753900370956,15,3,10.861678510821724,27,3.7086894644182284,0,17,1
161,9.698891989440302,42.26291664480696,19,18,1.4287765782580752,20,3.12161105826525,2,10,1
162,6.018848112720141,87.09088928449736,28,10,6.348193780645543,29,2.8496831025713942,1,2,1
163,10.496644020842808,40.63233121862311,25,2,29.020557746089636,14,2.28539471993403,3,15,1
164,11.022517347806884,6.078634236302804,29,11,3.5985598073671987,2,4.554666997838311,1,16,1
165,4.4500656698392165,58.249361548420794,12,25,16.187218094962752,7,4.765319091797075,2,22,1
166,7.262819795794658,1.60117082090252,19,14,14.634758600939106,7,0.3274021324228876,2,19,1
167,5.00999920506578,62.5288365865478,14,27,8.011534327531338,21,4.625849682933114,4,11,1
168,5.926332592666686,70.59254960303323,16,29,28.797040758332972,4,2.2551424552337975,4,25,1
169,2.0584430481769918,31.864359787671702,27,19,24.801660334743897,3,1.0858536663301743,0,12,1
170,9.096734105249226,30.547478997819553,14,0,9.349343661605666,12,2.0505926676903057,3,9,1
171,13.665605377662926,64.67570307306146,14,1,25.03655735937101,17,1.464525914045739,0,26,1
172,13.097437829294453,44.837243985901374,17,1,16.162142642701067,10,4.978480345016706,4,11,1
173,13.857461866104423,93.65454550402885,19,26,25.03449289164188,9,1.8805491695306609,4,17,0
174,2.4769175331932063,74.15006007785796,2,13,24.382561337536256,11,4.466848692566893,0,26,1
175,11.355891510704243,31.242121544279698,21,21,16.23128682024778,5,4.0572140986290846,3,17,1
176,10.495514210177676,26.178827961176708,18,24,1.0982410614530347,27,4.261729636837181,4,8,1
177,5.211868258677836,62.12024513819865,22,15,22.070694243759718,18,3.7282429343675947,1,12,1
178,11.457428163466336,20.20281205187241,15,25,21.040672495882134,17,1.8121829571147319,3,9,1
179,8.719193067793643,5.802142918740117,26,26,19.304051501679684,27,4.1346522246318385,1,20,1
180,5.3120828523099455,21.620460689684194,17,12,20.684018908315576,26,0.27967578181268715,4,27,1
181,6.27753170847027,93.44237432990107,3,14,17.708336845427525,15,2.262536656159135,3,24,1
182,3.1468435369968812,88.06620055455208,5,9,0.5969428653164732,17,2.3339775731460533,2,11,1
183,9.529667169610276,14.365879305825558,24,16,3.454872474112899,0,1.8108550826157828,1,12,1
184,9.274596472221273,2.4020792975944616,11,16,7.5768580222386905,7,1.8999582864337166,3,2,1
185,1.783085276170332,92.88485795482359,20,12,5.554431133005817,12,0.8936729729178994,3,29,1
186,6.077618604598058,77.38475349074466,5,10,15.601364663045151,13,4.5063992891165725,2,27,1
187,7.758482023664834,72.52832799860852,6,13,4.483320049130491,4,3.0355326918272048,3,3,1
188,1.0219187401645502,77.38033290835644,23,12,8.095648854524022,9,2.111336852203256,0,19,1
189,8.86667690870757,0.48978405948607584,10,3,22.155827345728476,27,3.509590859107977,4,18,1
190,11.761677517329025,55.000210462497925,28,28,4.338723757500084,19,0.4649083879291993,3,24,1
191,12.496729740507881,31.3970424794921,15,8,27.964604281212832,7,3.2673093631025045,1,4,1
192,3.4168082565334084,81.60996452895071,29,11,17.126203343904375,2,2.940959775395375,3,28,1
193,7.682953572909021,60.54962419430371,23,3,24.44410109396778,2,2.3202052137736646,2,29,1
194,1.6574290622812613,38.99915567009092,22,3,17.553181046918205,24,0.30601192498141805,3,14,1
195,10.962822261795399,4.975249731702169,14,4,8.145041376363734,3,0.9576104500825644,2,0,1
196,6.427993494727591,12.526610675080141,4,10,3.644768082302492,27,1.0174935225072501,4,15,1
197,3.11726707976025,45.13443600924985,22,20,27.883519274432487,10,4.112106177924463,2,1,1
198,14.441957231971735,81.48943907952577,23,1,20.111931202092112,12,2.5626728393079254,4,29,1
199,8.417394587955428,26.604851499167037,1,23,6.546825832308985,1,2.886854375937195,4,12,1
200,14.089132990261025,90.10986634064018,13,29,21.80706201173771,24,0.9610886133817859,1,1,1
201,7.838242577547599,66.69542195117677,17,19,17.2968797907039,6,0.9954736889064969,2,11,1
202,1.2076014921456015,83.03153423145126,24,3,8.706647102396165,14,0.41372804223577253,3,22,1
203,11.662842478176838,60.27730722878011,5,20,2.4295098933360224,24,0.31662677315502763,3,28,1
204,5.468738138866366,6.604037536805696,20,20,6.928394073108119,16,3.669907831389432,3,6,1
205,14.64066526539852,96.64329596043369,14,16,29.040590390971527,14,1.3349041663899563,1,6,1
206,9.539608376730841,7.083849763127336,24,24,15.913054703626875,16,2.1642674117633502,0,17,1
207,3.6000169430295763,81.35347910664602,7,20,7.400290802242035,25,1.6406195400373669,2,28,1
208,5.0026098702223205,65.04319274370457,0,18,16.859903385705532,22,4.608974341269892,2,0,1
209,3.3376965996811876,61.583605798007326,3,18,22.603638377219863,9,3.464212563618625,4,29,1
210,10.698444236141304,88.59993698761012,25,1,1.4182201822656204,15,0.2785456312413309,3,17,1
211,10.88885757411745,34.43357614965327,27,6,10.016388715123925,3,4.944822572691286,1,6,1
212,10.11534582704331,27.006868384178027,22,28,23.572609060136536,24,2.4423119890133203,1,26,1
213,6.717381895836791,4.2830614692605735,3,10,25.36336475864999,11,3.7160024060566994,0,5,1
214,6.63778602997361,30.893084584039844,1,21,8.277467576358795,5,2.8217233183299633,3,21,1
215,4.621183930788477,99.26717113615177,1,19,12.099697715815779,18,4.4815027825571905,3,0,1
216,4.265878647297457,75.52602707873795,25,13,28.12712890263117,1,0.3605111398930999,1,9,1
217,3.7108431379181814,71.39029467451007,25,2,29.302730096443174,3,1.1262557068793204,2,29,1
218,10.76752909379845,1.899023365822028,27,23,15.64575191227347,10,3.5224628229416033,0,8,1
219,4.5844415190785845,33.043946130511515,15,3,19.105984293306044,12,2.0872906531012663,3,2,1
220,12.076446183611031,54.5950963363553,20,11,11.722621736641042,6,1.4016720183146936,2,0,0
221,12.719527666867743,40.143810590385485,19,2,5.95672645341065,28,4.579086795024871,1,2,1
222,3.221867911563079,56.39393030763128,25,16,24.98384743308599,26,4.9949696470059655,4,29,1
223,5.680484973259755,90.7247183670615,26,6,27.52729331898347,19,2.4229403208382454,1,3,1
224,8.997757392164008,23.170362096648546,0,26,8.416754318735983,25,3.937205426123069,0,18,1
225,1.9385838506446869,66.20934387947224,18,25,0.6577279046755125,17,3.97800328188739,2,19,1
226,13.568491549125422,62.59029610194213,13,15,28.302231872679187,14,2.7859377075657985,1,2,1
227,9.183338410214443,91.9507416316018,5,17,6.904740771684056,16,3.926426873104392,0,18,1
228,4.076926435294172,49.31468010823185,20,3,16.125633408152993,3,0.6243831544103484,4,1,1
229,1.3737725355429324,61.10590777123706,2,19,18.934870983041776,3,2.2043544167521216,4,12,1
230,11.247443025563454,71.50860813791142,3,19,7.609320614900177,23,0.4171724720110015,2,20,1
231,14.118441318197766,33.60414130439785,28,16,14.704697464671764,6,2.4322156426365598,1,23,1
232,8.422632162750347,60.1442049577273,27,28,13.052805233278091,6,3.3580189904888313,2,22,1
233,11.460358944242394,50.75234897078883,18,27,0.44914575043530136,24,0.7154736901786773,0,22,1
234,3.8969021577760192,41.629276111863845,29,13,3.8471346246727256,9,0.15613218735988865,0,2,1
235,9.19401509941457,24.657832960091795,25,9,24.189969694517032,14,2.6268801540457822,3,0,1
236,6.564658345100346,76.35839053886998,1,17,1.1291428558103334,18,4.823996717680605,1,13,1
237,4.678066340910025,44.84144813356635,27,24,28.84181676433225,17,3.6184437686493176,0,24,1
238,8.223093639175225,56.501934056241865,9,21,15.555410702663897,3,1.4696034511765632,1,9,1
239,8.850778804553507,46.02720044976759,3,25,14.576440277924561,17,4.88443865011153,2,23,1
240,14.030833005383993,60.646725476062,25,19,21.447862366721463,8,1.0120849509189882,2,29,0
241,8.682183371432853,74.2957338484119,22,27,16.45452687460199,0,0.9999743837885056,3,29,1
242,8.291082692760646,18.429428135882176,1,16,12.826046744161925,2,3.589200009626658,0,9,1
243,8.912203462683902,42.562097245448825,11,24,26.635695260181276,1,2.2393451773139823,0,22,1
244,4.361502878601411,41.05035344109833,13,26,10.995232063765336,24,1.9044236629690758,4,9,1
245,2.050267855187527,62.54647205310396,9,14,18.879860707156602,9,2.7937546672388476,0,19,1
246,12.04124681047446,8.390730773311162,0,27,18.342409951617,23,3.6576804444360453,4,13,1
247,8.739456832835874,66.44955234158077,4,21,1.9132596431557714,24,1.9861230823415543,1,9,1
248,2.018515794119873,67.90070263819811,14,27,4.539757494781877,5,0.9687379717364553,0,14,1
249,1.8394867235405963,14.779559268732312,11,9,6.3283386237421055,13,2.220137230401194,0,2,1
250,8.477270208508644,23.434131020750215,27,23,15.467059240638836,1,0.4949526112044744,1,3,1
251,8.237544283136321,41.19469293504614,19,9,13.375128888425609,26,1.9881494073200852,1,3,1
252,14.06860521884824,16.55406855926693,12,6,20.214845590433036,17,2.855639111962012,1,19,1
253,5.749059293851577,36.437221390645725,21,14,5.3429378959523435,9,2.9597535732838325,1,4,1
254,9.767036689834729,76.05936469611233,17,14,21.890078871710365,17,0.312526598155326,1,27,1
255,5.022029492016596,3.464566906681832,23,8,29.072835092350864,16,3.446359887802651,0,10,1
256,7.312548428733206,43.30359744806801,13,16,4.210948228638632,25,1.8568131629360618,3,0,1
257,13.370783139268026,22.3696183123126,24,26,28.72615323723796,28,2.1454834506122067,1,1,1
258,2.176179396522032,30.532462505752424,22,29,17.46581327875206,14,0.3367641883663969,1,20,1
259,9.492499683833495,98.61203525834497,7,10,5.511263593582747,15,4.913491638753991,1,15,1
260,5.626293257112334,43.40151459219136,14,8,7.044899711802984,21,4.192300364367371,0,29,1
261,2.3136829418106277,8.374848791658751,2,18,16.602743424354667,12,3.987069752484287,4,21,1
262,11.500959801427102,26.89586140328143,5,23,17.790483746779824,28,2.0960487897332913,0,26,1
263,12.916444491017124,27.806343922566125,8,8,9.849635491950277,17,2.0068608779154355,1,11,1
264,9.628456111826747,75.69085784761882,24,16,4.640472926620067,24,4.925227570156056,4,4,1
265,14.517238904457596,29.94104086732512,3,15,17.307996269478508,23,1.11326587196654,1,6,1
266,9.282579420213603,37.07016061154506,4,17,14.12243486888763,8,4.706993668374269,3,25,1
267,11.319773120134176,50.926594166298834,21,21,26.615490503844743,16,4.845667855397273,0,24,1
268,13.060160410618199,55.41755571924612,13,9,26.6874832362968,17,4.9167526790139675,0,11,1
269,11.631750452938142,19.135312692568508,6,13,15.929216190239828,27,4.195668715044473,3,11,1
270,13.004170436811433,57.319720554270226,8,24,24.188372764429904,23,2.5451187005827403,0,26,1
271,4.167311512717048,62.10350178215298,22,6,17.256502552879894,19,0.6359505674645966,3,4,1
272,3.94394059106354,27.466406029632175,4,29,26.984566701194932,13,4.019393382998783,2,28,1
273,5.762608714862358,11.212246268824899,22,14,5.66073340902148,17,2.456647870047306,3,15,1
274,13.225277845837025,13.391438521214338,6,14,9.652829570232385,9,0.30352999904652234,4,15,1
275,1.1245927470167438,74.28240415550235,23,2,9.9306943528571,28,4.494278398008666,3,22,1
276,9.615473735360851,93.76471107829435,29,24,13.236013793091933,6,3.7321299722247185,0,7,1
277,10.372272461025952,47.30784673478252,20,9,29.823340354251528,5,2.4440221312239636,3,7,1
278,1.553997049277306,34.99436621136831,5,29,9.891519791430854,0,2.9227034613421905,2,7,1
279,13.316998428263364,4.7670539705619746,20,20,20.40834246418788,27,4.170595326355412,2,19,1
280,3.883293136403207,18.09828261963031,3,27,5.609362176365384,13,3.6832169454338226,4,24,1
281,10.14940873540139,64.11562341177269,17,6,21.017805394517705,10,1.3922523619570648,3,21,0
282,7.316581446803598,7.07316992773015,19,23,18.600148319198762,14,3.354333012198365,0,0,1
283,9.533284595397713,21.13205129961917,29,0,14.814847487508535,12,1.9716780935917915,1,5,1
284,8.574866800026786,10.894773714517648,23,23,9.436343866958207,7,0.6811778745718777,4,23,1
285,3.927903446643146,62.56602650780862,8,12,20.196335378290115,7,0.48568612022775126,0,27,1
286,8.894285776889417,19.90703704504143,17,8,16.625364203915495,7,2.5364375215009494,4,0,1
287,5.480775076942311,21.182424454109285,26,11,28.742727875456104,14,3.103863001164011,4,16,1
288,4.8461893618670535,52.776240388306505,4,8,1.6821377872645027,20,2.7881079512707596,4,4,1
289,6.0095057335071,72.07160483560206,27,2,20.072672307542593,24,2.80286995886682,4,2,1
290,13.310228632779953,51.56611961392403,26,23,1.1718203290975449,8,4.954849552921567,3,21,0
291,4.444107317050431,75.9379219901397,22,20,16.259091769885686,20,2.7575783159999574,3,18,1
292,4.285990222106993,54.6470427278551,5,26,6.378532399334692,25,4.0993423599669505,3,28,1
