,total_revenue,net_profit,current_ratio,debt_to_equity,cash_flow,num_of_transactions,avg_transaction_amt,num_of_clients,avg_client_balance,num_of_complaints,audit_score,change_in_revenue,change_in_profit,num_of_directors,num_of_legal_actions,label
34,98355334.82559669,48561576.018609025,3.2392532398019735,4.757618925188017,-1208853.3277102122,7424,9449.323570343255,2035,29606.824094931,20,9.668971633774303,84.18370043160743,24.311639859271537,9,7,0
35,84269623.58494814,13450066.55196875,4.671448136680079,4.904030365140754,4381882.129729662,8442,464.82681411032064,5141,14933.59297572417,95,22.646060375805487,47.31002236680972,-57.151199562567584,5,5,1
36,4560609.865127867,39515734.15562009,3.4930408015112704,2.7727378074232107,-1254490.7513588513,3349,48504.36513390157,302,16506.783937861357,74,89.77052264725805,58.80868692384166,-72.2336904358232,11,1,0
37,66181559.94232714,10874615.067929937,3.60884076952916,4.75533886083969,7198687.532401038,211,21613.56378388813,8365,64299.697704397164,13,97.96917464358285,32.383014983029554,45.785852397750574,8,7,0
38,29389920.878230482,33913735.82897624,4.04135891796534,0.9792816641461801,6630537.371605463,782,48469.01324027027,9478,87414.45529094547,74,64.76595856402948,7.664309960107438,7.599168056130424,10,3,0
39,56402068.70882766,12307589.19574749,1.023568024358317,0.22456135737967198,8580552.057583563,1261,7059.159812402913,673,41540.13155620963,1,91.68232920234202,47.21768845312519,25.106340189000548,3,7,0
40,28655173.90219143,44128536.13598504,2.120729689462062,0.2931067229229107,5674745.176407527,7500,29388.97063390143,3206,17782.495872616775,97,64.27419004014251,86.24329352309934,-98.02999394350994,4,6,0
41,35538171.243923746,27854636.15870218,4.856935674665149,2.978811149191218,-1193629.1509715149,2479,10088.652937922418,3439,75903.6473310916,60,3.319648610546988,12.502057064715693,-46.83075695561701,8,3,1
42,92393702.46366376,8889648.864156421,4.65318535145273,0.40204522884043536,1037825.5058754091,5526,39514.20264181557,3467,83416.4579675254,16,99.6762584986409,-2.8384960439306965,11.42250358659976,5,7,0
43,21457675.304278824,10830643.372773545,4.478338833395831,4.796873473438026,7695182.134752631,8452,39195.96428861071,9897,88177.66186897569,77,9.895230168653491,8.265540782886113,-88.3025750515025,3,1,0
44,87536802.68455721,24439384.38325906,2.534398296525376,0.795472732721053,5589.007763052825,1525,5674.727094513624,9508,61076.31146245959,88,68.26418014450607,15.309644531739934,-14.899010564659648,8,8,0
45,4015322.998979184,48060902.291531384,4.3573682911406255,1.5931417496595954,6381765.613778649,3761,45607.61942117564,2995,86212.12737942039,47,25.283620307479005,-38.96584565334257,-35.63908488174951,7,5,1
46,9996777.298595188,38366929.27612455,0.7177814687559452,4.130337229791907,7363111.971045736,8569,9771.75087780107,9402,2526.0808863923603,90,39.19811129069601,24.76627606524916,-97.3575239288339,11,6,1
47,85612829.09704208,24159636.962705176,1.1683284091570285,1.1718275832100562,1961341.5742628938,9848,30668.21821238855,8682,11616.344375182829,7,64.59341848009382,24.147137207508948,-64.6036634320823,8,9,0
48,63425047.06001034,16554816.80039196,2.3628546431782436,1.2905454464273962,1867569.680834902,7140,49282.399323380814,2142,10165.030638157778,55,43.64873493077071,38.26657414607847,-57.281201639992865,7,0,0
49,74976377.66591547,27238058.91409635,2.675264300069569,3.2473138833759894,4693632.174509763,4692,44125.70691157987,2755,71547.86374121856,16,25.054605893112825,4.4230045706997245,-83.22100804805163,3,2,0
50,21732349.411363572,37292222.08814529,1.685782190843856,1.4528218335973855,8335435.993057165,7630,47830.36823163039,3809,7888.596570814323,68,33.444618687832474,41.96613939333845,-5.269463538600945,3,9,1
51,54171262.10342025,39088393.7168664,2.1041450188150437,1.1654934066377316,686874.4229617664,3207,17162.808622345066,5162,50140.0728741644,11,34.15481169231763,81.73244654113046,-63.64031856221665,13,4,0
52,73984703.13355917,15892744.303895704,1.2324924546141593,1.345470800097722,9295098.352508832,402,5323.503328862195,603,47797.982964992625,37,95.93239045082137,93.32064857427463,-58.35707505709175,3,6,0
53,63104099.564015985,35918543.044800796,2.7011031427215824,2.504172746769562,5189424.217841298,4633,9457.926320808032,4954,31759.64883226585,17,79.8613015923451,37.54183242115745,34.735789730022105,9,0,0
54,47698177.92222974,32718333.3918274,4.072294817905376,4.8338893763842625,9905517.656227315,2873,25049.72000907686,1162,87170.11182426788,25,45.85487714794001,-43.61135690445303,-29.931536096029077,8,8,1
55,96018594.85733376,47935170.74581284,3.4761217714758756,4.177965913650019,-924635.3120561284,7299,39671.82242975244,2827,17872.886986119604,94,19.98209203413641,95.38539959006636,-41.18077795460915,7,4,1
56,67939576.01189108,46520059.67065475,0.9850651131449357,1.494590296344868,-481254.3619188911,4381,7550.174526984568,7147,35893.81565552474,36,81.1016110262656,55.879309134438444,8.580655747207587,6,2,0
57,90867329.22388256,39363655.94298064,2.6941172152852224,1.8805287216406792,7919701.644561792,4868,33003.590036424815,1364,77642.97850226998,69,15.71824716083735,0.39454728304782094,36.44206953243682,13,6,1
58,73247280.64579444,36031431.78717388,3.639408722508762,2.3761100274699793,8377070.747246191,1100,16212.701321773617,3543,4011.80912493514,40,21.046221714200342,-27.926344855441492,-96.24454956438342,13,9,1
59,73810889.33117063,13339100.28006593,2.8845288344927353,4.896755270383252,3345504.260451207,1818,17093.04351598807,8340,67622.0896243905,78,36.60133918401512,-28.48720816455876,-32.764173016690535,10,7,1
60,8921808.706010254,42221245.43297593,2.2625401844099704,0.944713294845007,6568854.113708019,7269,33112.79062138842,7523,81823.37490979549,41,88.034819585199,-24.83833907905959,-8.382796588307912,13,9,0
61,36586997.563540414,21089038.03752499,3.298614895777452,1.851667207110226,8410687.449346462,7461,23376.62100568435,7065,93294.51604497856,89,13.178666863411026,-43.16412175792696,-52.21553528110156,10,9,1
62,85978571.26524618,13248147.396555256,4.8588739938512395,3.6741878605153038,-1482466.541374056,3930,40611.062986648394,9721,87753.36740865701,75,12.223419285452607,85.32312829793673,15.861158318486261,7,2,0
63,24027782.35272684,18900118.276649855,0.927085593947351,4.823324297917822,4887405.075919103,7254,7838.1295576582115,5760,32619.02756653483,40,49.3974988305266,31.11523492410045,45.72156054054108,6,6,1
64,12435080.749490153,41714742.24583365,2.255072273364023,0.8628085425447647,8241767.998317875,5120,39507.91607486357,1272,59050.0499909723,46,27.64105410936747,54.993911907075585,41.51410493754247,4,6,1
65,33284499.60724055,7005977.386683193,2.3297263387074305,1.2141617755522944,2777859.3350172993,2982,3258.5506404681723,4633,8652.05582189612,13,56.872794164815986,74.21627639024612,-60.10261909300872,9,3,0
66,22823350.60436878,22536016.426551033,3.0963528971076695,1.2059039045131084,1628603.2733491226,1098,9742.99131826797,5570,26529.13035125285,0,45.16366846832235,68.73115094998003,-66.0492582343771,7,9,0
67,92603531.28452235,24364058.52373923,1.1847857084686306,0.20256694451116022,7548480.221138051,384,32824.67823943311,7922,10328.01549600323,16,43.49591063512168,82.39084355932624,43.62357965318316,5,8,0
68,86928697.55821098,1349799.7287403797,1.294893634417113,3.060166562406653,2029439.002034034,8712,42753.536542728005,9246,32203.54172524242,96,11.197297048699328,95.08819337874277,-31.205726885280114,11,0,0
69,50468639.79800751,9385174.49218235,1.784126236990346,3.38644506331488,-1961908.4217859614,2260,12671.347405580485,8718,87643.53413241416,54,14.104969024984015,15.860592211290935,-68.75534153729623,11,0,0
70,7073043.573902934,41250492.64308075,4.801415194708338,3.052376861613742,9514871.051548788,3165,16393.2207111542,5481,35369.51712775497,92,82.107857744685,92.55032000025858,6.049544544562735,13,4,0
71,71741672.26322247,41453753.12403541,3.8034886155390617,0.44948264812279026,5105478.8362122215,1594,26879.18137692266,9377,56627.91219714122,52,88.58827375717443,58.49349225142245,-57.33695141443126,13,2,0
72,62717761.402290195,14266961.736154523,3.4776198576117645,0.4392276161535954,7834215.024520854,4723,10618.061684140652,1755,43904.70396337914,30,23.468353288525023,-39.39977145378823,-59.91295373934215,12,9,1
73,97084912.4021211,43682310.347195275,4.17630959327418,1.130894117021208,7903618.748112574,2643,40567.255266295906,567,46432.735905574795,61,11.346050152476906,52.26746818185181,31.887356461667707,13,8,1
74,56336370.78676732,38475038.422951564,1.0740941101251182,1.5224431269246819,-1203074.9555272062,4900,38693.15041803775,1270,96987.63313181927,7,5.341667193451061,53.00749894072729,-75.62812699346449,10,4,0
75,34302978.61688803,20604327.931668177,4.366997688756882,3.9540639139592324,50322.39263757761,9013,7307.321012690792,2556,30319.292358121937,29,60.82976137418969,85.87908456887908,-90.34105803006454,3,6,0
76,52383147.66427702,37294520.39245441,3.176747212493768,0.8810123021697135,1733448.1691157687,1501,23218.295104240773,4375,63105.12248279396,76,71.53532125002056,5.9398198705138086,-59.62203397424691,14,0,0
77,97947065.84904711,48047398.87533771,2.0089805335652096,0.3160518603479075,1848391.4204958742,545,38752.64694439834,9433,42586.204288365254,79,37.28099892032055,37.73672504077267,-8.95818807426943,5,1,0
78,69939880.82077003,22677970.762300115,4.171348650855607,2.0305387877939705,5905433.412170955,4622,16899.61007861557,5529,7053.471923720935,65,67.96758674906395,-48.17186734823862,-81.53682198950942,4,3,0
79,67525637.65477806,11540572.537150923,4.111540404568808,2.1403216336954096,5477595.049032218,3867,31673.685794750698,7486,49443.75233079936,44,71.2958815559526,-0.18871367279960083,-29.260799158480935,6,8,0
80,24827477.382862654,47061733.25253287,4.305688617725272,2.309445957125876,3935077.336117765,2651,2558.145416805758,3140,81520.98957546572,17,93.53422813969054,-40.66344107618286,-5.899433436202031,4,4,0
81,74616649.23850115,29989086.57244445,1.0198305504814198,4.151827365732146,535164.7877052152,5746,30454.00358843943,6547,10776.54389948715,98,6.487363783510725,28.280945914734545,27.310548888976086,14,4,1
82,75276911.1177054,4815890.705261476,4.862125602480992,0.5802265328676145,2583801.6362836407,3988,7675.01635103032,5218,7889.592892234588,44,19.229172323107978,72.61714757604298,-65.51956131966185,13,8,1
83,32411609.393814627,28420482.200762816,4.81831769205379,3.5493162038676145,4523127.621582034,4916,41537.63708946684,7043,16209.5205189334,18,6.852598759698814,-19.033596180639655,22.601948507418413,10,7,0
84,48887669.40668061,24779334.917139083,2.108613404757837,1.755933298121925,3615824.3932473036,2831,17804.700705844898,1023,76675.61102754131,76,86.79939333361105,29.11615683366678,-64.76406083031421,3,1,0
85,30165729.96110515,42707239.15081595,0.7965230819536384,1.618902668533803,-472489.6028590596,7799,14113.615443273377,5327,72675.54303032906,67,79.25871600335685,-19.39870452338494,1.514981185946084,6,6,0
86,26611801.962104384,26300107.08305783,1.2517505126095356,4.669461317821302,5794125.922023086,2729,42052.40438673867,8307,56936.75912170494,82,57.4642070621839,-31.896729823063936,-35.398964277631734,7,0,0
87,3563710.9546990297,12389237.934386313,4.967738714501136,1.3174957696420362,-1123378.6782720734,7787,2554.69395243692,6142,47354.414005170605,49,8.366341005118317,26.64951879015136,-82.79781364319948,12,9,1
88,29235962.72067988,33620025.22517687,3.0335582442724838,3.248405993162895,2538336.1969729634,1157,19860.609526750522,2956,88944.25565555958,24,27.331235865371962,-38.12770685754086,7.1395194232773065,6,8,1
89,55843025.03794921,26900060.353046797,2.1047980947172342,1.4481260111428513,6520352.172102749,6934,18531.676851722816,620,76903.08455951477,37,29.77198480585169,38.1031946706984,-67.33560721764732,10,2,0
90,1158517.5673538537,11268753.727477059,1.7969121223251747,2.5850050249378875,-1759717.585763522,9049,14275.778693765065,357,81382.28287887872,94,56.07431960154171,-45.29938089849106,-73.50648609631128,4,1,0
91,29038689.297157075,28468206.826116845,1.656462808899264,3.952835173721762,4839793.828543793,1895,45592.12888347378,3792,81512.96783371476,35,25.804389403671546,-33.992754219743674,-46.25156071159252,11,3,1
92,88259622.90000175,40987546.68342915,3.488687442745169,4.420440365229677,2014251.6897195675,9935,37558.873256160274,9024,64628.99831981024,67,7.295986391295484,32.49962282310368,-2.0064632860774765,4,3,1
93,59771209.92562872,942831.3450625271,2.3872452418385866,4.2096164774457465,-1894017.8789271864,4949,3242.962051387342,815,46343.44780727864,55,73.07623018532993,38.71111193483708,-64.90052818140583,4,2,0
94,61178419.58401707,31357977.45157814,4.844348147158752,2.9526856071087355,284599.25273166224,8315,35748.63809927596,9014,86603.09750597939,38,29.908021165541133,-45.651960485936286,-72.45076918271714,4,1,0
95,40933066.19760897,17154052.387111798,3.5772936379041265,1.3191999451572887,9291354.319247853,9531,26388.591699783257,7864,92674.73434272181,62,45.23741770233006,36.00651820023377,-98.50695614299535,14,4,1
96,67970742.20574869,14279908.01085092,4.064200659720326,3.3400435779831423,4253786.866061085,4250,45048.35132535888,7785,3356.798282575958,6,12.766663498230535,75.77537879854555,-29.253535434741465,12,3,0
97,19803343.856805556,19325681.39323612,1.8173369686242196,3.5785347243200794,9966726.455549581,9596,15681.633586550504,8086,6103.932453358879,57,80.25483033945797,58.34742659409309,-35.703164602722595,10,4,0
98,82055934.22803497,16772144.544523075,0.8563388409888163,0.15239075155615694,4297801.004376894,7047,28729.391880498668,7646,95915.58639393529,79,56.55318769240576,-30.322234411880206,-64.91983845439356,5,7,1
99,12552222.87365408,41528074.8887763,2.6952027682184645,2.2521315035661855,4527236.947483219,6570,25062.725973312252,589,28438.90077057528,58,90.15856262098629,38.87119713454223,-91.95217539854639,12,1,0
100,65944134.11065782,13377289.443778979,1.9156169594580228,4.231984009826645,2702116.1551942285,7279,24503.567266068905,8035,87463.57452529245,47,49.54715630653334,50.83787501113201,-35.61161881062446,13,8,1
101,34773783.25614862,36524227.66688256,1.4093742425356566,2.4989792215909326,1720485.0247769714,3812,22832.46470588477,2099,39490.71677717886,4,94.14256718178797,-44.41531973715623,18.230766660744692,12,9,0
102,75003784.0876652,4250020.92154373,4.786889588603876,1.6257396666002737,1018546.6375953378,5558,10321.19230283745,3333,12790.905703326205,86,89.1868204381326,78.3021503025434,7.292319699076543,10,0,0
103,55426690.57533598,47545516.81046299,2.4979469645391363,4.371809078020847,2121047.3935680864,5415,37797.71062849502,4725,8963.876820724092,35,57.64598564592339,85.94010959347452,29.119233479025553,9,7,1
104,45782950.80939291,30926990.181051865,1.2861886642195355,0.863815417896048,3518212.970805186,5481,22594.23483532747,1713,16494.282008965194,95,93.38934381498633,77.56784100433879,-98.56259684302665,12,4,0
105,17772817.807231452,35189288.14075028,1.393927937065126,1.111581638839382,303903.40276948083,9597,47927.88793638015,6526,25739.426291869106,87,32.308874729455226,73.69472019836698,44.96289752068978,6,1,0
106,64045324.96415093,14550986.270769775,1.7631938410906731,3.4681245979870536,698501.1016683504,3274,13077.380938279177,9289,49363.31703915179,24,36.564216270421134,61.744779769133984,-48.78816210588275,9,7,1
107,97502214.4986209,20310876.71975979,4.996923206853707,1.8269361134802176,1258537.2240212695,6487,34153.054789370704,3489,70448.29215601257,44,4.547795130603694,45.01480469229402,48.55966941379472,13,4,1
108,82734739.06579448,10800808.5066843,1.706051752338188,3.593782495095517,3391118.7031700695,9073,47038.81812797346,8747,98653.45907204469,91,58.92009067638531,51.79405074823778,-62.1070809097338,10,9,1
109,6940811.066312168,46593072.333012305,1.9796081206030414,0.8727477441715102,5833760.401770917,6867,33189.74323465382,7193,44709.16758562793,18,72.19239699289334,70.95929400024745,-29.269541863263285,8,9,0
110,38246708.45775792,24149274.578619573,3.4669765759280065,1.3361185390441452,8273753.803435447,666,43570.081735488864,3297,52300.309291967875,6,77.35191902421032,49.374768754195685,-46.91084851370445,8,2,0
111,92632717.9098369,31337629.840728495,1.8228261938463424,0.8675721539818043,1445582.0462457198,4722,41382.673939862456,3550,52659.754436942305,57,14.98162860461033,-0.8409564976893549,-46.63589275085461,5,6,1
112,50801331.00814512,36580737.54180113,1.4711191297686201,4.769260536461197,204740.0840972485,4232,18037.879888675743,1960,54404.00119330567,80,44.41590723125003,6.394165324203087,26.342314812232374,7,3,1
113,66549070.75500974,18240857.600526717,1.213867339923194,2.086479408169528,2546169.57820666,8930,30026.190799977852,782,52256.32505334177,65,17.686321209391565,84.55862025584383,11.962840960600815,12,9,1
114,91347335.21354765,35865133.55422663,1.9070719926250648,1.7523775585601076,8732596.916462269,7095,7855.253923577212,3563,1868.7007511298648,79,66.21273488542488,-47.431687130425715,48.82271528450721,4,5,0
115,87505674.35156819,33637620.73269518,0.9766206033294809,0.16959056523674704,-1881671.2599543263,4267,26799.517840645196,9813,1170.75738887423,38,15.794637242176812,54.82308718664231,-7.9727975923731265,14,9,1
116,50680217.178510584,35135796.3606343,0.583909638866523,0.8517461391133483,6134423.392692945,2770,11559.577492126144,4659,10668.965494486169,17,90.41636839560749,93.21663286378231,-30.511509340824603,7,7,0
117,44326983.9631026,24206109.96033295,4.120887638006048,2.1635656955882476,3725920.556938978,9464,37199.65390687466,4506,11054.103739488704,0,23.063464566141334,55.93422549369605,-86.48892055796634,7,0,0
118,34629569.22947912,18838337.805726666,1.1205272408655946,0.4356636836022809,-67445.42047183937,8396,26426.518173511624,3385,70784.7939865248,62,29.140226628824482,99.08679823476731,49.48421292707852,9,1,0
119,72182924.87312622,10715150.504553987,3.9918958241685902,2.602622714580463,1852258.3152935999,1782,20590.80676345144,8218,21286.68721908398,2,85.09063221509997,53.13173582924962,-17.270402060157565,6,7,0
120,29411693.147682782,41143630.81644509,4.088941155439969,2.3295756484757946,699400.5265244064,9154,13476.414953540529,7106,89576.69637080567,20,45.84676101457238,-44.84554561747084,5.071620453521263,13,6,0
121,25738873.036659114,30221677.34984977,2.920637868481594,3.8591238876873253,8533986.014681468,8590,49934.98916797228,2803,92932.02662812494,29,2.3995945800073026,74.05148224703854,-38.98864192130329,8,9,1
122,36268739.56577423,21939785.9029235,1.8935688124082815,3.3330332368615516,3782480.607339883,870,3631.9405182023875,1422,97613.44045169397,10,49.45862512026458,-7.305513209102138,-17.842643773114617,11,8,0
123,18544290.63100041,47171793.28888588,1.152647301874498,2.285141796070812,4757131.3344699135,9754,2225.85599459238,9686,93969.04918381499,21,8.454333538012303,16.908583849666144,41.386659783933084,6,1,0
124,69816861.77863097,1915860.0316054597,3.8156229802444956,1.2008374305148501,5124251.432044247,3954,10902.007154668534,3426,27916.943869933937,56,98.53447186873106,-3.186212613937691,-75.03708431025959,13,7,0
125,62007824.28373062,42433683.2328549,3.2062414369180368,3.6616314734872515,5675405.495228273,3218,48555.06930845959,8531,51467.907625647735,88,58.811157045560236,-9.716884068548083,-56.14411235046181,8,5,1
126,48804974.87746851,49877920.94377161,3.4495405542210387,3.568524306925601,3946668.284511159,2232,48962.94650758323,113,18370.04204949716,2,25.653261761097845,14.710855550467812,-77.19104083329515,14,0,0
127,39642252.14689391,44290576.5995848,0.5390109043030897,0.8511511865253983,-1785517.62996421,7325,32763.64035186819,3995,80814.75586207089,29,56.37176795476178,6.8127172661010675,18.8323855707162,11,3,1
128,90997191.74677642,40427047.57358908,4.67382657068521,4.582283973984473,2016672.2429758226,1090,44011.32802695992,379,88954.73880926552,87,7.686710338175484,45.00078727638841,-90.69321093672556,12,1,0
129,3883254.713921423,18402452.667019393,0.7983058435094761,0.41558506847371157,206478.8886518944,810,10737.38845549773,4908,85277.59509045398,44,79.9891304268817,71.97268014812659,-87.75525252229926,14,6,0
130,77141666.60722262,11181366.204245823,2.1506264831300257,0.3696847735743094,6161714.114940123,4404,48603.50260412235,2013,43903.32792098665,35,92.53280538641637,-5.436702021913888,-55.22588308189469,3,8,0
131,90289047.60313998,36609951.285229854,2.3122024234326513,1.0180170465458924,-1319544.18355944,5467,7182.103264471255,3138,76108.71458399131,86,87.44443882061596,-17.941827076697386,-22.871772861848314,10,5,0
132,45189103.36356267,14881055.997572705,0.5060998602407698,4.556357910438979,4765640.693339731,138,5101.203149673831,190,10660.337788050674,71,34.17576022985628,50.03429063055134,-39.05877991606202,3,3,1
133,55518358.65559403,8390003.948826019,2.736901892078587,2.6479908077809173,527580.6672916114,1375,5654.9663854012815,4589,4984.232291305818,63,32.57681196433685,50.54800987461725,-93.27755339937892,6,4,1
134,94501905.10032175,39219557.29873136,3.887640475299545,3.960910511297211,9386150.061604735,7169,28677.739767464605,2523,75570.40501656733,53,3.5087611216299996,85.16968589292577,43.623733680642715,5,0,0
135,22015474.013265926,15283454.43795447,4.2047089390164745,1.2164316215748532,2026491.3062384264,4957,39059.67131586671,5644,43110.17215853969,67,65.14003587009168,-47.60814703200337,42.930428053712546,6,3,0
136,52493349.93068381,45679307.33911059,4.45728646987648,2.5020876758033306,1902654.2964956108,1536,18365.025534837925,3953,99559.37720921735,49,53.49047841897949,77.9560993174765,-58.09655151388602,9,9,1
137,47997391.585693076,41951948.563365825,2.6947349074191624,1.8556183717570232,9080616.015888685,9761,48895.90458991702,5414,10628.167369697707,30,45.93463713273414,28.150325942253545,9.728842290287233,11,2,0
138,26580872.13916664,42305836.640217386,3.3378628573834273,4.156360174624344,3008175.0436496967,2199,21749.285899010556,499,85707.14047198814,28,90.7630953334707,43.19531337581482,-13.213688292516437,11,8,0
