,transaction_amount,time_of_day,transaction_frequency,location_discrepancy,device_id_change,ip_address_change,user_age,user_balance_before,transaction_time_diff,merchant_category,transaction_location_distance,number_of_previous_frauds,transaction_hour,transaction_day_of_week,transaction_month,user_transaction_count,user_average_transaction,is_first_transaction,label
24,456069.9896563361,22,6,0,1,1,96,427466.52816668904,518.4862587802454,10,175.71524583682586,3,1,6,12,886,5205.275922820509,0,0
25,785175.9635412539,20,13,0,0,1,98,645218.5758446639,688.1289910749156,9,597.1166200155034,5,8,6,12,335,7242.10106603529,1,0
26,199673.79016162193,21,8,0,1,0,39,745214.7426908346,511.6089229011685,8,424.18505574597623,6,5,1,7,160,3663.2915837023374,0,0
27,514234.4432712672,6,14,0,0,1,55,232224.69090134313,982.8168913673283,3,446.6887217446649,4,17,4,5,264,367.78755955297163,1,0
28,592414.5729378968,13,20,0,0,0,97,405325.36064695334,953.614307994614,3,254.1472801278144,4,13,3,7,865,9043.329431996923,1,0
29,46450.4222554936,14,34,0,0,0,25,269161.5709916292,1030.0641271619554,1,825.1348756614191,1,18,1,9,530,1277.9436046433373,0,0
30,607544.8558259899,20,1,1,0,1,79,198631.61386186912,386.126250641166,3,485.2556041472411,6,13,2,5,685,9479.373984423051,0,1
31,170524.1319820503,6,26,0,0,0,64,783387.2199958384,454.562612876255,1,543.4058521982641,5,7,0,2,477,5718.830163835218,0,0
32,65051.602334763586,8,1,1,1,1,34,909252.6944369924,180.36177277853943,8,304.7609127973258,10,16,3,5,352,3055.6375545836895,0,1
33,948885.5377644779,18,34,0,1,0,34,370232.18568457675,943.9343594584021,1,181.80846566694976,0,2,5,8,545,4955.251277872214,0,0
34,965632.033418239,15,17,0,1,1,30,751278.9243737669,57.30786336333967,5,85.91038820282049,3,9,1,12,773,5016.303072932853,0,1
35,808397.3500324877,7,13,0,1,1,34,896995.289364411,860.6625631537811,9,714.1191409249159,2,16,2,4,210,232.8805615550246,1,1
36,304613.776127233,17,19,0,0,1,55,846124.2105302316,1252.3620741863529,7,196.23428168785563,2,10,1,2,496,3554.604964242868,1,0
37,97672.12302966272,22,17,1,1,0,98,182813.3885392259,1282.7982935370724,4,690.0753541887977,6,7,4,10,895,7398.6605967711785,1,1
38,684233.0296698266,17,9,0,1,0,95,956291.8815133614,646.6143749327448,9,390.3764460469539,10,0,6,3,842,5100.69678881519,1,0
39,440152.4993380764,19,24,0,0,1,62,376676.44042946247,661.3973110268262,9,415.77480098965145,9,12,6,9,382,2442.308727794672,1,0
40,122038.24362439648,6,1,1,0,0,23,339240.6611738363,110.835623531545,2,469.1774960927717,3,20,3,9,676,3351.1052492708395,1,1
41,495176.9151595011,2,24,1,1,1,52,62431.327277780336,965.9016366379715,10,367.7085081275432,7,3,0,8,481,8630.54530061556,0,1
42,34388.530771333186,17,32,0,1,1,31,486173.654104883,1182.6135653368974,10,100.61997722259008,10,6,2,8,919,5255.5014460055945,0,0
43,909320.402985578,9,35,1,0,0,89,109013.6156409287,352.3032786307868,6,309.6318100028458,8,13,1,8,936,5283.5259419911345,0,1
44,258779.98901221712,6,30,1,1,1,78,248539.820927426,606.6732695520451,4,663.7343606939385,2,4,3,8,5,9614.67497583551,1,1
45,662522.2877287591,16,13,1,1,0,32,316942.6217672814,1207.9286449419892,8,665.784401468871,4,23,1,8,34,3208.8207815524433,1,1
46,311711.0829723002,13,0,0,1,1,71,808826.323491684,1263.0534734336948,7,286.22430723999435,3,10,3,1,792,4795.416455651033,1,0
47,520068.02597713063,23,45,0,1,0,44,875488.6503958965,350.17917158048533,7,460.102626557688,9,16,6,6,145,8117.137860072363,0,0
48,546710.2838761768,2,15,0,0,1,30,302466.3174614697,792.8217137395645,10,193.44722801193748,5,4,4,12,351,7589.124899747808,0,0
49,184854.4636769825,11,45,1,0,1,48,858698.1212445738,277.190136915591,9,210.37208152983578,10,19,1,9,583,2658.0015612925067,0,1
50,969584.6280687123,12,2,0,0,0,52,857230.9373697911,146.70542036096143,5,23.047088406607408,9,2,4,8,465,1510.9189651433821,1,0
51,775132.8256097863,1,34,1,1,1,77,764650.9503848735,1312.013522004419,6,896.7465499077446,3,4,5,3,348,7007.048754827921,1,1
52,939498.9421691997,2,40,0,1,1,23,146695.11401518155,1181.5308060942373,1,210.7066650749062,7,14,5,11,742,2576.5691915101797,1,0
53,894827.3514793753,4,5,0,1,0,86,690322.846900729,1094.4502585965704,6,227.53387693646332,2,18,6,1,125,9226.759058484125,0,0
54,597899.9828320853,10,24,1,1,1,75,945024.0645805688,70.2234990909222,2,279.6014326451318,10,15,2,2,790,1292.485647415321,1,1
55,921874.2358043744,7,12,0,1,0,66,682540.4787671571,1214.9694615027709,6,127.408071695429,4,7,4,11,271,3183.158818195764,0,0
56,88492.51116699447,22,33,1,0,1,40,331616.8491078339,630.7834693037526,9,639.2628831813628,0,12,3,2,357,547.8819213766684,0,1
57,195982.8704593166,22,7,1,1,0,51,500579.31743083126,493.04897754603786,8,75.14295317758656,5,15,2,7,527,7033.056035580713,0,1
58,45227.29845826518,11,20,0,1,1,43,645725.0433510536,786.925959876542,9,134.20242632635026,10,2,1,12,754,8912.627576527493,0,0
59,325330.33750996104,6,33,1,0,1,64,510570.40872850356,131.5486695219204,10,644.7567265900929,4,0,1,6,498,6358.748914564797,0,1
60,388677.2958027091,14,3,0,1,1,22,119952.94173096982,1089.5710310674542,8,339.6606204814427,7,8,3,11,153,9377.530777584681,0,0
61,271349.0390604056,23,24,0,0,0,37,312064.0446520206,838.7065107191461,3,707.947826701189,8,8,0,2,53,1285.0484999723114,0,0
62,828737.5108645542,16,14,1,0,0,23,802396.0305536325,268.68973949736124,8,557.424744670142,7,21,0,8,149,877.3483952877165,1,1
63,356753.333126056,3,3,0,0,0,87,861418.0460955175,271.05436766742565,6,256.0211730615131,7,16,1,9,503,8384.128927546397,0,0
64,280934.5168780357,21,44,1,0,0,76,137300.03271557024,265.31805826465086,6,650.827950489328,2,23,6,7,870,8555.113198753323,1,1
65,542696.0877312876,12,11,0,0,1,81,952386.7523987247,82.08343807478494,6,116.27368029288066,3,1,6,4,450,8310.396960676011,0,0
66,140924.2335655204,17,31,0,1,1,35,328822.61784860934,846.4297670952261,3,536.4103830800304,10,8,3,1,219,7989.651035688431,0,1
67,802196.9827320699,0,31,0,0,0,21,662313.73873072,1210.1013757274516,10,437.14810504503464,3,23,0,4,625,3622.290017102963,0,0
68,74550.65293426438,15,27,0,0,0,34,751825.1459566811,25.197428141839584,1,267.87358281744076,10,18,4,4,800,2174.6286612930417,1,1
69,986886.9367316479,12,12,0,1,0,31,811946.2346378834,70.56668875863392,4,604.0049977395001,4,12,1,8,277,9288.0409119377,0,0
70,772244.7715742097,9,30,1,1,1,95,945749.7022259302,824.789198429202,10,871.3335923402825,8,4,5,4,452,3070.0087584815114,0,1
71,198715.6895470156,11,13,1,0,0,30,312919.5480288226,1180.0737869559155,6,998.9046997630767,8,8,4,4,428,3984.0828375635006,1,1
72,5522.127068381228,1,19,1,1,0,24,858506.4545515545,470.5040024188324,10,607.7627687434245,9,12,3,2,83,6995.592598926737,1,0
73,815461.4303002199,22,17,1,1,1,61,131686.90343620704,503.4447342831199,2,404.7058743291702,0,0,5,12,962,2933.5678663790763,1,1
74,706857.3467790437,2,28,1,0,1,32,705040.9063535928,858.7389563953574,7,225.2071002162016,7,14,4,10,218,8191.304024307797,1,1
75,729007.1707509157,9,5,1,0,0,36,741977.7295139859,394.86656033877165,7,257.09608939511173,0,3,0,7,738,700.3555359715763,0,1
76,771270.3489732423,1,31,0,1,1,80,677723.2412013204,38.31604715186515,4,479.4549781497657,1,3,6,4,782,7911.828762062672,0,1
77,74044.66099364383,22,28,0,0,0,52,252314.73613515298,1058.7290660662984,4,367.27770128070927,6,19,0,11,527,6018.517207664816,1,0
78,358465.73495961534,12,42,1,0,1,98,873043.1470152034,900.9358746356925,1,913.8145226249442,7,9,5,6,404,5729.940711199488,0,1
79,115869.06836643911,12,1,1,1,0,52,168858.463370395,836.2886386401491,2,368.29546765570956,0,5,2,3,290,4583.775807616215,1,1
80,863103.4272445593,17,22,0,0,0,36,53634.79152083084,1068.0251457482252,9,373.4445911454355,2,23,6,7,420,2770.4631923782613,1,0
81,623298.1305945767,2,18,0,0,0,37,717464.9906119121,972.332406089334,10,383.53451243397694,6,11,1,6,339,4640.708213609512,1,0
82,330898.03154366894,6,30,0,0,0,52,475475.7152327337,296.47006297678246,8,836.620210367658,8,19,5,3,777,4500.290619901753,0,0
83,63558.359650440136,13,50,1,0,1,49,849098.0199586761,507.57270759842567,8,650.7883208469019,7,15,3,4,711,5837.546050288812,1,1
84,310982.328605839,19,4,1,0,1,65,383397.14105825895,181.59860401722,9,614.1688503188926,7,2,1,10,670,2815.750042812444,0,1
85,325183.32877491385,16,18,1,1,1,61,168278.58850771282,186.99409932174868,7,334.14302238386216,8,13,4,5,845,775.9650438056705,0,1
86,729606.1810420023,20,33,0,1,1,41,836442.1924698697,973.7218747534165,9,817.9041768324395,9,0,6,9,987,1450.9030154969162,0,1
87,637557.4749796385,11,9,0,0,0,78,548909.6316400716,1236.3841540547974,10,38.36386135570113,2,9,3,6,959,6991.777322841414,1,0
88,887212.7437041991,15,24,1,1,0,34,189195.79239035488,1386.3349207600402,2,870.7971723381131,7,14,3,4,419,224.9330714321085,0,1
89,472214.9304398,23,1,1,0,1,88,720383.9985864457,904.8198492711999,6,512.7498997939296,0,6,0,11,909,8564.431882023853,1,1
90,119594.25474235923,11,10,0,0,1,67,511113.63848950056,265.10590563977803,3,398.2502348634128,7,3,4,11,207,6943.976330825859,0,0
91,713244.7900905472,14,49,0,0,1,82,604312.9822403198,152.13649744646023,6,497.1672807176857,6,13,0,7,686,7680.867732211749,0,0
92,760785.051009047,9,30,0,0,1,49,460898.3382065819,1170.5053990129313,3,667.4155305338311,7,23,0,2,696,8359.846131090257,0,0
93,561277.2019567243,6,14,0,0,1,53,828708.9838180064,833.409325958399,8,12.76542651789736,0,15,6,4,265,1227.1132121973721,1,0
94,770967.1822448892,19,8,1,1,0,30,829562.7156830499,890.3304302597566,4,871.5518564582477,5,13,2,5,983,8224.512685189753,1,1
95,493795.60142643476,4,22,0,1,0,87,709388.8218243863,1125.3054078067812,10,446.7395253113928,6,2,0,4,758,5046.429330166187,1,0
96,522732.83415466576,0,18,0,0,0,75,105401.37739646227,1012.7192079347303,6,342.9665197000782,10,16,1,4,36,8855.239532293583,1,0
97,427541.02408313943,16,8,0,1,1,31,838853.8619040688,1201.6198841127791,9,138.2455656340571,4,20,3,11,373,8865.867144737424,0,0
98,25419.136489903918,2,34,1,0,1,54,671012.9805329099,80.948023862225,2,439.46537435844215,4,13,6,9,488,241.79019576126453,0,1
99,107891.43591439018,12,20,1,1,1,96,697024.1660042995,1076.429716914967,2,496.32277128437886,6,17,0,11,259,3828.6583261832343,1,1
100,31429.19537244239,13,8,0,0,1,85,362982.8404038716,1225.2279705438175,7,403.6466944934778,10,2,5,2,994,5263.992694664776,1,0
101,636410.4148996763,23,27,0,1,0,57,879279.5561570066,412.0344611399726,2,678.6600938268971,2,21,1,6,531,6783.604114228122,1,0
102,314355.98793276685,17,45,0,0,0,76,725371.6002348575,922.2440745502842,2,420.896528759226,5,18,4,8,924,2861.8696049788728,1,0
103,508570.6960789959,3,50,1,0,1,97,112590.46652919447,452.3933719252398,4,961.4175778465733,6,2,3,8,23,2521.430085223916,0,1
104,907566.4748504283,17,6,1,1,0,33,407778.0344061627,1379.4783357347337,9,599.2775178235919,0,11,6,11,104,3812.663378233282,1,1
105,249292.23665595267,4,15,1,1,0,79,886380.3619601417,48.12994430712541,8,807.477935651909,1,21,5,7,241,5009.3919081120275,1,1
106,410382.92893180053,15,15,0,0,1,21,47196.701697378994,834.9016951194552,2,109.35590310947885,3,4,6,10,903,9511.46280259182,0,0
107,755551.1409875373,0,32,1,1,1,62,961416.6196420495,239.76510775130174,8,397.2912929459057,7,9,6,11,873,7621.087045889708,1,1
108,228798.17320364082,20,3,0,0,1,45,679162.5683195628,1025.5970954551085,4,336.8477014471527,10,8,5,4,716,4293.217376165384,0,0
109,76979.91905899388,13,3,0,1,1,83,631375.9776433766,253.2820081228734,2,569.4823881365918,9,0,4,7,253,543.6712407400532,1,1
110,289751.4600162535,14,38,0,1,1,48,270559.25648799137,338.9518971336349,10,861.1135200614256,5,12,5,10,142,1685.2142362316722,0,1
111,161221.29564179154,8,39,1,0,1,20,248791.78873917708,711.8939679058916,7,78.33821776200666,0,2,1,6,814,4559.249683949927,1,1
112,929697.6530455966,14,16,0,1,0,25,942058.2194885955,1317.3623279955045,6,72.57479804471079,9,18,6,11,655,8138.2608627280415,1,0
113,808120.3814832132,16,36,1,1,0,41,298272.45423412276,304.868695893078,10,850.3177081575989,4,10,4,6,451,3806.961549818083,1,1
114,633403.7601763859,23,38,1,0,1,32,775505.2967189994,207.70563041006906,5,212.85008603835743,6,15,6,2,783,5384.971122484089,1,1
115,871460.5914731118,3,28,0,1,0,60,393121.7982070792,1092.9266378698042,1,668.7532544498137,5,5,5,8,307,8918.04994280216,1,0
116,803672.0788623937,11,35,0,0,1,48,139254.07078470397,720.8921265608606,2,542.8781323608051,8,23,4,8,984,9137.963456303694,0,0
117,186570.06702033526,4,37,1,0,1,90,10715.29769535895,1312.9705618297507,8,832.8935948872295,7,2,4,11,500,2157.7578066769297,1,1
118,892558.9995643878,4,38,0,0,1,62,544257.3370152508,211.1249623101729,1,125.08890983640353,3,18,0,7,622,435.95878197672596,0,0
119,539342.2465222283,10,49,1,0,1,83,975778.8185489327,930.1361659531766,3,129.78296572261127,10,5,0,11,8,3054.11225560984,0,1
120,807440.157089661,5,36,0,0,0,25,369136.1938092045,335.34597045861364,2,556.8183602783075,4,7,0,9,69,6958.026190234653,0,0
121,896091.3009625803,6,34,1,1,1,88,357192.33399304486,225.73501725836059,5,946.3786533583709,6,21,5,8,702,9511.122498640654,0,1
122,318003.4817918291,23,6,1,0,0,74,344091.61784944206,984.1383578264696,4,414.99775837075424,7,12,3,9,691,770.3292295211393,1,1
123,110051.9334271575,13,26,1,0,1,97,520543.83730485843,854.9058526685758,7,326.94210025469494,4,11,1,9,575,284.8478206546096,1,1
124,227935.17026259005,23,27,1,1,1,47,440664.88342429354,1086.951540041757,5,606.6893231978859,8,9,5,6,68,8841.473288385088,1,1
125,427107.7943551784,10,21,0,1,1,91,879914.6267270144,445.6261100825026,8,930.4486005450311,9,2,6,2,718,7481.45520957872,1,1
126,818014.7677423455,12,13,0,1,0,35,505520.7917234903,645.0791851903535,4,836.9278328446237,3,3,0,12,912,9922.485869069962,0,0
127,860730.5846490376,1,6,1,0,1,86,507757.83818856877,583.8792139158026,6,995.4836107332198,3,0,4,7,980,3967.9348467277173,0,1
128,6952.140461669398,6,36,1,0,1,56,138371.5947205566,1417.0888281117805,4,22.56858320237709,7,12,5,3,408,4160.5148908586425,0,0
129,510747.3074700927,19,21,0,0,1,77,982739.5409103859,420.8384977047186,2,112.85814471276223,0,23,4,7,518,1723.1266498561229,1,0
130,417411.008974669,3,4,0,1,0,60,249972.89086882968,424.5368232193443,1,609.467763366622,7,3,6,9,119,1158.4803675018586,1,0
131,222107.81824965216,7,1,0,0,0,62,73364.06745960267,510.54942071319465,1,820.5764393338497,4,21,4,10,825,5787.184318722274,1,0
132,119865.37613502913,19,26,0,1,0,40,663146.2489752088,813.015477058063,8,285.24434230676655,10,10,4,10,31,3642.8563700983127,1,0
133,337615.17802747624,21,20,0,0,1,86,595366.3701568727,363.34475173979314,4,239.21108803421876,0,18,2,2,518,803.1736762879711,0,0
134,942909.7044834221,20,37,0,1,0,23,415145.65399274573,1318.0175141461543,5,786.9757993812009,3,10,3,6,483,8869.871825362503,1,0
135,323202.93878872594,18,14,1,0,1,73,422192.2338806781,382.5872134074194,8,56.381853853231576,1,11,1,6,207,1983.5726989286482,1,1
136,518790.62655545986,12,20,0,0,0,21,785063.9210464312,1289.9746534466803,7,369.3826475825851,3,10,1,9,669,7485.845984191858,0,0
137,703018.9618649883,13,9,0,0,0,40,195712.64009964906,149.0040916510819,8,505.8092225923297,7,5,0,9,579,2822.29313889515,0,0
138,363629.608742998,9,22,1,1,1,23,820253.3189448897,945.4502914554994,8,560.3486743503234,4,11,2,5,971,8129.050178479683,1,1
139,971782.0830031398,10,38,0,1,0,49,648747.1138950181,1306.0591465510709,6,728.6151567927769,0,8,5,5,387,1183.9772303081263,1,0
140,962447.2953176383,1,4,0,0,1,35,418969.7737795244,242.99919129345054,10,354.8457234306582,6,9,5,9,412,7560.718541501513,0,0
141,251782.3033075412,8,0,0,0,1,32,458028.6165838686,1394.3908225429273,2,612.6843446746072,0,2,1,8,842,981.1977578163853,1,0
142,497248.5109199004,16,12,0,0,0,57,256647.2071860958,652.1520389983368,6,585.3754227909563,8,2,3,7,370,4469.163409411554,0,0
143,300878.3168079866,2,20,0,1,1,90,752114.3326969749,1361.8297561550753,1,547.6161006537471,2,19,4,8,353,7340.04616595254,0,1
144,284840.5015290627,23,25,1,0,1,91,512874.7423052678,974.6208628272677,1,640.4832931422122,2,22,6,6,944,1732.192079685194,1,1
145,36886.956985663324,5,49,0,0,0,23,320854.5427498436,434.28509261791424,3,259.4491710680763,5,15,0,3,336,2856.6570318173412,0,0
146,609564.3378842535,4,44,1,0,0,80,596050.1157609503,271.1556358806332,3,84.64875358462898,9,2,3,7,891,8647.671273252055,1,1
147,502679.02820207126,4,20,1,0,1,84,995734.452051323,437.37846656414314,5,119.27167203974342,5,9,1,8,906,8851.19435788325,1,1
148,51478.76073520184,21,17,0,1,0,28,435262.2796565538,133.94506933825198,1,224.58238265390108,10,23,2,8,289,449.3640751727378,1,0
149,278646.4714501468,14,36,1,1,1,60,920691.4007786196,207.16987153439487,10,500.19793552278526,10,10,0,1,996,1680.9141726238993,1,1
150,908265.8868839948,22,44,0,0,1,34,345016.8399245661,150.71103409893286,6,840.4427505460201,5,7,1,7,963,1174.7282280091874,0,0
151,239561.8982713535,16,31,1,0,0,21,54732.70692498588,609.0387029878432,7,701.2933420883841,0,5,5,3,965,1796.9391495820835,1,1
152,144894.88064227437,8,35,1,1,0,80,204242.10636842888,1145.6328618109244,10,789.0406042020471,4,19,0,2,140,9701.877541185482,1,1
153,489452.7653830354,2,16,0,1,0,85,418695.1433276842,203.59231807152986,3,350.9756239260914,5,10,1,2,953,5516.556971352077,0,0
154,985650.4542540961,19,34,0,0,0,98,219634.928594569,187.66142376816367,4,404.6537416485502,7,20,5,8,300,4681.129223425363,1,0
155,242055.2790909477,16,48,0,1,1,58,227.0382182555375,926.5376873049563,10,393.68188599061284,0,11,6,9,13,9844.67388625243,1,0
156,672135.5506845231,9,10,0,1,1,100,915001.5377475272,283.94349403401543,10,191.87318440450153,4,15,5,3,664,5569.565729046056,1,0
157,761619.6177125215,2,20,0,0,0,22,843879.4112309291,140.5584548769479,10,61.21665814357202,2,17,4,3,428,6611.182662275972,1,0
158,237637.55161602423,17,25,1,1,0,49,742292.2314869472,240.2619526160318,10,590.9160928272267,1,12,2,6,825,3327.712132786342,0,1
159,728216.3513296961,17,3,1,1,1,87,167814.59564602864,1330.1732100625577,10,989.2166834205862,10,21,4,11,864,3821.154823946541,0,1
160,367783.1390414219,16,33,1,0,1,52,120363.57620998606,1182.9186039977149,3,166.82970495026282,7,2,1,10,400,5944.097893996893,1,1
161,632305.8342705212,23,47,1,0,1,39,67604.74947238315,509.8529697913355,1,46.684819899273755,6,14,6,1,992,697.8671421468075,0,1
162,633529.7144255976,2,17,1,1,1,82,724029.1887729212,944.3819049514457,8,779.5316818239329,9,21,3,6,109,2558.8363016188914,0,1
163,535774.6887170116,2,39,1,0,0,39,928807.9606878853,773.6769700819748,10,252.5860066847242,6,20,6,12,485,1968.1255264855763,0,1
164,90289.7791515106,5,34,1,1,1,28,430535.820913037,975.058939414892,10,829.6438053529283,4,13,6,3,888,158.94377246610458,0,1
165,835302.4972362131,12,40,0,0,1,94,119140.67199604817,983.0464595463734,2,703.9366670345154,8,17,6,11,356,5369.017336191514,1,0
166,320780.0717639352,23,28,0,1,0,20,512392.8207321066,905.3769816863899,1,945.6735370508046,4,13,4,4,149,5610.532784710395,0,0
167,186518.51853466913,14,28,1,0,1,26,348831.90745863016,383.18597069372436,8,408.927235756672,1,4,3,9,879,3839.3983909803587,1,1
168,40775.151147012504,8,37,1,1,1,77,374824.9243499977,56.1692458984581,7,661.9698394506341,2,20,5,3,716,2687.282007373214,1,1
169,590892.9472793124,3,41,0,1,0,93,621330.6241557073,656.0161660657567,7,464.8547808132707,3,13,1,1,307,6520.602239347488,0,0
170,677564.3650666388,13,20,0,1,0,31,718718.1132622024,1283.0023939546136,4,630.5886973085435,4,7,2,3,533,1346.6002672529548,1,0
171,16587.838761977862,4,41,0,0,0,35,110603.59887316085,820.0760522667493,9,449.59890600773736,2,22,3,7,60,5186.155130203025,0,0
172,512093.0631783504,1,12,0,0,1,90,35590.230806476386,1198.6431000507473,6,188.63224642407482,6,14,1,7,435,7680.742177366341,1,0
173,226495.78293298022,10,48,1,1,1,40,994330.3026857149,1427.9390538641685,2,507.8974160033809,4,14,3,11,21,1642.9881965448835,1,1
174,645172.7939577219,8,40,0,1,0,91,232728.34891555182,235.60733395911782,1,528.5842014374423,4,18,4,5,875,7532.597853362801,0,0
175,174366.43726132717,23,16,1,0,0,100,53830.524908459076,996.1598003644546,1,810.603848260161,5,19,1,1,382,7607.947483588889,1,1
176,690937.7411930886,2,8,1,0,1,64,189875.32909591997,970.9827461280355,9,735.5207057935812,6,5,4,11,245,599.2758830380667,0,1
177,386735.3524331839,8,40,1,0,0,86,38957.84634846422,1411.135844195921,4,663.7916239414441,9,18,0,8,902,187.85307302855747,1,1
178,936729.9893694347,2,0,0,0,0,64,391810.89461717167,1419.2650568920326,5,113.38709555257253,9,7,1,10,73,9739.35432052789,1,0
179,137520.95277078383,1,1,0,0,0,47,802401.7844513243,988.8172008827464,3,720.6162906637151,7,5,3,8,449,1933.8346611616544,0,0
180,341066.357639595,11,47,1,0,1,42,341244.44975772063,350.8053004543597,4,500.3051563545148,8,19,0,10,76,8221.393869608939,0,1
181,113473.53010585385,9,28,1,1,1,45,444183.40687836654,1149.9204069080627,8,894.0995361061592,10,22,4,12,698,5618.510911946455,0,1
182,924693.6190316266,8,32,1,0,1,42,675586.7735674388,154.12195326389485,4,919.8709341305428,3,14,4,10,590,2644.728930648393,1,1
183,877339.3546075874,14,9,0,1,1,91,508894.07006988017,1124.2069980071453,9,55.15659060178546,4,2,3,10,390,1299.7130664837596,0,0
184,257941.63513573934,7,49,1,0,1,95,861445.6860213242,1310.6824187683628,9,820.6415603544788,4,9,0,2,577,4966.77776900454,0,1
185,659984.0494343386,4,39,0,0,1,75,866035.6750457565,551.2800884665468,6,37.697390422670615,7,14,6,10,342,4073.5540427463825,0,0
186,817222.2020289939,10,20,1,1,0,58,9910.695491153643,908.1148247756358,2,367.16962569502266,8,23,5,3,290,6988.863862309828,0,1
187,555200.8160474543,1,27,1,1,1,42,778046.3064831991,619.4055342194299,10,542.2999756210792,6,15,2,4,568,9041.686453791772,1,1
188,529650.5830595007,23,10,1,0,1,95,460733.6002416739,630.3816791829049,7,148.10079862712743,4,16,3,1,331,8052.482817153515,1,1
189,241852.29848192877,14,33,0,1,0,65,988840.541303663,446.9340803156929,9,746.3138125690768,2,18,4,4,259,2744.527757527617,1,0
190,93102.77687487153,5,7,0,1,1,27,483232.07587543514,1097.4666534484675,6,8.354704172138572,0,10,1,5,426,8789.333395190873,1,0
191,897215.7589811692,7,21,1,1,1,92,986895.9453882976,1348.0942523997674,3,168.59904843403683,10,15,0,3,702,8333.9148071329,1,1
192,900418.0581591498,4,7,0,1,0,28,754569.3612057366,1354.681237297624,7,580.7968298534757,8,4,5,11,6,9291.363045855345,1,0
193,633101.4609422534,15,48,1,0,0,38,248604.88461330632,251.68505021990472,5,714.3875620372924,4,4,2,10,6,4586.613623771666,0,1
194,339029.79765840276,17,14,0,1,0,62,538394.9792869576,1259.6308555054552,1,916.6431026939161,8,13,1,2,191,7685.75403834226,1,0
