,Thickness_mm,SurfaceFinishScore,Hardness_HRC,DefectType1,DefectType2,DefectType3,DefectType4,InspectorRating,Sensor1_Voltage,Sensor2_Temperature,RunID,TimeSinceLastService,DefectSize_mm,SystemLogError,label
28,8.684829137724085,3,53,0,0,0,1,5,3.751286984824628,22.75843983903231,132,19.012127431597456,1.1027354873000017,0,1
29,7.592900825439996,8,63,0,1,0,0,4,4.079455967476429,24.20548085308051,199,14.593568272944825,4.747050001435811,0,1
30,8.715089703802876,2,58,0,1,0,1,3,3.977503542172048,24.9842464214072,160,1.040916775122629,4.118913082840015,1,1
31,7.841048247374583,7,58,0,0,1,0,3,3.927085708980683,22.15171586844536,192,17.684903478579084,1.3129470594102663,0,1
32,7.630103185970559,2,67,0,1,1,0,3,4.322288672959974,21.601493712483713,189,17.253503258914517,2.3295551355747093,1,1
33,9.397771074506666,4,59,0,1,1,1,5,4.908062905183314,24.533266484759995,103,8.866406415453973,2.100298996659045,1,1
34,9.431264066149119,7,53,0,0,1,1,3,3.934905864434472,20.956210645380608,113,11.717261010558431,4.059518333294333,0,1
35,9.116794696232922,3,61,1,0,0,1,1,4.233357759405963,23.07714457516463,190,19.521566649450378,2.795958124151549,1,1
36,8.109227538346742,2,57,1,1,0,1,3,4.281834853682325,22.028572120904737,132,10.646087276963325,1.0753238164706016,1,1
37,7.695344228012768,10,51,0,0,0,0,4,5.45291305887082,20.205411824777777,121,18.106436567521797,0.0,1,1
38,8.868466053024314,7,62,0,1,1,0,1,5.409332713758138,21.73644237152849,147,1.6607751562037287,3.8254642842030977,0,1
39,8.380304987479203,1,65,1,1,1,0,3,5.100275165504152,21.326142612513372,102,3.821037374173657,2.285995902012135,0,1
40,7.744076469689558,8,51,0,0,1,1,3,3.98331784163837,23.430455769717433,186,8.815098868826357,1.6831591143446618,0,1
41,8.490353820222541,3,60,0,1,0,0,2,3.6360746281833394,24.74395248845959,184,11.695136166746094,2.1897437990932405,0,1
42,7.568777042230437,2,59,1,1,1,0,5,4.1338082754412495,21.340235936893187,122,16.324557037256003,2.7399045362310335,0,1
43,9.318640804157564,3,64,0,0,0,1,1,4.033589098867662,24.05732969575841,167,19.765242302863737,2.0440198238765426,0,1
44,8.017559963200034,5,66,0,0,0,1,2,4.511851600292788,20.276799084692048,120,7.777029929482328,1.5885759766629102,0,1
45,8.825044568707964,8,57,1,0,0,0,4,5.055455820135586,22.690605050199068,142,0.9483127228016985,2.2932591296179115,1,1
46,8.123422152178822,10,67,0,1,0,1,5,5.216645877757716,20.35275031854947,194,16.023430065906496,0.5862780983745421,1,1
47,8.540136042355622,7,58,0,0,0,0,1,5.189728170821017,24.670164955653195,184,12.087614381656163,0.0,0,1
48,8.59342055868656,7,57,1,0,0,0,3,4.2193511224461355,23.83175640278695,125,3.9708571773640333,3.9762403074334127,1,1
49,7.869708911051054,7,63,0,0,1,1,1,4.874468686921366,23.28974955602296,140,9.896569132428404,1.269252021054136,0,1
50,9.439169255529118,8,67,1,0,0,0,3,4.12566839504844,24.11948190812332,198,14.846204910674487,0.6975707613378677,0,1
51,9.050265646722229,1,69,0,1,0,1,5,3.621811086470365,23.237598977850816,137,15.408235741372875,3.4416441180728565,0,1
52,9.378997883128378,4,69,0,1,1,1,3,4.903130531205885,24.844721985871455,187,9.99236823997524,3.9827125797065253,1,1
53,9.289654700855298,6,61,1,0,0,0,4,3.5196551051395755,23.56978973932386,110,6.104290602577183,4.1622310921677945,0,1
54,8.695799957622171,9,68,1,1,1,0,3,4.318365174916977,24.623293047911233,128,19.47485164076987,2.7207913219727,0,1
55,9.343748470046233,2,63,0,0,1,0,4,4.158758538604151,22.58565946005319,159,13.267252219129857,1.4241568311049337,0,1
56,7.676985004103839,1,66,1,0,1,1,5,4.886755077037705,20.585322064909313,166,8.164750386925974,3.8175245476242203,0,1
57,7.891965724838291,10,52,1,1,0,0,5,5.032490945520758,22.640888607115087,164,5.609264484093048,3.6487088471945173,1,1
58,7.590454577821076,2,56,0,1,0,1,1,4.1081892719425674,20.634364140315466,160,14.622059660071242,1.6082183034642796,0,1
59,8.150660661526528,7,66,0,0,1,1,4,5.123254028889707,22.962467395882026,118,4.843668911875354,4.565334901382569,1,1
60,8.277354579378963,3,61,0,0,0,0,4,4.087833521009868,22.412465302638314,145,3.4341997794737633,0.0,1,1
61,8.042698063547792,10,58,1,1,0,1,2,4.392652719973123,23.112876989163908,148,10.596677779241405,0.9696715613727305,0,1
62,9.15747501830386,2,64,1,0,1,0,2,4.954037054028268,20.05023490527416,121,5.799747852882837,4.922097078160966,0,1
63,8.213506653387178,7,67,1,1,1,0,2,4.885840458449577,20.97420245827682,177,12.5781028984723,4.371115149398591,1,1
64,8.061869019374761,2,62,1,0,0,0,3,5.4747369446244,22.456652159560655,156,2.3587734974846697,3.5955439046558384,1,1
65,8.585392166316497,3,57,0,0,1,0,2,3.9503220484318637,24.752517807945672,113,13.098822091346431,4.724374497259248,1,1
66,7.781848449949525,7,63,1,1,1,0,4,4.824635827079165,21.918045201775794,143,5.665930559954044,3.7504002574566853,1,1
67,9.10439396150808,4,57,0,1,1,0,3,4.719363816551555,22.121860130268175,115,0.004858688690254631,1.3570564866352066,0,1
68,7.649101287359541,1,63,1,1,0,0,5,5.33019690898006,23.573480445033113,196,2.5387211534835274,2.4897026215076528,1,1
69,9.473773873201035,5,56,0,1,0,1,1,3.81272428328975,23.01896378643059,176,18.67230755670188,0.821763609492359,1,1
70,9.044489538593314,9,61,0,1,0,0,2,5.003596327173866,21.494630750491666,111,17.347092782307158,2.2534584002965192,1,1
71,7.897431363068344,8,60,0,1,1,1,5,4.6365372325375365,22.05408197783714,154,4.672180640724736,3.837213588817439,1,1
72,7.511044234247205,9,60,1,1,0,1,4,4.049331739575811,21.088498994286162,150,15.567438090909825,2.2389950791886783,0,1
73,9.130922856909669,10,62,0,0,1,1,1,4.448869828294348,24.830107295651043,138,12.171431863479485,1.9863237896066035,0,1
74,8.913714687695235,9,67,0,0,0,0,5,4.167553194139596,20.6531719077868,132,19.41809422899739,0.0,0,1
75,8.958014336081975,7,51,1,0,0,1,1,4.6586268055769215,21.8591839228321,132,7.472113190681182,3.1791007512964033,1,1
76,9.042540693371892,4,64,0,1,1,1,2,5.2780012216293315,20.129194861100057,128,13.629212250343425,4.424920380495028,1,1
77,7.648089303468181,5,69,1,1,0,0,4,4.6386099688244045,21.10889745966773,168,1.2707144484783717,0.7141243664575059,0,1
78,8.216931457088545,1,67,1,1,1,0,1,4.763444836653168,23.902355691900773,169,7.924946936328119,2.2346169561488094,0,1
79,7.731738119050259,1,64,0,0,0,1,5,4.537495694229419,21.005876161444398,130,19.27635322376361,1.2120833381686822,1,1
80,9.226206851751186,3,68,0,1,0,0,2,3.602331012890952,20.400317012644827,179,10.779617489002412,3.6290941282934135,0,1
81,8.746596253655117,8,61,1,1,1,0,2,3.9657171137521887,22.372265899222615,130,5.757590066696892,0.9757605219401069,1,1
82,8.161796049705298,2,62,0,0,1,0,5,4.484003458864166,20.04984617367259,188,2.405419262572137,3.4916349136111005,1,1
83,7.6271167005720475,4,60,1,1,1,0,5,4.120470567489409,20.423830772131666,145,14.070566803630609,1.787813918590583,1,1
84,8.121964643431324,2,54,1,0,0,1,1,3.8635271955223884,24.038129347814873,196,12.897120868594536,1.3951256618175112,1,1
85,8.150366644053495,5,50,1,0,0,0,3,4.508265683836877,23.857366724298032,176,7.478774272075492,4.713586510212434,1,1
86,8.959212356676128,9,52,0,1,0,0,2,4.145619586895701,24.575694102024478,151,19.018827037316687,0.5833605953568014,1,1
87,8.775114942710426,1,68,1,1,1,0,1,4.01621528634683,24.27257717955375,109,0.44405625975700636,2.4699977235030603,0,1
88,9.274425485152653,5,56,0,1,1,1,5,4.427970834880762,23.415877816199092,187,6.074477032636516,0.597321466078072,0,1
89,8.444429850323898,9,61,0,0,1,1,1,3.7665685161643463,20.261664286503315,173,18.421389725991627,2.6761687164694807,0,1
90,7.739188491876604,1,64,0,0,0,0,5,5.355491466150815,23.914243089933287,140,6.418708766388807,0.0,1,1
91,8.92648957444599,9,54,0,0,0,0,4,5.235404195838478,24.227554054202802,194,5.045056677103408,0.0,0,0
92,9.021570097233795,8,64,1,1,1,1,5,4.915241171481071,23.995410728859774,176,10.684408198624947,2.7547132000748817,1,1
93,8.622554395138993,4,57,0,1,0,0,5,3.7124276551769126,22.54239517654013,102,16.476034998410757,1.9474811212763616,1,1
94,9.041934359909122,10,59,1,1,1,0,5,5.051754508939386,21.164509193247408,158,2.062935217567221,1.0947279988626066,1,1
95,8.487591192728782,5,65,1,1,0,1,3,5.115914656218038,24.226649878443634,151,18.860414192914725,2.193743919805139,1,1
96,8.545465658763987,5,57,0,0,0,0,5,5.035529235428675,23.63581404870069,133,15.90145762362328,0.0,0,1
97,8.3550820367171,6,50,1,0,1,0,2,3.727931774238482,24.903805871944257,148,3.625005111031039,3.5251832296965473,0,1
98,7.55083825348819,7,61,1,0,0,1,2,4.787815914135529,20.778462988779665,127,14.240159223963254,4.020781138900066,0,1
99,7.7157828539866085,8,54,0,0,0,1,1,5.168649591498797,21.128322915260277,182,7.6991744527511425,2.8883777107466404,1,1
100,7.562858371373468,8,52,1,1,1,0,3,4.654706802439335,21.058990749407513,186,8.045893561526373,3.1542547749789,0,1
101,8.77282082252756,2,50,1,1,1,1,1,4.792814750456178,23.962698838106682,195,15.665801848777328,1.4027736700609372,0,1
102,8.128711962152654,9,53,1,1,0,0,2,4.416726958852612,20.93453648225059,112,19.255696159614644,1.7929864995244225,0,1
103,8.517141382329406,7,57,1,0,1,0,2,4.557414639768105,20.33329914911653,196,2.5331174569438786,1.2285302452356128,1,1
104,9.315132947852186,4,52,0,0,0,0,4,3.5687537167034504,24.99280403292814,197,8.412604737576387,0.0,0,1
105,7.99858445829775,4,59,1,1,1,1,5,4.777926043946569,20.124086057225746,196,9.61883216168607,1.621829075020751,1,1
106,8.320765846071259,8,51,1,1,0,1,2,3.6628944257823184,24.176220300794327,168,7.5262363390999525,1.511990511014893,0,1
107,9.011102277086097,4,60,1,0,0,0,1,4.370029188680447,21.826834207753265,166,7.2637824743245005,2.837519538760569,1,1
108,7.957596330983245,6,59,1,1,1,0,1,4.085310195334816,24.208077298789078,160,1.0453733512319308,3.0320994010582822,0,1
109,7.653959819657586,5,63,0,0,0,1,5,4.590855900423426,22.773102456055724,159,13.710772411252465,4.75226339369677,0,1
110,8.079502905827535,3,56,1,0,0,1,5,3.766832671046414,24.5081561474318,170,8.724288342400907,1.3800679119568537,0,1
111,7.822442574508009,10,51,0,0,1,1,4,4.883286803946636,24.630964932073134,123,3.8958760528785352,3.3875406957267318,1,1
112,9.359395304685146,2,58,1,1,1,0,3,5.0900230738569405,20.04549090640388,162,16.320670046041368,4.177666710443853,0,1
113,9.116240759128834,9,65,0,1,0,1,1,3.826708899486313,20.377060879963942,185,16.051214963032557,3.0210865870237362,0,1
114,8.766807513020847,10,62,0,0,1,1,5,3.708626174703764,21.251793647854278,160,9.727832561777877,1.6475164362548407,1,1
115,9.242921180375436,9,58,0,1,1,0,1,3.791030965574718,23.346577081817507,122,5.96901322295521,1.681476035090001,1,1
116,9.107344153798229,1,69,0,0,0,0,5,5.254255123797003,24.44136098255753,129,12.761854515929048,0.0,1,1
117,7.8731401177720715,10,53,0,0,0,0,2,4.556378523512713,22.299709756469813,159,5.763042715548061,0.0,1,1
118,9.285117996979956,3,59,1,0,1,1,1,4.434521992015005,23.034865581371328,117,4.720158606474241,0.6766387388194997,0,1
119,8.578684483831301,8,61,1,0,1,0,2,3.7134236382047083,20.942499263977805,195,14.610293080526533,1.8744990194681677,0,1
120,9.114880310328125,6,66,1,1,1,0,1,4.799112013513923,24.02483416940843,155,0.806504794419014,3.8507165555152105,1,1
121,9.292182599846987,5,63,0,0,0,0,3,5.23599918379018,24.83664055676735,152,1.8953694206918792,0.0,0,1
122,8.136006949943727,5,63,1,0,0,0,4,5.1563717386469055,21.342994664572988,106,0.13576348047179554,0.7138299074319967,1,1
123,7.720103849055354,6,51,0,1,0,1,2,4.752109417961602,22.474129758002732,196,3.058863729508523,1.486828771271738,0,1
124,7.955870325083883,7,69,0,0,0,0,5,3.650557433303347,20.430580552531868,168,1.3798001742091892,0.0,1,1
125,8.354215577252512,1,60,1,0,0,1,3,3.724794054352026,22.79568328231484,191,19.916047355598373,3.6780462433930188,0,1
126,9.136029531844986,9,65,1,1,0,1,1,3.5986179742196494,22.5139172092334,171,5.776199399081792,4.021932032702945,1,1
127,9.221461166512686,3,68,0,1,0,1,2,4.014958432984939,20.72218242077539,178,2.9853602533849455,2.548932845278678,1,1
128,7.513904261062382,4,55,0,1,1,0,1,3.7713229343207555,22.210331065590374,151,4.819925159918359,3.64133452315392,0,1
129,8.521494605155132,10,68,1,0,1,1,1,4.020096080504867,21.670523260432816,103,18.722511430802694,2.245784758947014,0,1
130,8.334822006297557,1,54,1,1,0,0,1,4.270116111437924,22.609154376525947,133,10.403204460487913,1.2196096026085739,0,1
131,7.944215620941461,10,53,1,1,0,0,4,5.385965568142272,22.928271677143996,168,7.296361926157138,2.2916727208530796,1,1
132,7.739730734667366,3,64,1,0,0,0,4,4.720752119563384,20.042477893036047,132,17.467829158184387,3.1098551909141428,0,1
133,8.175230342807255,2,53,0,0,1,1,5,5.169947571365925,23.805029914747777,168,7.899805410980649,4.766239768338006,1,1
134,9.38581940782504,2,69,1,0,0,0,2,4.920703001424664,23.565071459308705,137,6.700171399153916,0.8093792843990479,0,1
135,8.14640586404151,1,59,1,0,1,0,3,3.7250062610532635,21.83143193103261,197,4.145650450994712,2.7832734223023228,0,1
136,8.537581243486732,8,52,1,0,1,0,3,4.971840812747898,20.264679677844093,125,7.555936478188229,1.9801390019482596,1,1
137,8.906037917790355,3,54,0,1,1,1,3,4.050197763118248,23.77466269892525,100,6.333687120338521,2.7874026242451255,1,1
138,8.227259204758589,3,55,0,1,1,1,1,4.778215693989413,24.77587580239066,103,13.546079185962821,0.6078895131943926,0,1
139,9.443564165441922,6,57,0,1,1,1,4,4.181923947285977,21.200757980110073,138,5.791654093414542,1.908614096157116,1,1
140,9.424894589884222,8,56,0,0,0,0,2,5.495344526529318,21.61762306868519,153,11.543994928451228,0.0,1,1
141,8.00356459165073,9,59,1,0,0,1,1,4.027102958993556,20.919064447409074,189,1.317843300639454,4.189406663871523,0,1
142,8.494497011784771,9,55,0,0,1,0,4,4.058260941548539,22.884680616724197,132,3.8257831339302872,2.992737802345869,1,1
143,8.101756619633539,4,63,1,1,0,0,4,5.361344511124797,20.774206973237273,132,8.148105432226975,2.5276212176725283,0,1
144,8.069680988754936,5,53,1,1,1,1,2,3.549288809272645,21.780969717306895,171,18.738985078173908,1.7848628227190282,0,1
145,7.573773894709065,2,62,1,0,1,0,2,4.893377975746394,23.485065069671315,119,7.5450397143139085,1.8411913525611014,1,1
146,8.719128667959794,9,69,1,1,0,1,2,4.9506527814717565,22.800579915046743,115,13.281482423996682,2.22395645115763,0,1
147,8.505358046457722,8,66,0,0,0,0,1,5.172757154820799,21.932312821639677,120,5.101744448427963,0.0,1,1
148,7.6029575024999785,3,56,0,1,0,1,5,5.44887862127695,22.10124800903771,144,2.5406715194646345,4.260068194840522,0,1
149,8.057292928473222,9,53,0,1,0,0,2,5.451203838313305,22.810554413116147,189,1.1707320016010025,4.852459430637207,1,1
150,9.316531771933308,3,63,1,1,0,0,5,3.630553515132928,20.029323639435805,186,6.1082699708550265,2.4739492160766856,1,1
151,7.979123781333945,9,52,1,0,1,0,1,5.143678645505805,20.392549342268047,181,3.1532205359381593,2.2700877743649284,1,1
152,7.789789744182446,2,54,1,1,0,0,5,4.792619867314762,24.406290338815058,161,3.480208960322484,4.309478491189383,1,1
153,8.478905520555125,10,65,1,1,0,0,3,4.794684268746183,20.389394945456452,130,15.215186167739,2.4210739428633663,1,1
154,9.4713009082212,9,69,1,0,0,1,5,3.7566998532293896,23.534017981052525,141,0.3167614188974843,2.9840817753304303,0,1
155,7.984110543023001,8,53,0,1,1,0,2,4.800374332891307,24.600190820545265,111,11.156202514708689,1.53923749069435,0,1
156,8.844271094811758,9,51,1,0,0,1,1,5.464965161202496,21.353418021508656,164,7.589227611869296,3.8457614110058387,1,1
157,9.023239230657435,5,67,0,0,1,1,2,5.323637139078894,21.85245718529757,172,10.130999998170944,2.8939474322185186,0,1
158,7.9752750879848,2,68,1,0,0,1,3,4.378261321609701,22.84460702922358,102,11.256604744292058,4.1406554760815375,1,1
159,8.956432697223718,8,68,1,0,0,0,2,3.5798959465721887,24.408544848192925,189,6.267353889145564,4.013297285129013,1,1
160,8.235566265438507,6,66,0,0,1,0,2,4.22458698000041,24.709527936302102,108,5.902177203685706,1.4675214572151285,0,1
161,8.764611661187159,8,63,0,1,0,0,2,5.15278062320111,23.69781624055634,150,14.668036986698114,3.720359977509931,0,1
162,8.76705942152179,5,68,1,0,0,1,4,4.902998202930332,20.43309880427347,115,17.425539762423142,4.100244835781171,1,1
163,8.571549368149517,10,62,1,0,1,0,3,4.418687311187913,23.345770777674254,187,3.8516326491705577,2.0574825835207777,1,1
164,7.680579540108816,2,61,1,0,0,0,2,3.610203070317662,22.05151860936331,177,1.952375210702979,1.2767410080602355,1,1
165,9.170604991178475,6,55,1,0,1,1,2,4.353789455646606,22.353504997455307,102,17.955916127840517,0.5118447001081468,1,1
166,8.141560129943471,5,53,0,1,1,1,2,4.438049879435767,20.245741951725886,197,6.9979092729479735,2.5290664389191666,1,1
167,7.873037020799709,5,68,1,0,1,1,1,5.357111065788272,20.95531069673179,196,11.026347813256283,2.085947291924787,1,1
168,7.581550283109528,1,65,0,1,1,1,4,4.782172207164319,23.95256803766824,123,7.190862890400069,2.9970942522143402,0,1
169,8.681785886376483,2,62,1,0,1,1,1,4.123305833309297,22.269794165239297,172,2.5160467269210263,1.3461849166495359,1,1
170,8.855128723684565,8,53,0,1,0,1,4,4.5506365289014425,21.508311208155746,112,11.786632898954561,4.368494964499138,1,1
171,7.533175657855712,3,66,0,0,0,0,2,3.6321106156443204,21.92009536982479,101,10.502817035392592,0.0,0,1
172,8.524186116598562,10,50,1,0,0,1,3,5.445136471299474,24.2719975666284,170,4.059871183823944,1.6598984703264934,1,1
173,7.9529915503958755,3,67,0,1,1,0,5,4.2201198038614525,23.744995087024783,120,9.037380893045556,1.5189332228944248,1,1
174,8.790345580818899,8,69,1,0,1,0,5,4.455734709826272,21.361576985905415,118,15.938950080312917,2.6632132541796016,0,1
175,7.848732858009983,8,66,0,1,1,0,2,4.210567948473845,20.587509201061867,188,11.808522062157827,2.744829606849234,1,1
176,8.881875476204932,2,64,1,0,1,1,1,4.8650234602324005,21.25999110822036,146,1.938346541339897,1.4678835295329178,0,1
177,8.273470692601075,8,60,0,1,0,0,3,4.824464316659186,24.603782255273668,121,10.960429944582701,1.723373270266621,1,1
178,9.37345997747347,1,62,1,0,0,1,4,4.9306446210582715,22.907944189248777,174,14.054765985791738,1.2636735761986022,0,1
179,7.7750418882919865,6,50,1,0,1,1,2,4.036286459223842,22.667401043723913,132,15.854068115615028,3.7330708024542503,0,1
180,8.182132702100517,8,66,0,1,1,0,3,4.131336962328132,22.98196799846231,131,12.582351572685335,3.9654006406433684,0,1
181,7.726947042481179,3,55,0,0,0,1,3,3.750502462192416,21.830141328732577,163,3.0531632908156747,2.580478238566772,1,1
182,9.349387236557126,8,53,0,0,1,0,4,4.811019943692225,24.035535101597564,184,14.203465331803214,3.7133916020825786,1,1
183,9.254678706761961,1,69,0,0,1,0,3,3.579594254671305,22.61643124650125,138,13.546836921630327,3.811709263718505,0,1
184,8.01588325543031,9,65,1,0,1,1,1,4.695364671046918,20.583739513843977,183,0.4885376588126644,1.1222398745501387,0,1
185,8.819968092068358,9,64,0,0,0,0,1,5.239391769703268,20.645325624145315,171,8.234953351804863,0.0,1,1
186,9.134444400402431,5,64,1,0,0,0,1,5.281664296579267,22.684295732513093,141,6.659004939247466,4.847801111755415,1,1
187,8.610401623198925,10,55,0,1,1,0,3,4.398075520739924,24.682851090354195,108,13.38824128507287,4.194643761933939,1,1
188,8.559301156712014,4,64,1,1,0,1,1,4.418607376426148,21.541760608380994,124,4.322716246218414,1.4201755753812058,1,1
189,7.983704581800904,6,63,1,1,1,0,4,3.6539383660160345,24.34770584429609,188,11.817438459485171,1.337742660857316,1,1
190,7.686205535611799,7,60,1,0,1,1,3,4.841530050886071,23.8204779328944,196,18.26411923628345,1.0654751551081223,0,1
191,9.294431515906654,5,56,1,1,0,1,5,5.142518840745691,21.239062214534535,101,15.956047444172155,1.1227035314386327,1,1
192,9.30083611432666,10,58,0,0,1,0,3,3.989310109209426,20.181703741581213,118,18.42915472433061,3.8667280956291328,0,1
193,8.766202914546536,9,65,0,0,1,0,4,4.342601763266729,20.509236325711914,119,19.5701193386538,2.613444156282306,1,1
194,8.1780595820974,3,54,1,0,0,1,5,5.177678673530541,23.6424696692372,192,0.21340254012325532,4.023203777329402,0,1
195,8.198419149225321,7,69,0,0,1,1,3,5.254240935324576,20.998348690203233,169,12.454825527549552,3.858147024575924,0,1
196,8.951911357740478,10,59,0,1,1,0,1,3.9863599605284517,21.85635460252697,116,8.25678795517813,3.220757210773497,1,1
197,9.294220519905155,10,67,1,0,1,0,2,4.601141269082729,22.508495830032125,188,17.197089806702436,3.588649729604058,0,1
198,9.274172848530235,5,52,0,1,0,1,2,3.8849863012716543,23.627340842250813,167,5.036294040182634,0.582600759706138,0,1
199,9.059751091715247,7,62,0,0,1,1,1,3.7037575282791133,20.566156116295627,193,19.620589782301522,1.902999410622599,0,1
200,8.784063292308575,2,60,0,1,0,1,2,5.322241002783915,22.031832026387306,183,12.274159390874946,3.3701998066673458,0,1
201,7.668279929990097,4,66,1,1,1,1,2,5.141015008464218,22.425364545713478,102,15.870748044576619,0.5420522906880989,1,1
202,7.823257428189228,2,62,0,1,1,1,1,5.020069803606348,22.7041353198577,186,1.7119910564553664,0.6483962465716704,0,1
203,9.297108377054158,7,55,1,1,1,0,1,3.597532637626281,24.09180320697608,150,3.669157695177301,4.333495921116724,1,1
204,8.71285811931918,2,66,0,1,1,1,3,5.187457585420515,20.858390975216086,181,15.168073460684063,3.578111877614323,0,1
205,7.518394103233259,1,62,0,1,0,1,3,4.376088151810768,24.039157259133113,125,0.43973044078647217,1.6941637990415477,1,1
206,7.702943085732064,9,68,0,0,0,0,1,4.184790246591719,23.464392138483262,155,16.337559717875656,0.0,1,1
207,8.827003538216111,1,68,1,1,1,0,4,4.592952722050753,22.779354070994795,199,0.27898037383822905,3.5958327805341908,1,1
208,7.510123167692438,8,59,1,0,1,1,2,3.6827064854471114,23.49763935201286,163,13.142376781225467,4.066055011126685,0,1
209,7.821616102834997,2,52,0,1,1,1,3,5.013293098704798,22.06008869475828,107,7.301878404636117,1.8805742739954556,1,1
210,8.597467578733172,8,63,1,0,1,0,2,4.664870153776592,20.69198792984062,180,12.229897054383983,0.6621681987463435,1,1
211,8.883790395385386,3,68,0,1,1,1,5,3.873180193746335,23.328826201326837,194,13.920628139782274,4.697506061094805,0,1
212,8.803922519005202,6,54,1,1,1,1,1,3.876464399538091,22.62336153342811,136,6.849504383726083,2.0533092723303374,1,1
213,7.94853861892112,3,54,1,0,1,0,4,3.8684973031453485,23.196874002713876,196,2.159248962216711,0.9791679347811787,0,1
214,8.924358442695072,7,69,0,1,1,1,5,3.6140047751038678,21.68999390514245,126,1.3929173549653129,2.713355921269163,0,1
215,7.974498174993601,10,66,0,1,0,0,5,4.67559689874337,24.53433288669918,144,11.778720451250956,3.958105080488602,1,1
216,8.150799396318536,9,59,0,1,0,0,5,5.180696355177016,22.936849342877885,103,10.41310707468223,1.4974129157790161,0,1
217,8.992982810236049,2,54,0,0,0,0,1,3.534996427974777,20.427012421454368,185,14.84402018242265,0.0,0,1
218,8.79926579809443,5,53,1,1,1,0,3,3.598009289942547,22.249019953522144,189,10.194710200078742,1.7127052256001352,0,1
219,9.198446820988355,6,55,1,0,1,1,1,4.645540553373891,23.781780273718173,195,8.448915800617582,1.5922174405936242,1,1
