,weight,formula,carbon_atoms,hydrogen_atoms,oxygen_atoms,nitrogen_atoms,sulfur_atoms,halogen_atoms,label
159,491.2865394447438,C5H8N4O4S2,28,56,44,39,15,1,0
160,347.1132530877013,C2H4O2,14,57,40,23,14,2,1
161,452.92233223743176,ClH,21,45,32,30,11,1,0
162,453.41188430435784,ClH,10,56,32,36,16,6,1
163,414.3098736299034,C5H8N4O4S2,14,57,45,26,13,3,1
164,236.11590802176332,F,17,47,34,33,17,6,1
165,534.1209982356952,F,22,48,39,30,16,2,0
166,328.31202598869436,C2H4O2,17,45,48,28,16,4,1
167,274.60740415994167,C2H4O2,20,44,33,32,18,5,1
168,216.31005662190557,BrH,10,51,48,37,10,3,1
169,436.35717727529675,C5H8N4O4S2,22,50,40,30,19,2,1
170,471.02574473691294,F,28,40,31,34,15,1,0
171,206.63513157114247,C3H8N2O4,12,50,39,38,15,5,1
172,404.8372233197124,ClH,26,58,40,20,15,6,1
173,290.5983100791752,C2H4O2,14,48,49,23,15,1,1
174,458.06911616377994,ClH,29,41,45,33,19,2,0
175,269.7465716019966,ClH,17,51,48,33,16,2,0
176,476.37509524098635,BrH,23,43,40,22,19,6,1
177,354.69413852021495,F,13,43,43,36,15,3,1
178,574.6919954946939,C2H4O2,20,57,31,22,10,6,1
179,255.0083776583973,ClH,29,54,34,35,12,4,1
180,336.4265404201034,C2H4O2,24,58,34,33,11,1,0
181,245.38940849623563,C3H8N2O4,28,52,48,39,15,3,1
182,569.8774473114252,BrH,16,58,41,32,17,5,1
183,550.9357413523924,C3H8N2O4,28,56,47,34,12,7,1
184,303.17665108606224,C2H4O2,28,45,33,33,19,4,1
185,463.99361841367164,C2H4O2,20,55,46,38,17,3,1
186,526.8888800804864,F,14,51,39,25,17,7,1
187,422.0803246397849,ClH,14,58,49,29,14,7,1
188,411.8602313424026,ClH,17,44,35,34,17,1,0
189,296.7409163601807,C3H8N2O4,19,56,43,39,15,2,0
190,237.2411071223597,BrH,15,40,40,25,14,5,1
191,558.8863031813307,C5H8N4O4S2,24,49,40,29,18,6,1
192,560.1672228653322,ClH,25,54,47,26,16,1,1
193,453.24058290930714,F,26,50,47,36,17,4,1
194,335.6119164194803,C3H8N2O4,17,52,40,37,10,7,1
195,339.68382984506434,C3H8N2O4,17,44,41,36,11,4,1
196,490.38227154809573,C5H8N4O4S2,18,40,34,28,17,7,1
197,558.8441039810309,F,11,51,38,29,18,2,1
198,554.834569706047,BrH,24,50,38,29,13,2,0
199,511.9502183430495,F,27,56,39,26,19,5,1
200,456.8126584617151,BrH,12,43,48,35,19,6,1
201,233.65598599801953,F,26,54,30,37,18,5,1
202,264.6514856378455,F,13,48,36,25,13,2,0
203,559.4216754108318,C2H4O2,13,59,33,39,19,2,0
204,442.57162386383595,C3H8N2O4,23,58,30,20,19,4,1
205,203.67882064665187,F,18,58,44,20,19,2,0
206,240.58861714641284,C5H8N4O4S2,18,51,37,31,18,3,1
207,465.40070764322235,F,27,44,41,21,16,7,1
208,202.02463353848748,ClH,19,49,47,23,11,1,0
209,264.32322056699945,C3H8N2O4,13,56,44,36,18,2,0
210,419.49351574663444,ClH,21,44,46,23,13,5,1
211,476.7580790770773,C3H8N2O4,17,55,43,30,17,6,1
212,460.7845038010402,ClH,11,46,43,23,16,7,1
213,289.7077237842239,F,22,48,47,20,16,7,1
214,484.8716885390144,F,25,42,49,26,17,6,1
215,294.89963499872005,C2H4O2,11,54,47,37,10,6,1
216,330.1598792637071,C5H8N4O4S2,20,55,45,28,14,7,1
217,498.59656204720966,ClH,19,57,30,22,11,3,1
218,459.85315961888585,BrH,24,53,40,27,11,5,1
219,539.6893641976712,C2H4O2,26,42,44,38,10,3,1
220,463.04515692013734,ClH,17,51,41,23,14,2,1
221,427.32344133418866,ClH,27,48,37,37,11,1,0
222,237.469907131237,C2H4O2,18,46,49,39,13,6,1
223,347.08632122377344,F,17,48,35,30,12,5,1
224,306.08094707269015,ClH,23,52,32,33,12,6,1
225,297.5958573516334,F,27,57,42,37,11,3,1
226,589.2042219009782,C2H4O2,29,44,42,35,15,4,1
227,357.23908986670415,F,29,52,31,22,11,2,0
228,556.8186220708453,C3H8N2O4,21,43,34,34,17,1,0
229,452.45545039890516,BrH,28,41,46,23,17,2,1
230,517.9245214166594,ClH,23,55,35,24,14,4,1
231,401.0548372420768,C5H8N4O4S2,26,48,31,36,19,1,0
232,430.76155385054363,BrH,12,48,33,26,16,4,1
233,397.00707752754556,F,16,45,40,35,13,2,0
234,278.0971951192178,ClH,26,50,37,33,10,3,1
235,488.9808461046021,F,21,40,41,35,11,7,1
236,312.30894497634233,C3H8N2O4,18,43,37,26,19,2,1
237,209.72638657258153,C2H4O2,24,52,40,28,19,2,1
238,458.1889183628671,ClH,27,52,49,23,13,2,0
239,270.8442717628196,C3H8N2O4,22,52,37,30,10,5,1
240,576.1834337411658,C3H8N2O4,17,41,37,21,17,4,1
241,581.5714308010349,ClH,23,48,46,31,18,4,1
242,565.9457560881795,F,17,47,49,31,13,6,1
243,348.0634801021778,C5H8N4O4S2,23,46,49,23,19,4,1
244,206.18264661154697,C3H8N2O4,16,43,45,37,12,6,1
245,571.3274250350901,BrH,21,57,43,26,11,5,1
246,371.2736593269257,C3H8N2O4,20,42,40,20,14,3,1
247,586.6619276174679,C5H8N4O4S2,20,45,36,32,12,6,1
248,585.4479908357011,F,22,51,45,25,19,2,1
249,541.203782186944,F,27,51,42,25,16,3,1
250,317.77955682783426,BrH,11,47,44,31,15,7,1
251,354.0390914407701,C3H8N2O4,24,40,45,27,10,5,1
252,540.4546686067428,F,29,43,38,38,17,4,1
253,326.7688020625111,C5H8N4O4S2,27,50,32,24,11,6,1
254,267.797098674437,ClH,24,42,48,37,14,2,0
255,422.72050498334005,C2H4O2,28,52,49,24,18,1,1
256,574.4619096643123,C2H4O2,21,56,34,29,17,7,1
257,478.4119186699892,C2H4O2,22,49,39,20,11,1,0
258,428.024468035746,C3H8N2O4,20,51,46,29,18,3,1
259,238.8705975083074,BrH,14,54,44,24,14,4,1
260,446.00289067966787,F,10,49,37,31,19,1,1
261,596.0215400417053,ClH,12,53,44,26,15,3,1
262,256.0336060946096,C5H8N4O4S2,28,52,43,28,12,5,1
263,407.33186094549467,ClH,16,44,49,31,12,3,1
264,550.9492287711821,C5H8N4O4S2,21,45,36,20,19,7,1
265,496.30744710168176,C3H8N2O4,24,41,41,30,17,3,1
266,478.8062963981072,C2H4O2,14,56,46,34,19,7,1
267,480.9936335948437,C3H8N2O4,24,43,46,21,19,3,1
268,343.7964604879021,BrH,17,53,39,39,11,2,0
269,317.4367377057973,BrH,19,49,48,26,11,3,1
270,523.7444621914054,C5H8N4O4S2,25,42,43,31,14,6,1
271,524.0453578716723,F,17,42,40,37,15,3,1
272,546.8289274320415,F,10,54,31,22,11,2,0
273,565.2962210225885,C5H8N4O4S2,21,45,47,26,14,2,0
274,404.5369595443751,BrH,14,56,36,30,16,5,1
275,400.60651787487984,BrH,12,51,41,37,19,7,1
276,519.3180715867101,BrH,10,59,31,31,19,4,1
277,459.98557231110607,C3H8N2O4,13,50,49,25,17,1,1
278,480.7867509030813,BrH,17,43,47,24,16,1,1
279,518.3170677744404,ClH,12,45,35,20,17,3,1
280,556.0021367270265,C2H4O2,19,40,39,31,18,5,1
281,335.1980627406143,BrH,11,59,49,30,14,3,1
282,350.23318105597764,C5H8N4O4S2,20,55,44,23,14,1,1
283,237.5927759363476,C2H4O2,19,54,34,37,19,7,1
284,431.3120563984696,C3H8N2O4,23,56,49,23,13,7,1
285,214.37690951869683,C5H8N4O4S2,16,47,32,36,18,7,1
286,386.2392072529841,C2H4O2,11,51,34,21,14,2,1
287,417.05785388303065,C5H8N4O4S2,18,49,37,21,11,4,1
288,314.61650085131373,C3H8N2O4,25,54,37,31,19,5,1
289,436.3333042276043,ClH,22,48,37,25,17,2,1
290,212.20009997561976,C3H8N2O4,18,41,41,29,16,4,1
291,214.93927549968578,C3H8N2O4,29,44,37,35,17,5,1
292,529.0402242638634,C5H8N4O4S2,13,45,40,33,12,5,1
293,344.0762565645051,F,19,46,43,26,13,1,0
294,250.8242050607539,BrH,21,40,37,38,14,2,0
295,408.89730402192174,BrH,26,46,39,36,15,5,1
296,507.99742123944435,ClH,23,59,36,28,10,6,1
297,286.32841099873724,ClH,23,51,46,32,13,7,1
298,449.15619032760014,BrH,11,55,33,24,19,5,1
299,234.1389859975072,F,29,55,42,24,14,4,1
300,220.6726884674431,BrH,20,50,33,29,16,1,0
301,412.54185262725923,F,25,43,34,29,14,3,1
302,416.2540486440426,ClH,28,52,33,26,10,7,1
303,454.9719605992826,C2H4O2,15,46,47,34,16,1,0
304,490.43653348906463,C5H8N4O4S2,28,43,35,26,17,3,1
305,590.3408317850138,ClH,14,54,31,34,16,2,0
306,406.52013932047817,ClH,13,58,40,22,13,2,0
307,329.18258917649837,C3H8N2O4,24,48,43,38,17,5,1
308,518.0744779074814,C3H8N2O4,13,50,34,29,14,6,1
309,308.3329005048297,C3H8N2O4,29,47,35,34,19,2,0
310,375.5885682822544,C5H8N4O4S2,19,40,39,22,18,5,1
311,231.3825525369064,C3H8N2O4,12,47,37,25,19,7,1
312,210.140297366183,F,14,52,43,31,14,1,0
313,585.05936587117,BrH,15,43,32,34,10,2,0
314,534.3920482048823,C2H4O2,17,47,41,25,18,1,1
315,478.38968243747917,ClH,16,42,45,32,14,1,0
316,363.58117776570793,F,19,48,46,38,15,6,1
317,269.3177280283383,C2H4O2,15,41,30,22,13,2,0
318,262.5748170684344,F,23,41,39,27,15,1,0
319,300.0971592658381,F,13,52,39,27,17,6,1
320,419.69066588244823,ClH,22,54,31,39,12,6,1
321,485.83836908002496,BrH,29,51,38,34,14,2,0
322,464.0789506870925,C3H8N2O4,26,43,42,23,11,6,1
323,311.97355877837714,C5H8N4O4S2,16,47,45,38,11,2,0
324,581.9461122652776,BrH,13,48,47,22,16,2,1
325,495.1587666783074,C5H8N4O4S2,23,44,48,32,19,3,1
326,421.7416210045603,ClH,12,59,41,27,19,1,1
327,444.6882984937409,ClH,14,57,37,35,19,4,1
328,367.84002497111595,ClH,25,50,46,32,15,2,0
329,299.092395800463,C2H4O2,29,54,44,22,13,1,0
330,342.3890714605046,C5H8N4O4S2,13,48,39,35,14,7,1
331,503.13844418574763,BrH,11,56,44,28,10,6,1
332,205.75739545190234,BrH,27,51,44,33,16,5,1
333,246.4290562027665,F,28,46,36,32,17,2,0
334,218.4010568087011,F,28,49,42,26,18,6,1
335,216.29152092758807,F,26,49,46,34,17,6,1
336,542.1842336044028,ClH,23,52,38,26,14,6,1
337,481.46314375200944,BrH,28,58,37,25,12,6,1
338,389.6695316349301,C5H8N4O4S2,22,50,49,21,19,6,1
339,239.1336642604006,ClH,21,52,47,28,18,2,1
340,396.64635004673295,C2H4O2,15,47,42,36,15,7,1
341,389.3887083122263,F,13,47,45,24,14,4,1
342,269.2807479640061,ClH,28,43,38,31,12,3,1
343,373.5406596951892,ClH,25,54,41,20,15,6,1
344,359.40189375894937,C2H4O2,22,50,41,29,12,6,1
345,446.3400392208866,C3H8N2O4,13,50,35,30,19,3,1
346,454.0374603470575,BrH,26,40,48,35,15,7,1
347,218.1216039088178,C5H8N4O4S2,10,56,36,33,13,7,1
348,349.84504585058846,C3H8N2O4,27,54,32,27,11,2,0
349,450.3439662856946,F,29,59,45,36,17,1,0
350,401.2545034320351,ClH,26,45,47,37,13,5,1
351,542.5959364753289,C2H4O2,24,54,45,31,18,5,1
352,463.477452647578,C2H4O2,20,48,36,36,16,1,0
353,265.1737708325719,BrH,22,53,33,33,11,2,0
354,228.22749896017194,C3H8N2O4,10,57,37,35,13,5,1
355,456.96771128252624,BrH,26,56,42,33,14,7,1
356,210.6045242166487,ClH,15,57,42,28,12,3,1
357,434.3102325093853,BrH,13,44,46,23,18,1,1
358,576.092096569983,C5H8N4O4S2,29,59,46,30,14,7,1
359,430.1896711503516,C2H4O2,25,59,34,25,11,4,1
360,355.2679704826088,C2H4O2,24,48,35,34,12,2,0
361,457.3152873769413,F,24,50,48,24,18,1,1
362,383.30115619660666,F,15,40,42,30,16,5,1
363,418.24671572637396,ClH,24,57,43,37,11,2,0
364,576.5859235106101,C5H8N4O4S2,23,45,33,32,18,3,1
365,354.44105512030967,C3H8N2O4,20,41,36,30,13,2,0
366,584.4762255295657,BrH,16,54,37,33,18,2,0
367,562.1402567824255,ClH,18,53,42,37,11,3,1
368,278.31645391571857,F,25,44,35,38,19,6,1
369,227.74452035006618,BrH,14,45,35,34,13,3,1
370,240.31120055097065,F,29,45,32,28,14,7,1
371,207.2887302606199,BrH,19,57,32,27,11,2,0
372,237.77718430237135,C3H8N2O4,27,53,42,39,19,3,1
373,473.20270936654276,ClH,12,49,31,20,10,6,1
374,228.4754593840916,BrH,22,53,45,23,16,7,1
375,327.5902521175045,C5H8N4O4S2,20,52,35,33,19,1,0
376,537.9501243877819,C2H4O2,26,42,37,21,10,3,1
377,209.30877429433033,C5H8N4O4S2,22,45,37,35,17,3,1
378,525.7873930355743,C5H8N4O4S2,15,47,35,22,12,2,0
379,312.74190990935995,C2H4O2,26,51,43,27,19,7,1
380,247.2659310486625,C5H8N4O4S2,22,52,32,25,15,1,1
381,478.6948661456603,BrH,28,50,39,35,16,4,1
382,451.5771387119536,BrH,28,51,32,35,19,4,1
383,550.9888054108212,BrH,19,40,41,26,10,5,1
384,494.02841752155433,C2H4O2,12,56,46,32,15,3,1
385,521.3923721539395,C5H8N4O4S2,23,55,34,32,16,3,1
386,312.8138290285226,C2H4O2,28,50,49,24,15,1,1
387,270.97581751188915,BrH,14,52,38,39,13,6,1
388,500.24590065634334,C5H8N4O4S2,14,57,49,37,10,4,1
389,522.7338957069056,C5H8N4O4S2,29,50,36,34,18,5,1
390,596.2020568002692,F,26,51,33,37,13,1,0
391,365.0470707645706,F,19,45,42,21,16,3,1
392,348.8072343171133,C3H8N2O4,14,48,42,29,16,4,1
393,510.56518429679875,ClH,13,55,39,32,11,7,1
394,336.32141610120715,F,15,43,47,37,10,5,1
395,572.3029302414259,C2H4O2,13,42,46,34,17,2,0
396,543.3651007372048,F,16,55,49,31,17,4,1
397,371.5976109500074,C3H8N2O4,16,51,49,34,16,5,1
398,500.34842711659894,C5H8N4O4S2,27,50,42,32,17,1,0
399,501.81714963387293,C3H8N2O4,12,44,46,37,12,2,0
400,241.24954753437305,C5H8N4O4S2,10,57,33,34,11,5,1
401,561.0211626718267,C5H8N4O4S2,13,58,30,30,16,5,1
402,402.10094897914286,ClH,15,45,30,38,17,3,1
403,530.5829864430966,F,18,57,44,22,10,6,1
404,328.01984041224466,C2H4O2,23,45,42,26,19,4,1
405,558.2092913984802,C2H4O2,21,43,46,33,18,3,1
406,355.6806714936653,BrH,29,51,37,33,13,7,1
407,204.33506059211933,C5H8N4O4S2,13,58,47,32,13,2,0
408,562.1527905677054,C2H4O2,21,41,42,31,12,6,1
409,236.51467071445342,ClH,19,56,43,28,15,5,1
410,327.72545503616595,C5H8N4O4S2,16,50,37,20,10,3,1
411,580.024786820322,ClH,12,50,37,38,15,6,1
412,580.2428587750225,C2H4O2,23,55,44,30,11,7,1
413,429.37515524931445,C2H4O2,19,41,42,38,18,4,1
414,452.73488486791973,BrH,25,41,36,37,11,7,1
415,379.3782087913279,C2H4O2,25,47,34,31,16,2,0
416,317.28430867922583,C5H8N4O4S2,19,52,46,20,10,1,0
417,331.4658181479664,C5H8N4O4S2,22,49,45,38,16,3,1
418,469.00738243081537,C5H8N4O4S2,15,47,31,39,14,2,0
419,500.949811775072,BrH,21,43,47,36,17,1,0
420,516.6316174903394,BrH,18,54,46,24,13,3,1
421,515.8472571178215,C2H4O2,22,40,36,22,19,2,0
422,236.48244121947613,C3H8N2O4,13,50,42,21,16,7,1
423,397.7681218810326,C3H8N2O4,20,46,47,22,15,2,1
424,223.0235040066577,BrH,29,56,43,27,14,6,1
425,419.8115529294942,C2H4O2,27,59,47,35,13,7,1
426,376.6122005493508,C3H8N2O4,20,57,42,25,16,3,1
427,555.0816731033199,C2H4O2,13,51,40,32,14,2,0
428,340.3660050208315,C2H4O2,27,48,45,35,14,5,1
429,246.82680657104234,C2H4O2,10,44,46,35,10,3,1
430,257.19667282113437,F,16,49,37,22,11,2,0
431,504.6042526869889,C5H8N4O4S2,15,43,48,32,14,6,1
432,447.2872253265044,C2H4O2,24,44,49,33,12,1,0
433,240.4490704491161,F,27,49,44,27,11,1,0
434,233.64272244599897,BrH,20,50,38,31,13,5,1
435,480.387652583648,C3H8N2O4,29,49,49,27,13,3,1
436,229.1052025456774,C5H8N4O4S2,24,47,39,28,13,6,1
437,528.7440237161425,C3H8N2O4,25,41,41,20,13,2,1
438,482.4968908625985,C5H8N4O4S2,16,47,49,25,12,2,0
439,232.5395122567599,C3H8N2O4,19,55,30,38,16,1,0
440,233.93508563407676,C5H8N4O4S2,21,44,49,30,18,6,1
441,594.6558314004701,C3H8N2O4,23,42,38,30,14,7,1
442,349.7083183024481,C3H8N2O4,14,51,44,32,13,5,1
443,348.25685882675634,C3H8N2O4,27,52,30,30,11,1,0
444,525.119826903001,C3H8N2O4,14,52,41,37,11,1,0
445,578.8994309535435,BrH,12,49,32,34,14,5,1
446,594.4004255291484,C2H4O2,14,43,40,20,16,3,1
447,501.35127410357666,ClH,26,48,31,26,19,2,1
448,350.5038342123663,F,28,41,45,32,19,3,1
449,233.4002866794675,ClH,28,58,38,31,18,6,1
450,510.8587663709747,ClH,21,40,44,37,16,7,1
451,423.361699894322,C5H8N4O4S2,18,46,41,38,14,4,1
452,369.6888036987905,C2H4O2,10,56,30,34,19,4,1
453,562.5417540378944,C5H8N4O4S2,27,42,42,27,19,4,1
454,244.47899292246052,C2H4O2,13,59,43,38,19,5,1
455,397.0500417163437,C2H4O2,19,59,37,29,15,1,0
456,204.54145790696762,C3H8N2O4,16,42,37,26,12,7,1
457,387.4642567976505,BrH,10,42,41,37,14,3,1
458,222.52131027273495,C3H8N2O4,26,56,30,35,17,2,0
459,247.52716650722877,BrH,11,46,40,39,10,4,1
