,Age,Income,EmploymentDuration,DebtToIncomeRatio,CreditScore,NumOpenCreditLines,NumCreditInquiries,LoanAmount,LoanTerm,PaymentHistory,NumDependents,HasMortgage,HasCarLoan,OccupationType,EducationLevel,label
40,70,149875.915001943,3,0.7942106625494054,393,17,3,194116.6718429732,14,0.040951532149479775,1,0,0,6,3,0
41,19,129872.84006143236,29,0.27576756825135695,312,18,4,18973.23602709965,247,0.5273196795998597,2,1,1,7,2,0
42,77,190875.22347039782,22,0.8770905810181889,737,14,0,428306.84576087905,353,0.8863686470955409,4,1,0,6,3,0
43,61,91396.88714936977,16,0.9440420938253978,837,8,6,182584.10220053053,239,0.8378732701193627,5,1,1,6,4,1
44,25,191735.64857713395,22,0.14879596940511564,449,7,7,317402.9288066562,153,0.8827816996264968,4,0,0,2,1,1
45,64,44300.229935817246,0,0.4626756050653935,307,19,8,358874.7268482579,20,0.9220488021271073,4,1,0,5,5,0
46,52,107075.88954783429,17,0.9809873781626851,328,0,7,217773.1115228619,201,0.10452788787569423,0,1,1,3,1,0
47,53,68584.02003059507,30,0.4834074359731466,595,3,4,156688.9565923703,176,0.12874720287571306,3,0,0,7,4,0
48,67,117171.70020347481,19,0.8635475225145451,639,13,2,481295.3905073926,150,0.5570068063131286,2,1,1,4,5,0
49,21,49162.49802048523,16,0.5887315221313199,738,1,9,482421.67138680787,287,0.8939726684244292,3,1,1,1,3,0
50,19,171475.33885580781,26,0.37532990791960186,443,15,10,148271.00217486086,302,0.9743494565240307,0,0,0,6,3,1
51,23,172353.4128766203,27,0.2857835555258702,818,2,8,242414.42288850676,64,0.04626191733999996,2,1,0,6,4,0
52,71,191942.5362902262,26,0.20322309108608727,344,7,5,486557.8585367111,186,0.35577408420066015,2,1,1,7,5,0
53,21,47840.98535898252,14,0.7617981913776972,538,5,4,7409.861789474096,121,0.21289425465999345,1,0,1,8,3,0
54,71,132199.85916289833,10,0.3865405068230279,454,15,2,209275.73294767886,214,0.7559658489312481,3,1,1,3,4,0
55,80,105362.71556606653,24,0.5112754622007512,480,15,5,54726.48709207937,147,0.640193868537032,3,0,0,6,4,0
56,35,81989.07176796198,27,0.4923254800011819,514,6,2,257033.1929534883,15,0.11988803148384541,1,1,1,10,1,0
57,61,83277.2290041594,21,0.5772790292331312,387,12,9,17211.627497541136,166,0.4835220673649715,4,1,0,2,3,0
58,51,94302.8391092154,12,0.8655771456245522,555,12,5,206414.7235383608,183,0.6854405223712914,0,1,0,9,5,0
59,79,146886.59894401155,0,0.9807393435834294,810,4,3,114246.04201874089,58,0.7790053939240377,3,1,1,2,3,0
60,31,127691.49048826784,16,0.40758420857381694,372,19,1,268987.6394170767,105,0.020052709784008527,1,1,1,3,3,0
61,65,102742.6722970036,5,0.8275189221063031,478,17,7,498016.85630484635,59,0.8904695739838898,2,0,0,10,3,0
62,32,33668.013866531976,3,0.7645277946547177,511,14,3,401265.3720377401,251,0.5692813829505244,5,1,0,2,4,0
63,79,33997.76193421228,19,0.5735289514555733,533,17,8,423592.8353540886,358,0.8119091149599047,1,1,0,9,2,0
64,57,20421.090312640088,15,0.9560471436119331,764,1,6,319456.168742745,224,0.8079380300142834,5,0,0,1,2,0
65,70,194185.88987727556,14,0.20047451552840279,522,9,1,25572.124894767985,351,0.18985266027096914,4,0,1,5,1,0
66,41,20945.687340509285,26,0.10926421030962141,563,12,3,107364.84964185134,335,0.1101721202536331,0,1,0,1,3,0
67,43,38556.87428247408,14,0.8539619669554221,506,17,4,462906.9554412922,150,0.7212872689738267,5,0,1,5,2,0
68,77,76627.38022569395,5,0.4391498166337483,665,14,2,186225.99337473186,216,0.15642691882161908,4,1,1,8,1,0
69,58,165337.44532701702,14,0.8469688542070605,575,11,8,56300.179607993814,84,0.8499374914047237,5,0,1,8,4,1
70,46,193177.78143754118,13,0.8930902051954149,679,14,4,352690.65610376996,15,0.7261894838621051,2,0,0,8,3,0
71,32,162202.4405825341,27,0.06245759361907144,608,12,1,153231.57334745605,87,0.8418253643652626,2,1,0,2,5,1
72,62,144300.84184021532,10,0.8834647629860607,567,17,10,138084.171887565,340,0.2990126796093461,2,0,1,8,4,0
73,82,113834.12013444249,6,0.4483190553694222,363,14,2,498998.8405013389,88,0.31659806041056904,2,1,1,5,1,0
74,26,35606.93813519305,8,0.5104324890042322,649,10,8,429778.7678881939,315,0.6712215563463176,1,0,1,1,4,0
75,18,192470.74274070747,25,0.6265925110932102,793,18,6,206929.22009208132,267,0.03144595505894754,2,0,1,7,5,0
76,25,156510.63451022268,15,0.9263826067300868,822,2,1,490229.29786916706,113,0.7264967463374227,2,0,0,6,4,1
77,80,135010.88936016714,4,0.01911609442976403,397,6,8,326806.0455925107,117,0.8357830708546012,1,1,1,5,1,0
78,28,156626.45219699296,24,0.4768434683178171,370,20,3,372301.1136804813,344,0.415163586604104,2,1,0,1,5,0
79,25,150338.59926916496,19,0.6877220424305607,663,13,8,20598.956325694737,50,0.7648788300884687,4,0,0,1,5,0
80,52,134701.68436210766,28,0.7227069576982285,575,13,1,65194.603377288266,325,0.17461091698226194,4,1,0,6,4,0
81,52,196503.82403239788,9,0.692532431537108,349,12,9,318377.13761563797,286,0.3222603938194847,3,1,0,10,5,0
82,50,182605.4862744845,17,0.13443512940812186,657,11,3,450016.87141149456,99,0.9743049631104774,4,1,1,7,4,1
83,22,136399.68544108942,2,0.29939558837168123,784,8,4,313753.14441335987,222,0.9863281735601263,0,0,0,10,3,0
84,58,144771.53806224646,12,0.35871552541701346,383,0,1,71342.32268790093,88,0.512605053021588,0,1,1,10,5,0
85,45,29287.245198567798,10,0.804437207679505,595,18,9,62301.222891930694,88,0.9342697914638769,0,0,0,1,4,1
86,24,140585.14361900705,16,0.278759872414553,535,10,0,422872.0184329204,39,0.5227306780568546,1,0,1,9,3,0
87,29,27949.77878781803,29,0.21070496386720317,355,18,6,73954.65766041758,256,0.2915881281611573,4,0,1,4,5,0
88,51,125887.47625458759,29,0.9574480190380962,659,17,9,262514.82044949254,77,0.26689928809877184,0,0,1,5,3,0
89,50,199883.62992185028,21,0.0088632851134689,409,11,0,23371.093381339626,277,0.9295057053681488,3,0,1,2,5,1
90,65,120045.18465869233,12,0.9978208556819782,491,0,10,44931.5348586328,216,0.1724463889738591,1,1,1,10,1,0
91,40,105177.82125464002,5,0.6768212988573956,392,18,10,337812.3924832181,69,0.5796324582018182,3,1,0,8,1,0
92,79,76313.87417100577,16,0.8284692994491171,359,19,7,346144.79816162074,212,0.5555250680627196,4,0,1,2,4,0
93,54,41694.064181563605,26,0.29461939634619316,338,16,2,174027.356271179,236,0.7396216846529949,2,1,0,3,2,0
94,61,151584.2608624907,12,0.014315277667059978,839,4,9,111726.83379530716,153,0.49924290752477474,3,1,1,9,1,0
95,52,54667.825001413476,18,0.73786951856153,348,2,5,407786.58402486745,95,0.2722856607081342,2,1,0,2,2,0
96,82,40750.76382451119,20,0.8341445970006758,719,1,6,112466.09858759573,154,0.16939649963157855,1,1,0,6,3,0
97,64,95917.27875149225,18,0.7404761319535191,312,2,9,273303.399484858,44,0.6208188035058918,3,1,0,4,3,0
98,20,163161.53083263754,9,0.1428502873008386,335,7,0,484263.3762271382,163,0.7189907568532331,3,1,1,7,2,0
99,18,154111.61866163966,2,0.7534279222569691,400,15,5,78186.95674187997,169,0.5695212786820326,5,1,0,6,4,0
100,22,29878.870636365486,13,0.768922782107641,385,5,6,470733.75240988086,152,0.7383512771211947,1,0,1,10,5,0
101,31,101925.8633065081,25,0.6585405156700549,815,12,5,95532.06126899099,262,0.14152120244996014,1,0,1,9,2,0
102,44,114038.22369281041,18,0.7661159327955862,522,15,3,285884.38797149865,314,0.8824701949431355,0,0,0,9,2,0
103,26,136018.397112648,4,0.8459214396777321,637,15,0,191618.81741957858,123,0.5823955084085031,4,1,0,10,2,0
104,32,137030.12307978107,28,0.6136041142374584,465,2,10,482639.6577434038,155,0.12684392689259716,3,1,1,4,2,0
105,59,85645.50490231505,4,0.08860471396967906,682,12,8,140403.30435595877,220,0.461925204205735,3,0,1,1,2,0
106,68,120921.89492063252,19,0.48762780966721087,675,13,3,202830.71103244805,235,0.8447917378659114,1,1,1,2,4,0
107,80,106591.13909193556,16,0.07764933467160506,770,7,6,491515.75833843317,54,0.8975621934531601,1,1,1,8,1,1
108,69,179299.70417419059,20,0.40754303103243084,330,11,6,270552.8436382942,275,0.2646495049987615,4,0,1,10,5,0
109,21,115447.72387428203,9,0.40710648912562764,674,20,1,253801.90723252046,255,0.7112658247104531,1,0,1,8,1,0
110,40,99385.7891146691,4,0.06600984414024158,310,7,0,132600.3516609757,14,0.09998524748377668,2,0,0,2,2,0
111,32,92807.38094273313,3,0.3488205339694793,601,20,7,352174.9623536685,136,0.03354587141215781,2,1,1,4,1,0
112,60,123036.99669802382,5,0.11099809879131484,395,8,7,12114.611129999932,279,0.5603989538199428,5,1,1,1,4,0
113,46,164715.85629216157,25,0.8082352100092222,489,0,6,29508.751702635298,95,0.6948275793281259,2,1,0,7,3,0
114,53,116912.26826854175,3,0.9476880259644708,752,5,7,301682.50063222233,27,0.795786731176502,2,0,0,4,1,0
115,30,139097.93151449747,29,0.0723164752579386,491,18,2,174128.91404013478,345,0.34021623845533466,4,0,0,8,5,0
116,49,152814.03804317449,6,0.9551152072917014,785,10,10,476891.60423947545,70,0.006525410428886991,3,1,1,9,4,0
117,76,113630.25977817173,6,0.5225765993367452,565,10,1,452079.3919077789,188,0.4795192371113538,2,0,0,9,3,0
118,45,96827.07019787558,17,0.2995656779538739,723,12,6,358284.5980449701,74,0.01585354537356698,5,0,0,3,4,0
119,83,177799.7680152409,2,0.07686207527616351,427,10,7,409982.0626582617,60,0.09198451067079993,1,1,1,5,2,0
120,59,95151.09512502058,0,0.5006242680704178,537,17,0,335329.2655855082,318,0.32668902253174836,2,0,1,6,3,0
121,62,103149.71310360577,23,0.7945155444907487,654,14,9,67163.14084152953,257,0.4371720495601772,5,0,1,6,5,0
122,79,198261.43640151987,24,0.7070864772666982,411,0,8,383943.9679961553,300,0.27946944122964856,4,0,1,10,3,0
123,74,20042.754243659223,3,0.05022601146397376,745,20,10,109045.02451582896,297,0.5818652665047078,1,1,0,8,5,0
124,23,53385.123723810044,5,0.07290183536790351,642,6,3,165104.2132745974,343,0.05534978921809519,5,1,1,6,2,0
125,45,89113.50018555063,8,0.4028732826326371,444,12,3,410520.934990698,26,0.1445797102395847,2,0,0,6,5,0
126,45,187866.18369654551,21,0.2952904940479433,364,11,2,270580.17615475686,349,0.6952584007554335,3,1,1,4,4,0
127,61,32605.347034544786,13,0.23238432305604784,546,17,5,430670.65352078754,266,0.14214085359791773,1,1,0,7,1,0
128,47,21707.378053129654,27,0.2810044989087136,789,18,0,110452.48332241576,103,0.6397752015704224,1,1,1,8,4,0
129,79,29483.090475901146,11,0.8034827432968846,738,14,5,305850.32711040915,290,0.054684620753365554,3,0,1,3,4,0
130,79,35937.81391045127,27,0.9292280536318539,405,7,1,46476.5314113895,217,0.4073822791191404,1,1,1,7,3,0
131,18,26767.419177126954,24,0.4051026945275664,480,18,8,323315.19180231466,105,0.17740947012118236,2,0,0,3,2,0
132,44,106360.63883417085,30,0.9061110021324971,483,9,1,382454.3486988897,236,0.10963628253518642,1,0,0,8,1,0
133,79,124536.29730091899,19,0.32149570124788196,525,6,6,294540.79251946724,312,0.5670327835012275,2,1,0,1,5,0
134,20,68903.65479242074,23,0.4764369863437916,388,17,0,136784.59324191106,329,0.9283357720056218,3,0,1,1,3,1
135,44,91691.7291156144,24,0.22602899781599972,829,15,6,20514.621085139028,210,0.054787047923548826,0,1,0,6,2,0
136,26,36505.880320057426,3,0.640476042175844,670,19,4,64127.19756232145,282,0.4215542482180342,3,1,1,10,1,0
137,79,80546.68348911597,20,0.9789811151748089,698,5,7,313039.974641643,245,0.7075354377454437,2,0,1,9,4,0
138,54,114053.45449421415,29,0.6034930960433786,405,8,3,467538.0073370443,57,0.462687831687827,4,0,1,4,2,0
139,68,151808.92529323613,23,0.35781408411354887,570,20,9,107234.52996614316,75,0.8064959461052452,3,1,0,6,2,1
140,61,20602.34516773626,11,0.6478174459905284,802,12,6,368837.94380702387,241,0.17964531586413168,4,1,1,5,2,0
141,41,104115.93797677747,9,0.12292067846538757,824,20,5,433893.2763082756,260,0.9595942050277405,4,1,0,1,4,1
142,76,73460.5177618788,29,0.8886590802653986,331,7,4,262836.67833151796,257,0.3851626277725405,2,1,1,6,5,0
143,49,173507.92790454224,21,0.5030839507798364,692,15,3,336286.5689426106,86,0.3415696329442751,2,0,1,9,3,0
144,69,148799.59674216353,27,0.44934974203964206,339,12,6,408432.5817546933,168,0.8746057945031659,0,0,1,3,5,0
145,79,126039.53620476107,6,0.5858647884535192,517,12,4,134034.20308159382,234,0.5638670318917666,5,0,0,3,1,0
146,75,69907.81622541924,2,0.6247838627894025,381,16,4,151963.35876268128,201,0.5164443419028215,1,1,0,2,3,0
147,69,183861.03837035617,22,0.07177580622651303,500,19,0,5310.620731085804,63,0.7269779195284309,3,0,1,4,1,0
148,29,28118.121899658174,27,0.6826172212234024,746,4,1,481731.59479441226,99,0.5798342382810904,2,0,0,10,4,0
149,56,39704.16776224073,13,0.24193168031552958,727,20,4,459184.7228251907,324,0.16251564475711533,3,0,0,3,5,0
150,19,90493.42529726408,23,0.7139526325065898,337,16,2,383461.290560918,350,0.6741976228649297,5,0,1,2,2,0
151,20,42398.76031343415,9,0.8225347943841967,510,8,1,44142.63038344082,77,0.13346887928212847,5,1,1,1,3,0
152,73,192154.8255606965,15,0.8039585075525203,743,1,3,226513.9304012565,161,0.805857705334062,4,0,0,3,2,0
153,76,163638.077985809,15,0.5525009674078891,626,17,3,55436.41821591864,31,0.989736597712271,1,0,1,10,1,1
154,19,66616.87728832646,21,0.5201698923107512,526,8,3,12880.532295085308,44,0.3773876249747763,0,0,1,6,2,0
155,19,125939.76121518417,30,0.14287596133941172,347,5,3,310010.56778023567,339,0.44475589820201256,3,0,0,9,2,0
156,71,196819.4927144147,9,0.7753461504031356,317,10,2,480610.56145469326,292,0.04643365548281231,1,1,0,5,4,0
157,18,179155.81606367053,24,0.27140938044671437,738,5,6,451919.6715989143,57,0.013733188082578285,0,1,1,3,4,0
158,36,128143.72035959565,12,0.49669542281794654,486,5,8,349893.63339302514,84,0.9214193348763277,3,0,0,5,5,0
159,19,182670.31409154867,5,0.2842740929275167,644,12,4,52837.08916161135,324,0.12862406043919206,1,1,0,5,1,0
160,70,198053.2837664046,11,0.13382836299969314,523,10,3,140711.19864778855,354,0.44577874755947033,2,1,1,5,4,0
161,61,153803.50812085235,8,0.6295576968917366,787,13,10,163428.07980821902,144,0.8153546238555615,3,1,1,7,4,1
162,49,31697.553706920924,12,0.05433203482290383,528,1,1,382759.2785840528,66,0.8893187599283195,1,1,1,5,5,0
163,49,92284.44255658775,3,0.7486452341262,689,7,1,402113.34372138145,72,0.5193976852834676,5,0,1,7,3,0
164,85,170808.63235098417,23,0.31758679526111666,487,2,4,195627.5308800106,356,0.5650325249759498,0,1,0,9,5,0
165,72,61502.45524490342,10,0.00013469300448532007,569,20,6,211852.57832571678,19,0.6696839724632725,1,1,0,5,2,0
166,73,169515.65319511242,19,0.5111291392372298,609,2,9,27031.97444170481,283,0.9613824701437153,2,0,1,2,2,1
167,34,41660.97716629927,17,0.046851908527603126,431,0,9,148122.67561728667,257,0.6026699609445051,3,0,1,5,4,0
168,55,28450.16428660634,25,0.27616955782089947,850,18,8,228386.16270293176,187,0.5594752594563462,3,0,1,8,4,0
169,41,89136.31006842492,10,0.7069764874557162,371,17,6,62906.6079607025,127,0.014534135265990678,3,0,1,4,5,0
170,28,26611.748736790454,24,0.06268962162186587,486,16,4,229367.39307373555,328,0.08094970202235607,2,1,0,2,5,0
171,33,192308.6473369986,20,0.8393384923560023,785,19,9,427322.02706761117,282,0.5771716266239962,0,0,0,10,1,0
172,76,168717.02524291386,3,0.003819922658583108,490,12,9,292753.90476390143,204,0.9362403878072032,3,1,1,3,2,1
173,20,164138.5436833775,17,0.24682386920190225,721,2,9,44070.2782440141,161,0.866691348399395,0,1,1,9,5,1
174,37,133360.02613930756,0,0.7409040561520714,419,0,5,99877.30282098579,142,0.9825789229922046,1,0,0,9,3,1
175,76,58938.32414657963,26,0.3162701497293068,519,3,10,239899.45332848534,113,0.527834037561274,5,0,0,8,1,0
176,53,113286.86600175059,6,0.10189238806601353,352,12,2,183936.13916179698,321,0.7879309384377668,5,1,0,8,5,0
177,36,127509.33303746139,5,0.3602339188004279,750,16,4,182569.8746753189,281,0.8404003314893405,0,1,0,8,4,1
178,84,114505.67015484827,30,0.27039328638452553,711,10,7,266987.38683107716,303,0.6480316573308618,0,0,1,8,5,0
179,36,66842.00623127492,14,0.8427119021605549,536,1,0,294275.9811867814,221,0.33874990421450724,5,0,0,8,4,0
180,37,112744.62637665066,17,0.31334791758514313,705,15,0,399446.4772867146,349,0.46997843465779443,3,0,0,1,4,0
181,69,108413.54135635278,23,0.7889324717760072,721,1,6,173778.4489139299,78,0.8579170722435677,4,1,0,6,2,1
182,50,199340.43964521037,10,0.8918721448107347,546,18,4,403705.81010509044,21,0.29854792598216395,4,1,1,9,2,0
183,57,181538.5066483167,19,0.43381741957652953,371,18,4,172612.5584107531,60,0.9237431312666485,2,0,1,8,5,1
184,56,103408.53467881159,23,0.909943143854392,484,15,0,32439.329525910747,122,0.2298063414226651,5,1,0,3,5,0
185,18,132128.72892832136,14,0.37731805396319285,305,18,8,279322.8872473716,332,0.7495164151567807,5,0,0,1,3,0
186,28,154616.88873660113,15,0.9640784164901082,505,8,0,296011.6508229332,230,0.6305592343457384,2,1,1,2,1,0
187,74,26275.728842088483,6,0.08928952452557293,843,0,4,467597.42158282077,68,0.7495994411207623,4,1,1,2,1,0
188,67,181085.85942101118,20,0.6870192665032427,686,9,9,364400.35640092485,294,0.4373475724325948,1,0,0,7,5,0
189,40,174822.82695522628,9,0.49381404045692867,375,18,8,459297.46298474754,124,0.9326410625539846,3,0,1,6,2,0
190,48,102337.77759926731,25,0.38764880545564706,476,0,3,454631.8690702897,144,0.6324722024114774,3,0,0,2,3,0
191,59,90410.55789446837,11,0.6327118787486009,648,1,7,304264.18457782984,82,0.2882958045542563,1,1,1,8,1,0
192,24,69132.68747413669,23,0.7038570916343312,554,15,5,266242.22234154155,94,0.6384550706521437,1,1,0,9,5,0
193,33,105801.82909946631,13,0.004363269650309087,607,11,10,280933.278745982,68,0.2868157472070312,4,0,0,7,2,0
194,77,27987.79943598262,24,0.16695308874719872,644,7,2,489273.74980023765,360,0.2936323917598742,2,1,1,4,2,0
195,19,173394.8360024614,4,0.7130460506343187,426,17,3,387718.00741474464,282,0.3995985116208679,1,0,0,1,2,0
196,18,26376.026315338113,25,0.6663854135782065,586,1,1,57601.62287223594,122,0.852430417569119,2,1,1,4,4,1
197,65,79229.24576657679,20,0.9660475051286772,786,12,0,390322.0613567929,87,0.500297874393992,0,0,1,4,2,0
198,29,187686.10789741817,17,0.761037790250783,682,5,7,89416.33420462182,169,0.6789008422302074,3,1,1,8,5,0
199,54,152338.27781422148,4,0.950772707731338,705,20,0,226438.5217577847,31,0.391967740274463,4,1,0,4,3,0
200,49,70650.37290395482,2,0.702540501534807,687,5,10,109177.53772738446,142,0.26360543980688145,3,1,0,4,5,0
201,26,65476.83691295931,22,0.29805220863944315,824,8,0,346343.6174389488,340,0.9546401607162314,4,1,0,2,2,0
202,36,20914.785167244674,25,0.10536492225085647,575,15,3,439268.31941555266,133,0.6035812471230626,0,0,1,10,3,0
203,65,145228.57271295504,4,0.7818238633449356,799,10,9,148729.13325650708,52,0.9339513385827183,3,1,0,7,1,1
204,20,28781.04470117116,23,0.6441492214759159,636,6,9,45595.31689805288,178,0.20341300219831504,0,0,0,4,1,0
205,37,115868.45349213718,16,0.04818601239329623,780,9,5,152754.08354710683,141,0.14689416391293275,4,0,0,6,5,0
206,41,193181.95506656897,18,0.36005046590097833,572,9,8,337819.11967643624,34,0.8558229071239036,1,0,0,3,3,0
207,71,39704.3948098017,18,0.9567998154842862,357,19,0,167736.26313945273,290,0.6809172126172515,3,0,1,7,5,0
208,50,181006.38757425215,24,0.5004011457102012,627,17,6,142665.5229391327,262,0.18657849925364134,0,1,0,6,3,0
209,41,198465.56032610868,20,0.43272913601970464,408,19,9,96295.41933921115,20,0.26935970066353776,5,0,1,3,3,0
210,53,31073.064723062307,11,0.457699605159294,578,8,10,251270.6313028446,24,0.8006639415253112,3,1,1,4,5,0
211,55,178923.12844474302,24,0.20888272400516372,627,14,4,141594.66993780786,318,0.4538686199959361,3,1,1,10,3,0
212,42,112894.223679851,28,0.3687071708647952,614,3,7,366850.12282404414,331,0.6705405065060909,3,1,1,5,2,0
213,35,183172.4695000244,8,0.3698132559871766,773,7,6,42928.08898614034,63,0.3183520221360109,2,1,0,9,3,0
214,83,122837.40954552333,0,0.0523550201874724,410,8,3,333696.3513901022,220,0.3812299527748767,0,0,0,6,3,0
215,71,139180.16181918164,17,0.7675676285179183,528,12,3,122592.20721104609,49,0.990712558623105,0,1,0,4,5,1
216,52,117880.20343953186,20,0.416504431903879,796,8,5,247193.23422054356,111,0.24761708717471853,3,0,1,7,1,0
217,78,175608.71845532273,3,0.8221798868164233,455,3,5,146614.511405474,204,0.506456377036514,1,1,0,2,4,0
218,58,152103.78541166632,30,0.8503480011198954,772,16,8,362770.4946253438,202,0.8444023431905322,3,1,1,4,3,0
219,50,113826.85619247469,9,0.21199405469865806,571,15,4,472926.9849245602,62,0.23922321366585797,2,0,0,5,4,0
220,85,176268.94472927845,24,0.6573534821701286,301,14,7,458953.00583755755,152,0.4152137566843307,4,1,0,4,3,0
221,50,64151.39580596022,6,0.4722818041629817,810,2,4,293795.9764963251,179,0.6150912873699883,2,1,0,4,5,0
222,31,48321.31874645468,21,0.8801567379214851,585,19,1,233992.1001122043,322,0.4811881514751025,1,1,1,9,5,0
223,38,48872.01895941298,22,0.21574067917645412,312,4,5,410058.752172494,120,0.45950226657031745,3,1,0,2,3,0
224,65,80121.59817414283,0,0.6778132003100442,797,4,8,343246.54950072634,218,0.3625097313221236,0,1,1,6,5,0
225,37,62964.205634183156,16,0.6077521222527226,537,19,2,95864.23653738176,311,0.5866463277749251,5,0,1,8,5,0
226,25,187416.26309175295,23,0.2953014775718328,393,14,0,411355.01073843514,121,0.6243726979236103,3,1,1,8,3,0
227,24,39050.13688914512,28,0.1366009036511726,637,17,0,217297.77275038155,207,0.6532895409013626,1,1,0,7,1,0
228,84,145818.33284712577,28,0.6516397604772766,470,14,2,98547.90168573167,163,0.07036810790602932,0,0,0,10,3,0
229,34,54059.87716130106,1,0.7385974581323307,766,1,9,144489.68844626375,254,0.6310341757120489,2,1,1,4,1,0
