,Thickness,Density,Hardness,Young's Modulus,Tensile Strength,Impact Strength,Surface Roughness,Heat Treatment,Manufacturing Process,label
51,5.767094879676708,7813,274,199.81524205288628,335,24,0.7293903043995242,Hardened,Continuous Casting,1
52,5.501465847359443,7824,211,194.31262789949173,332,17,1.1458543291062768,Annealed,Sand Casting,1
53,5.0571290202969985,7810,220,195.12074442296483,323,21,0.4247662935976346,Tempered,Continuous Casting,1
54,5.949556914801441,7826,266,187.6028806301167,335,18,0.7778719209243317,Tempered,Sand Casting,0
55,5.717342767515403,7828,249,190.72943059570213,300,17,1.3920574140213138,Hardened,Sand Casting,0
56,5.617975785423039,7815,279,198.8753477709106,313,23,0.2675830475686034,Tempered,Continuous Casting,0
57,5.255152215177113,7811,235,190.91876624414564,337,16,1.146263120523004,Tempered,Continuous Casting,1
58,5.928284724567084,7810,266,193.2127253453678,326,24,0.7951861168059207,Tempered,Sand Casting,1
59,5.609562673252605,7817,251,193.6939288275641,320,21,1.00777020976721,Tempered,Continuous Casting,1
60,5.751885481957884,7822,278,186.12278413575174,303,18,0.7140338660629679,Annealed,Continuous Casting,0
61,5.668691883366209,7840,213,186.08844471667766,316,17,0.6534172007454189,Tempered,Continuous Casting,0
62,5.48089806393263,7833,260,195.8638255180569,309,16,1.2052721337462369,Annealed,Continuous Casting,0
63,5.384578178030633,7803,263,183.35271140916427,302,19,1.4536812302532807,Annealed,Sand Casting,1
64,5.41491230357776,7823,218,197.73642770337176,321,21,0.8466621606086757,Annealed,Sand Casting,1
65,5.887141510908048,7810,249,197.22610208616206,305,15,0.6178918019817745,Hardened,Sand Casting,0
66,5.300895255654012,7839,238,180.3490859828358,335,20,1.0471300101173786,Hardened,Continuous Casting,0
67,5.1798308713000365,7846,240,181.121534535214,301,24,1.3683976321833204,Hardened,Continuous Casting,0
68,5.861208939872809,7807,224,189.8665617313975,333,15,0.5755228542731756,Tempered,Continuous Casting,0
69,5.966241104925956,7841,264,190.12632283604975,336,15,0.9908257925899306,Hardened,Continuous Casting,1
70,5.942213841322803,7835,242,190.29094886682591,333,17,1.4165079514393935,Annealed,Sand Casting,1
71,5.286032823566396,7802,259,189.8692295570753,332,17,1.2090296768974542,Annealed,Sand Casting,1
72,5.738314195721505,7819,207,190.6598647850809,332,19,0.2907958666480696,Hardened,Continuous Casting,1
73,5.228110277495087,7822,217,192.37249560716907,330,16,0.7543160039448669,Tempered,Continuous Casting,1
74,5.503396168959113,7811,278,185.48454570205956,337,20,1.4886307550209075,Hardened,Sand Casting,0
75,5.392786666674097,7830,211,190.30082609046096,301,21,0.5664810107804403,Annealed,Continuous Casting,0
76,5.714894309814247,7802,247,182.5880611025475,327,24,0.772363134138182,Annealed,Sand Casting,0
77,5.739706026663434,7848,211,186.4258527612166,325,20,1.061186126601829,Annealed,Continuous Casting,0
78,5.181914173013716,7814,212,180.5586823029751,312,16,1.028901158991258,Annealed,Sand Casting,0
79,5.312251758659852,7835,214,189.7192642425845,324,19,1.273478130970576,Annealed,Continuous Casting,0
80,5.149063313675004,7830,237,197.1012406104644,304,24,0.588019274169174,Tempered,Continuous Casting,0
81,5.571355263236901,7812,230,193.63795005950107,319,19,0.2565430529120903,Annealed,Continuous Casting,1
82,5.849197454202806,7815,257,185.81729423333846,331,15,0.39314182535581366,Annealed,Continuous Casting,1
83,5.5401297564081045,7831,224,194.73839683824534,333,19,0.3733127515689713,Annealed,Continuous Casting,1
84,5.159685252866809,7832,260,181.60706453086368,320,22,0.20912453970056985,Hardened,Sand Casting,0
85,5.271488396790621,7814,226,182.1729869500141,304,21,0.3002766449409785,Hardened,Sand Casting,1
86,5.22751558616351,7834,240,194.3138637425444,310,15,0.37495061085808257,Annealed,Continuous Casting,1
87,5.6058063150847435,7822,232,193.69129048663967,322,18,0.5850536926151091,Annealed,Continuous Casting,1
88,5.2952249996932235,7815,206,197.33192145060008,328,17,1.0928416015008007,Tempered,Sand Casting,1
89,5.898477525922583,7809,268,184.87204298170414,319,17,0.9191748557777926,Hardened,Sand Casting,0
90,5.302226987964706,7832,251,180.51575644411284,323,15,1.3653601387113143,Annealed,Continuous Casting,0
91,5.996522447409487,7834,262,188.00756389063187,329,17,0.8344458029727384,Annealed,Continuous Casting,0
92,5.724211002114042,7808,273,184.27283144758297,301,15,1.3718591546640986,Annealed,Continuous Casting,0
93,5.1357506492545655,7830,225,186.13464936213455,336,15,1.283687465130119,Annealed,Continuous Casting,0
94,5.502162573872162,7846,230,193.00967595066544,301,18,0.2697752608091709,Hardened,Continuous Casting,0
95,5.185687487431075,7833,248,196.36996429414327,339,16,1.1374140859045068,Annealed,Continuous Casting,1
96,5.978899118974089,7848,245,198.87801492349425,312,24,0.2604092658324397,Hardened,Continuous Casting,0
97,5.071753015061999,7832,268,186.9868088121582,321,20,1.4155087637357144,Annealed,Continuous Casting,0
98,5.394758216873782,7832,212,182.67848168573283,329,24,1.1232655008647854,Hardened,Sand Casting,0
99,5.563186191651619,7813,233,199.83100811687464,329,18,1.3578354392853818,Tempered,Sand Casting,1
100,5.17856969317493,7831,272,181.6999328433192,330,17,0.3727299040087976,Hardened,Continuous Casting,0
101,5.592358397160761,7826,214,195.5653900998662,324,18,0.7148008250988636,Annealed,Continuous Casting,1
102,5.892168464170585,7829,220,190.14013707733528,329,17,1.411701397026896,Tempered,Continuous Casting,1
103,5.015028615424421,7840,212,188.51559736206772,326,22,0.7287929597731497,Hardened,Sand Casting,0
104,5.493975052737158,7830,267,192.98728490064786,310,19,0.9787643162072917,Hardened,Sand Casting,0
105,5.670639706102216,7821,259,192.29829317887157,310,18,1.311184086464701,Tempered,Sand Casting,0
106,5.9824875407793305,7804,202,192.1529349639098,313,24,1.0703278581001048,Hardened,Continuous Casting,0
107,5.544216724623094,7848,260,189.0909568285831,329,16,0.9920264076176761,Tempered,Sand Casting,0
108,5.739894014702769,7814,228,195.43925822877216,339,20,0.8048773280364381,Hardened,Sand Casting,1
109,5.458903941487855,7808,231,183.1587976189568,312,15,1.4077119541609662,Tempered,Sand Casting,1
110,5.107859502924561,7803,264,198.8294731180814,329,21,1.3368404433544583,Tempered,Continuous Casting,1
111,5.82468036618128,7811,211,182.75022123719714,318,17,1.3697385307053835,Hardened,Continuous Casting,0
112,5.416019732998817,7811,229,191.3465376911033,337,16,0.7685777560838172,Hardened,Continuous Casting,1
113,5.408596769846307,7819,276,199.3949326883088,325,23,1.2519053226976367,Hardened,Continuous Casting,1
114,5.212203283347343,7823,259,184.4242013022489,335,21,0.48503318345198837,Hardened,Sand Casting,0
115,5.988829506120212,7813,222,198.711498796148,302,24,0.307090846155475,Tempered,Continuous Casting,0
116,5.333428610234287,7835,227,181.93659426028725,315,19,0.5815049368959828,Annealed,Sand Casting,0
117,5.896657185996828,7818,262,194.3934984614461,320,21,0.9874893528364674,Tempered,Sand Casting,1
118,5.028479287742313,7830,220,195.70892771312955,337,24,0.2800763016520849,Annealed,Sand Casting,1
119,5.9932394136772995,7837,277,198.48837393056277,312,20,0.9559514980041894,Hardened,Sand Casting,0
120,5.289921228946285,7806,249,198.4739803467311,335,20,0.6024791452614449,Tempered,Sand Casting,1
121,5.794016710322009,7845,276,184.05769149666037,319,17,0.3297940927460422,Annealed,Continuous Casting,1
122,5.248936914301833,7809,221,199.85793074460472,312,24,0.5455360982404978,Annealed,Sand Casting,1
123,5.181423172790225,7806,224,198.26628338332625,311,18,1.3270626016523555,Tempered,Continuous Casting,1
124,5.399925220077401,7818,252,196.5008045191078,320,16,1.3069648928878743,Annealed,Sand Casting,1
125,5.63396381605456,7841,240,187.8213449226396,303,16,0.8555523040741557,Tempered,Continuous Casting,0
126,5.615331152361836,7800,228,191.16577487435146,319,21,0.7534792921411613,Annealed,Continuous Casting,0
127,5.395385616667255,7847,209,193.7223431849071,318,16,0.9801021175683087,Annealed,Continuous Casting,0
128,5.547647977806637,7840,259,185.85779275371894,318,22,0.6915572106377165,Tempered,Sand Casting,0
129,5.888880689409516,7811,246,192.959307706384,300,18,1.1938329495789943,Annealed,Continuous Casting,0
130,5.757591999456809,7818,229,187.07926486835524,318,15,0.4408014676196902,Annealed,Continuous Casting,1
131,5.375227080523321,7842,250,187.71182584832854,302,17,0.51809501653911,Hardened,Continuous Casting,0
132,5.635480566991954,7817,221,182.95437767660843,317,20,0.8102816516082716,Annealed,Sand Casting,0
133,5.9790201396241285,7809,265,187.52709159230102,320,18,0.5282135075061685,Hardened,Continuous Casting,0
134,5.595961364285668,7817,235,192.56163418839935,321,16,0.43729976828970973,Tempered,Continuous Casting,1
135,5.407946991997243,7802,208,191.26810272712487,307,17,1.1617981892386695,Tempered,Continuous Casting,0
136,5.749937617932574,7813,266,186.0557436602953,315,16,1.1922100567076805,Tempered,Continuous Casting,0
137,5.248006955637076,7843,200,197.48502430294263,302,24,0.5718178804421417,Hardened,Sand Casting,0
138,5.884069918873128,7806,276,187.7253412079958,307,21,0.533961711326307,Hardened,Sand Casting,0
139,5.127422814545766,7847,205,188.60972370717056,308,20,1.4090565709188956,Annealed,Sand Casting,0
140,5.576033434523909,7820,210,195.65216157768077,307,24,0.6127258642414468,Hardened,Sand Casting,0
141,5.7000648958869204,7802,255,193.70553303827077,329,20,0.39246243773626743,Tempered,Continuous Casting,1
142,5.442584141984877,7811,237,192.12227059917296,327,24,1.0560292487620837,Annealed,Sand Casting,1
143,5.4036152860911,7802,213,195.9612542297429,327,23,0.8058940065698796,Hardened,Sand Casting,1
144,5.960587003844023,7834,227,192.5446119705755,313,18,1.1696433003593967,Hardened,Sand Casting,0
145,5.356546834074008,7840,204,195.92399452908893,300,22,1.0781573258247263,Tempered,Sand Casting,0
146,5.582577005386816,7849,252,197.2363675350926,301,19,0.8617235910162819,Annealed,Continuous Casting,0
147,5.262119722097802,7821,260,190.0564429229942,305,20,0.7806132352980337,Tempered,Sand Casting,0
148,5.55459030243146,7826,202,180.0169156513749,327,24,1.4532169454555723,Annealed,Sand Casting,0
149,5.361549706924303,7841,246,183.2529954462464,318,16,1.4321791495149032,Hardened,Continuous Casting,0
150,5.042699827186894,7808,276,191.14641358314867,314,15,0.8371590329395251,Annealed,Continuous Casting,1
151,5.745019370889086,7805,266,184.09157953521165,327,19,1.3776254382389495,Hardened,Sand Casting,0
152,5.512299238152744,7829,207,188.25165876966457,318,19,0.6117048477064537,Hardened,Sand Casting,0
153,5.1838738217741405,7831,220,180.47537778318176,315,15,0.6163819613043764,Tempered,Continuous Casting,0
154,5.316221565984083,7806,212,184.63295145641106,318,22,0.9286386249840102,Tempered,Continuous Casting,0
155,5.913979051345639,7824,228,183.59661793740634,301,24,0.7859454890466477,Annealed,Sand Casting,0
156,5.215365849034105,7804,212,197.80548850507193,306,15,0.6500697537135733,Tempered,Continuous Casting,0
157,5.805810592509888,7830,269,191.66622609197043,316,23,0.20918023415052,Hardened,Continuous Casting,0
158,5.07693423794925,7831,273,182.25393991932472,309,22,0.3672516630293892,Tempered,Continuous Casting,0
159,5.732398914971986,7849,224,190.32473616247918,304,22,0.20841782618241708,Tempered,Sand Casting,0
160,5.815422220124603,7809,257,181.17625713133765,330,20,1.4344096516847629,Hardened,Sand Casting,0
161,5.445885650003878,7812,223,181.31095027708224,327,18,0.9955697520514488,Hardened,Continuous Casting,1
162,5.80945954183544,7819,279,192.13062179411114,329,24,0.48081059548357297,Hardened,Sand Casting,1
163,5.7028104884135224,7819,249,194.77295349698784,310,15,1.3071971751033398,Hardened,Sand Casting,0
164,5.6967315683456325,7841,209,182.4841949985589,312,18,0.26796382244417444,Annealed,Sand Casting,0
165,5.142195613813021,7825,200,194.91931881224107,303,20,1.1326251792991906,Hardened,Continuous Casting,0
166,5.230854799852524,7800,242,186.49912550284444,316,21,1.1587236883463943,Tempered,Continuous Casting,1
167,5.120600647454781,7818,218,197.5871851734342,316,22,0.4627234764346368,Tempered,Sand Casting,0
168,5.444961673603044,7843,241,183.18351312246767,328,19,1.47782991908036,Annealed,Sand Casting,0
169,5.39269437609562,7802,252,192.40127672401036,334,24,0.4744698400956751,Tempered,Continuous Casting,1
170,5.936187443810718,7837,251,193.21605311088624,328,23,1.3653404456275016,Annealed,Continuous Casting,1
171,5.069452772547024,7801,227,189.49381146888507,309,24,1.4327442788271285,Tempered,Continuous Casting,1
172,5.894383336838665,7815,268,183.2118028084569,335,20,0.2615944725244399,Hardened,Sand Casting,0
173,5.356271987646817,7807,225,187.58915249203,330,21,0.8884723214465342,Hardened,Continuous Casting,1
174,5.618273316233917,7818,201,182.81071153042438,326,22,0.6338122860127492,Hardened,Sand Casting,0
175,5.222375519643285,7827,278,195.21227927729808,337,17,0.42885482308413503,Tempered,Continuous Casting,1
176,5.212528848325961,7808,226,197.3522500058419,307,23,1.048738582087077,Hardened,Continuous Casting,1
177,5.168289670059871,7809,213,181.43584045144098,326,21,1.1993421191648157,Annealed,Continuous Casting,0
178,5.952473921355982,7814,239,180.54953728134345,334,24,0.7395724833858552,Hardened,Continuous Casting,0
179,5.069144133174728,7845,258,192.83962505737972,336,23,0.866141177930488,Hardened,Sand Casting,1
180,5.666811339209219,7815,242,186.70851631810822,301,17,1.4637230567159096,Annealed,Sand Casting,0
181,5.308776661733593,7838,243,199.32310994112095,334,19,0.9399288311446179,Tempered,Continuous Casting,1
182,5.332452856281748,7810,221,192.5781675431132,319,19,0.5042346077231501,Hardened,Continuous Casting,1
183,5.9324092290673756,7834,258,193.89617925814517,300,15,0.8379236910462042,Tempered,Continuous Casting,0
184,5.515334810352695,7825,205,182.8300201852161,326,20,0.32887255084894823,Tempered,Continuous Casting,0
185,5.952649432363097,7825,273,185.1746387149598,329,21,0.47288708051435596,Tempered,Sand Casting,0
186,5.893290542669458,7841,227,185.47520323274395,322,20,0.5092369527772649,Tempered,Sand Casting,0
187,5.071160049410905,7818,219,184.6460541457559,317,16,0.5855538522428831,Annealed,Continuous Casting,0
188,5.583214029902009,7826,232,186.1461568143539,303,18,0.9068671865875075,Annealed,Continuous Casting,0
189,5.776729237850415,7825,266,180.4871224727334,317,18,0.6051583175264319,Annealed,Sand Casting,0
190,5.251094631609571,7826,244,182.03773895582395,304,20,1.4194788459257472,Annealed,Continuous Casting,0
191,5.309225075963996,7842,221,184.59765071553753,322,23,1.4460224734722982,Hardened,Continuous Casting,0
192,5.459576521610063,7833,210,180.0187852043815,327,18,1.1983171913564818,Hardened,Sand Casting,0
193,5.791078761090372,7803,242,196.01729068534627,302,17,0.23964353253544549,Annealed,Sand Casting,0
194,5.604237855820941,7846,258,193.24171222519726,305,21,0.5853012556487671,Tempered,Sand Casting,0
195,5.524857093856522,7806,217,197.47706804277686,322,16,1.3664580136817674,Tempered,Continuous Casting,1
196,5.8109207290541125,7831,258,182.110240942396,339,22,0.5177169450299851,Hardened,Continuous Casting,0
197,5.598185593423619,7842,253,182.47466751376345,306,15,1.1955546152638001,Annealed,Continuous Casting,0
198,5.793378844838529,7809,267,198.16200556489557,317,23,0.7493701075327897,Tempered,Continuous Casting,0
199,5.205982431585369,7817,249,194.72535366742883,316,23,1.320954919032803,Tempered,Sand Casting,1
200,5.991531300741359,7814,265,191.6186171827924,300,24,0.6012195337052113,Annealed,Continuous Casting,0
201,5.223859587221229,7848,216,188.09361079839704,317,18,0.5886872857460965,Annealed,Sand Casting,0
202,5.683146576060678,7836,234,195.64923977341772,310,21,0.8898467173040989,Annealed,Continuous Casting,0
203,5.997222548035696,7804,218,191.89318791079072,338,15,0.6195638143753504,Annealed,Continuous Casting,1
204,5.416848553757022,7840,234,189.37363174391658,336,16,0.37298473985959857,Hardened,Sand Casting,0
205,5.548529360264828,7844,218,193.23459448091205,310,23,1.0430119378313703,Tempered,Continuous Casting,0
206,5.810176034363019,7815,221,191.5493299407874,305,15,0.9525914238570201,Annealed,Sand Casting,0
207,5.279491232633308,7821,243,189.43972422695566,318,23,0.8181458424415329,Hardened,Continuous Casting,0
208,5.847516876750929,7830,229,199.50780384195264,306,24,0.6172095688479086,Annealed,Sand Casting,0
209,5.087989864527277,7841,244,189.9771816116712,324,20,1.0055789829111526,Tempered,Continuous Casting,0
210,5.8063976031063715,7815,230,191.79986965608893,309,17,1.0995056974516695,Hardened,Continuous Casting,0
211,5.528867897191634,7812,244,199.6529776303161,316,17,1.4361969611620853,Tempered,Continuous Casting,0
212,5.3634323169766285,7809,217,193.15938525814238,339,18,0.6024938880444286,Tempered,Sand Casting,1
213,5.830768807216145,7838,254,185.00687099732596,320,24,0.6460939796031793,Tempered,Sand Casting,0
214,5.761934969217273,7846,279,186.41469428876795,334,24,0.8475000860027173,Hardened,Sand Casting,0
215,5.263544515499204,7805,218,195.55440822551896,330,20,0.4112928613696355,Tempered,Continuous Casting,1
216,5.823522940739927,7811,250,196.8174648972221,318,15,1.165564789675271,Tempered,Continuous Casting,0
217,5.5764279400075845,7823,272,197.58528638112787,321,24,1.391242788385827,Tempered,Sand Casting,1
218,5.943163503155291,7839,250,193.9267980297835,338,15,1.040754902854276,Hardened,Sand Casting,1
219,5.146946698194072,7823,228,195.84155298558696,302,24,1.247504734807077,Hardened,Continuous Casting,0
220,5.151715498135535,7810,208,194.0669955826613,333,16,1.305995530833562,Tempered,Continuous Casting,1
221,5.831514818691276,7811,237,195.95971303712696,309,22,0.3100712471224832,Tempered,Sand Casting,0
222,5.161560758320501,7816,260,186.121568249469,315,16,0.3992848914464334,Annealed,Sand Casting,1
223,5.761616908228567,7806,200,194.74713309750464,302,18,1.0130363625735894,Annealed,Sand Casting,0
224,5.332438807835797,7803,217,193.33259098728666,322,17,0.4057021091682673,Tempered,Sand Casting,1
225,5.103623508990726,7822,214,191.05828552647142,315,19,1.2948332049600113,Tempered,Continuous Casting,0
226,5.3531577409641375,7837,231,181.79790828774995,327,22,0.36891145728590835,Tempered,Sand Casting,0
227,5.070732039003742,7824,265,191.07500970977358,327,15,0.9980496178332898,Tempered,Continuous Casting,1
228,5.764840468405028,7828,249,193.5029913463377,330,20,0.9418507583826015,Tempered,Continuous Casting,1
229,5.20644222327101,7827,201,189.41069002633512,314,22,0.475252904949854,Annealed,Sand Casting,0
230,5.3371181995325045,7827,251,195.26438406656155,327,17,0.3153991680452074,Tempered,Sand Casting,1
231,5.9119708683184955,7842,258,182.0383765179384,300,17,1.2014334927638382,Annealed,Sand Casting,0
232,5.121460235134836,7825,265,195.5959146318549,311,24,0.2008405367741721,Hardened,Continuous Casting,0
233,5.445363130366072,7801,267,193.3917598212814,336,22,1.290847747410841,Hardened,Continuous Casting,1
234,5.422062808865529,7815,254,191.80924611882662,336,20,1.2351300141203965,Hardened,Sand Casting,1
235,5.087028249724565,7804,248,188.29417008984052,301,21,0.6898365849249977,Tempered,Continuous Casting,1
236,5.296264741532573,7818,226,195.45125811470342,326,22,1.2825543972485034,Hardened,Sand Casting,1
237,5.054297650707592,7807,262,196.02912552747438,309,16,0.8893887463380488,Hardened,Sand Casting,1
238,5.737110721188937,7834,232,196.01324169399797,308,18,0.7488054580213583,Tempered,Sand Casting,0
239,5.265119085564437,7803,227,196.4571728760747,319,22,0.7730013068643153,Tempered,Continuous Casting,1
240,5.310728848713766,7807,259,199.04276002758368,336,17,1.1889923071772948,Tempered,Sand Casting,1
241,5.4960089714286,7841,259,190.91362422804963,338,15,1.0487602615633382,Tempered,Sand Casting,1
242,5.721204808678633,7816,245,192.6080591109103,331,23,1.488104026101925,Hardened,Continuous Casting,1
243,5.247489500838736,7838,270,197.4108609271427,318,15,1.2622248866276566,Annealed,Continuous Casting,0
244,5.702370673424889,7842,255,199.7705345148546,306,24,0.8202196612314536,Hardened,Continuous Casting,0
245,5.331963334534133,7830,278,194.50166453141293,301,21,1.2855191189808968,Hardened,Continuous Casting,0
246,5.101685713811569,7849,245,190.34340718601325,302,19,1.312553547232233,Hardened,Continuous Casting,0
247,5.545934133699394,7807,248,193.41033403114287,338,24,0.767288992917244,Tempered,Sand Casting,1
248,5.513257355863506,7802,256,186.37143401976894,328,16,0.2650673105441,Annealed,Sand Casting,0
249,5.454864685727426,7826,207,192.12450290054454,330,16,1.2097785786529707,Hardened,Sand Casting,1
250,5.3806005582308485,7824,200,183.59307946787516,317,20,0.7768986533439481,Hardened,Sand Casting,0
251,5.913929797602369,7835,272,183.6881252451131,300,19,0.45851682012148,Annealed,Sand Casting,0
252,5.085314583988302,7811,203,193.02897131878512,314,24,0.419700819869327,Tempered,Sand Casting,0
253,5.36147479130022,7820,252,189.65654850988483,324,20,1.4411126712572861,Hardened,Sand Casting,1
254,5.877664365311691,7806,228,180.60173247671747,331,16,1.1480877532113796,Hardened,Continuous Casting,0
255,5.739821835921402,7837,217,196.06584836724753,307,20,1.093088780895639,Hardened,Sand Casting,0
256,5.732332942263079,7803,202,180.9727729977907,300,24,1.2874621383408706,Tempered,Sand Casting,0
257,5.60424497177203,7813,262,193.09113776244538,332,21,1.1807797917669176,Annealed,Sand Casting,1
258,5.010854679375788,7847,270,189.506964697962,329,19,1.351985446096885,Hardened,Sand Casting,0
259,5.44824963243863,7813,233,188.70003980522074,337,17,0.33445948981216617,Tempered,Sand Casting,1
260,5.414378481917142,7818,274,187.00571858337005,305,16,1.1975744674144715,Annealed,Continuous Casting,1
261,5.745077058734564,7813,270,187.61639245640163,337,19,0.3052761121632654,Annealed,Continuous Casting,1
262,5.7880510529627145,7832,222,189.74938711856882,321,19,0.4074199255100135,Annealed,Sand Casting,0
263,5.593261081858613,7803,244,193.799026437586,323,22,1.2811847367656708,Hardened,Sand Casting,1
264,5.683025293136828,7821,276,182.9121682014945,332,16,1.3594093206274585,Tempered,Continuous Casting,0
265,5.240769655490316,7817,279,199.0764917999865,324,20,1.1108496304261348,Hardened,Continuous Casting,1
266,5.517946186477958,7832,256,185.55886332424686,338,16,1.2658732828200883,Annealed,Sand Casting,0
267,5.705155331114892,7847,238,199.54511038257294,304,22,0.7590698515670868,Tempered,Continuous Casting,0
268,5.365764909052994,7815,226,189.41229216093367,334,19,0.48102642284927116,Annealed,Continuous Casting,1
269,5.4247126187769314,7845,219,184.48961678739087,305,21,1.0701708609086797,Hardened,Continuous Casting,0
270,5.597027988235132,7822,214,181.36707263397304,319,20,0.2679278835690657,Hardened,Sand Casting,0
271,5.515385242888328,7830,276,196.75894398298846,329,19,1.3969305590987848,Annealed,Continuous Casting,1
272,5.742827529862685,7846,219,194.72359831797726,339,15,0.7736821489933221,Tempered,Continuous Casting,1
273,5.039423482093229,7816,225,190.96326244330285,319,24,0.587930573226619,Tempered,Continuous Casting,1
274,5.38644000691372,7841,270,180.9696236413026,320,15,0.8362387045942341,Tempered,Sand Casting,0
