,Average student grade,Number of office hours,Number of student complaints,Average student satisfaction,Years of experience,Teaching method,Conciseness of lectures,Clarity of explanations,Ability to engage students,label
74,2.864573615235899,9.786330335579711,3,4,3.7478403925044934,Online learning,102.15025482317152,5,1,0
75,4.509102484253253,4.713974686057515,0,4,5.623535400291647,Online learning,82.13264373808695,1,1,1
76,3.4451109283025163,4.935138322738297,3,4,2.4551075822933868,Online learning,161.76259629519626,2,4,0
77,3.306779295467853,1.7631084429335764,3,5,2.409657646946407,Online learning,137.20783176727784,2,5,0
78,4.608925341452954,1.916435534669344,1,3,0.8894972120309697,Flipped classroom,199.82537758362224,2,1,0
79,2.765874950178631,3.9579693505164526,2,1,5.0212286856837665,Online learning,2.4978200495666902,3,5,1
80,2.33289181305489,9.217956026379785,3,3,5.050869819724866,Flipped classroom,111.01163722240632,1,4,1
81,3.893045487803343,7.1049787843600996,2,4,0.13169539510794914,Traditional lecture,145.79356829780207,5,1,0
82,4.038447439109399,0.9897615938028814,1,5,5.838504995190146,Flipped classroom,162.96312259891178,4,1,1
83,4.033386686536049,0.02069487798247116,4,4,1.8261297858215553,Online learning,137.97761655954704,1,2,0
84,1.7287551744202383,2.706553849055642,4,4,3.931582817977912,Online learning,31.3782729938884,1,2,0
85,1.8353363535251455,2.433712124568964,3,3,1.2025055846202848,Traditional lecture,84.73002157825047,3,4,0
86,4.375101035407564,5.006739475817318,1,3,9.13070481025982,Online learning,73.15513779561418,5,1,1
87,1.9075987275233435,5.655482755225487,1,4,4.804813795245261,Flipped classroom,26.67903728538881,1,5,0
88,2.0589673287123182,3.6943577183399032,3,4,2.165803003329314,Traditional lecture,122.3732669646329,1,2,0
89,2.4417081263824993,8.505884883113563,0,3,6.841874998113678,Online learning,78.18867173514596,2,2,1
90,1.161450481308079,6.518207685601819,2,3,9.357345807769676,Traditional lecture,175.70309440927224,5,3,0
91,2.1692298129467718,1.9650049592888308,0,1,3.6727565982342725,Flipped classroom,176.99314163618342,5,2,0
92,3.94207536053139,0.3798457739847316,2,2,3.9033238491653055,Flipped classroom,25.13027718004457,5,2,0
93,3.0000050646895926,8.520729904513447,0,1,7.99977853965773,Traditional lecture,171.24421197225027,3,4,0
94,4.834117791174691,8.611021637025813,1,5,8.103149326614435,Online learning,128.38150911616552,4,5,1
95,3.4152913834639755,7.0362444046228205,2,4,0.8365125298526588,Flipped classroom,6.412863519530898,5,1,0
96,4.820385800705401,0.12648996599719742,1,3,1.6671896866288594,Flipped classroom,23.33273752444518,2,2,0
97,4.279548918443901,9.897781696466318,3,3,6.766473749060764,Traditional lecture,66.36021575305737,1,1,0
98,2.6430406315380655,0.3374605098058947,3,3,1.7554477911376187,Online learning,77.62956475762068,3,2,0
99,2.6902265379350268,9.565886656331543,3,2,1.1930302078788968,Online learning,70.78588138896396,3,2,0
100,2.3102768979790285,3.692666750908745,4,4,1.7956054961201295,Flipped classroom,111.85196717723656,5,3,0
101,4.118161795408517,0.9365643500560805,2,5,3.1789718289608193,Traditional lecture,117.99060965412652,3,5,0
102,1.331246581947032,7.046912282132032,4,2,7.462563846217716,Traditional lecture,196.71030278923496,5,1,0
103,2.9105822069554446,5.947354583459806,2,1,8.121357998238928,Traditional lecture,125.86699588881352,5,4,0
104,2.726689513070732,6.801721739938531,1,1,1.4361723056943954,Traditional lecture,106.5954267595493,3,5,0
105,2.908312803254644,1.4576100705867412,2,1,7.8470307160690105,Traditional lecture,157.8051779995542,5,2,0
106,1.032041019417922,4.653226556502781,4,1,9.605714050327478,Online learning,180.4893464422066,5,4,1
107,2.972115883089673,3.8815486479216244,2,3,0.3505810461326908,Traditional lecture,0.001393107900460322,5,5,0
108,1.164190226877865,4.719600381301689,3,4,1.8855035972903422,Traditional lecture,50.21586840107051,4,4,0
109,2.9636999077656734,7.328383730435336,2,5,9.005437872302275,Online learning,56.17710819268302,2,3,1
110,2.6773556688076443,2.424927514933252,0,5,4.504607591410476,Flipped classroom,70.53814977142407,4,5,0
111,4.234915961827912,1.6470887919224608,3,5,6.21738879462868,Traditional lecture,199.6433691151631,4,3,0
112,1.5919107637729075,7.530765257320802,2,4,1.3478100900196421,Traditional lecture,156.97648145571011,5,5,0
113,4.18763292370395,7.983658881924988,2,2,3.759591214237641,Flipped classroom,149.1354317367856,4,3,0
114,1.588765747928401,6.373769350702384,1,2,9.900230034881378,Flipped classroom,101.05979385542405,2,4,1
115,4.820942545190235,6.5133091455565335,4,5,2.373462556261199,Flipped classroom,41.38048224657665,3,3,0
116,3.621157166449113,3.428611004359794,1,2,6.446698414723069,Online learning,115.02890058555795,5,2,1
117,2.836902792238027,5.381004981181723,1,3,2.389161742235256,Traditional lecture,184.5077986822964,1,2,0
118,4.0582921882600855,0.09198974313832653,0,1,7.500663116520561,Online learning,133.57496915239972,1,4,1
119,4.5214170461067,8.05981555375033,3,3,0.555164110019869,Online learning,88.34940952909183,1,2,0
120,3.897730085553701,1.4854885288452258,3,1,8.327788018272388,Traditional lecture,50.88613631610295,1,4,0
121,2.686043606996989,3.8041892895475895,0,2,6.190190954725866,Flipped classroom,100.96915361475564,5,1,1
122,4.079251412264947,5.7377258502316675,4,1,7.942990465822693,Flipped classroom,74.8665790236494,5,5,1
123,1.146826691070995,1.3539733777595697,2,5,0.6558214654045491,Flipped classroom,70.42668969223588,1,1,0
124,3.450232933294927,3.7799335366860665,3,4,5.147803936843127,Online learning,181.13718973592344,2,5,1
125,4.136569509118159,4.1358427528755835,2,4,6.13298339575705,Traditional lecture,162.69944322678978,1,5,0
126,3.7949568701591763,2.6671234652027787,4,5,6.462963970983169,Traditional lecture,147.14931174888105,5,2,0
127,4.150276403068874,1.3369385962105584,4,2,1.1949545145712526,Flipped classroom,91.45465281926816,2,2,0
128,2.200169948898249,1.5918008010458973,0,3,0.7110374814244347,Flipped classroom,66.60359371089335,2,2,0
129,4.503510442901038,4.981182278016025,2,4,7.7507036424041695,Flipped classroom,192.76839652256456,4,1,1
130,2.903165602817321,8.992542075517795,4,3,7.267274208759793,Traditional lecture,118.5526584784788,4,5,0
131,2.4311226665399657,7.956442535032179,0,4,4.716277345971637,Flipped classroom,149.22911604122186,4,3,0
132,2.855579276466829,3.70829705160585,4,4,3.5868315888370104,Online learning,198.99313997262368,5,2,0
133,3.3714440566453416,3.6935286453909946,1,5,7.572765968554993,Traditional lecture,55.46616271414342,1,5,0
134,1.9386917508949524,2.1104895276519473,4,3,0.570953227824007,Online learning,15.90053928912778,4,4,0
135,3.671466177408181,8.075824551808877,1,2,8.007507280265942,Traditional lecture,110.78602089907315,2,5,0
136,4.237870959568809,1.823209488729327,1,1,4.497519099940245,Flipped classroom,117.25201407186911,3,3,0
137,2.578436657099213,9.541747837784603,1,4,3.639320743747203,Online learning,57.289863020530674,1,1,0
138,3.721123443500027,0.27964439081197057,1,4,9.506603912152753,Online learning,11.914423053547107,1,2,1
139,4.115965028861744,5.235111198021011,1,2,4.9446588036863535,Online learning,136.0418727808878,4,3,0
140,4.442882973172861,1.9849262192787664,0,3,8.809005373257824,Traditional lecture,43.38461103703266,5,2,0
141,3.8221399912062295,4.30068385845512,1,1,6.945122549911798,Online learning,17.32356781044697,2,4,1
142,2.804029012606281,2.464507914396564,0,5,6.217393119223436,Traditional lecture,113.13874972654772,5,2,0
143,2.062325302421585,1.7214142820684408,3,3,8.166980493821589,Flipped classroom,34.75813896775759,1,2,1
144,1.5682764549333221,1.439497946739674,4,3,0.9075095943498379,Flipped classroom,27.71670226401335,1,1,0
145,4.653773978644848,1.2087088513036204,3,3,3.402189643972231,Flipped classroom,196.89993820902583,4,1,0
146,4.657685012453284,0.5187671252238646,2,5,6.395461158298261,Online learning,23.757865088073604,4,1,1
147,4.0866200193827815,8.997946479157957,1,4,2.7005821402911456,Flipped classroom,60.33049204105987,4,5,0
148,3.8727632227852573,7.6030338914191855,3,4,5.099105994817526,Flipped classroom,171.50035943800793,5,2,1
149,1.3768309346486696,1.0265010091729065,4,4,7.004020097095864,Traditional lecture,18.982715335598854,5,4,0
150,1.281577887855522,8.489812244037005,1,5,7.806082206222351,Online learning,143.90353608217936,1,4,1
151,4.6783874096805285,0.7416284383096605,2,5,5.126361562786328,Traditional lecture,181.14105522084495,2,4,0
152,2.460619420515414,8.847647395907348,3,2,6.763215524878911,Online learning,170.26834041826453,1,4,1
153,3.095189114343118,1.6443149291561,3,2,2.130270835712645,Traditional lecture,117.40464696275498,5,5,0
154,1.8988770147782503,9.778895372264708,4,1,9.123176513826506,Traditional lecture,198.86454480547528,3,1,0
155,2.4340098218727877,2.1461423071644914,1,4,4.1488209903570406,Traditional lecture,172.01626221236808,4,1,0
156,2.863858058892016,3.617167334783483,0,5,3.176441151094976,Flipped classroom,40.27965455958689,2,1,0
157,3.782105399715519,6.789966614545997,0,1,7.672004078051512,Online learning,100.98849383807556,3,3,1
158,3.449018344631008,6.519706526814959,4,5,7.243317049690953,Traditional lecture,89.1361941201076,3,4,0
159,4.278095787281713,8.705995921990503,0,3,5.420525082404381,Traditional lecture,172.59376920781406,5,5,0
160,3.0888880744269587,2.2173872707970874,3,2,2.305887012956662,Flipped classroom,198.4794038133825,2,3,0
161,3.3171610336873307,9.738057149959706,2,5,0.5413683187613494,Online learning,192.63149183450417,1,3,0
162,3.6006411370062557,5.9441441665379156,4,3,4.44935396230823,Flipped classroom,147.61797105678852,1,1,0
163,3.9890876800804156,8.34700360269418,2,5,7.136951165049589,Traditional lecture,196.38588275878365,2,5,0
164,3.0671907760530988,3.98369950079399,2,5,4.772496739447957,Flipped classroom,125.5166128927591,4,2,0
165,2.24508123963239,2.9258071271750117,3,1,9.610420640625506,Flipped classroom,113.29081177725794,5,5,1
166,2.5859784306544347,7.441302760529527,4,4,5.869281502298876,Online learning,166.57423777408448,5,1,1
167,1.181630087546056,7.881088147297325,2,1,0.5741532747071998,Flipped classroom,87.55095586071005,4,4,0
168,1.3048459749160433,3.1677151641978396,3,5,7.453196756301438,Flipped classroom,143.70394589177923,4,1,1
169,1.3713290382785788,3.999244994938045,0,3,5.899470581080342,Online learning,26.469528755380267,3,2,1
170,2.0655351361073566,2.7420820179851004,3,4,9.004170037576056,Traditional lecture,178.4263684153461,1,3,0
171,2.0629473371288527,4.64958328529574,1,3,1.5603171587050824,Traditional lecture,70.03063467903108,3,1,0
172,3.756951393842357,1.1215802421927712,2,1,3.7625280343704093,Online learning,26.119786091550836,3,3,0
173,4.452875214234042,8.394502004473413,2,5,6.068313356699896,Flipped classroom,21.259801019762946,5,1,1
174,3.3974625393577096,2.4952621104419004,1,5,1.2724922507067882,Online learning,170.70767642322593,5,4,0
175,2.879853391442505,1.4743340546864692,4,3,3.4013299618200232,Online learning,83.64526765375126,2,4,0
176,3.7577589991436735,7.156205889860142,0,2,7.220951100756655,Flipped classroom,193.8720553129323,2,1,1
177,2.573253112934174,3.8581164844288773,4,4,3.7907074062797443,Traditional lecture,2.46908917472346,1,2,0
178,3.8260535781688962,8.21273350028987,2,1,6.879145093580343,Online learning,179.3254272249111,4,4,1
179,3.846363616694006,2.1215259500403603,1,1,2.5576887702708317,Flipped classroom,102.35149309217881,4,3,0
180,1.9244291128499094,7.356648206904964,1,1,3.4354621021435583,Online learning,128.70664215568777,3,5,0
181,4.848161230958136,2.800326922017966,3,2,5.112353015404787,Traditional lecture,22.268362520328246,2,4,0
182,2.354614802731342,4.5385766771336575,2,5,3.307798751788856,Flipped classroom,158.62742470720974,5,4,0
183,2.0258701420752465,1.3033775632754763,2,2,5.236746672423072,Online learning,0.3034195702334763,1,5,1
184,4.919276820126601,1.1818808332415542,0,3,5.343752936730883,Traditional lecture,167.06887471473465,4,4,0
185,2.3081664963936963,4.011063052618713,3,5,8.364159505814104,Online learning,113.95484695696263,1,2,1
186,2.6640788248204297,5.227599977116901,3,4,9.174692257928434,Online learning,195.43349281014463,1,2,1
187,3.074390171576021,4.732001662933917,1,3,1.94733455102716,Flipped classroom,5.017422949106876,5,4,0
188,3.521117276488507,9.813392076688844,2,1,9.842913594374798,Online learning,188.8954865487366,5,3,1
189,2.631701882111104,7.432725010607555,3,2,9.233478756289365,Traditional lecture,176.8456952247027,3,2,0
190,4.879804844805523,1.6486029147271652,1,2,2.6299403712369953,Flipped classroom,157.62440801710957,1,4,0
191,3.9969229312226426,9.559008902273806,0,4,1.680300411027419,Online learning,51.236595345887245,5,3,0
192,4.6670067029569875,2.3568024385160378,3,5,7.086263487459455,Flipped classroom,51.813923926012166,5,1,1
193,4.207232216346654,6.2565215075660845,2,5,4.446366432120431,Flipped classroom,73.80975462967602,2,4,0
194,4.187516027570654,6.448868402105239,1,1,1.3745575342837557,Flipped classroom,130.8833869963577,5,1,0
195,1.6082291255393621,6.318394121778146,0,5,2.8977802882306856,Traditional lecture,141.8416480278476,5,2,0
196,4.320866781640564,3.0615054542810793,0,2,8.689327963562633,Traditional lecture,69.92830345390813,2,3,0
197,4.695801875764128,2.5068062554753534,3,3,7.022172186169159,Flipped classroom,136.95091264053764,2,1,1
198,1.8548730468231711,7.619353605859351,4,1,8.180286007753942,Flipped classroom,27.575843690240266,4,5,1
199,1.7333502383659298,5.153104486479458,0,3,0.502428882020628,Flipped classroom,49.286285742969405,2,5,0
200,4.3562510282911475,5.256195921144422,4,4,2.314500149932809,Flipped classroom,130.37919354390755,4,5,0
201,3.830282004848665,6.9149672652718515,0,1,8.565642333963963,Traditional lecture,139.83724647427692,5,2,0
202,3.0262345880176658,6.864332863192458,4,4,8.893710058346283,Flipped classroom,157.90262515208443,4,3,1
203,2.974114609537321,9.819236976908691,2,4,0.8139379530324764,Flipped classroom,140.04714048316737,1,5,0
204,3.4824192918747188,5.911898811251749,3,4,7.9476977424136,Flipped classroom,190.3942230668844,3,3,1
205,3.364820804630596,4.65588773824917,0,4,1.4220373231073125,Online learning,61.13295362593054,5,4,0
206,1.5612371000730283,0.24028979468844747,0,2,8.661143322888464,Flipped classroom,19.919541599712474,4,1,1
207,3.766291392337551,5.093339352994214,1,3,2.1389204697455586,Traditional lecture,133.09181635635207,1,3,0
208,1.1528022491604601,1.9610199825504204,4,5,4.299542132795603,Traditional lecture,72.58600564748411,4,4,0
209,3.685355819029893,3.600679536869232,3,3,3.7621595716635756,Flipped classroom,9.696713954035419,1,2,0
210,4.055091835288529,1.4078467630818081,1,1,8.452182350704213,Traditional lecture,77.80639262447744,5,2,0
211,4.3382954711403565,2.5364371909262964,1,2,1.5865470221602218,Flipped classroom,134.01241273864147,4,4,0
212,3.5625342042682613,6.206093760242326,4,5,2.253221703536311,Traditional lecture,21.17740258218337,1,3,0
213,3.198691276173128,9.4535032235957,1,5,4.169490039367798,Flipped classroom,38.220198853020435,3,2,0
214,1.2623733629086833,3.620399091487,1,3,5.6921354593836835,Online learning,144.09499393190097,2,1,1
215,4.519909586243797,0.45527780796656536,3,1,9.055406580448452,Traditional lecture,171.11980024245184,4,2,0
216,3.8259175458829766,2.91007208059495,0,5,8.992674540029608,Traditional lecture,185.9411163123714,3,1,0
217,4.700317184180619,2.346870024760277,0,3,6.600900082238626,Traditional lecture,107.34964386104437,4,2,0
218,2.509037824511924,1.0329762614838223,0,5,5.940300327668941,Online learning,3.63879960609208,3,2,1
219,1.5583809717182118,3.8441631777584293,0,3,5.960589813697651,Flipped classroom,35.93464595816318,5,4,1
220,1.0627688719322541,4.294914913460753,1,2,5.199653559715511,Traditional lecture,124.89164295347668,4,4,0
221,1.9473889381003975,9.009689118598963,2,3,3.7828377494354157,Online learning,109.14854283187229,5,2,0
222,4.799260751731536,8.113314420880805,1,3,2.1255373786011686,Online learning,137.5339372858993,3,2,0
223,1.589307620684945,1.2018377459061802,1,1,6.281459941943325,Flipped classroom,19.277462978590233,3,4,1
224,3.5141936813043833,6.393947112393943,1,5,0.21537748176699623,Flipped classroom,26.372790527184954,4,2,0
225,3.9710071579671053,2.8342908131552824,1,3,0.19606585960275758,Traditional lecture,61.33333110806427,1,4,0
226,3.971854660623365,1.229404472797364,1,4,0.3129308566744571,Traditional lecture,140.2561533222016,5,5,0
227,3.428301638760516,5.017705708435704,3,2,3.1514591209498235,Online learning,85.77096564080068,5,5,0
228,1.2519133511742555,3.1827856053391224,1,2,7.05451183755374,Flipped classroom,154.92163213322772,4,3,1
229,1.5668008723396651,0.438735259289319,3,2,5.478346374618949,Online learning,135.30076125833014,1,4,1
230,4.973330444842263,7.193148655441986,1,3,6.194883213031525,Traditional lecture,114.80081802566163,5,3,0
231,2.961650493809095,9.88955484571194,3,2,2.8407818976639385,Traditional lecture,96.06295396229991,2,4,0
232,2.7256795205116635,1.2962495552271946,1,2,5.272435260356958,Flipped classroom,166.2248286070877,1,1,1
233,1.2478164738549102,6.194688219025815,3,2,8.53856659828219,Traditional lecture,47.16443115829782,3,1,0
234,4.909022090820567,0.963343937420128,2,5,6.183227358461708,Flipped classroom,129.5245780366004,3,4,1
235,4.178501398910357,4.059377961080659,1,3,5.218073206814889,Online learning,68.06456651228643,5,2,1
236,1.6658646083061583,6.466914891163534,1,1,6.938032798718288,Online learning,17.28102510815659,1,1,1
237,2.071800379589281,9.821225851156711,0,1,4.8338092992810475,Traditional lecture,38.81342096515705,4,4,0
238,4.613732613770666,4.768078219143995,0,4,9.484610755368198,Online learning,166.0446745729079,5,5,1
239,3.0058548830347407,9.382933474933319,2,2,6.363516172664596,Traditional lecture,26.642308295046014,1,1,0
240,1.645861039266094,3.5470065303831486,3,3,8.854925341231418,Online learning,2.4588114339035405,1,1,1
241,2.505253084036491,7.075944113996558,1,2,2.064960454284214,Online learning,123.95636386239121,1,2,0
242,2.914021605438778,7.945281413990955,4,3,9.219709152270633,Traditional lecture,192.299462577735,3,4,0
243,4.018755244419731,6.451786023831642,3,4,6.258729308195288,Online learning,3.8759825127455905,1,2,1
244,3.450469606188097,5.87052600279713,1,1,1.0609233178027488,Traditional lecture,34.68842589190872,4,5,0
245,3.9704508965571024,3.434428240226477,1,2,6.2037598285689,Flipped classroom,122.19075107543425,1,3,1
246,1.241556305911856,6.6704579116120915,3,2,5.166395748700174,Flipped classroom,198.0748788530063,2,4,1
247,1.935392733327577,7.15688905648874,1,4,3.706102909697292,Traditional lecture,62.45749325723404,5,2,0
248,4.947332455350983,6.194568411314453,2,3,2.3997620531206723,Traditional lecture,183.78796335014042,4,4,0
249,2.3392648784753174,3.310635033570095,0,5,1.6169334726232776,Flipped classroom,34.2080161115281,4,1,0
250,3.8698026105776906,1.2564401477605414,2,3,5.617863456012339,Online learning,37.39351516359297,3,2,1
251,2.8950508583884638,6.590071851735742,1,4,0.5449128511521839,Flipped classroom,159.36405367844736,3,5,0
252,1.1411402785348885,7.313711340539935,3,3,5.674138450073352,Traditional lecture,64.32551516271094,5,3,0
253,3.459327944675083,8.282053706073533,4,2,5.1328601435426,Traditional lecture,150.94624186912333,4,2,0
254,2.1533071753727526,5.256799756720076,4,4,7.922343866400411,Online learning,139.45796489660998,4,3,1
255,2.8967212499231323,3.981034732621569,0,3,0.48990406877632453,Flipped classroom,50.38145739072824,1,5,0
256,3.4429192316863833,3.6194562485036155,1,2,0.5412397924651591,Flipped classroom,9.166286183332971,4,5,0
257,3.9540192805215026,3.1507782439308682,3,1,4.218372091758079,Traditional lecture,109.84169047098291,3,5,0
258,3.7721529985773925,8.984313941989381,1,3,1.237566073940931,Traditional lecture,81.91306034406844,5,4,0
259,1.105790188248477,4.484722651728056,2,4,4.888966278109935,Flipped classroom,87.08029194307734,3,2,0
260,1.5531453875858685,8.550369356165433,4,4,3.503151456683533,Traditional lecture,164.7055026997923,4,1,0
261,1.009742311428909,9.454624651135735,2,3,1.8434951046409154,Online learning,75.46502710175854,5,3,0
262,3.166383621794829,1.2461151322882336,4,1,0.43114226679627277,Online learning,10.347361504417375,4,1,0
263,4.966627088891036,7.261416962967145,0,2,2.7030623970617675,Online learning,168.66484232778808,3,3,0
264,1.7444528439309472,6.139323817714435,0,3,0.8211625998443872,Online learning,45.6453938986094,1,5,0
