,Customer ID,Age,Annual Income,Number of Dependents,Purchase Frequency,Total Purchase Amount,label
53,10286,24,104086.75106495181,3,High,11987.81948863241,0
54,10973,23,99754.5795566052,3,High,12195.984289944563,0
55,10592,22,64561.56241717829,7,Low,32556.948619221334,0
56,10544,27,91233.91434043023,0,Low,41485.78079907152,1
57,10355,34,39726.09520772519,0,Low,6850.072400665405,0
58,10167,52,41930.97641397137,0,High,17398.749068732115,1
59,10655,52,89002.28945788111,4,High,37423.94908970492,0
60,10717,19,42717.738862030455,2,Low,17533.279493496233,0
61,10765,44,108476.67571874823,8,High,41060.683060722535,0
62,10887,56,143088.42225003245,6,Low,49387.93616071422,0
63,10817,21,94378.83760678473,6,High,31046.30279089077,0
64,10422,26,65829.75290114399,2,High,29422.352442103558,0
65,10016,51,57861.14359249876,9,High,11247.996765569522,0
66,10420,20,113132.25985540061,4,Low,45363.22591851507,0
67,10644,45,112535.44367448344,7,Low,31155.70709178675,0
68,10365,40,42614.31105040658,2,Medium,34603.225023172534,0
69,10890,21,135410.25719267677,7,Medium,4756.560442505727,0
70,10388,35,145539.3754989161,7,Low,16357.592352329619,0
71,10165,42,122717.68583286693,7,High,8443.412144950646,0
72,10649,19,117847.30258830136,6,Low,28758.44108099019,0
73,10013,34,44843.571582751036,6,Low,4645.724231792312,0
74,10708,58,132443.6970817389,9,High,29893.42152427915,0
75,10700,38,133859.5853201641,0,Low,49623.84204120522,1
76,10232,21,130516.51693446298,7,Medium,13243.590621878784,0
77,10903,52,85073.45340702869,2,High,18744.64327578877,0
78,10523,29,77735.70882094686,9,Medium,24124.250208168654,0
79,10472,21,75859.6361439468,9,Low,5681.693720031408,0
80,10377,32,96103.77213561056,6,High,46667.60582545019,0
81,10002,38,132420.27480109734,6,Medium,35367.88310205144,0
82,10290,32,73383.0369221053,9,Low,7826.847177497617,0
83,10342,53,131485.77699053645,0,Low,27593.21087325726,1
84,10754,20,81787.42834114865,10,Medium,37592.384976322886,0
85,10324,43,79370.59416055214,7,Low,17534.50131612259,0
86,10264,54,119974.20338383742,2,Low,37353.29592911485,0
87,10091,54,42087.57053318626,6,Medium,46863.74123464184,0
88,10793,38,128461.61208433173,1,Low,42817.78383104896,0
89,10295,54,42303.5379817557,3,Low,38750.81851619678,0
90,10185,36,124210.90355290155,4,High,40206.723503283756,0
91,10594,29,101453.99748945645,1,Medium,28418.311620700253,0
92,10750,23,58342.84532768917,4,High,14247.94987982113,0
93,10240,44,134251.95954444428,0,Low,14342.26065661801,1
94,10022,41,60712.13578455579,6,Low,9245.070343286057,0
95,10381,35,108674.0218942524,8,Medium,35692.33154841595,0
96,10385,33,76890.66319092474,5,High,1337.9571409972646,0
97,10300,23,140347.79787396753,0,Low,4080.7238502074965,0
98,10073,42,127745.99606063099,1,High,16679.281478545912,0
99,10344,59,92469.77984589283,9,Low,4349.602306246419,0
100,10744,46,63367.99413741194,5,Low,3736.121816485036,0
101,10320,36,87501.4755355454,1,High,32963.61828721125,0
102,10429,19,61946.442435440185,4,Medium,25527.33632374165,0
103,10476,21,32241.22843465129,1,Low,43696.74522972451,0
104,10538,35,126669.0609396212,10,Medium,15220.368583169335,0
105,10246,28,51279.72455778334,4,High,10504.366026507947,0
106,10240,20,79950.93251296677,9,Low,11668.960359300492,0
107,10847,23,63731.287221954924,4,Medium,8764.37100095801,0
108,10172,55,57632.923962239605,10,High,19934.777789110907,0
109,10212,34,77766.94990535642,1,Low,21860.184006316278,0
110,10759,25,95302.03861860439,4,Medium,35982.36365457996,0
111,10108,41,80729.92415491203,1,Medium,37457.41087890907,0
112,10892,23,53856.774461728375,0,High,7517.550243100103,0
113,10814,21,65164.20670069846,7,Low,12890.667071005359,0
114,10493,24,61049.16530567953,3,High,18224.844655209003,0
115,10698,42,33095.859972012266,4,High,46324.842787847236,0
116,10750,22,106389.80084918962,8,Medium,7557.9630338744655,0
117,10958,19,35058.695604123306,7,Low,14845.351531957556,0
118,10470,39,138899.84260355547,4,Low,44188.08208118347,0
119,10683,20,58100.20436046076,10,High,3937.489623436442,0
120,10851,22,126000.19700952039,9,High,42940.19283988462,0
121,10260,28,149972.83282495837,8,Medium,40899.7965543857,0
122,10784,50,141290.7350438211,6,Medium,46251.16150332624,0
123,10014,49,131569.46894666637,7,Low,44454.25170247022,0
124,10564,41,60431.13373770997,0,High,15868.095237138661,1
125,10494,40,35882.45818821399,6,High,16970.023274182535,0
126,10866,41,94454.19346674805,7,High,4633.786195752234,0
127,10950,51,120378.04105757085,0,Medium,45273.14012614685,1
128,10330,23,68255.1507979255,9,High,32492.74226692948,0
129,10506,32,51951.59718855629,2,Medium,26013.699206109904,0
130,10591,46,149665.9691639759,1,High,1114.6655399606796,0
131,10756,18,70385.52122916197,1,Low,44343.382974877546,0
132,10179,25,91323.39832386194,5,Medium,9757.159197450575,0
133,10166,32,60501.219618063646,8,Low,22040.38812670664,0
134,10876,31,58027.07946116767,3,High,17490.34013553557,0
135,10232,19,49632.295618397904,0,Medium,34830.64257029246,1
136,10530,20,145217.5193491177,5,High,45013.86210648189,0
137,10297,31,119289.1015313845,4,High,19202.773450475906,0
138,10813,42,69096.50993903208,4,Medium,18198.877812041705,0
139,10794,19,56452.71112716176,10,Medium,14957.666341130618,0
140,10358,27,53666.40936231932,3,Low,21341.794592616203,0
141,10442,52,74402.4049598102,4,Low,2908.186150778399,0
142,10951,39,60012.81037780082,9,High,31045.148431575144,0
143,10017,36,134004.33820697857,7,High,23815.2185805023,0
144,10178,29,69558.31785606651,8,Medium,20120.45048531593,0
145,10352,48,140985.05123525957,8,High,21946.448175346144,0
146,10345,30,49580.351010705235,10,Medium,18855.251783989846,0
147,10279,27,31019.14177060395,6,High,11545.518644386228,0
148,10392,60,68366.95149848112,6,High,20809.675148421687,0
149,10116,36,104517.81585968025,10,High,6869.871799154363,0
150,10935,55,138347.48443403497,6,Medium,44730.60890985424,0
151,10932,57,112536.90672265246,9,High,47613.43483253393,0
152,10616,60,125045.69500939987,2,High,47449.54032451251,0
153,10569,53,111619.24358681939,7,Medium,42346.43788952903,0
154,10695,56,94069.17976926098,8,Medium,3001.37351189366,0
155,10000,56,136539.69544949487,0,Medium,38098.59127025081,1
156,10786,30,133457.00412265077,0,High,12281.278282314322,1
157,10769,52,114001.95601474323,0,Low,29028.82866246412,1
158,10302,52,99703.8151130726,6,Low,48698.28088036747,0
159,10679,47,56623.18597895867,6,Medium,40749.13172586673,0
160,10359,57,123498.0253041992,0,Low,15421.495516033488,1
161,10398,40,63893.748410644905,8,High,20813.54649862606,0
162,10508,47,140167.008726298,9,Medium,38471.40539304954,0
163,10253,57,117106.70867077041,7,Medium,43742.82916967103,0
164,10246,44,72119.2109777336,3,Low,13216.240738947232,0
165,10657,37,80387.74449094496,10,High,42825.385332174184,0
166,10652,47,55771.81071283495,8,High,7092.787940555518,0
167,10993,42,118206.63499371476,5,Medium,49371.12195175277,0
168,10734,58,39465.85754284254,10,Medium,40196.55716274818,0
169,10758,38,111637.27843769458,8,High,45447.501549735636,0
170,10665,47,142182.74332370103,7,High,5401.972786043149,0
171,10242,55,132143.55209114618,4,Medium,44599.013673659865,0
172,10610,60,33405.75771466033,8,Medium,40610.794700678496,0
173,10171,30,139388.36368523943,3,Low,42550.12209568165,0
174,10379,59,68632.5613361075,5,Medium,10341.200310204462,0
175,10849,23,138542.77680533708,4,High,36371.04258456112,0
176,10266,41,40789.75343080123,6,Low,11358.763533737058,0
177,10062,19,112246.47236807564,7,High,40862.57812479774,0
178,10151,36,89726.15279046634,0,High,10620.276272797599,1
179,10275,36,31793.55061053303,8,Medium,27891.749158639526,0
180,10014,49,149352.9765504506,9,Medium,6302.309817614394,0
181,10336,40,101859.87506538648,5,Low,4735.552654154299,0
182,10979,48,47735.252748130595,5,Low,28686.668404655153,0
183,10274,41,54770.670039718476,6,High,11416.189733466146,0
184,10791,22,106995.95295536892,7,Low,16685.93570409743,0
185,10740,47,31820.978278723054,9,High,21277.32767902417,0
186,10851,35,71993.85378023595,10,Low,35285.529439508646,0
187,10732,23,31854.74649089881,2,Low,26089.36983673026,0
188,10697,42,74685.5985556178,3,Medium,22135.085514488106,0
189,10257,48,46706.730488392845,5,High,10264.306461606482,0
190,10189,19,35754.43426190795,6,High,17481.28928144393,0
191,10119,25,96754.54654762181,3,Medium,16440.01295407148,0
192,10174,52,115747.44634629774,3,Low,46201.81263342277,0
193,10550,53,88511.99360700457,0,Medium,43600.18476916006,1
194,10542,60,127582.2725442392,0,Low,6744.385088014026,0
195,10675,56,114701.06328708277,7,Medium,12090.142125483064,0
196,10222,27,62190.64744804289,0,Low,17903.089430810272,1
197,10459,56,113495.15182203405,7,High,3711.1755205059876,0
198,10411,42,134802.49914023772,8,Medium,11209.903614157696,0
199,10486,54,30078.19490846304,5,High,25221.698202441166,0
200,10149,58,55519.122236756026,4,Medium,36681.92313844855,0
201,10913,39,65244.24504062872,7,High,12151.488668420654,0
202,10750,20,84569.16001500798,7,Medium,29880.505673194057,0
203,10188,30,37479.57159684323,3,Low,11148.005111271932,0
204,10648,20,75979.43423443713,4,Medium,23006.938341532205,0
205,10118,22,51922.33794445872,5,Low,5670.1143623499465,0
206,10378,49,120012.77163989427,4,Medium,15904.24135103274,0
207,10846,35,79168.66558468743,0,Low,13209.827200933245,1
208,10719,48,33194.59809124119,2,High,11837.026381806641,0
209,10430,57,46836.72055518872,10,Low,35176.33946846998,0
210,10599,23,89158.9876254317,8,Medium,29421.07906233155,0
211,10888,29,40024.318897990765,8,Medium,30662.847613818656,0
212,10816,26,102217.28362120144,6,Low,5399.486244212638,0
213,10495,31,145686.80395572583,3,Medium,34002.46510669909,0
214,10085,45,61918.69911938712,2,High,37178.398537990324,0
215,10399,56,48713.1913812132,1,Medium,46697.334839546966,0
216,10861,24,119833.42284682841,2,High,39204.96217239437,0
217,10945,35,89292.37949587624,10,Medium,8457.840205668175,0
218,10244,28,60723.43044952673,5,High,27137.920766749165,0
219,10888,41,134551.7585102365,3,High,28325.87296600412,0
220,10880,41,71070.68341018326,1,Low,13388.172130971823,0
221,10258,36,130395.46229096781,3,High,17491.16149971607,0
222,10815,20,109394.13167847275,6,Medium,31299.171168832887,0
223,10688,46,125632.39830515903,9,Medium,1113.1017174690528,0
224,10419,53,72781.82746064765,9,High,40929.02230587121,0
225,10887,33,144081.27979504768,1,Low,17506.233086196775,0
226,10363,54,80974.83999549647,10,Low,23766.82236872431,0
227,10185,28,52666.226715968834,9,High,4340.954830962087,0
228,10512,30,49531.74481817831,0,High,38296.34427561629,1
229,10350,24,46741.00104165796,0,Medium,32971.81680635364,1
230,10071,54,61963.17415922003,10,Low,35616.47325991948,0
231,10271,42,149950.33965040446,3,Low,43399.2219335776,0
232,10287,59,91937.83398560261,2,High,14360.387867498244,0
233,10818,19,103425.25722850574,3,Low,33001.56111033533,0
234,10441,31,100645.74408934418,10,Medium,9894.49582159766,0
235,10057,36,82549.29559889104,4,Low,28765.921860751576,0
236,10731,47,47586.41272101408,6,High,28895.103678750278,0
237,10509,60,120841.58961644863,1,Medium,22346.60867938043,0
238,10144,40,74873.19637123801,4,High,33813.58006492157,0
239,10576,42,96407.21050177036,7,Low,43497.12060107274,0
240,10026,48,105699.28765205308,9,High,16982.850086557133,0
241,10293,26,125818.92696399576,8,Medium,14857.486015922415,0
242,10227,27,77617.5725379346,5,High,11557.644653470355,0
243,10061,58,130712.55445387884,3,Low,13862.267447079785,0
244,10317,18,69666.48801025865,5,Low,43915.3892113537,0
245,10117,44,54606.73665064309,7,Medium,19066.84088412518,0
246,10791,41,55179.74396695001,4,High,4423.25816291095,0
247,10183,36,81095.59833043706,3,High,40790.40988377233,0
248,10112,48,62113.1901762747,9,Medium,15013.790769006775,0
249,10894,29,88386.89201441905,5,Low,16245.838822818188,0
250,10431,36,90261.87889279547,5,High,9684.118949597187,0
251,10117,55,144379.45704564656,3,Low,27435.340668153574,0
252,10428,27,84284.35953553047,10,Medium,31269.723019259865,0
253,10795,47,147689.74615518074,5,Low,10300.288722403324,0
254,10412,37,124633.39855308273,1,Low,26149.500290320593,0
255,10620,41,139771.7166369722,6,Medium,29435.59014048198,0
256,10249,28,118836.18881805235,10,Medium,44104.867265750225,0
257,10410,19,140415.959898572,4,High,45473.490468463795,0
258,10750,30,37310.930873694175,9,Medium,37459.73860113824,0
259,10737,54,143524.32982945017,7,Medium,45316.86675073593,0
260,10116,52,44422.603056314205,3,Medium,39428.94326311064,0
261,10923,19,63007.37162563559,0,High,7908.5449996768375,0
262,10265,30,37993.210188894045,6,Low,49649.0458733154,0
263,10283,58,61952.04537026583,8,High,16612.15194679344,0
264,10203,47,121289.30768281121,5,High,23542.780281395415,0
265,10021,43,59363.70283987724,5,Medium,9811.734689404975,0
266,10351,34,72377.63565100191,4,Low,13991.38552069562,0
267,10517,36,70691.55539874415,9,High,36088.94708754578,0
268,10054,40,145344.7306933263,6,High,7146.486041348571,0
269,10032,32,115812.54983263188,8,High,9037.168336912604,0
270,10666,36,110433.443723118,4,Low,10604.082993080216,0
271,10952,46,59675.45672356847,9,High,46709.27196351763,0
272,10300,50,47841.16824329943,5,Medium,36580.430339298306,0
273,10993,29,105062.48172704322,5,Low,44694.84929755489,0
274,10538,23,65682.72436121709,7,Low,10974.903784801729,0
275,10740,38,96157.71954246171,8,High,9636.439268601927,0
276,10525,31,51083.92357966183,6,High,40533.70252417248,0
277,10308,54,134245.33141563428,10,Medium,35290.01197397647,0
278,10826,48,71869.15100936018,6,Medium,43403.327730404024,0
279,10774,48,92564.76030744644,10,Low,3614.795570972546,0
280,10083,41,101840.05693386795,0,High,29628.72087441824,1
281,10065,32,58689.14825190352,4,Low,37027.448505189444,0
282,10970,44,126317.85816946998,6,Medium,27036.080790907854,0
283,10811,60,50355.49548387308,1,High,47692.572283103866,0
284,10738,33,83674.19542898645,1,Medium,43275.53513281507,0
285,10638,53,91453.93370750584,2,Low,5742.10220989,0
286,10467,20,83239.6252855934,1,High,3642.325626818533,0
287,10327,55,146390.7743882989,8,Medium,27125.512840163,0
288,10774,43,119555.53774422508,10,Low,17853.70013933846,0
289,10636,57,110092.08430172574,10,High,42468.22367711849,0
290,10330,51,39250.66706382119,6,Medium,42863.95146731106,0
291,10654,56,100271.62048796807,0,Low,4189.229286639163,0
292,10766,53,131097.51868762527,5,Medium,23656.303973357397,0
293,10638,19,117884.48891058688,2,Low,30905.882356833496,0
294,10308,54,92873.87433309016,10,High,40542.904702669046,0
295,10632,50,97554.68292580395,3,High,30645.549681363285,0
296,10432,51,81703.75846430537,6,Low,5023.725338448894,0
297,10216,18,88976.76835429113,2,Low,45219.80136585898,0
298,10558,34,92418.43604705422,0,Low,34764.62691202594,1
299,10237,43,103046.02871256972,2,Medium,26358.693173210406,0
300,10159,44,96305.55087158526,0,Medium,14930.122471601388,1
301,10499,46,58233.61504864418,5,Medium,16579.98852522463,0
302,10360,24,101526.12238195435,3,High,48287.70462704102,0
303,10086,33,148856.45936965398,4,High,41640.39826700612,0
304,10856,50,140723.137864673,7,High,2350.3476300435773,0
305,10707,31,72096.03629507989,5,Low,2527.950567376868,0
306,10193,27,68487.7290441078,5,High,26487.897162186586,0
307,10995,56,58447.93505601617,0,Low,16101.725874607084,1
308,10963,26,120969.07480607608,7,High,22581.481882508426,0
309,10469,59,54605.86648438519,6,Medium,38302.8547902152,0
310,10757,50,88475.38759762228,0,Medium,18341.927877072947,1
311,10614,53,149657.2664920797,2,High,29395.662908041344,0
312,10008,50,81667.064098547,1,High,27894.174202287686,0
313,10862,49,93908.57942195129,4,High,29282.894299080715,0
314,10301,44,110337.22862630994,4,Low,40603.306288966574,0
315,10996,56,58492.716324720306,2,Medium,35676.61688114747,0
316,10274,51,41295.71979944572,1,Medium,31378.71101941502,0
317,10120,45,40795.392833063284,8,Low,29118.993609401572,0
318,10799,18,146114.3851592741,1,Medium,41224.59983575123,0
319,10799,23,70293.24160747674,10,High,20531.204963638727,0
320,10309,22,57681.15136379986,7,Medium,18639.878655794775,0
321,10585,20,53608.747016208494,10,Low,23321.030818218384,0
322,10537,24,121970.12413550726,1,Low,25781.3284534156,0
323,10579,54,123262.84796006505,1,High,40044.537116404856,0
324,10237,51,59562.426245353054,0,Medium,48488.08446631569,1
325,10425,45,91679.55337360378,4,High,8725.732496814406,0
326,10408,51,110063.98835084627,2,High,46487.91761234182,0
327,10298,53,103742.8699111856,3,High,30498.87788439248,0
328,10457,51,84613.56377033495,3,High,16769.229131802575,0
329,10094,34,34271.47844332251,9,High,47084.38489602446,0
330,10448,53,123406.18647650366,4,Low,7506.066354937398,0
331,10863,37,52528.772399722766,1,High,11358.964103741613,0
332,10416,57,58210.534301550666,6,Medium,11631.16973006313,0
333,10159,30,47317.69752235488,0,Medium,16690.48694826291,1
334,10292,22,35062.6564196523,10,Medium,47657.178071673356,0
335,10019,39,143409.5152009243,0,High,36227.37255155702,1
336,10524,49,142270.5499435041,3,Medium,49215.84914075827,0
337,10808,24,116820.0302779272,2,High,35296.72488749091,0
338,10245,22,61083.02150584197,7,Low,40421.12583675874,0
339,10907,56,131200.29099435965,2,Medium,25158.485268353088,0
340,10931,23,103112.13265736008,5,High,4783.006299069407,0
341,10509,30,88097.10932756329,2,High,9560.869982113307,0
342,10978,27,133644.43441970123,8,High,37604.95150804717,0
343,10061,31,82647.48730264093,0,High,46259.851888149955,1
344,10868,21,47875.308667152756,0,Medium,37746.543163852635,1
345,10869,30,83942.81349229574,6,Medium,14157.056537408716,0
346,10143,49,43718.98837309773,3,Low,11663.711735111177,0
347,10302,33,43576.27465516606,6,Low,39826.7664132896,0
348,10975,20,98587.83305680768,3,Medium,37210.66527092736,0
349,10521,55,56890.28643270775,0,Low,17732.235376534973,1
350,10205,48,37044.08157149372,10,Low,48149.41074172445,0
351,10359,26,37271.234077033325,6,Low,46854.94068855698,0
352,10028,46,55315.3703768964,6,High,45031.41477870569,0
353,10568,26,113562.279249931,1,Low,41703.00092969166,0
354,10963,21,97867.05842386061,1,Medium,14582.901032830105,0
355,10217,38,85340.23704867871,8,Medium,33230.38466106238,0
356,10425,53,60456.14759467196,9,High,24794.556071057403,0
357,10081,46,109461.3641029977,3,High,29385.57119399946,0
358,10521,50,119289.5322829251,4,High,45719.3757654938,0
359,10676,60,50865.210244995396,0,Medium,49928.62701233693,1
360,10524,43,56086.17430944314,5,Low,5986.911477445751,0
361,10387,20,69174.27397746491,6,Low,17727.510051859474,0
362,10659,22,32384.049539150932,4,High,14193.498087291884,0
363,10940,33,58372.6262010321,0,High,5088.71878100414,0
364,10812,40,117609.39503069359,1,Medium,49916.20553112487,0
365,10956,38,52691.974967320515,3,Low,11870.956293050782,0
366,10236,50,98611.61835270918,0,Low,1998.4470837568201,0
367,10419,48,145327.2079595186,8,Low,1400.3817595400499,0
368,10839,52,66386.41474967705,8,Medium,17687.253723056892,0
369,10124,31,127725.98398960214,0,Medium,2082.6054147679224,0
370,10417,42,140477.17681991722,4,High,1184.0552686420128,0
371,10473,51,59743.55201792605,8,Medium,4271.864466183408,0
372,10893,42,75360.71592971034,10,Medium,33712.87843761091,0
373,10743,40,85765.1274201507,2,Medium,45544.258167749445,0
374,10808,28,75731.94181466338,5,Low,22039.257231213836,0
375,10028,35,90429.35488293663,6,High,33826.673502299534,0
376,10357,46,40399.23023220748,0,High,12616.47936148027,1
377,10698,47,54538.47922701523,6,Medium,40730.813055045146,0
378,10298,60,46681.91228337951,0,High,27234.7493974967,1
379,10869,55,125074.27695965937,4,Low,20821.55497179885,0
380,10958,31,123359.57369471541,8,Medium,9384.651004998439,0
381,10162,37,118800.84286838814,1,High,13543.657579685672,0
382,10992,43,80775.49961368836,7,Medium,18893.41712268117,0
383,10439,20,38600.36055899618,8,High,46850.86167985645,0
384,10543,49,147219.54549399728,8,Low,9070.143291386312,0
385,10528,45,135747.07988566713,5,High,30276.169012940303,0
386,10756,24,45522.66939790075,8,High,1769.9061706223933,0
387,10030,38,97215.47378465568,7,Low,4423.068442134741,0
388,10865,29,87339.31429159465,7,Low,40628.24140507599,0
389,10289,18,94094.187114398,1,Medium,37369.12739806583,0
390,10293,25,39402.711459382466,8,High,45173.42691792056,0
391,10216,45,41950.44710256655,5,High,46287.76000671538,0
392,10187,44,147416.7611947098,4,Medium,47256.656172584415,0
393,10440,57,66971.22494888677,2,Low,27301.779955850194,0
394,10543,24,144682.9368235231,8,High,32896.20241424474,0
395,10094,18,149443.9665151449,6,Low,43576.473049439104,0
396,10314,20,123503.66541458928,2,High,24097.64392403663,0
397,10685,33,102510.76630904656,6,High,47560.230894000786,0
398,10539,33,139584.84680399267,10,Medium,23795.616667011815,0
399,10343,46,94568.51045781022,8,Medium,16879.971336730625,0
400,10048,54,84402.08934875662,5,High,23734.479436385012,0
401,10275,45,65983.61477624267,2,Low,40171.68645736078,0
402,10147,33,131531.9127045942,10,High,28796.436745732706,0
403,10215,60,45232.30727554072,4,Low,7762.586901086155,0
404,10404,45,41228.64567061455,0,Medium,13854.328583666356,1
405,10030,44,99783.17027629702,2,High,26435.30196557663,0
406,10669,26,42296.0384666593,6,Medium,36953.664609549625,0
407,10322,60,126119.40616711894,3,Medium,46374.683463834976,0
408,10734,58,144774.40386507634,10,Low,28020.804057988193,0
409,10664,44,110217.60911771822,2,Medium,7126.468744017535,0
410,10899,60,118579.26564051243,5,Medium,42565.90743257182,0
411,10707,32,63736.9040228922,7,Low,4593.904787714065,0
412,10153,57,96472.95281147567,10,Medium,9911.257650446132,0
413,10946,22,76037.45664933628,5,High,45959.77524905297,0
414,10019,60,30041.75449422511,1,Low,32483.633009362926,0
415,10400,21,107094.0744190044,8,High,48099.070546871175,0
416,10723,56,50009.518880804855,7,Medium,30924.085249670414,0
417,10560,46,40546.375811916834,9,Low,7197.144085197631,0
418,10415,44,65367.77641346083,1,Medium,32735.759312583636,0
419,10348,41,65478.053991901266,1,High,41825.97061433513,0
420,10453,26,58157.420709008366,9,Medium,34707.18409294667,0
421,10196,41,100425.6964888398,3,High,17137.42576344926,0
422,10834,43,134596.89816999083,7,High,34144.56116879003,0
423,10585,40,74641.35049798057,9,High,48536.21767549939,0
424,10290,38,147686.1135564897,5,High,21013.695258500342,0
425,10221,29,121833.29923898664,0,Medium,7147.693233622018,0
426,10374,52,75682.62437065307,4,High,44930.852983865945,0
427,10650,19,90863.02878518787,10,Medium,41765.4775770292,0
428,10065,31,51957.26784543667,0,Medium,9389.973551380805,0
429,10252,27,57782.31657918148,9,High,20417.424796064413,0
430,10028,53,41668.186334653954,0,Low,6831.955347794774,0
431,10161,51,46893.20063270476,4,Low,29835.089705683058,0
432,10228,45,132271.34954757988,9,Medium,30162.548826716185,0
433,10014,25,134317.0758097199,3,Medium,32238.65603183167,0
434,10244,30,97505.45689698777,10,High,42914.892271398094,0
435,10085,24,51576.89937067643,10,Low,17309.437174302846,0
436,10983,19,94912.50625465314,7,Medium,25558.04765263532,0
437,10199,44,60572.098612116744,2,High,16372.092847182274,0
438,10972,55,62560.26176480928,0,Medium,4152.308859018958,0
439,10148,60,132276.828648187,5,Low,11131.762990719031,0
440,10563,55,53719.91998251392,4,Low,41572.43450121017,0
441,10721,57,98984.51709478485,4,High,27538.024693673266,0
442,10557,54,74533.71113992536,9,High,8562.783463119362,0
443,10769,29,76536.27830866314,5,Medium,47707.57286558787,0
444,10306,55,145240.26437895838,0,High,31996.74610966922,1
445,10559,59,119489.72885103451,5,High,11752.093022709445,0
446,10553,56,129088.12469706326,1,High,6962.027331877762,0
447,10942,38,77487.77001342509,9,High,15158.737706443888,0
448,10393,58,142171.5213150405,9,Low,36782.445069901216,0
449,10774,55,113441.34084977368,9,High,18991.77423563289,0
450,10247,53,99564.99006707084,3,High,48815.3385400865,0
451,10748,51,43060.429588405634,2,Low,13906.462927876073,0
452,10026,58,58007.165770312786,0,High,13147.260790915236,1
453,10568,38,57063.47469408961,9,Low,31550.728288364055,0
454,10170,52,142405.804753787,6,Medium,2824.2340845262647,0
455,10271,27,105111.72857178515,3,High,13750.258334539112,0
456,10960,34,77967.98883803509,6,Medium,13162.66705982409,0
457,10453,50,33438.277614066465,8,High,14354.619334399957,0
458,10707,30,37553.96524316838,0,Medium,44079.34004567899,1
459,10148,22,82491.342963736,9,High,28202.606758939135,0
460,10035,24,115707.53696588898,10,High,15867.038199563756,0
461,10749,51,86450.04408129303,10,Medium,36065.35583757809,0
462,10677,49,70582.41841200835,7,Low,26769.80215969182,0
463,10821,55,134186.28559184438,6,Medium,21558.9742232781,0
