,Molecule_ID,Molecular_Weight (g/mol),Lipophilicity (LogP),Polar_Surface_Area (Å²),Hydrogen_Bond_Donors,Hydrogen_Bond_Acceptors,label
39,40,408.8792967445927,1.5764516891530516,65.17399904125364,4,2,0
40,41,243.459882119285,2.697456461876686,173.1108904114048,1,9,1
41,42,437.4919932578605,3.953615824194818,121.02010189085449,1,7,1
42,43,197.88203097991357,1.5937625146603496,114.21036404738597,0,7,1
43,44,652.8466090809667,3.1294568821850453,40.65839693645914,0,0,1
44,45,314.5655904320088,4.429888741180935,174.8251448028983,1,6,1
45,46,524.5115878640706,3.0793159409115227,150.10657457752706,4,1,0
46,47,342.0897595664937,1.164797373768169,32.180305142000286,1,0,1
47,48,450.43537101246164,0.1220039077826901,147.41031750135835,0,2,0
48,49,464.2893452585054,4.350494369504649,117.83687912167629,1,3,1
49,50,276.12431687327404,0.10634705425193569,34.71056223442009,1,5,1
50,51,684.1840064375705,4.3735083634209975,102.49411547515817,4,9,0
51,52,583.0690681477795,2.64468567013606,107.24533168340845,3,4,0
52,53,668.5394496133783,4.695338492564481,49.83941722938964,0,3,1
53,54,645.3102222223774,3.993916178868327,190.22566646005083,4,7,0
54,55,490.9079889817643,4.989670552666688,172.99556686651914,1,3,1
55,56,659.3746022120208,1.7535590772585508,140.42402071923948,1,9,0
56,57,226.01610106699815,3.8359414446556346,103.21320098010929,3,1,1
57,58,281.9110884579555,2.009654568046211,94.11779748521153,0,2,1
58,59,203.5181902334798,2.3993781015195443,137.17522408717176,0,5,1
59,60,349.17177199689746,3.1375273160918504,118.17773649324299,2,7,1
60,61,382.11219063853065,4.368385570931694,31.20915905873941,0,7,1
61,62,321.10149652242586,4.9204173459964755,112.2504767786597,3,8,1
62,63,610.9435047590032,3.841367069322591,165.15265110191112,2,6,0
63,64,365.5117298806664,2.088833910836669,102.66317796745246,2,1,1
64,65,326.085945037438,2.106785011385351,29.352183959768315,1,7,1
65,66,462.2019632422892,3.6879115079444573,161.53007588912595,1,6,1
66,67,253.28059698687656,1.1938857288415117,56.24548078447539,0,7,1
67,68,597.1424299921007,0.5523705656569733,66.55175027984697,2,2,1
68,69,218.76633471348083,1.7731107882038826,49.647143617813256,1,6,1
69,70,693.181207032269,1.4361949582704088,79.43871167686956,3,9,0
70,71,581.5672800342618,1.4815406022799504,156.2152710239543,1,8,0
71,72,283.33215439776967,1.1680387552495497,113.48945471070873,1,2,1
72,73,182.87150090427326,0.21046594818180941,56.87862934712826,2,9,1
73,74,604.0399427965137,0.08936967366706905,178.00941406736735,2,5,0
74,75,547.5658188007609,4.938611948680157,178.32473389127526,4,1,0
75,76,559.0837273813133,2.138865668679312,176.70411650828123,3,1,0
76,77,581.0605802766918,1.9216332357984083,62.98331804867707,2,4,1
77,78,218.503218901727,3.3982364134653493,101.22308195257786,0,4,1
78,79,366.4021788430217,1.0912694393253208,197.2981381053575,3,6,1
79,80,240.25191095306747,4.749805919751127,158.96224573579826,3,1,1
80,81,628.8137814553086,3.9317250720777603,24.89013582060077,2,6,1
81,82,504.1150259503301,0.44705501156129757,31.73682642688857,3,4,0
82,83,352.0669729233776,2.087903878924642,103.5076478262199,2,5,1
83,84,213.05034214873228,4.395591537810823,183.65963705508082,1,7,1
84,85,341.71080729214435,4.723660111457051,116.96632363148856,4,9,1
85,86,349.09532745390845,2.3370075562493486,109.60625144617224,1,3,1
86,87,559.3952127357934,3.0670569460535386,38.985265992193504,2,6,1
87,88,511.52988510471084,0.8351697304603761,138.22041885037294,2,5,0
88,89,641.3506261396898,4.955843130684883,167.9785689080406,1,9,0
89,90,425.55176108421364,1.1583585069172169,88.47560135136122,0,1,1
90,91,242.1890078879169,4.713658870675628,159.61013316655894,0,7,1
91,92,550.8872893559574,3.2482332449618423,193.60579770214608,0,9,0
92,93,575.6082252807867,3.0386839743942957,56.677962642984035,2,8,1
93,94,471.86414273613804,2.563442555082543,114.19933361505343,3,4,1
94,95,580.9029335763717,1.1533490585887933,71.6848324552236,2,9,1
95,96,436.7737101094832,0.8826401600275413,162.71379542609108,3,3,0
96,97,451.8210712786369,1.1024310453508768,123.96680585860835,1,5,0
97,98,402.3213295464458,0.9321913107212726,134.2248351590547,4,7,0
98,99,193.2179459069295,3.8979223678337664,163.62454873086094,3,2,1
99,100,236.10354203651832,1.7506262958336505,91.27468507924188,0,9,1
100,101,196.3431765571018,0.28921338281698183,184.7162123132678,2,0,1
101,102,510.9334138571658,4.845513150704057,115.9451961043052,1,3,0
102,103,343.46511015968986,4.4189294248171285,48.43186811036264,0,3,1
103,104,444.4567594056454,4.638761415976065,145.26184127038442,1,0,1
104,105,651.9345664415684,4.974539113232177,162.7870430788858,4,8,0
105,106,309.63195915741494,0.8694762460974365,77.0171018721548,2,2,1
106,107,393.39911997852744,1.9812100945132938,174.29226625977554,2,4,1
107,108,572.8865920423852,3.7911923785204564,183.10578585783796,4,5,0
108,109,298.9750460556437,3.480103090268961,69.84280772800561,2,7,1
109,110,220.02955311097236,0.7694795316992753,197.03386508873996,3,5,1
110,111,330.6707555151594,4.079165624953089,45.32807504877651,1,2,1
111,112,263.83506937208233,1.1222028591833033,56.36282031244819,0,5,1
112,113,663.442779218138,1.1190880741131153,53.16047106284471,4,0,0
113,114,600.2225973734968,2.6848721144670677,180.91814780141667,3,3,0
114,115,509.3699533854202,2.9646996742085157,137.77265941849313,0,5,0
115,116,633.1595068976133,2.9004310391890558,47.37877098000912,0,6,1
116,117,597.9094799875395,0.45743418698877436,99.25821530630282,4,9,0
117,118,277.0164306207386,4.387304313151902,130.75364451256436,3,2,1
118,119,644.1306792147884,1.3280002129435302,35.023535298088994,0,8,1
119,120,460.45796579613835,0.6475746064140209,178.83494631332098,0,6,0
120,121,599.8688806853124,4.443740399344886,164.64863637947633,3,0,0
121,122,645.9674759602165,4.778257491148767,110.93721924379489,2,1,0
122,123,345.3618069853692,4.310638086327253,194.0827907466507,0,0,1
123,124,237.22700075439192,4.04758037362439,95.19697626951795,1,8,1
124,125,298.52628452180966,3.2762099031951086,197.13985742656962,3,8,1
125,126,402.09605008565325,2.7542868530456968,140.22559978465287,0,6,1
126,127,605.3676782796964,0.4349337995570507,134.24082918570946,4,9,0
127,128,627.5799032932986,2.0422660653534934,49.871881153241304,1,2,1
128,129,183.61510787621916,1.86344258506157,178.7469964948359,0,4,1
129,130,445.58859734033416,1.2987689188016311,96.94814382571073,1,3,1
130,131,397.0537216373651,3.6171005684429245,49.20201304084628,1,6,1
131,132,295.49606144477974,2.4793786753938543,22.269353595636627,2,8,1
132,133,242.32999101351504,0.40523107953823967,120.75602305490887,1,1,1
133,134,355.5598891298865,1.1009160097490567,114.93193198208174,2,7,1
134,135,670.31304603451,3.4162938182979796,149.48365202644854,3,8,0
135,136,348.0655246507927,0.3806542974515009,180.2464495432044,2,9,1
136,137,449.77112330655035,4.256034570243844,34.29318523574531,4,9,1
137,138,545.5698586254925,2.4757326350698716,151.66936826126522,0,8,0
138,139,369.08739323723285,2.40293288663324,53.7341499375648,3,9,1
139,140,685.3266830148996,2.962038923297588,174.47186956828952,3,6,0
140,141,680.4725933698978,4.123404829625746,167.4314324950981,4,8,0
141,142,310.92679382918936,1.7390460395109653,117.34287589739799,2,8,1
142,143,438.56922306404044,3.390080762795318,147.84370375219606,0,2,1
143,144,336.45672110472026,2.8286598199789554,76.5830203730747,2,3,1
144,145,328.1170570762831,1.3351413508471066,104.81022180790663,1,1,1
145,146,199.18121262435704,4.39314993177579,167.8946415878849,2,9,1
146,147,496.97345366954636,3.9871301080346404,102.6677354911785,3,2,1
147,148,441.393092079008,3.2922591732921274,84.40368775857952,0,4,1
148,149,206.76895064999445,4.2529086454712095,108.95824050505398,2,4,1
149,150,324.8961614030379,4.336471004799012,169.0848654386993,0,5,1
150,151,652.29826070266,3.541814883575174,80.3374485267571,0,6,1
151,152,304.57218314682564,4.18506664181836,51.27708676443388,1,6,1
152,153,255.345333487436,3.487357308346418,148.16252365954054,1,0,1
153,154,434.5154353443328,3.400703858801502,168.67607828745471,3,1,1
154,155,692.5382361375124,3.0930568910759213,38.114746134236,4,8,0
155,156,305.8687411859802,3.763583197788206,63.17734029607005,0,9,1
156,157,529.5104846510569,0.7930255264653685,45.5549581569789,4,1,0
157,158,576.0421999709331,4.404353795994642,82.62945408478998,3,5,0
158,159,303.5715228760478,4.35921763872616,101.06317620297428,0,0,1
159,160,558.6725012781669,0.14623641517279573,154.78874065339517,0,2,0
160,161,371.2472290140117,4.129083752823814,137.20656527870136,4,1,1
161,162,508.79903190866133,0.644349337367226,131.7671421461176,2,2,0
162,163,509.43544959566526,1.6755942712957095,83.42749038973778,1,4,1
163,164,458.6028357188744,3.717541281458039,171.4605595552568,2,9,1
164,165,226.95068042829232,0.803799480241541,104.83169013166962,4,5,1
165,166,614.3572977064038,4.0898351205953105,196.23888884272782,1,8,0
166,167,346.80563378530263,4.16067088978871,134.14558489323264,2,9,1
167,168,276.9896254079242,2.537338668804181,42.72765348161049,1,3,1
168,169,201.20307360847724,0.0319293585841679,141.71196117357812,0,6,1
169,170,487.26433045788576,1.435190665874564,78.51872277770582,2,5,1
170,171,532.3334681579868,3.084634591878711,143.53889540349752,1,1,0
171,172,188.6256710424852,4.9059308901371175,32.53540666923303,1,9,1
172,173,446.2883903156261,3.1590676350833418,51.47865869167269,1,7,1
173,174,297.77780310292775,1.2990179053207989,174.03270660304153,2,6,1
174,175,515.489851012914,3.170028515498057,60.89232026423268,3,6,0
175,176,270.67054308259554,2.6999268985792773,170.6674025437292,2,7,1
176,177,539.2876238132823,3.899226975755718,70.26969592179387,4,0,0
177,178,381.1023800762795,0.534903194134792,135.7187438105674,2,0,1
178,179,667.099594143102,3.80513951251014,144.94710323176957,1,7,0
179,180,251.5108909559165,2.7063328933805515,112.27785556610952,0,3,1
180,181,357.3545025461344,4.814960019294973,74.95592180541163,2,4,1
181,182,239.00623104510632,1.7093608301934304,58.2759877467973,2,7,1
182,183,660.8406815048527,3.1631094656697405,25.974083821236718,1,4,1
183,184,636.2164637581102,4.660140527550087,74.71035222333029,0,9,1
184,185,314.1296464118809,0.5125486399533963,137.56930229563096,0,3,1
185,186,523.1917039377731,4.686142436182256,188.8948673207269,4,5,0
186,187,604.9555441046323,3.439428611504067,176.81680680734937,2,4,0
187,188,468.7044220317204,0.3391852955258595,157.89165977635446,0,6,0
188,189,455.41830074512336,1.5048178347340813,161.92052178559376,0,9,0
189,190,305.7631912682349,3.540860443226408,139.69728262567915,3,6,1
190,191,228.4134392590676,0.3367530073438585,66.85163436188054,3,3,1
191,192,646.5521941357299,2.9108523008813663,183.29510552704937,0,4,0
192,193,648.2173897249318,1.7294152847647837,140.73181614305014,4,2,0
193,194,509.21275778209935,3.1045775888373854,120.87931357647919,0,3,0
194,195,356.29549134532436,0.22871016906256425,39.97810445842659,1,3,1
195,196,361.58897879858364,4.357684030761881,100.46999788515657,2,2,1
196,197,557.4969530125245,4.867444845886984,102.86448881634674,4,9,0
197,198,646.4973351753401,4.8443892764284575,175.6214497140806,1,4,0
198,199,641.284940617861,3.7482591587146237,118.39667963380192,4,4,0
199,200,585.5352838459644,0.6504312006531598,88.47209881467374,1,6,1
200,201,513.8564560002296,3.791315979645113,195.8240591319187,2,3,0
201,202,223.7527817974254,0.12293458229400755,39.92970679873682,2,3,1
202,203,264.04693132919914,0.11061775764498627,96.05871709615003,3,8,1
203,204,647.2481780340812,1.6180510957477061,27.564441530852953,1,5,1
204,205,495.34311102298676,2.443215952023329,153.18274173804747,3,3,1
205,206,184.78246684064743,3.852037089038966,185.25377939584712,1,1,1
206,207,232.7652022903367,3.416476883032526,70.4067193190881,3,5,1
207,208,525.0209199361891,2.229513531883742,174.50150182384175,2,1,0
208,209,182.6320236000337,1.3681333314083295,72.5992814831416,4,4,1
209,210,263.6201867370993,4.985622500788556,183.93862909590473,3,5,1
210,211,465.3415704706248,2.1309065111798646,155.7131426474211,1,3,1
211,212,539.7855028002004,2.2569351216483775,164.88321983145894,1,2,0
212,213,519.0198549413523,0.8181191059583459,23.24118000808181,2,6,1
213,214,296.6200409194911,3.974047743749647,193.30586427332466,1,1,1
214,215,550.3331951007186,3.468411128907443,150.80077857265817,0,5,0
215,216,303.36952549833603,1.103848063943802,74.855197169504,4,3,1
216,217,349.2078430428192,0.4119052280792135,169.29103967459244,3,5,1
217,218,568.1755306613725,3.4024965103735654,70.6738157146874,4,3,0
218,219,517.8091075045515,3.2725560714056763,177.09569112190303,2,3,0
219,220,621.5961734569726,1.3662976349910467,40.264470274148664,3,3,0
220,221,521.9587039961785,4.754317811252052,146.66347594294325,3,8,0
221,222,475.52047373444526,0.7552894589045012,117.32572579608386,0,6,0
222,223,228.71087927060807,2.1616740052130097,37.37620463517935,2,2,1
223,224,371.2122175909054,4.718079600837994,63.540889086591015,1,2,1
224,225,317.9052311944972,2.0986365846306114,22.23272652991666,0,5,1
225,226,306.87461455712344,3.1926297383204276,104.37823378361105,0,5,1
226,227,685.9654884712718,1.9879719898139714,74.22774693680006,4,3,0
227,228,384.4108168267154,1.3710760117433503,127.70434717359659,4,8,1
228,229,643.8642086920988,4.919888239799141,73.50280538755109,4,3,0
229,230,508.19208551857673,2.046670031575215,73.98544007125724,0,8,1
230,231,593.3018778416572,4.470496018395672,153.7747757716886,1,3,0
231,232,441.3712884146999,1.149773029455431,28.66571047610362,3,1,0
232,233,479.99002000570675,1.0655235201254165,182.52109913455772,4,1,0
233,234,436.1092007858092,0.1556704144225568,173.40749739041266,1,4,0
234,235,281.52635365498315,3.2583341268794253,140.20484298075317,2,3,1
235,236,555.6750999359828,1.8426317186188057,126.77988261932917,4,6,0
236,237,326.001628469245,4.321791249198185,180.6144496651374,3,4,1
237,238,192.644302544356,2.366049533457786,53.3594323151686,2,5,1
238,239,515.6455938717272,4.840967139573609,34.21444919434915,2,9,1
239,240,272.09755329166546,0.9276275785156057,63.11183058371686,3,3,1
240,241,669.0384638635155,4.343115839778054,163.02409016603426,4,1,0
241,242,676.0428600413454,3.8829842639587087,26.240648010766996,0,9,1
242,243,655.7294829146333,3.85460922322026,124.90523031502813,3,8,0
243,244,372.4825241328311,4.223916140584438,199.1787529144358,3,9,1
244,245,188.03744059501105,3.8051199547149945,174.0252968907571,3,6,1
245,246,662.7256525456172,3.131101608157077,113.8602240278461,2,3,0
246,247,402.65575712500345,0.6562243884119379,31.45536367159562,1,2,1
247,248,682.6605059027081,0.16263089745625958,169.64723258942777,0,9,0
248,249,681.0823880864115,4.604239239078434,127.8161314718979,4,2,0
249,250,623.5649168430273,3.0832515726036904,40.68793947072203,4,8,0
250,251,333.1134238761846,3.9826864548808816,36.89431126820412,1,4,1
251,252,380.2508188730011,2.4076117575627505,183.73282749858663,3,2,1
252,253,622.5910691887656,0.5865409448119724,140.4560473288541,0,4,0
253,254,344.7994426812644,0.6259289610127522,169.271623877016,4,1,1
254,255,268.13622827676807,3.4278264361448567,178.2162020508081,4,3,1
255,256,469.5366564783421,2.1515294744973135,122.91902336869799,3,9,1
256,257,666.8004825636061,1.0026236335016836,113.14034331590743,1,1,0
257,258,541.9354942709859,2.4579727337071846,97.47693385777823,0,1,1
258,259,476.4318084464698,0.32104468537567044,77.05038580240148,1,7,1
259,260,230.53177676079963,2.909857009571994,98.22727295456812,1,0,1
260,261,499.80375788356827,1.3449670221754884,159.29833803142816,0,6,0
261,262,694.8280020542169,3.9877955031859407,128.34621758272368,0,4,0
262,263,252.8436879229925,1.5518097946178688,180.65419219187228,4,7,1
263,264,449.5314192291431,2.276100745409006,99.80840258825378,4,0,1
264,265,636.2339974025368,0.05810269954050318,129.27612416937572,0,6,0
265,266,565.1996812321863,0.3622344389727944,133.63535955655797,2,4,0
266,267,542.4481853175394,1.962467782033424,126.5054892151386,4,3,0
267,268,545.2917236732968,2.3996941735856177,146.47407915539293,2,6,0
268,269,366.9353986342727,3.0001027405965184,62.73802430746513,0,9,1
269,270,332.6677590175366,1.4583128935465162,112.22547995824232,4,1,1
270,271,600.8678008488271,3.474909430632713,38.76046450550258,1,0,1
271,272,601.258965233174,4.300611985946023,89.21203897606625,0,0,1
272,273,630.8776056616539,3.8992549444667493,107.7800723518276,3,0,0
273,274,654.8850873293651,0.19809412674178573,137.40036671818504,2,4,0
274,275,445.89804740768767,2.4025347362891445,191.09558946551664,0,9,1
275,276,440.7884732373438,0.5246508920908743,128.11719197870406,0,6,0
276,277,595.1134930627231,1.2102250793126372,153.84690491178077,4,1,0
277,278,517.9812440044379,4.933312966335732,111.1278907091365,4,9,0
278,279,545.0227761740057,0.7124777145075661,134.13872564773965,4,7,0
279,280,593.8121881067725,2.4944407672567803,32.767798904079214,3,3,0
280,281,642.8027777451344,3.0907786715905954,65.79048455153246,4,2,0
281,282,355.7574815627986,3.5123248527205195,85.13355677692496,0,9,1
282,283,375.3031353727709,2.7982434174345707,105.04880390117245,4,7,1
283,284,228.87060871725188,0.048854237095918296,28.21677419042907,1,1,1
284,285,480.70567331801044,1.6323065412199593,45.20433755959718,4,2,0
285,286,198.68998237430588,2.5885582169235573,69.82657540243504,3,2,1
286,287,422.1109694288793,0.43933249572416677,194.8758843621891,1,9,0
287,288,462.17521004793986,1.7531346560459038,79.64246127854913,0,0,1
288,289,329.0014511067079,0.16601554395683282,106.76739046017485,0,5,1
289,290,487.2332954958856,0.3928924857751037,55.29758829291073,2,1,1
290,291,195.8601299683057,1.9846163810079802,129.9404127936383,1,0,1
291,292,199.4210581495915,0.6635787702153018,70.52297879287538,2,1,1
292,293,607.7522915430222,2.8377042413077906,57.25866411891682,1,5,1
293,294,367.29913353385666,3.4473248456863286,112.98307312027623,1,3,1
294,295,246.0714665789801,4.002933495545414,20.991043848875748,3,5,1
295,296,451.5664952284983,1.0007512212240504,21.37952587686056,2,8,1
296,297,580.3966476112776,0.8374129112953488,59.4323856383344,3,9,0
297,298,292.22693429835846,0.5228392016720013,26.609845250147806,1,9,1
298,299,503.9030474258801,3.1821512477181835,39.444635743524444,0,7,1
299,300,224.38068179675935,3.5323786324345057,80.9949168809753,1,0,1
300,301,206.874495007676,0.1579307241282102,164.4654223243663,3,7,1
301,302,456.30440841543697,4.681061231218449,122.96875580647415,2,8,1
302,303,461.1302632372554,0.25985641825736205,112.28019067215496,2,5,0
303,304,511.4635487790674,2.7064816765053523,72.82798817746189,3,9,0
304,305,557.567493535784,3.545302597254582,187.71566949790696,2,4,0
305,306,687.443081320518,4.354845618730428,91.4627074226945,4,5,0
306,307,448.47618111662155,3.570434660662139,35.67669802323887,0,5,1
307,308,347.9373659294479,4.008640415348959,131.07197290120422,0,8,1
308,309,593.496821279726,1.6972509627140302,40.490910825788255,0,3,1
309,310,320.8327706562786,4.074125568732561,82.14016570430458,2,1,1
310,311,408.26513876693076,0.4005742319233757,111.3341489692056,2,8,0
311,312,220.7973182979783,4.474083280302638,177.36005444333165,1,1,1
312,313,193.1823865760379,2.7379618807686814,108.83838446122137,1,9,1
313,314,680.577175632521,4.0864888498124685,146.40657788569956,0,8,0
314,315,614.709662666347,2.2615914225915006,198.70703101983267,4,1,0
315,316,541.9065871687229,3.2178884759826247,43.66804158163669,1,7,1
316,317,392.6555310954203,2.632013304680566,69.45167459351352,1,8,1
317,318,270.1130464368398,3.6579476087766594,91.02369360757635,2,9,1
318,319,261.34726218896475,0.4081499101529479,95.92907213698965,4,8,1
319,320,310.12630704558956,0.301760419952819,93.98379354779824,0,9,1
320,321,465.59786564718263,1.2355161700507322,183.36998046017987,1,8,0
321,322,551.5898798040324,0.7977234005659417,148.52587600403416,4,1,0
322,323,523.3026358932202,4.3589178329610085,129.42293853632668,4,3,0
323,324,325.56562641189026,1.0960699367902216,75.68708921530077,0,6,1
324,325,676.5299459448609,4.879326279095657,168.28226915983305,4,1,0
325,326,563.7063966817996,1.6844789588555342,191.91089206729802,4,0,0
326,327,468.26410730592835,0.9105895784434964,167.81569085904079,4,2,0
327,328,498.0947880418632,3.9484925357123957,20.281718934465122,1,3,1
328,329,398.19203246245075,3.2935388775043806,134.55224663301328,0,7,1
329,330,308.8201145406019,2.490978582265695,29.20436865957813,4,5,1
330,331,365.10579289865603,2.7768177546881563,66.36929966006994,4,1,1
331,332,574.079977441472,3.5960088913613193,30.714446062598903,1,8,1
332,333,187.48461408747306,1.1422737066564936,128.68318153088978,0,1,1
333,334,240.35777306359643,4.981669580283709,143.58618442866924,2,4,1
334,335,203.92137385131144,4.873965810733916,40.60777485186292,1,3,1
335,336,201.17897720586447,3.2516284317346846,89.09099894809631,0,6,1
336,337,624.8395036857237,0.9977122546457257,102.12257161199756,4,7,0
337,338,545.9020868776123,3.401141212156457,86.42954391696499,0,4,1
338,339,426.57039112540906,0.3609920448958792,41.78450008733475,0,9,1
339,340,230.87376353852076,0.15326251102903032,95.41060223374558,0,4,1
340,341,435.6402550607528,1.2884144425560684,155.21204860551526,2,1,0
341,342,426.2053208058942,2.3131147836965815,32.78137961598598,0,7,1
342,343,270.0649723532079,4.341362527041903,34.43240253474262,2,1,1
343,344,405.602857603746,3.6358453488315403,83.85883253047716,4,9,1
344,345,387.22246188663416,3.713532605999905,189.51062809140652,2,5,1
345,346,500.24205098715254,2.1274666722403768,140.34307641012452,4,7,0
346,347,510.2486984511748,1.7296749627348147,142.16059220106166,4,5,0
347,348,203.55808508146316,1.8551938149230134,85.14559835081569,2,3,1
348,349,374.79855960576504,4.938247818680289,126.85894241753692,1,3,1
349,350,505.4471561714029,0.2005459570624124,21.82361312499381,3,5,0
350,351,441.6308544616456,4.335157480612243,134.49728835371758,0,3,1
351,352,625.3747174179275,2.893377042861967,184.3916505637226,3,7,0
352,353,522.5206884418515,2.1930770959479524,130.26322430206744,0,8,0
353,354,264.72590208234345,3.6262883020756824,177.2657468239421,0,0,1
354,355,216.6957486482235,2.4333447071235144,150.31514998389687,4,3,1
355,356,514.0580246672841,4.367116190408303,41.70051495266425,0,3,1
356,357,193.78588148164334,4.503509320056293,182.44159531145152,0,1,1
357,358,484.60330226220094,2.108604634367277,31.95989198403948,2,5,1
358,359,668.9197255409779,1.384138986175258,116.11414505859749,3,2,0
359,360,479.24657249545703,2.961751642966811,45.58468228282238,2,6,1
360,361,381.8483616273914,4.561816728083455,22.107189931562733,0,4,1
361,362,514.5098735900236,1.053310945028333,95.96616682297503,4,3,0
362,363,418.29150305558863,3.114832917817414,73.10732737774812,2,4,1
363,364,463.7207304442862,3.1578011004626028,107.48008888356854,2,7,1
364,365,669.561700563793,3.665565112076405,123.89597961221915,1,2,0
365,366,380.7733716564026,0.657838425636299,27.873033015610524,0,6,1
366,367,679.8190931884353,3.5791248234104427,42.14059312227421,4,5,0
367,368,650.7823338171531,4.545162603328205,120.55563136107656,2,0,0
368,369,281.81139009043414,0.8984155443512098,81.77012357107847,2,6,1
369,370,216.06787645508604,1.1877166246193882,151.25122775890063,4,6,1
370,371,232.40456071626187,4.856975470208198,137.41249674654915,0,0,1
371,372,189.47534933880587,0.9048847635474488,172.20878533818322,1,8,1
372,373,229.11033959308276,4.271925466847896,144.64870880046055,2,5,1
373,374,535.1635221765056,2.461389282240174,97.38759393022666,1,1,1
374,375,217.01809719931907,1.2361553720158853,141.13399203099783,3,4,1
375,376,345.86732775275584,4.353749506362557,69.56861136597533,0,3,1
376,377,619.3351617041164,2.2265262750133274,75.13642978007829,3,6,0
377,378,192.10140658262947,2.574086769648451,162.0173287857428,3,7,1
378,379,603.5236109462467,1.7961668469988283,100.3555129522848,3,0,0
379,380,326.56448288216797,2.9647542571746373,163.70846129330346,0,4,1
380,381,241.44571036326124,0.8176193629251138,168.03602726029013,0,2,1
381,382,542.3033259893583,1.9554076832588034,174.36122077903107,4,0,0
382,383,507.0502803255397,4.847061611676438,184.9943424514173,1,2,0
383,384,636.2854470340676,1.2906671635056377,97.57733969239332,1,5,1
384,385,562.2369427780206,3.283683322706461,77.39602729780499,4,6,0
385,386,597.8100838001212,1.6259503211234745,124.7957743869405,4,7,0
386,387,326.65797773707936,3.8673656284330034,86.81103621877297,3,3,1
387,388,272.26856276545584,0.6543683035917491,128.19335002404193,4,2,1
388,389,570.3196708532464,4.849105225392724,147.00545527588844,2,4,0
389,390,599.5540644189773,2.2689477069181962,143.91290332858463,1,8,0
390,391,695.0626738403502,1.1802523167323198,87.41951966362184,4,5,0
391,392,394.56119199394175,0.3674837366500633,50.03483630577551,2,8,1
392,393,373.44940461224724,0.8487895254377037,97.49528092319736,2,5,1
393,394,583.7347395858384,2.598869742780088,45.66694593474357,2,1,1
394,395,357.2178409315693,1.6850158821564314,180.2174663330855,2,4,1
395,396,663.9938093138537,4.144416829413047,82.25794293281433,3,8,0
396,397,626.3746309583662,2.1544376183090295,47.80275450019828,2,7,1
397,398,403.07689423500955,1.2435713629381495,24.58059678303516,3,6,0
398,399,570.4529552515787,3.0857249330201504,136.24802953156717,3,0,0
399,400,572.3622945240348,3.533886084427229,134.6424171418538,2,3,0
