,age,years_of_experience,education_level,interview_score,offer_salary,job_offer_duration,previous_jobs,distance_to_company,candidate_rating,industry_match,label
154,31,10,4,54,81871,14,3,-1,3.4083045864621315,0.7031812311155479,0
155,26,8,3,67,89665,15,1,7,4.16096874943568,0.6537300013738581,1
156,39,3,1,90,63884,18,1,19,3.5883072216238294,0.7808676417584643,0
157,32,12,1,106,74642,13,2,21,3.1864672285507107,0.7588588015125529,1
158,24,8,2,51,69685,25,0,15,2.967015374242831,0.6472234296756024,0
159,33,4,3,47,59321,21,1,27,3.831181599932161,0.7412869635588094,0
160,25,-2,2,103,78467,21,1,19,4.8173260949307215,0.8678137414771983,1
161,34,12,1,81,100116,8,2,8,4.0152345214324505,0.5809763370623096,1
162,36,1,1,62,56599,14,1,12,2.2242377109089464,0.5682959972867159,0
163,26,0,4,83,74677,13,0,1,3.3820549204464014,0.796759653554047,1
164,35,8,3,35,81405,8,1,14,4.672472394531883,0.678659994077296,1
165,32,12,1,75,76231,18,2,26,2.2833872774032606,0.34615440714468254,1
166,34,9,4,80,73869,11,1,22,4.9666271364126295,0.8798728101992028,1
167,39,7,3,89,62008,20,2,29,4.8472081809362635,0.32000901645446606,1
168,29,7,2,60,77328,8,0,12,2.2348234421896276,0.786457631536333,0
169,26,8,3,76,67432,27,1,28,4.800239961348665,0.7932161927578033,1
170,26,7,3,61,53101,9,0,13,3.089397770778387,0.9195222054332548,0
171,26,6,1,79,86946,17,2,30,4.534127501227587,0.33518736546150846,1
172,30,5,1,62,84584,21,1,15,3.2551500131398146,0.6879569595099191,0
173,32,5,3,69,75517,11,2,22,3.3225653381075477,0.5780963709075844,1
174,31,3,1,60,77291,21,2,30,3.902729272932628,0.5149114206587022,0
175,34,4,1,85,85743,6,2,13,4.32343225782795,0.35870706419439746,1
176,30,0,1,88,77243,25,1,17,2.101367452844746,0.6657251777863509,1
177,37,5,4,71,84040,15,0,28,3.7794679865814027,0.6113764716884988,1
178,29,2,4,76,72025,11,1,14,2.560198982292113,0.36796039779816575,1
179,44,2,3,53,88120,13,0,2,3.0378485535896087,0.6981181796131042,0
180,33,6,1,71,78208,21,1,36,3.0439059984656494,0.7796695281644099,1
181,26,9,4,74,76941,11,1,10,3.4071810206634607,0.7987308956848713,1
182,25,8,3,114,62299,10,0,17,3.0024092356285204,0.8884925723705777,0
183,32,0,1,58,77870,13,-1,27,2.322083355352003,0.5661559822277051,0
184,29,2,2,97,66680,7,0,9,2.4368862155763544,0.9194972996043889,0
185,34,8,1,90,68617,28,1,5,2.100313956683293,0.8625291133037458,0
186,32,2,1,79,66846,11,0,18,3.410747255986263,0.4927260211655603,0
187,30,4,4,101,64338,21,1,-3,4.863343084558966,0.403533974277148,1
188,26,7,3,81,96248,16,3,12,2.3470256709443498,0.5830031074832087,1
189,22,2,3,81,88313,8,2,17,4.8387934790092455,0.5612341601713782,1
190,28,5,4,74,94204,15,3,12,4.20008454419628,0.6742175484652828,1
191,34,1,1,93,62771,20,1,0,3.9124964088024896,0.6792010510130362,0
192,31,3,2,91,75713,14,2,31,3.9358332659706887,0.7874915398469838,1
193,24,6,1,66,62065,23,0,16,4.480182945188846,0.6314284663336466,0
194,31,0,1,55,68043,22,0,29,2.320759593139464,0.3681347166114976,0
195,32,6,2,72,65819,21,-2,12,3.5142629706966253,0.857889368109519,0
196,26,5,4,63,87396,12,2,6,4.091273414782275,0.5013469790703715,0
197,31,7,3,74,71038,7,3,18,3.760461335220691,0.9313433491992846,1
198,30,6,4,94,85684,11,0,13,4.498337213069884,0.37660907064185056,1
199,24,9,4,68,81041,16,1,3,2.2168151270340544,0.922863261951127,1
200,32,5,1,74,98036,19,0,30,4.072103118497498,0.359157674473636,1
201,33,4,3,76,60206,0,1,9,3.6020831911541533,0.4501734896655886,0
202,35,5,3,88,87592,15,2,-3,3.1374825919398304,0.33027696235625204,1
203,35,7,4,41,86464,16,-1,28,3.0208249467020925,0.7583235453153466,0
204,23,5,2,66,65266,13,1,10,3.8624978983225784,0.8526941787716646,0
205,25,5,4,78,85071,24,1,9,4.6729861239327946,0.5821462031803872,1
206,33,3,2,93,78361,18,1,-3,3.4885277783033457,0.9035393487775791,1
207,33,3,3,68,72725,24,1,32,4.474169492230761,0.6836943966411397,1
208,33,1,4,47,66761,13,1,2,3.2064691455319023,0.70950463804024,0
209,49,10,1,84,67809,22,1,16,2.3071833883795296,0.8495224811055004,0
210,33,1,4,65,95498,26,1,24,2.1845172093759158,0.4929201332836952,0
211,36,3,3,57,75007,24,2,19,2.154003113971033,0.5302727188629567,0
212,35,3,1,66,82821,7,1,14,3.1404504258730097,0.8888687474765187,1
213,33,8,1,72,67091,13,1,-2,3.0117132525075263,0.8856262724251964,0
214,28,4,2,66,67201,13,0,7,4.153811070867708,0.9347138045305661,0
215,34,9,1,42,85820,18,1,17,4.228464504754598,0.8861949056870861,0
216,26,3,1,88,61504,20,2,7,2.1525619065012194,0.38279182342168455,0
217,29,6,4,94,70848,9,1,17,2.663369788667045,0.8354207859890417,1
218,28,2,3,85,75340,15,2,22,2.822785550476699,0.5663950107712361,1
219,30,11,2,58,76114,1,3,25,3.6428359524284284,0.9440208813648596,0
220,42,1,4,72,73209,25,2,3,2.433545671720851,0.6069826268137206,1
221,21,6,1,75,78958,11,1,37,2.401823658200001,0.6599934536264433,1
222,33,7,1,84,81929,15,0,23,4.831366667623874,0.6443536949169191,1
223,22,6,2,85,82346,13,-2,15,4.412608721893343,0.5091290694078805,1
224,28,4,3,64,65142,23,1,26,2.541964706273511,0.34876435778039677,0
225,35,5,2,76,72158,-5,1,39,3.219703423716473,0.882173299761247,1
226,30,5,4,82,86948,15,1,1,3.0668659977726964,0.8217392781420865,1
227,25,5,2,97,83946,14,1,13,4.3730122221962215,0.390692407363785,1
228,26,8,1,86,61271,12,1,-9,3.5306387494343663,0.8048993763775474,0
229,33,12,4,87,78515,27,-1,17,2.383549210980401,0.7068003329328965,1
230,26,3,1,76,55218,9,0,19,4.216976189468731,0.5659434621464545,0
231,31,1,3,96,75469,20,1,15,3.190663934674757,0.4651137469121157,1
232,30,5,1,81,93978,17,3,8,2.788772742896441,0.858823709276451,1
233,27,13,1,62,65521,24,1,-5,3.1264958660621605,0.7551223685411343,0
234,41,3,2,96,66657,10,1,19,3.4932696908206893,0.656030941154939,0
235,33,10,1,85,82640,10,2,30,3.029346549251028,0.6962195470340016,1
236,20,10,4,68,59572,23,0,9,2.7257173177752736,0.3591930183534176,0
237,31,3,4,68,68672,18,1,19,3.195506086411941,0.6080478445922747,0
238,27,7,3,79,80964,4,0,-1,2.0575187322496946,0.4259051903107063,1
239,34,10,4,82,68657,11,2,20,4.317493538288941,0.43544939135573646,0
240,26,4,2,78,72640,18,1,11,2.5128346807027575,0.7298475754864633,1
241,29,4,3,80,82442,21,1,7,2.1317138408919116,0.8923164986922871,1
242,33,3,4,100,79215,10,0,7,3.9610960787152374,0.5624417968109252,1
243,34,2,2,91,77668,-5,2,11,4.321808386471017,0.4350370274579237,1
244,24,3,4,78,71609,19,3,19,4.441487394778529,0.7216855092038252,1
245,28,1,4,89,78701,6,0,2,3.4805275479818,0.8662715801277066,1
246,28,5,1,60,73763,1,1,11,2.616104554069956,0.7864072207296189,0
247,27,3,4,81,79578,-5,1,15,4.21168303174948,0.8646921998487815,1
248,39,6,4,102,70031,21,2,4,4.0991392314630115,0.6487605361570195,1
249,32,0,2,72,73174,16,0,33,2.7388122023095196,0.788719558839974,1
250,24,6,2,62,65100,13,-2,6,4.710223267588379,0.39104196358330867,0
251,35,8,1,65,74650,25,2,8,2.313114374248487,0.5263784999860744,0
252,41,-1,4,59,66890,19,2,5,4.948064718773977,0.5532069569129896,1
253,35,6,1,63,63860,26,-1,33,4.580743432932394,0.6323422350599224,1
254,22,9,4,69,77587,5,0,21,4.063695936437226,0.9038996341669354,1
255,28,1,3,54,77127,15,3,6,4.816249664839498,0.8682927641444131,1
256,36,10,3,75,82829,4,2,26,4.166933504971123,0.3874415699879699,1
257,26,6,1,89,70689,13,2,17,2.571370991090138,0.41231327372360105,1
258,32,3,1,61,79081,13,1,18,3.3264684143384353,0.5324663572327923,0
259,34,5,1,98,80508,19,1,12,2.214509072994906,0.48898351282893804,1
260,25,7,2,83,79448,15,1,8,3.1689722668643463,0.6996011195515704,1
261,30,5,2,90,66743,19,2,18,4.224809059211626,0.8868044310469541,0
262,14,7,2,65,76494,20,0,10,3.159330052792452,0.9254895020871814,0
263,25,2,1,88,78641,30,0,33,2.9908825264044023,0.7248419191478972,1
264,29,6,4,59,75072,13,2,2,3.786067167530936,0.8448034809107063,0
265,24,1,3,88,54135,8,1,30,4.616613586996685,0.641381430150018,1
266,38,5,1,78,76605,17,2,14,2.1427495776383374,0.4354125154590258,1
267,23,2,2,83,97125,9,0,18,3.156411304099206,0.6410474678607603,1
268,28,3,2,57,71400,25,1,23,2.474722225445788,0.6608036909344732,0
269,31,9,1,62,67719,13,0,9,4.086062752195609,0.7825974167388117,0
270,37,8,1,84,78733,11,1,24,2.3171736812934047,0.4429239433097769,1
271,23,7,2,61,78124,12,0,-12,3.9944232757407336,0.5394017483563756,0
272,36,2,4,82,86927,20,1,8,2.858542612393722,0.536617854989468,1
273,30,4,2,54,62421,14,0,6,2.596750441211674,0.9236357372317572,0
274,25,9,2,88,82314,11,2,2,4.809057673474956,0.5885642242123672,1
275,32,5,1,57,80904,27,2,13,2.0555737302378674,0.7908110787437952,0
276,31,12,4,83,73579,9,-1,19,3.3133318156687066,0.7880273978933853,1
277,27,6,2,84,78387,15,2,22,2.064880977385381,0.47260372012210683,1
278,30,6,2,65,85295,20,3,17,3.450779144312987,0.6717152980916258,0
279,28,4,3,84,83723,4,1,8,3.5031421333832546,0.8812968806571211,1
280,31,5,1,79,63570,18,0,19,2.964987414184241,0.6088785176470171,0
281,33,5,3,67,83202,8,4,16,2.396485332575071,0.9143263797726549,1
282,38,7,3,60,74353,21,0,24,3.129162613203426,0.439397849060705,0
283,24,8,2,46,75729,8,1,23,4.016788819797698,0.34820341875311994,0
284,41,3,1,80,75732,20,1,15,4.347187425933377,0.8794450175440869,1
285,20,1,4,52,73498,23,2,6,3.592251807164427,0.8509927786754408,0
286,29,-1,2,76,86917,21,1,8,3.7695031833192667,0.945183419356999,1
287,33,7,4,71,74163,17,1,10,2.601849113373958,0.7416057672730769,1
288,31,2,4,85,63805,13,0,12,2.8619909996829485,0.908847152333647,0
289,27,-1,1,70,71065,11,1,18,2.4856868301570754,0.8375168663046719,1
290,29,6,3,70,76787,25,0,22,2.7478860500138342,0.8488771165280564,1
291,28,12,1,86,87292,10,1,14,2.674660340676595,0.6699420207952743,1
292,27,5,4,80,81031,8,0,15,3.558346359173713,0.548536988645862,1
293,34,8,2,80,66495,20,0,16,3.6880662673721885,0.9074627471531331,0
294,32,5,4,82,99852,9,2,10,4.834842262464513,0.5808761641503313,1
295,27,5,2,52,77648,8,1,6,2.586711941304569,0.6502325887122848,0
296,34,8,2,86,87754,5,0,-3,3.9250271304844877,0.5899742996313719,1
297,32,4,1,84,73483,12,1,8,4.451777806962569,0.667131904074128,1
298,34,6,4,60,80334,14,1,20,3.6807243913491576,0.6058283013450126,0
299,33,6,3,71,83395,17,-1,8,2.765010957503227,0.3311789130766593,1
300,26,3,4,74,87182,22,1,13,2.7876506900600004,0.873331320905004,1
301,27,8,4,73,85574,19,0,20,2.1177591592129996,0.5888559822952504,1
302,34,4,3,80,83722,14,3,20,2.916332679645445,0.6828133715297766,1
303,33,3,1,96,71849,14,2,4,4.23381103701014,0.39047207179269156,1
304,30,7,4,91,69283,19,1,25,2.142553271621331,0.30220210118871543,0
305,31,2,4,55,78326,24,0,26,2.6578858475144918,0.4594385608683679,0
306,36,5,2,84,84331,16,1,4,4.118697495595345,0.7579809208866776,1
307,27,5,4,95,72773,12,2,7,4.347954688468629,0.3644764445733711,1
308,33,8,3,81,85652,8,1,27,3.365955230185785,0.8907768362512041,1
309,29,6,2,91,89526,5,1,14,4.094223015435947,0.43976467008152,1
310,29,5,1,105,65837,20,1,-7,3.163856505964676,0.4329858492896542,0
311,35,7,2,90,66631,19,0,1,2.4797397350723824,0.41798017505397206,0
312,34,9,3,79,73596,19,1,13,3.1944484805687194,0.3090881134313871,1
313,34,7,3,91,78076,14,-1,3,3.739903460609429,0.8016735545108524,1
314,37,5,2,77,69754,25,2,11,4.844159845558671,0.8687724453094179,1
315,30,1,1,75,88522,12,1,15,2.206252856266032,0.6992057567005292,1
316,33,2,2,70,79241,22,0,30,3.5221822815348816,0.42232998809191047,1
317,28,4,1,98,75394,15,3,12,2.9867593346321732,0.4854306980115718,1
318,32,3,2,63,60641,11,1,26,3.5249350828300834,0.609352353287226,0
319,29,4,3,98,61842,19,0,29,2.0719263421295953,0.9203248685551455,0
320,30,5,4,82,77810,18,2,29,2.9390760641047438,0.4607783916815328,1
321,33,7,4,54,53674,17,1,18,4.459604442581015,0.7755698375479272,0
322,26,5,1,81,85126,16,1,-5,3.6618252015639126,0.5856413451403981,1
323,40,6,1,43,73418,15,1,20,3.351747478448352,0.4936007764340141,0
324,25,5,1,84,107431,32,1,25,2.8565752151460186,0.5963453590643739,1
325,24,-1,3,88,98079,23,1,14,2.894127568374068,0.34628436640180116,1
326,36,2,2,66,73186,20,2,32,3.149304300771753,0.8191467911047354,1
327,34,5,3,77,73937,16,-1,24,4.506712129893681,0.4581462531889286,1
328,33,1,4,104,84956,22,1,21,4.901639620424805,0.7715178800754308,1
329,33,7,1,67,92032,19,3,26,3.3159661440511234,0.34442644144132656,1
330,30,10,2,59,58620,15,0,18,3.1800585162432853,0.9208140615076958,0
331,26,9,4,97,57136,13,0,-10,4.539652327459589,0.42545974051370405,0
332,30,4,4,104,68780,14,1,10,3.2807159619089106,0.8737823495346022,0
333,27,9,4,75,80827,-7,0,27,3.656054516886954,0.8261575862500323,1
334,35,5,3,90,79969,16,-1,7,2.692824993796233,0.9291089506529202,1
335,29,4,1,95,85698,12,1,13,4.230507607337225,0.6106289296147371,1
336,26,3,4,64,63003,26,1,5,3.5959649548123456,0.7728082409998684,0
337,28,4,1,68,51839,15,1,33,4.427103650721024,0.5409619270745596,0
338,32,4,3,93,83580,7,1,32,4.342198190086009,0.419839354712801,1
339,27,6,4,100,66718,15,1,6,2.645014304810086,0.5879993564067416,0
340,26,5,3,83,54815,8,2,16,4.146906651673287,0.40773686000249565,0
341,31,5,3,62,76451,18,1,8,4.400163223854114,0.9383290048111494,1
342,31,6,1,105,82932,17,0,21,3.0383217223471854,0.36256021924146564,1
343,27,9,4,67,73779,22,1,20,2.5178273387068235,0.6829876202442031,1
344,28,8,3,70,70422,9,2,23,2.0078964667387647,0.7072015059151362,1
345,31,1,4,80,73406,15,2,18,3.3527109592794444,0.6497517028681352,1
346,23,-3,1,98,71294,5,0,44,3.057298194616525,0.7304208257126917,1
347,23,8,3,88,61520,20,1,5,3.6647295014762267,0.3755175037577291,0
348,26,1,1,81,67853,19,1,-2,2.5641232777663574,0.6607620407334391,0
349,29,4,4,82,80213,18,0,11,4.578996642999425,0.48668817123278496,1
350,32,1,4,76,78217,15,1,-1,2.773265646884329,0.9111144411456866,1
351,37,0,1,83,76681,18,0,0,2.67928881526295,0.7953465747358217,1
352,34,7,2,37,65049,26,-1,5,3.442142169453068,0.9321344134038327,0
353,29,7,3,71,73185,13,1,6,3.4965530712328228,0.3244114453311232,1
354,30,3,4,79,53229,16,1,5,2.6452556863552785,0.4853365638674606,0
355,25,-3,4,58,76785,7,1,20,2.8155821801777474,0.4270246813149268,0
356,30,3,3,81,89289,9,1,10,2.509115717465735,0.3072504817526898,1
357,29,6,1,72,60259,16,0,13,4.155380534969501,0.4575117246601089,0
358,32,1,1,101,69141,23,1,24,4.310267093762246,0.7412043892882787,0
359,26,6,1,99,78291,13,0,7,3.386985492377848,0.4502077993874695,1
