,Defendant_ID,Age,Gender,Employment_Status,Prior_Convictions,Substance_Abuse,Violent_Crime_Prior,Community_Support,Education_Level,Release_Type,label
386,387,20,Female,Employed,0,No,1,No,Associate's,Parole,1
387,388,45,Female,Employed,5,No,0,Yes,Associate's,Jail,0
388,389,62,Female,Employed,6,Yes,0,Yes,Bachelor's,Jail,0
389,390,52,Male,Employed,0,No,1,Yes,Less than High School,Parole,0
390,391,70,Male,Employed,3,No,0,No,Associate's,Probation,0
391,392,59,Male,Employed,7,No,0,Yes,Associate's,Parole,0
392,393,25,Female,Unemployed,10,No,1,No,Associate's,Parole,1
393,394,40,Male,Employed,7,Yes,1,No,Associate's,Parole,1
394,395,57,Female,Employed,0,Yes,1,Yes,High School,Parole,0
395,396,51,Male,Unemployed,4,Yes,0,Yes,Less than High School,Parole,1
396,397,19,Female,Unemployed,2,Yes,1,Yes,High School,Probation,1
397,398,68,Male,Employed,8,Yes,1,No,High School,Parole,1
398,399,41,Male,Unemployed,5,No,0,No,Bachelor's,Parole,0
399,400,45,Female,Unemployed,8,No,0,No,Bachelor's,Jail,0
400,401,57,Female,Unemployed,3,No,1,No,Bachelor's,Jail,1
401,402,24,Male,Employed,6,Yes,0,Yes,Associate's,Jail,1
402,403,61,Female,Unemployed,10,Yes,0,No,High School,Probation,1
403,404,30,Male,Employed,9,No,1,Yes,Less than High School,Parole,0
404,405,35,Female,Employed,4,No,1,No,High School,Probation,1
405,406,63,Female,Employed,8,No,0,No,High School,Jail,0
406,407,49,Female,Unemployed,3,No,1,Yes,Less than High School,Parole,0
407,408,36,Male,Unemployed,0,No,1,Yes,High School,Parole,0
408,409,56,Female,Unemployed,10,Yes,1,No,Less than High School,Parole,1
409,410,23,Female,Employed,3,No,1,No,High School,Jail,1
410,411,69,Female,Unemployed,1,Yes,1,Yes,Bachelor's,Probation,1
411,412,23,Female,Employed,6,Yes,0,No,Bachelor's,Probation,1
412,413,22,Female,Unemployed,5,Yes,1,Yes,Less than High School,Jail,1
413,414,22,Female,Employed,9,Yes,0,No,Bachelor's,Parole,1
414,415,31,Female,Unemployed,0,No,0,No,High School,Jail,0
415,416,55,Female,Unemployed,0,Yes,0,Yes,Bachelor's,Probation,1
416,417,21,Female,Unemployed,2,Yes,0,No,Bachelor's,Probation,1
417,418,30,Male,Employed,8,No,1,No,Bachelor's,Parole,1
418,419,62,Male,Unemployed,1,No,0,Yes,Bachelor's,Jail,0
419,420,70,Male,Unemployed,0,No,0,Yes,Associate's,Parole,0
420,421,45,Female,Unemployed,1,No,0,Yes,Associate's,Parole,0
421,422,65,Male,Employed,4,Yes,0,Yes,High School,Parole,0
422,423,33,Male,Unemployed,9,Yes,1,Yes,High School,Jail,1
423,424,39,Female,Unemployed,1,No,1,Yes,High School,Parole,0
424,425,35,Female,Employed,3,No,0,No,High School,Parole,0
425,426,38,Female,Employed,8,Yes,1,Yes,High School,Probation,0
426,427,26,Female,Employed,10,Yes,0,Yes,Associate's,Probation,0
427,428,46,Male,Unemployed,6,Yes,0,Yes,High School,Jail,1
428,429,67,Male,Unemployed,10,No,0,No,High School,Parole,0
429,430,62,Male,Unemployed,8,No,0,No,Less than High School,Parole,0
430,431,46,Female,Unemployed,2,No,0,No,Associate's,Jail,0
431,432,66,Male,Unemployed,3,Yes,1,Yes,High School,Jail,1
432,433,49,Female,Unemployed,8,Yes,1,Yes,High School,Parole,1
433,434,60,Female,Employed,4,No,1,No,Associate's,Parole,1
434,435,38,Male,Employed,6,Yes,1,No,Less than High School,Probation,1
435,436,53,Female,Unemployed,6,No,0,Yes,Associate's,Parole,0
436,437,61,Female,Employed,0,No,1,Yes,Bachelor's,Probation,0
437,438,29,Female,Employed,6,No,0,No,High School,Probation,0
438,439,47,Female,Employed,0,No,0,No,Less than High School,Parole,0
439,440,33,Female,Employed,4,Yes,1,No,High School,Parole,1
440,441,46,Male,Unemployed,5,Yes,0,No,Associate's,Jail,1
441,442,37,Male,Unemployed,0,Yes,0,No,High School,Parole,1
442,443,37,Male,Employed,7,Yes,0,Yes,Less than High School,Probation,0
443,444,29,Female,Unemployed,3,Yes,0,No,Bachelor's,Probation,1
444,445,23,Male,Employed,4,Yes,1,Yes,Less than High School,Probation,1
445,446,66,Female,Unemployed,0,Yes,1,Yes,High School,Parole,1
446,447,47,Male,Unemployed,8,No,1,Yes,High School,Parole,0
447,448,30,Male,Unemployed,2,Yes,1,Yes,Less than High School,Jail,1
448,449,30,Female,Employed,7,No,1,Yes,Less than High School,Probation,0
449,450,53,Male,Unemployed,8,No,0,No,Bachelor's,Parole,0
450,451,37,Female,Employed,8,No,0,Yes,Less than High School,Jail,0
451,452,50,Male,Unemployed,6,Yes,0,No,Bachelor's,Jail,1
452,453,32,Male,Unemployed,2,No,0,Yes,Associate's,Parole,0
453,454,19,Female,Employed,2,Yes,1,No,Associate's,Parole,1
454,455,39,Male,Employed,1,No,0,No,Bachelor's,Parole,0
455,456,19,Male,Unemployed,1,Yes,0,Yes,High School,Probation,1
456,457,61,Female,Employed,7,Yes,1,No,Bachelor's,Parole,1
457,458,40,Female,Unemployed,7,No,1,No,Bachelor's,Parole,1
458,459,19,Male,Unemployed,9,No,1,Yes,Associate's,Parole,1
459,460,36,Male,Unemployed,2,No,1,No,High School,Parole,1
460,461,18,Male,Unemployed,1,No,1,Yes,Less than High School,Parole,0
461,462,39,Female,Employed,2,Yes,1,Yes,High School,Parole,0
462,463,20,Male,Employed,1,No,1,Yes,High School,Jail,0
463,464,34,Male,Unemployed,8,Yes,1,No,Less than High School,Jail,1
464,465,63,Female,Employed,6,No,1,No,Associate's,Parole,1
465,466,45,Female,Unemployed,6,Yes,0,No,High School,Probation,1
466,467,63,Female,Employed,7,Yes,0,Yes,High School,Probation,0
467,468,21,Female,Employed,4,Yes,0,Yes,Less than High School,Probation,1
468,469,41,Female,Unemployed,9,No,1,Yes,Associate's,Jail,0
469,470,49,Female,Employed,9,Yes,1,No,Associate's,Jail,1
470,471,57,Male,Unemployed,8,No,0,Yes,Associate's,Parole,0
471,472,57,Male,Unemployed,9,No,1,No,Bachelor's,Parole,1
472,473,21,Male,Employed,7,No,0,Yes,High School,Probation,1
473,474,29,Female,Employed,7,Yes,1,Yes,Associate's,Probation,0
474,475,24,Male,Unemployed,7,No,1,Yes,Bachelor's,Probation,1
475,476,65,Female,Unemployed,8,No,0,No,Less than High School,Jail,0
476,477,26,Male,Unemployed,2,Yes,0,Yes,High School,Probation,1
477,478,30,Male,Employed,10,Yes,1,No,Less than High School,Jail,1
478,479,23,Male,Unemployed,3,No,1,No,Bachelor's,Jail,1
479,480,30,Female,Unemployed,9,Yes,1,Yes,Associate's,Parole,1
480,481,37,Male,Employed,9,Yes,1,Yes,Bachelor's,Jail,0
481,482,18,Female,Employed,2,No,1,No,Associate's,Probation,1
482,483,24,Female,Employed,2,No,1,Yes,Associate's,Parole,0
483,484,45,Male,Employed,4,No,1,Yes,Less than High School,Probation,0
484,485,41,Female,Employed,3,No,0,Yes,Associate's,Parole,0
485,486,28,Male,Unemployed,6,Yes,1,Yes,Bachelor's,Parole,1
486,487,39,Female,Unemployed,4,Yes,0,No,Less than High School,Jail,1
487,488,46,Female,Unemployed,2,No,0,Yes,Bachelor's,Jail,0
488,489,68,Male,Unemployed,4,Yes,0,Yes,Associate's,Parole,1
489,490,54,Female,Employed,3,Yes,0,No,Bachelor's,Jail,0
490,491,65,Male,Employed,6,No,1,No,Less than High School,Probation,1
491,492,51,Male,Unemployed,8,No,1,No,Less than High School,Jail,1
492,493,65,Female,Unemployed,4,No,1,No,Less than High School,Jail,1
493,494,25,Male,Employed,5,No,0,Yes,Less than High School,Parole,0
494,495,23,Male,Unemployed,6,Yes,0,Yes,Less than High School,Parole,1
495,496,44,Female,Unemployed,0,Yes,0,Yes,Associate's,Jail,1
496,497,61,Female,Unemployed,1,No,1,No,High School,Probation,1
497,498,29,Male,Employed,8,No,1,No,High School,Parole,1
498,499,34,Female,Unemployed,7,Yes,0,Yes,Less than High School,Parole,1
499,500,40,Female,Employed,2,Yes,1,Yes,Less than High School,Jail,0
500,501,24,Female,Employed,8,Yes,0,Yes,Bachelor's,Jail,1
501,502,27,Female,Unemployed,9,Yes,1,No,Associate's,Parole,1
502,503,20,Female,Employed,9,No,1,Yes,Associate's,Probation,1
503,504,18,Female,Unemployed,10,Yes,0,Yes,Bachelor's,Parole,1
504,505,64,Female,Unemployed,10,Yes,0,Yes,Less than High School,Jail,1
505,506,20,Male,Employed,5,No,0,No,Bachelor's,Parole,1
506,507,45,Male,Unemployed,5,Yes,1,Yes,Bachelor's,Parole,1
507,508,41,Male,Employed,7,Yes,0,No,Bachelor's,Parole,0
508,509,37,Female,Unemployed,4,No,0,Yes,Bachelor's,Jail,0
509,510,29,Female,Unemployed,2,No,0,Yes,High School,Probation,0
510,511,49,Male,Unemployed,6,No,0,No,Bachelor's,Probation,0
511,512,57,Male,Employed,8,Yes,0,Yes,High School,Jail,0
512,513,33,Male,Employed,5,Yes,0,Yes,Less than High School,Probation,0
513,514,49,Female,Employed,9,Yes,0,No,Associate's,Parole,0
514,515,68,Female,Unemployed,8,No,1,Yes,Associate's,Parole,0
515,516,21,Female,Employed,7,Yes,1,Yes,Associate's,Jail,1
516,517,51,Male,Employed,9,No,0,Yes,High School,Probation,0
517,518,59,Female,Employed,6,Yes,1,Yes,Bachelor's,Jail,0
518,519,28,Male,Employed,0,Yes,1,Yes,Associate's,Probation,0
519,520,62,Male,Unemployed,2,No,0,No,Less than High School,Parole,0
520,521,22,Male,Unemployed,1,No,0,Yes,High School,Parole,0
521,522,29,Male,Unemployed,0,No,1,Yes,Associate's,Jail,0
522,523,55,Male,Employed,9,No,1,Yes,High School,Probation,0
523,524,24,Male,Unemployed,8,Yes,0,Yes,High School,Jail,1
524,525,68,Female,Employed,7,No,0,No,Associate's,Probation,0
525,526,29,Female,Unemployed,5,No,0,Yes,Bachelor's,Parole,0
526,527,50,Female,Unemployed,9,No,0,No,High School,Probation,0
527,528,50,Male,Employed,4,Yes,1,No,High School,Jail,1
528,529,52,Female,Employed,4,Yes,1,Yes,Associate's,Probation,0
529,530,30,Male,Unemployed,6,Yes,0,Yes,Associate's,Parole,1
530,531,61,Male,Unemployed,7,No,0,Yes,Less than High School,Parole,0
531,532,37,Male,Employed,7,No,0,Yes,Associate's,Jail,0
532,533,54,Male,Unemployed,0,No,0,No,Less than High School,Parole,0
533,534,38,Female,Employed,8,No,1,No,Bachelor's,Parole,1
534,535,28,Male,Employed,1,No,1,Yes,High School,Parole,0
535,536,18,Male,Unemployed,10,Yes,0,Yes,High School,Parole,1
536,537,66,Female,Employed,1,Yes,1,No,Less than High School,Parole,1
537,538,58,Male,Unemployed,0,No,1,No,High School,Jail,1
538,539,27,Female,Employed,3,Yes,1,Yes,Bachelor's,Parole,0
539,540,24,Female,Employed,1,Yes,0,No,Bachelor's,Probation,0
540,541,62,Female,Unemployed,5,No,0,Yes,Less than High School,Parole,0
541,542,27,Male,Employed,4,No,1,No,Associate's,Jail,1
542,543,52,Female,Unemployed,0,No,0,No,Less than High School,Probation,0
543,544,36,Female,Unemployed,1,Yes,0,No,High School,Parole,1
544,545,58,Female,Unemployed,8,No,1,Yes,Bachelor's,Jail,0
545,546,55,Female,Unemployed,2,No,0,No,Associate's,Jail,0
546,547,28,Female,Employed,1,No,1,Yes,Less than High School,Probation,0
547,548,69,Female,Unemployed,9,No,1,No,High School,Probation,1
548,549,54,Female,Unemployed,2,Yes,0,Yes,High School,Parole,1
549,550,18,Male,Employed,5,No,0,Yes,Associate's,Parole,1
550,551,58,Female,Unemployed,1,Yes,1,Yes,Associate's,Parole,1
551,552,70,Male,Unemployed,10,No,1,Yes,Less than High School,Parole,0
552,553,34,Female,Unemployed,1,No,0,Yes,Associate's,Parole,0
553,554,68,Male,Unemployed,5,No,0,No,Associate's,Probation,0
554,555,53,Male,Unemployed,10,No,1,Yes,High School,Jail,0
555,556,68,Female,Unemployed,7,No,0,No,High School,Probation,0
556,557,39,Male,Employed,2,Yes,0,Yes,Associate's,Jail,0
557,558,26,Female,Employed,6,Yes,0,No,Less than High School,Parole,0
558,559,67,Female,Employed,10,No,0,No,High School,Jail,0
559,560,64,Male,Unemployed,9,No,1,Yes,Less than High School,Jail,0
560,561,32,Female,Unemployed,8,Yes,0,No,Associate's,Jail,1
561,562,28,Female,Employed,4,Yes,0,Yes,Less than High School,Jail,0
562,563,32,Female,Unemployed,0,Yes,1,No,Associate's,Jail,1
563,564,20,Male,Employed,8,Yes,1,No,High School,Probation,1
564,565,37,Female,Employed,1,No,1,No,Bachelor's,Probation,1
565,566,67,Female,Employed,5,Yes,1,No,Bachelor's,Parole,1
566,567,28,Female,Unemployed,5,No,1,Yes,Associate's,Jail,0
567,568,58,Female,Employed,10,Yes,0,Yes,Associate's,Jail,0
568,569,43,Male,Unemployed,8,Yes,0,Yes,Less than High School,Jail,1
569,570,18,Male,Employed,2,Yes,0,Yes,Associate's,Jail,0
570,571,19,Male,Employed,0,Yes,1,No,Associate's,Parole,1
571,572,67,Male,Employed,8,Yes,1,Yes,Less than High School,Jail,0
572,573,18,Female,Unemployed,4,No,0,No,Less than High School,Probation,1
573,574,70,Male,Employed,10,No,0,No,Bachelor's,Probation,0
574,575,22,Male,Employed,5,Yes,0,Yes,High School,Parole,1
575,576,28,Male,Employed,9,No,1,Yes,Associate's,Probation,0
576,577,30,Male,Unemployed,9,Yes,1,Yes,Bachelor's,Parole,1
577,578,38,Female,Employed,0,No,0,No,High School,Jail,0
578,579,27,Male,Unemployed,5,Yes,0,Yes,Less than High School,Probation,1
579,580,41,Male,Employed,3,Yes,1,Yes,Less than High School,Jail,0
580,581,28,Female,Employed,5,No,1,Yes,Associate's,Parole,0
581,582,56,Female,Unemployed,7,Yes,1,Yes,High School,Parole,1
582,583,20,Female,Employed,5,No,0,Yes,High School,Probation,1
583,584,68,Female,Employed,2,Yes,1,Yes,Bachelor's,Parole,0
584,585,37,Male,Employed,6,Yes,0,No,Less than High School,Probation,0
585,586,54,Female,Employed,10,No,0,No,High School,Jail,0
586,587,52,Female,Employed,1,No,0,Yes,High School,Parole,0
587,588,66,Female,Unemployed,9,Yes,0,Yes,Bachelor's,Probation,1
588,589,55,Male,Employed,1,No,0,Yes,High School,Parole,0
589,590,54,Male,Unemployed,9,Yes,0,Yes,Associate's,Parole,1
590,591,23,Male,Unemployed,8,No,0,Yes,Less than High School,Probation,1
591,592,70,Female,Unemployed,10,No,1,No,Less than High School,Jail,1
592,593,62,Male,Employed,0,No,0,Yes,Associate's,Probation,0
593,594,43,Female,Unemployed,10,No,0,Yes,Bachelor's,Probation,0
594,595,47,Female,Unemployed,9,Yes,0,No,Bachelor's,Parole,1
595,596,19,Male,Unemployed,7,Yes,0,No,High School,Probation,1
596,597,27,Male,Employed,9,Yes,1,Yes,Associate's,Parole,0
597,598,45,Female,Employed,7,No,0,No,High School,Probation,0
598,599,23,Female,Employed,7,No,1,Yes,Less than High School,Probation,1
599,600,63,Male,Employed,0,No,1,Yes,Less than High School,Probation,0
600,601,54,Male,Employed,0,No,1,No,Less than High School,Probation,1
601,602,63,Male,Unemployed,3,Yes,1,Yes,High School,Parole,1
602,603,37,Male,Employed,2,No,1,Yes,Bachelor's,Probation,0
603,604,42,Male,Employed,2,Yes,1,Yes,High School,Jail,0
604,605,62,Male,Unemployed,10,Yes,1,No,High School,Parole,1
605,606,50,Male,Employed,4,Yes,1,No,High School,Jail,1
606,607,70,Male,Unemployed,9,Yes,1,Yes,Less than High School,Jail,1
607,608,49,Male,Unemployed,10,No,0,No,Bachelor's,Parole,0
608,609,20,Female,Employed,6,No,0,Yes,Associate's,Parole,1
609,610,63,Male,Employed,8,Yes,0,No,Less than High School,Jail,0
610,611,46,Male,Unemployed,1,Yes,1,Yes,Less than High School,Probation,1
611,612,35,Female,Unemployed,3,Yes,1,No,Associate's,Probation,1
612,613,64,Male,Unemployed,9,No,1,No,Less than High School,Probation,1
613,614,44,Female,Employed,3,Yes,1,No,High School,Probation,1
614,615,51,Female,Unemployed,8,No,1,Yes,Less than High School,Parole,0
615,616,36,Male,Unemployed,5,Yes,1,No,Less than High School,Jail,1
616,617,50,Male,Unemployed,8,Yes,1,No,Bachelor's,Parole,1
617,618,69,Female,Unemployed,6,No,1,No,Bachelor's,Jail,1
618,619,32,Male,Unemployed,0,Yes,0,No,Associate's,Jail,1
619,620,23,Female,Employed,6,No,1,No,Less than High School,Probation,1
620,621,21,Male,Employed,3,Yes,1,No,Associate's,Jail,1
621,622,56,Female,Unemployed,5,No,1,No,Associate's,Jail,1
622,623,44,Male,Unemployed,9,Yes,0,No,Less than High School,Probation,1
623,624,58,Female,Employed,5,No,0,Yes,Less than High School,Jail,0
624,625,29,Female,Employed,10,No,0,Yes,High School,Jail,0
625,626,58,Female,Unemployed,0,Yes,0,Yes,Associate's,Jail,1
626,627,60,Female,Unemployed,4,Yes,1,No,Associate's,Probation,1
627,628,41,Male,Unemployed,9,No,0,No,Less than High School,Probation,0
628,629,63,Female,Unemployed,8,Yes,1,No,Less than High School,Parole,1
629,630,54,Male,Employed,8,No,1,No,Associate's,Probation,1
630,631,31,Male,Employed,2,Yes,0,Yes,Less than High School,Probation,0
631,632,35,Male,Unemployed,10,Yes,0,No,High School,Parole,1
632,633,68,Male,Unemployed,9,No,0,No,Associate's,Jail,0
633,634,56,Male,Unemployed,10,No,1,No,Less than High School,Probation,1
634,635,48,Female,Employed,0,Yes,1,No,Associate's,Jail,1
635,636,42,Female,Unemployed,5,No,1,Yes,Bachelor's,Probation,0
636,637,27,Female,Employed,2,No,0,Yes,Associate's,Parole,0
637,638,30,Female,Unemployed,8,Yes,1,No,High School,Jail,1
638,639,44,Female,Unemployed,9,No,0,No,Associate's,Probation,0
639,640,59,Male,Employed,1,Yes,0,Yes,Bachelor's,Probation,0
640,641,26,Male,Unemployed,9,Yes,0,Yes,Bachelor's,Jail,1
641,642,32,Male,Employed,8,Yes,0,Yes,Associate's,Probation,0
642,643,27,Male,Unemployed,4,Yes,1,No,Bachelor's,Jail,1
643,644,36,Male,Unemployed,4,No,0,No,Associate's,Jail,0
644,645,65,Female,Employed,10,No,1,Yes,Associate's,Jail,0
645,646,31,Female,Employed,6,No,0,Yes,Less than High School,Parole,0
646,647,27,Female,Unemployed,3,No,1,Yes,Less than High School,Parole,0
647,648,69,Male,Employed,0,No,1,Yes,High School,Parole,0
648,649,45,Male,Unemployed,10,Yes,0,Yes,Bachelor's,Parole,1
649,650,52,Male,Unemployed,8,Yes,0,Yes,High School,Parole,1
650,651,67,Male,Unemployed,5,Yes,0,Yes,Associate's,Jail,1
651,652,26,Female,Unemployed,0,Yes,0,No,Associate's,Probation,1
652,653,24,Female,Employed,1,No,1,Yes,Bachelor's,Probation,0
653,654,19,Male,Employed,6,Yes,1,Yes,Associate's,Jail,1
654,655,63,Male,Unemployed,7,Yes,0,Yes,High School,Jail,1
655,656,28,Male,Employed,3,Yes,0,No,Associate's,Probation,0
656,657,20,Female,Employed,2,Yes,0,Yes,High School,Probation,0
657,658,61,Male,Unemployed,8,Yes,0,No,High School,Parole,1
658,659,39,Male,Unemployed,7,No,0,No,High School,Jail,0
659,660,22,Female,Employed,1,Yes,0,Yes,Associate's,Jail,0
660,661,63,Female,Employed,3,No,0,No,Less than High School,Probation,0
661,662,67,Male,Employed,2,Yes,1,Yes,Associate's,Jail,0
662,663,26,Male,Employed,9,Yes,1,No,Less than High School,Parole,1
663,664,40,Female,Employed,3,No,1,Yes,Less than High School,Probation,0
664,665,27,Male,Unemployed,5,Yes,0,No,Less than High School,Jail,1
665,666,41,Female,Employed,5,Yes,0,No,Less than High School,Jail,0
666,667,29,Female,Unemployed,10,Yes,0,Yes,Associate's,Probation,1
667,668,22,Male,Unemployed,3,No,1,Yes,High School,Parole,1
668,669,25,Male,Unemployed,8,Yes,0,Yes,Less than High School,Probation,1
669,670,34,Male,Unemployed,7,No,0,Yes,High School,Probation,0
670,671,47,Female,Employed,4,Yes,1,Yes,Less than High School,Probation,0
671,672,69,Female,Unemployed,4,No,1,Yes,High School,Jail,0
672,673,18,Female,Unemployed,0,Yes,0,Yes,High School,Probation,1
673,674,53,Female,Employed,10,No,0,No,Bachelor's,Parole,0
674,675,51,Female,Unemployed,4,No,0,No,Associate's,Jail,0
675,676,62,Female,Unemployed,10,Yes,0,No,Less than High School,Probation,1
676,677,62,Male,Employed,9,No,1,Yes,Less than High School,Parole,0
677,678,34,Female,Unemployed,10,Yes,1,Yes,Associate's,Parole,1
678,679,41,Male,Unemployed,2,Yes,1,No,Associate's,Jail,1
679,680,67,Female,Employed,1,No,1,No,Less than High School,Jail,1
680,681,52,Male,Unemployed,5,No,1,Yes,Bachelor's,Probation,0
681,682,54,Female,Employed,0,Yes,1,No,High School,Parole,1
682,683,54,Female,Employed,4,Yes,0,Yes,Bachelor's,Jail,0
683,684,60,Female,Unemployed,9,Yes,0,No,Less than High School,Probation,1
684,685,30,Male,Employed,0,Yes,0,Yes,Less than High School,Probation,0
685,686,23,Male,Unemployed,5,Yes,1,Yes,Less than High School,Jail,1
686,687,42,Female,Unemployed,7,Yes,0,Yes,Less than High School,Parole,1
687,688,18,Female,Unemployed,8,No,1,Yes,Less than High School,Jail,1
688,689,68,Male,Employed,10,Yes,0,No,Bachelor's,Jail,0
689,690,34,Female,Unemployed,9,No,1,Yes,Bachelor's,Probation,0
690,691,18,Male,Unemployed,5,No,0,No,Bachelor's,Parole,1
691,692,70,Male,Unemployed,0,Yes,1,No,Bachelor's,Jail,1
692,693,54,Male,Unemployed,10,Yes,1,No,Less than High School,Parole,1
693,694,62,Female,Unemployed,2,Yes,1,No,Less than High School,Jail,1
694,695,40,Male,Unemployed,7,Yes,1,Yes,Bachelor's,Jail,1
695,696,60,Female,Employed,8,No,1,Yes,Bachelor's,Jail,0
696,697,37,Male,Employed,8,Yes,1,Yes,Bachelor's,Parole,0
697,698,35,Female,Employed,4,No,0,No,Bachelor's,Jail,0
698,699,35,Male,Employed,4,Yes,0,No,High School,Probation,0
699,700,29,Male,Employed,8,Yes,1,No,Associate's,Parole,1
700,701,31,Female,Unemployed,3,No,0,No,High School,Parole,0
701,702,25,Female,Unemployed,10,No,1,Yes,Associate's,Probation,0
702,703,19,Female,Unemployed,7,Yes,1,No,High School,Jail,1
703,704,30,Female,Employed,3,Yes,1,No,Bachelor's,Jail,1
704,705,31,Female,Employed,9,Yes,0,Yes,Associate's,Probation,0
705,706,21,Male,Unemployed,9,Yes,0,Yes,Associate's,Probation,1
706,707,30,Female,Unemployed,5,Yes,1,No,Bachelor's,Parole,1
707,708,36,Male,Unemployed,3,Yes,0,No,Associate's,Parole,1
708,709,55,Female,Employed,10,Yes,0,No,High School,Probation,0
709,710,57,Male,Employed,6,Yes,0,Yes,Associate's,Probation,0
710,711,32,Female,Employed,2,Yes,1,No,High School,Parole,1
711,712,30,Male,Employed,9,No,1,No,High School,Probation,1
712,713,42,Female,Unemployed,9,Yes,1,No,Associate's,Probation,1
713,714,33,Male,Unemployed,1,No,0,Yes,High School,Parole,0
714,715,47,Female,Unemployed,1,No,0,Yes,Less than High School,Jail,0
715,716,20,Female,Employed,8,Yes,1,No,Associate's,Jail,1
716,717,45,Female,Unemployed,8,No,0,No,Less than High School,Jail,0
717,718,69,Male,Employed,10,No,0,No,Less than High School,Parole,0
718,719,65,Male,Employed,1,No,0,Yes,Bachelor's,Parole,0
719,720,44,Male,Unemployed,2,No,1,Yes,Associate's,Parole,0
720,721,39,Female,Unemployed,9,No,0,No,High School,Probation,0
721,722,38,Male,Unemployed,3,No,0,No,Associate's,Jail,0
722,723,28,Male,Employed,9,Yes,0,No,Less than High School,Probation,0
723,724,47,Male,Unemployed,5,Yes,0,No,Less than High School,Probation,1
724,725,41,Male,Employed,9,No,0,No,Bachelor's,Parole,0
725,726,49,Male,Employed,10,Yes,1,No,Less than High School,Jail,1
726,727,35,Female,Unemployed,1,Yes,0,Yes,Less than High School,Jail,1
727,728,30,Female,Employed,9,No,1,No,High School,Probation,1
728,729,23,Male,Employed,0,Yes,1,Yes,High School,Probation,0
729,730,28,Female,Employed,5,No,1,No,Less than High School,Probation,1
730,731,32,Female,Employed,9,Yes,1,No,Associate's,Parole,1
731,732,23,Male,Unemployed,3,Yes,1,Yes,High School,Parole,1
732,733,40,Female,Employed,5,Yes,0,Yes,Associate's,Probation,0
733,734,42,Female,Unemployed,9,No,1,Yes,Less than High School,Probation,0
734,735,27,Female,Employed,5,Yes,1,No,Bachelor's,Probation,1
735,736,29,Male,Employed,10,No,0,No,Associate's,Probation,0
736,737,57,Female,Employed,1,No,1,No,Bachelor's,Parole,1
737,738,50,Female,Employed,4,No,0,No,Less than High School,Probation,0
738,739,48,Male,Unemployed,7,Yes,1,No,Associate's,Probation,1
739,740,52,Female,Unemployed,9,Yes,1,Yes,Less than High School,Parole,1
740,741,34,Female,Employed,8,Yes,1,Yes,Associate's,Jail,0
741,742,62,Male,Employed,3,Yes,0,Yes,High School,Jail,0
742,743,53,Male,Unemployed,1,No,1,No,High School,Parole,1
743,744,36,Female,Employed,10,Yes,1,Yes,Less than High School,Probation,0
744,745,46,Male,Employed,10,No,0,Yes,Less than High School,Parole,0
745,746,68,Male,Employed,7,No,1,Yes,Less than High School,Probation,0
746,747,66,Male,Employed,7,Yes,1,No,High School,Parole,1
747,748,38,Female,Employed,6,Yes,1,No,Bachelor's,Parole,1
748,749,58,Male,Employed,8,Yes,0,No,High School,Probation,0
749,750,59,Female,Employed,2,Yes,0,No,Associate's,Probation,0
750,751,23,Male,Unemployed,10,Yes,0,No,High School,Parole,1
751,752,67,Female,Employed,10,No,0,No,Bachelor's,Probation,0
752,753,59,Female,Employed,2,No,0,No,High School,Jail,0
753,754,52,Female,Employed,10,No,0,Yes,Bachelor's,Parole,0
754,755,49,Male,Unemployed,5,Yes,1,No,Bachelor's,Jail,1
755,756,56,Female,Unemployed,3,Yes,0,No,Less than High School,Parole,1
756,757,52,Male,Unemployed,10,No,0,No,Associate's,Probation,0
757,758,27,Female,Employed,2,Yes,1,No,Associate's,Probation,1
758,759,26,Male,Unemployed,2,No,1,Yes,Associate's,Parole,0
759,760,67,Male,Unemployed,10,Yes,1,Yes,Associate's,Parole,1
760,761,24,Male,Unemployed,6,No,1,Yes,Associate's,Probation,1
761,762,46,Male,Employed,5,Yes,0,Yes,High School,Jail,0
762,763,32,Male,Employed,6,No,0,No,Associate's,Probation,0
763,764,31,Female,Employed,3,No,1,Yes,Associate's,Probation,0
764,765,32,Female,Unemployed,2,No,1,No,Associate's,Jail,1
765,766,37,Male,Unemployed,9,No,1,No,Bachelor's,Parole,1
766,767,42,Male,Unemployed,9,Yes,1,No,Less than High School,Jail,1
767,768,50,Male,Unemployed,4,Yes,0,No,Bachelor's,Parole,1
768,769,52,Male,Employed,0,Yes,1,Yes,High School,Parole,0
769,770,58,Female,Employed,1,No,0,No,High School,Probation,0
770,771,21,Male,Employed,3,No,0,Yes,Less than High School,Parole,1
771,772,59,Female,Employed,7,No,0,No,Bachelor's,Probation,0
772,773,42,Male,Unemployed,4,No,1,Yes,Bachelor's,Jail,0
773,774,66,Male,Unemployed,9,Yes,0,No,High School,Parole,1
774,775,67,Male,Employed,9,No,0,Yes,High School,Parole,0
775,776,64,Male,Unemployed,9,No,1,Yes,Less than High School,Parole,0
776,777,53,Female,Employed,1,Yes,1,No,Bachelor's,Parole,1
777,778,67,Female,Employed,2,Yes,1,Yes,Bachelor's,Probation,0
778,779,19,Male,Employed,2,Yes,0,No,Bachelor's,Parole,0
779,780,70,Male,Employed,9,Yes,0,Yes,Bachelor's,Parole,0
