feature_1,feature_2,feature_3,feature_4,feature_5,target
-0.197,-1.497,0.185,-1.029,-0.947,1
-1.929,1.808,-0.751,-0.264,-0.191,1
1.959,-0.687,1.364,-0.548,-0.965,1
-0.992,-1.684,-0.078,-1.125,-0.355,0
-0.536,-0.829,-0.447,0.223,-2.274,0
1.949,-1.122,0.007,-0.772,0.917,1
0.468,0.243,-0.93,0.194,-0.37,0
-0.675,-0.168,-0.32,-1.225,-1.372,1
0.855,-0.148,-1.505,-1.535,1.547,1
0.272,1.147,-0.683,-1.699,-1.355,1
-0.064,-0.522,-1.018,1.176,0.129,0
-1.065,1.898,-0.038,-0.342,0.574,1
-0.705,-0.019,-0.364,1.996,-2.068,0
1.067,-1.574,0.159,1.33,2.328,0
-1.19,-1.083,-2.918,0.901,-1.506,0
0.804,0.83,0.565,-0.169,-0.122,1
-1.644,0.322,1.522,0.581,-1.605,1
0.279,0.26,-0.331,0.814,0.116,0
-1.27,0.47,0.458,-1.699,-0.914,1
-0.379,-0.045,-1.188,-0.177,-0.726,0
1.219,0.378,0.472,0.106,-1.187,1
-1.222,0.469,0.405,0.003,-1.628,0
-1.151,0.515,-0.719,0.106,-0.967,0
0.333,-0.701,-1.019,1.179,-1.191,0
0.515,-0.339,-0.294,-1.236,0.619,1
-0.451,-1.607,2.177,-1.729,0.779,1
-0.831,-0.97,0.489,0.655,-0.884,0
0.46,-0.507,0.366,-0.237,0.747,1
0.301,0.442,0.342,1.139,0.452,1
0.519,1.43,-0.393,-0.721,0.56,1
-0.144,-0.776,0.313,1.023,0.161,0
1.792,0.018,0.082,1.228,-0.861,1
-0.145,0.375,0.577,0.12,-0.259,1
0.617,-0.986,-0.478,0.433,-0.674,0
-0.246,-0.144,0.197,-0.099,-0.474,1
1.348,0.056,-0.354,-0.627,1.03,1
-0.218,1.26,0.044,0.238,-0.235,1
0.276,0.398,0.601,0.388,-0.132,1
0.733,2.006,0.426,1.409,-0.317,1
0.513,-0.071,0.424,0.809,-0.152,1
-1.292,-2.165,-0.36,2.791,0.596,0
0.567,0.629,1.027,0.52,-0.354,1
1.245,-0.858,-0.635,0.692,-0.038,0
-1.185,-2.598,2.059,-0.4,-0.501,1
0.128,0.291,1.606,1.96,-1.141,0
-0.858,-0.908,0.012,-0.324,-0.112,0
-0.425,-1.099,-0.173,1.38,-0.915,0
0.514,2.482,-0.647,0.845,-1.158,1
-1.765,-0.333,-0.962,-0.816,0.279,0
1.443,-0.308,1.912,-0.536,0.879,1
-0.28,-0.812,-0.597,-1.399,-1.621,1
-0.109,0.099,-0.731,-0.509,-2.005,0
0.583,1.013,1.34,-0.398,1.353,1
0.123,1.799,-1.234,0.349,-1.736,0
0.751,-0.126,-0.498,-1.539,0.624,1
-0.247,-1.808,-0.97,1.869,0.019,0
-1.262,2.653,0.589,0.607,-0.929,1
0.896,-0.678,-0.313,-0.035,-1.853,0
-0.632,-0.03,-0.407,-1.657,-0.233,1
1.022,0.344,1.017,-0.541,0.078,1
-0.128,-0.934,1.941,-1.027,0.574,1
0.854,0.441,1.001,-1.757,0.26,1
2.399,-1.354,1.546,0.353,-1.421,1
-0.587,-0.366,0.711,-0.543,0.412,1
-1.098,0.295,-0.757,0.34,-0.357,0
-1.489,1.75,-0.869,-0.581,0.438,1
-0.688,1.326,1.866,0.176,-0.705,1
0.779,-1.103,0.55,1.249,-1.657,0
-0.744,-0.409,-0.157,-1.439,2.21,1
1.325,-0.17,-1.199,0.483,-0.617,0
-0.804,0.936,1.086,0.969,-0.994,1
1.939,1.061,1.016,-0.084,-0.285,1
-1.885,-0.226,-0.487,1.012,0.75,0
1.634,0.513,1.165,-0.734,0.548,1
-0.316,1.628,0.203,0.982,-1.725,1
1.578,-2.42,0.558,0.677,-1.402,0
1.592,1.375,0.146,-0.005,0.598,1
-1.425,1.373,0.953,0.018,-2.088,1
-0.316,0.006,1.319,-2.118,-2.113,1
0.467,2.328,-0.71,-0.962,0.054,1
1.043,-0.804,1.439,0.205,-1.198,1
-0.863,-1.085,-0.779,0.496,2.164,0
-1.589,0.708,1.163,-0.141,0.375,1
-0.893,-1.738,-0.859,-0.097,0.714,0
-0.307,1.135,0.592,-0.001,0.781,1
0.518,0.797,0.632,1.054,-0.861,1
-0.147,0.708,-1.776,0.683,-0.666,0
0.926,-0.876,0.694,0.752,-1.212,1
0.068,-1.113,-1.129,-1.189,-0.132,1
-0.795,-1.503,-0.244,-1.345,0.551,1
-0.262,0.366,-0.303,-1.432,0.177,1
1.226,-0.817,1.239,0.578,-1.409,1
-1.26,-0.332,0.915,-0.164,-2.327,0
0.151,-0.663,0.43,0.703,-0.333,0
-0.283,-0.235,0.473,-1.115,1.309,1
-0.505,-0.743,0.365,1.345,-0.779,0
1.515,-0.432,0.927,1.327,-0.076,1
0.626,-0.317,-0.21,1.301,-0.194,0
-0.494,-0.236,0.977,0.127,-1.13,1
0.732,-0.288,-0.282,-2.21,0.413,1
-0.326,-0.048,1.063,0.105,-0.203,1
1.36,0.551,-0.221,0.377,-0.667,1
-0.286,0.936,0.473,0.178,-0.325,1
0.439,0.792,0.632,-1.179,0.869,1
1.569,-0.919,0.486,0.677,0.766,1
-0.693,-0.035,0.401,-1.477,0.125,1
0.869,-0.018,2.394,1.22,0.589,1
0.078,-1.35,-1.672,0.373,-0.065,0
-0.325,-0.952,1.624,-0.586,-0.785,1
1.372,-2.735,-0.328,-0.04,-0.46,0
-0.097,-1.273,0.333,-0.254,-2.096,0
-0.243,-0.157,-0.463,-0.143,-0.274,1
-0.39,0.431,0.049,1.689,-0.956,0
0.823,-0.229,0.295,-2.078,1.7,1
1.68,-1.803,-1.874,-0.768,0.452,0
-1.21,1.303,-0.866,0.53,-0.385,0
-0.593,0.582,-0.159,1.258,-0.067,0
-0.857,0.557,1.677,-0.637,0.018,1
0.957,-0.747,-0.776,-0.735,0.759,1
1.096,0.287,-1.279,0.529,0.253,0
-0.228,0.793,-0.323,0.629,1.023,1
0.495,0.037,0.143,-1.056,0.509,1
-0.176,0.059,-1.543,-0.438,-0.641,0
-0.708,0.658,1.482,0.348,1.147,1
-0.635,0.532,0.907,0.035,-0.093,1
-0.373,-0.621,-1.677,-1.621,-0.072,1
0.898,-0.681,-0.09,1.723,-0.477,0
1.713,-1.626,-0.479,1.204,-1.128,0
0.62,0.61,1.085,-0.61,-0.892,1
-1.617,1.288,0.681,-0.339,2.314,1
1.16,0.416,-0.099,-0.776,-0.873,1
0.364,2.313,-0.5,0.336,-0.943,1
1.107,0.141,0.348,1.194,1.151,1
-1.097,-0.627,0.352,0.785,1.588,0
0.113,-1.669,0.398,2.93,0.011,0
-0.713,0.242,-1.411,0.156,-0.506,0
1.583,0.547,0.126,-1.021,1.124,1
1.283,-0.8,-0.895,1.766,1.23,0
-0.136,0.396,-0.849,1.585,0.523,0
-0.096,-0.164,0.549,0.45,-0.723,1
0.4,0.851,-0.752,0.116,0.112,1
-0.105,-0.845,-0.246,0.226,1.763,1
-0.445,-0.956,1.152,-0.868,0.493,1
1.724,0.053,1.327,1.677,-1.33,1
1.159,0.221,-1.139,0.223,-0.003,1
-0.518,-1.155,0.113,1.715,-0.371,0
0.896,-0.327,0.551,-0.154,-0.427,1
0.207,-0.992,1.014,-0.212,0.363,1
-0.166,-0.519,0.248,-0.881,0.634,1
-0.127,-0.426,0.112,0.162,-0.428,1
-1.254,0.739,0.257,1.886,1.368,0
0.517,-1.422,1.121,-0.333,0.402,1
1.142,-1.412,-1.167,-0.776,-0.825,0
0.068,-0.265,1.839,-0.302,2.674,1
0.14,1.01,0.955,-2.746,0.302,1
0.782,-0.797,0.108,-0.642,0.831,1
1.562,1.061,-0.574,0.736,-0.727,1
1.397,1.938,-0.478,0.661,-0.293,1
-0.18,0.897,0.251,1.691,0.16,0
-0.461,0.546,-0.338,0.233,-0.683,0
-1.783,0.549,-1.391,-0.946,-0.035,0
1.815,0.396,-0.3,-0.082,0.419,1
0.693,-0.204,1.702,-1.062,1.791,1
-1.814,-0.141,0.908,1.43,0.666,0
0.187,1.657,-0.494,0.415,1.125,1
0.612,-0.397,0.428,-2.281,0.52,1
0.145,-0.244,1.104,-0.784,-0.67,1
-0.037,1.354,1.194,1.749,1.169,1
0.529,0.157,-1.01,0.284,-0.208,0
-0.749,-2.45,-0.607,0.453,-0.748,0
1.166,1.263,-0.224,-0.273,0.576,1
-0.11,1.038,-1.138,0.358,-0.804,0
-0.345,0.344,-0.314,-0.794,1.528,1
-2.183,0.654,-0.035,-0.732,1.667,1
1.786,-0.216,0.503,-1.896,0.122,1
-1.051,0.154,0.896,0.142,0.394,1
-0.759,-0.806,2.108,-0.015,0.086,1
0.109,-0.02,1.036,0.009,2.759,1
0.948,1.044,0.444,-0.785,0.239,1
-1.766,0.656,-0.866,-0.638,-1.327,0
0.329,0.211,-0.915,-0.131,0.465,1
0.777,-0.377,-0.121,-1.881,0.022,1
0.315,-0.326,0.148,0.919,0.608,1
0.596,-0.72,0.075,-0.139,1.505,1
1.348,0.683,-0.23,-1.015,-1.053,1
0.743,0.023,0.637,-0.077,0.397,1
0.382,1.364,0.484,0.238,-1.082,1
1.975,1.068,-0.994,-0.432,-0.609,1
-0.486,-0.099,1.789,-0.148,1.151,1
0.309,0.237,0.507,-0.601,0.367,1
-0.423,0.359,-0.377,0.06,-0.367,1
1.206,-0.144,-1.09,0.284,0.245,1
-0.235,0.69,-0.982,0.164,0.396,0
1.402,-0.218,-1.761,-0.339,2.546,1
-0.798,-1.358,0.655,-0.523,-0.687,1
1.149,-0.238,-0.842,-0.377,0.762,1
0.865,0.198,-0.235,0.401,-0.539,1
-0.493,0.923,1.143,-0.492,-0.039,1
1.008,0.847,-0.201,0.118,0.102,1
1.056,-0.55,-1.191,-1.819,1.5,1
-0.04,2.658,-0.307,-0.354,-0.312,1
0.526,-0.055,0.963,-1.135,1.655,1
1.603,-1.628,0.662,-0.512,-0.059,1
0.04,0.102,-1.7,0.956,-0.103,0
0.464,0.35,0.373,0.477,-0.427,1
-0.178,1.12,0.256,-0.097,0.412,1
0.144,-0.078,-0.627,-0.839,-1.827,1
-1.747,0.955,-1.026,-0.27,0.219,0
0.379,-1.685,0.868,0.591,-0.289,0
0.439,0.062,-0.828,1.025,1.153,0
-0.423,-0.792,-0.884,1.878,-1.699,0
0.155,0.058,-2.151,1.162,-2.087,0
0.176,0.904,1.134,0.775,0.413,1
-0.624,-0.943,-1.877,-1.208,-0.845,0
-1.738,-0.888,0.969,0.48,0.581,0
0.143,-1.492,0.452,0.693,0.935,0
1.031,-0.318,-2.04,0.099,1.237,0
-1.168,-1.394,-0.503,0.97,0.545,0
0.635,-1.734,-0.323,-0.431,-0.429,0
0.904,-0.13,-0.304,-0.52,-0.766,1
0.09,-0.88,-0.559,-1.016,1.975,1
0.296,-1.249,1.937,0.348,-0.941,1
0.121,-0.437,-0.294,0.574,-0.984,0
0.751,-0.342,-1.412,-0.25,-1.908,0
0.291,0.931,-1.28,-0.345,0.284,1
-0.607,-0.646,0.308,0.106,1.481,1
-1.407,0.419,-1.706,-1.806,-0.776,1
-1.167,1.329,0.901,1.627,-1.033,0
1.265,1.101,1.104,-0.347,0.155,1
0.382,-0.685,1.534,1.134,0.145,1
-0.079,-1.608,-1.335,0.723,-0.137,0
-0.016,-0.729,-0.823,0.584,2.157,0
-0.182,1.59,-1.256,1.189,-1.635,0
0.529,0.309,-0.486,-1.247,0.115,1
1.122,-0.681,0.101,-0.574,0.931,1
-0.284,1.227,-0.79,-1.51,-0.35,1
-0.987,-0.186,-0.03,-0.688,1.785,1
-1.103,0.115,0.276,-2.163,-0.037,1
0.584,-0.271,-0.846,-0.269,-2.219,0
0.669,0.085,-0.717,-1.93,1.291,1
0.095,-2.375,0.921,-0.303,0.375,1
0.945,-2.406,0.557,0.696,0.518,0
0.529,1.309,-1.179,1.064,-0.112,0
0.721,0.19,-1.431,-2.556,1.06,1
0.763,0.813,0.354,0.501,-0.206,1
-0.799,-1.255,0.044,0.404,-0.759,0
-0.391,2.1,0.097,0.106,-0.108,1
0.729,1.309,0.168,-0.377,-0.374,1
0.53,0.985,-0.358,-1.431,-0.808,1
-0.257,1.383,0.493,0.259,0.117,1
1.431,-1.056,0.224,0.829,-0.624,0
0.518,0.236,-1.03,-0.163,-1.333,0
-1.022,-0.84,-2.037,0.087,0.069,0
-0.056,0.496,1.698,-0.114,0.855,1
-0.594,0.757,0.85,0.845,-2.182,0
-0.056,-0.39,-1.577,0.372,-0.515,0
-0.188,0.895,-1.514,-0.83,-0.337,1
-1.002,0.5,1.0,0.816,0.544,1
1.849,-0.374,1.082,1.883,0.555,1
0.334,-0.633,-0.299,1.242,0.119,0
-0.064,3.217,-1.443,-0.988,0.266,1
-0.39,0.635,0.768,-1.119,-0.783,1
-0.616,-0.576,0.314,-0.07,-1.551,0
-0.075,0.618,-0.521,0.413,0.755,1
0.149,0.866,-0.654,0.247,-2.929,0
-0.39,-0.023,-2.209,0.542,0.261,0
-0.26,-1.109,1.564,0.896,0.844,1
0.384,-2.363,-0.74,-1.049,-0.505,0
-1.661,-0.75,0.148,-1.387,1.198,1
0.616,-0.704,-1.286,0.601,-0.368,0
-0.854,0.478,-1.053,-0.177,0.433,0
-2.567,0.041,0.242,1.761,-1.601,0
-0.245,0.833,1.733,1.833,-0.813,1
2.664,-0.236,0.624,1.039,-0.345,1
0.921,-0.753,-0.736,-0.3,-1.104,0
1.424,0.634,-1.812,1.727,0.411,0
-1.667,-0.509,-0.396,0.621,-0.489,0
0.386,-0.723,-0.863,0.322,0.436,0
0.235,1.157,-1.729,1.251,-0.028,0
0.981,-0.815,-0.088,1.197,-0.159,0
0.701,-0.477,-1.064,1.709,1.431,0
0.037,1.163,0.944,-0.118,-1.3,1
-1.24,-0.342,-0.41,-1.905,-1.331,1
1.041,-1.099,-0.94,0.3,0.163,0
0.111,1.03,-1.439,-0.568,1.384,1
0.051,0.654,-1.119,1.182,-0.418,0
-0.292,0.006,-2.316,-0.538,-0.294,0
-2.433,0.049,0.614,0.957,0.587,0
1.14,0.423,0.569,-0.683,-0.164,1
-0.525,1.993,0.41,0.135,0.452,1
0.035,0.51,1.022,0.43,1.538,1
-1.594,-0.975,0.118,0.404,-0.28,0
-1.267,-0.431,0.047,0.052,-0.209,0
-0.471,-0.458,-1.621,-0.707,1.225,0
-0.576,0.202,0.657,0.015,0.3,1
0.308,-0.641,0.222,-1.031,-0.196,1
0.364,0.536,-0.278,-0.67,-0.682,1
0.751,-0.582,1.445,0.409,-1.389,1
0.647,-0.003,-1.149,0.02,-0.334,0
0.573,0.219,0.795,0.475,0.973,1
0.114,-1.378,0.092,0.014,0.395,1
-0.369,0.891,1.016,-0.691,0.899,1
0.905,-0.726,-0.895,0.147,0.505,0
0.702,-0.513,0.196,-0.184,-0.496,1
-0.51,0.881,-0.113,-1.078,-1.853,1
-0.107,-0.682,0.364,-0.991,0.073,1
-0.336,-0.374,1.088,-0.56,1.434,1
-3.144,-1.723,-0.572,0.365,1.242,0
0.528,0.105,-0.036,-0.161,1.025,1
-1.433,0.136,0.288,0.399,0.135,0
-1.109,-0.083,-0.486,-2.621,-0.606,1
-0.669,0.269,-0.965,-0.371,2.434,1
0.539,1.07,-0.644,0.877,-0.813,0
-0.18,-2.528,-0.879,-0.596,-2.461,0
-1.972,1.64,-1.517,1.114,0.748,0
0.147,-0.736,-0.478,-1.101,-0.296,1
-0.726,0.077,1.987,-0.228,0.191,1
1.115,-0.442,1.783,-0.171,0.64,1
-0.364,-0.669,1.574,-0.071,0.228,1
0.675,-0.676,-0.654,-0.246,-1.768,0
-0.685,-1.758,0.867,-0.487,1.384,1
1.064,1.302,0.21,-0.077,-0.211,1
-0.508,-0.766,1.109,1.045,1.354,1
0.017,-1.725,-1.838,-0.241,0.34,0
-1.547,-0.375,-0.103,0.441,0.97,0
1.251,1.102,-0.688,-0.368,-0.836,1
0.795,-1.486,-0.397,-1.224,-0.405,1
-1.396,0.353,2.222,0.389,0.124,1
-0.529,1.073,-2.466,-0.382,-0.429,0
-0.069,1.83,1.751,1.67,0.911,1
-0.599,-0.671,-1.361,-0.436,-0.453,0
0.889,-0.658,-0.19,-0.41,1.75,1
0.04,-0.08,0.248,-0.142,0.625,1
-2.28,0.345,-1.318,-0.699,0.086,0
-0.534,-0.958,-0.709,-0.411,-2.874,0
-1.14,1.343,0.297,0.539,0.41,1
0.651,1.938,1.462,-0.08,0.786,1
0.514,-0.921,-1.655,-0.015,0.706,0
0.044,-0.784,0.072,0.622,0.353,0
-0.129,0.029,-1.254,-0.601,0.49,1
-0.408,-0.388,0.757,-0.681,-0.365,1
-1.853,-0.195,-0.321,0.068,-0.919,0
-0.317,-1.458,0.258,-0.143,2.545,1
0.554,-2.388,0.971,2.031,-1.036,0
1.206,-1.192,1.237,-0.151,-0.129,1
0.351,-0.736,1.149,1.356,1.272,1
-0.614,0.42,-0.555,-0.899,-1.072,1
1.739,-0.432,0.7,-0.693,-0.746,1
-1.068,0.448,-1.133,-0.631,0.797,1
-1.145,0.576,-0.089,-1.528,0.313,1
-0.386,0.578,-0.532,-1.118,-0.341,1
-0.325,-0.217,2.085,0.19,1.196,1
1.047,-1.35,-0.346,1.096,-3.138,0
-0.408,-0.345,0.679,-0.993,-0.503,1
-0.943,0.375,-0.531,-0.83,-0.043,1
-0.924,-0.06,1.336,0.075,0.842,1
1.055,-1.835,-0.209,1.76,-0.023,0
-0.658,0.7,0.933,0.182,0.672,1
-0.302,-0.727,0.565,0.548,0.033,0
-0.81,1.907,1.594,-0.069,0.694,1
-0.378,-0.338,-0.186,-0.631,-0.208,1
-1.668,-0.49,-0.848,1.598,-0.931,0
-0.024,1.159,0.775,0.114,1.517,1
-0.582,-0.119,-0.133,-0.292,-0.594,1
1.14,-1.01,0.449,-0.782,0.431,1
-1.647,-1.049,3.22,1.018,-0.668,1
-0.1,-0.198,0.054,0.815,1.681,1
0.168,-0.423,-1.712,-0.193,-0.663,0
-1.613,-1.047,-0.482,0.39,-1.865,0
-0.394,0.072,-0.754,0.299,0.334,0
0.71,-0.737,0.711,1.062,1.446,1
-0.689,1.018,-1.281,0.735,-1.372,0
-0.431,-1.836,1.06,-0.62,-0.124,1
-0.018,-0.645,-0.228,-0.103,-1.381,0
0.453,1.232,-0.397,-0.94,-1.871,1
1.399,0.413,-0.993,-0.173,-1.15,1
-0.805,0.774,-0.057,0.161,0.092,1
0.571,-0.144,-1.63,0.001,-0.209,0
-1.425,0.244,-0.041,-1.206,0.081,1
-0.463,-0.019,0.3,-0.706,-1.43,1
1.142,0.925,1.19,-0.166,1.17,1
-0.77,1.618,0.877,-0.218,0.115,1
-1.149,-0.508,1.15,1.71,0.055,0
-0.997,-1.305,0.327,0.314,0.485,0
0.48,0.408,0.294,-0.514,0.436,1
0.61,2.134,0.855,-1.118,2.087,1
0.717,0.823,1.521,-1.859,-0.443,1
-0.332,2.274,1.056,0.737,1.309,1
1.346,0.165,-1.162,-0.639,-1.033,1
-0.022,-0.147,-0.939,0.471,0.893,0
1.379,0.001,-0.187,2.195,1.533,0
-1.008,0.924,0.143,1.027,0.182,0
-0.295,0.261,0.896,0.096,0.392,1
0.777,-0.737,-1.202,0.698,-0.156,0
-0.862,0.141,-0.314,-0.21,1.44,1
-1.421,0.252,-0.95,-0.474,-0.556,0
0.043,-0.665,0.968,1.978,1.574,0
-0.142,0.802,-0.574,0.22,0.301,1
0.394,0.384,-0.416,0.173,1.839,1
0.462,-1.21,0.933,-0.292,-0.994,1
1.339,-0.121,1.431,-2.327,0.043,1
-3.495,-0.219,-0.426,1.461,-0.342,0
0.532,0.889,1.955,0.469,-0.959,1
0.106,-1.256,0.615,1.393,-0.465,0
0.481,0.279,-0.088,-0.017,-0.075,1
1.424,-0.126,-0.357,-0.284,1.663,1
0.529,-0.114,-2.081,1.01,0.843,0
1.195,-1.156,-0.29,-1.0,0.554,1
-0.097,-1.51,-2.201,1.654,-0.846,0
0.207,-0.98,1.567,-0.737,-0.094,1
-1.864,1.458,-0.788,-0.846,-1.018,1
-0.39,-0.338,-0.396,-0.37,0.773,1
1.303,0.373,1.425,0.085,0.481,1
0.569,0.519,-0.362,0.121,-0.505,1
0.134,-1.128,0.535,-1.086,1.012,1
1.438,0.814,-0.925,0.63,-1.51,1
-2.262,1.009,0.567,-1.627,-0.525,1
-1.039,0.569,1.466,-0.697,-1.466,1
0.842,-1.158,-0.251,0.954,-0.775,0
-1.802,-0.086,-0.38,-1.34,-1.15,1
0.748,2.149,-0.113,-1.248,0.885,1
0.93,1.474,-0.268,0.04,0.95,1
-0.379,-0.664,0.575,0.314,-0.478,1
-0.229,-0.806,-1.647,-0.168,-0.691,0
-1.581,-2.285,-0.109,0.313,-1.394,0
-0.419,-0.372,0.845,0.001,0.477,1
0.227,1.192,-1.051,0.206,-0.222,1
-1.877,0.102,-1.361,0.178,-0.47,0
0.475,1.688,0.155,0.492,-0.443,1
-1.032,-0.125,1.521,-0.698,-0.782,1
0.386,0.079,-0.044,-0.812,1.999,1
-0.104,0.078,0.758,-0.113,1.105,1
-0.933,0.998,0.126,-1.191,0.149,1
-0.422,-0.914,1.669,-0.686,-1.451,1
-1.338,-0.64,-1.385,-0.137,0.859,0
-0.202,-0.747,-0.109,0.455,-1.46,0
-0.376,-0.011,1.337,0.412,0.234,1
0.303,0.794,-0.831,-0.448,0.451,1
1.006,1.164,-1.028,-0.565,1.607,1
0.681,-0.426,0.298,1.332,-1.445,0
1.027,-1.2,-1.21,0.036,-0.674,0
-0.065,1.203,-0.222,-0.193,-1.565,1
-0.023,-0.186,-0.307,-1.145,-0.566,1
-0.437,0.026,1.601,0.196,-0.649,1
-0.455,0.493,0.973,0.571,0.176,1
0.222,0.067,-0.235,-0.855,0.947,1
-1.678,0.698,-0.768,0.979,-1.155,0
0.227,-0.473,0.167,0.764,-0.359,0
0.176,0.383,0.872,-1.148,-0.014,1
-0.649,0.433,1.201,-0.784,1.165,1
0.224,0.033,-0.399,0.887,0.927,0
0.219,0.211,0.07,-0.685,-0.933,1
-0.278,-0.203,-0.569,0.164,0.73,0
-0.541,-0.017,-0.85,0.381,1.574,0
-2.368,-1.931,-0.774,-0.867,0.783,0
0.491,-0.721,-0.521,1.388,-0.032,0
-1.599,0.589,0.352,0.138,0.518,1
-1.036,0.06,0.215,0.345,-0.468,0
-0.238,-2.279,-0.044,0.406,-0.23,0
-0.563,2.04,0.015,-0.301,0.686,1
1.84,2.806,-1.249,-0.395,1.77,1
0.82,1.645,0.595,1.568,-0.62,1
-0.983,1.073,1.695,-0.159,0.674,1
1.033,0.284,-0.666,-1.753,-0.006,1
-1.375,0.807,-0.354,1.481,-1.376,0
0.731,-0.8,0.677,-0.806,1.024,1
-2.186,0.791,1.409,-2.903,-0.618,1
0.314,-1.996,0.302,0.254,0.187,0
0.322,-0.29,-0.058,0.616,-0.23,0
-0.265,-0.129,0.872,0.208,1.418,1
0.368,-1.595,-0.883,0.122,2.036,0
0.05,0.903,0.492,-0.484,0.093,1
2.467,-0.067,-0.247,1.036,-0.464,1
-0.761,-0.61,-1.007,-0.473,-0.131,0
-0.301,-1.621,-0.274,-0.616,0.878,1
-1.538,-1.216,-1.206,-0.561,-0.844,0
0.771,-0.891,-0.75,-1.13,0.596,1
0.711,-0.353,-0.157,1.026,-0.057,0
-1.621,1.156,0.781,1.056,0.326,1
0.762,-1.143,-1.485,-1.254,-1.111,0
0.153,0.274,-0.682,0.463,1.107,1
0.106,0.127,2.553,-0.669,1.439,1
0.703,1.264,0.772,0.506,0.817,1
1.635,1.688,2.35,0.304,0.943,1
0.729,-0.235,1.43,1.571,0.544,1
-0.659,0.776,0.818,0.064,-0.36,1
-1.031,-0.677,-0.472,-0.875,0.094,1
0.716,-0.801,0.332,-0.527,-0.52,1
1.299,-1.184,0.59,-0.167,-0.243,1
0.956,-1.822,0.063,-0.021,0.643,1
0.263,1.144,-0.557,-0.057,-0.878,1
-2.034,-0.753,0.118,-2.639,-1.037,1
1.379,0.787,0.61,-1.479,2.219,1
-0.9,-0.833,1.102,-0.475,1.139,1
-1.784,-1.121,0.882,0.618,-0.38,0
0.561,0.403,0.871,-0.057,1.71,1
1.796,0.229,-0.922,-0.81,-2.226,1
-0.917,1.853,0.31,0.401,0.968,1
0.978,-2.12,-0.091,0.082,1.456,1
-1.976,0.496,-2.016,0.2,0.736,0
-0.661,0.089,-1.208,0.071,1.812,0
0.52,0.836,-0.513,0.547,0.717,1
-0.361,-0.33,-1.313,-0.751,-1.242,0
-0.929,0.256,-0.348,1.911,-1.079,0
-0.667,-1.579,-0.302,0.571,-1.779,0
-1.024,1.836,-0.841,-0.266,-1.42,1
1.319,1.434,-0.978,0.096,1.217,1
0.948,1.83,-1.371,0.024,0.03,1
-0.765,1.195,-0.254,1.825,-0.886,0
0.442,1.073,-1.786,-0.204,0.771,1
-0.303,1.701,0.416,1.216,-1.821,1
0.43,-2.212,0.175,1.49,-0.296,0
1.266,-0.342,-1.832,-0.813,-0.543,1
-1.463,-0.207,-3.164,0.641,0.102,0
0.481,-0.028,1.298,1.973,-0.044,1
0.967,0.526,0.009,0.076,-2.004,1
