Date,Primary Type,Description,Location Description,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Latitude,Longitude,target
01/19/2025 06:35:00 AM,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,0,822,8,23,62,15,1151118.0,1865189.0,2025,41.785962291,-87.721472861,1
01/16/2025 06:15:00 PM,THEFT,OVER $500,STREET,0,1212,12,1,24,06,1160890.0,1906741.0,2025,41.899789041,-87.684492727,0
01/22/2025 04:30:00 PM,THEFT,RETAIL THEFT,SMALL RETAIL STORE,0,123,1,34,32,06,1175696.0,1895352.0,2025,41.86821682,-87.6304532,1
01/19/2025 05:00:00 AM,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,OTHER (SPECIFY),0,2031,20,40,4,02,1157125.0,1934423.0,2025,41.975827666,-87.697567585,0
01/15/2025 05:00:00 PM,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,2535,25,36,23,14,1150154.0,1908031.0,2025,41.903544972,-87.723892717,0
01/07/2025 04:00:00 PM,THEFT,OVER $500,APARTMENT,0,1934,19,44,6,06,1170804.0,1920691.0,2025,41.93785702,-87.647669039,0
01/27/2025 12:33:00 AM,BATTERY,AGGRAVATED - HANDGUN,STREET,0,933,9,20,61,04B,1171782.0,1872943.0,2025,41.806811598,-87.645480967,0
01/23/2025 04:00:00 AM,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,0,1034,10,25,31,14,1163085.0,1889070.0,2025,41.851252435,-87.676926858,0
01/18/2025 09:44:00 PM,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,PARKING LOT / GARAGE (NON RESIDENTIAL),0,2533,25,37,25,11,1144093.0,1910396.0,2025,41.91015079,-87.746096896,0
01/02/2025 08:20:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,2515,25,31,19,08B,1140329.0,1916447.0,2025,41.92682528,-87.759775857,0
01/08/2025 11:30:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,611,6,18,71,08B,1164040.0,1853258.0,2025,41.752959884,-87.674429372,0
01/18/2025 08:00:00 AM,THEFT,OVER $500,APARTMENT,0,1412,14,35,22,06,1154236.0,1918213.0,2025,41.931404684,-87.708626091,0
01/02/2025 09:00:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,1,1031,10,22,30,08B,1149201.0,1884014.0,2025,41.837658045,-87.728015438,1
01/19/2025 11:48:00 PM,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,VEHICLE NON-COMMERCIAL,0,132,1,3,33,18,1177435.0,1894259.0,2025,41.865178311,-87.624102208,1
01/11/2025 02:31:00 AM,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,0,2521,25,31,19,26,1143953.0,1916893.0,2025,41.927981856,-87.746447869,1
01/22/2025 06:30:00 PM,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),0,1212,12,1,24,14,1161104.0,1907941.0,2025,41.903077492,-87.683673325,0
01/07/2025 05:45:00 PM,CRIMINAL TRESPASS,TO LAND,RESIDENCE - GARAGE,0,224,2,3,38,26,1178875.0,1872394.0,2025,41.805146371,-87.619483046,0
01/16/2025 04:04:00 PM,THEFT,$500 AND UNDER,SMALL RETAIL STORE,0,1713,17,33,14,06,1153430.0,1931699.0,2025,41.968427294,-87.71122829,0
01/06/2025 11:30:00 PM,THEFT,OVER $500,APARTMENT,0,1935,19,43,7,06,1171138.0,1918097.0,2025,41.930731638,-87.646517907,0
01/17/2025 06:01:00 PM,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,1,631,6,6,44,04A,1181962.0,1851780.0,2025,41.748508676,-87.608798314,0
01/01/2025 03:00:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,1,1531,15,37,25,08B,1143176.0,1905526.0,2025,41.896804144,-87.749587373,0
01/28/2025 01:44:00 AM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,225,2,3,40,07,1178063.0,1869670.0,2025,41.797689933,-87.622543713,0
01/15/2025 12:00:00 AM,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,0,512,5,9,49,26,1177140.0,1835117.0,2025,41.70289329,-87.626968729,0
01/13/2025 01:00:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,431,4,7,51,08B,1195162.0,1837559.0,2025,41.709169802,-87.560897353,1
01/10/2025 01:45:00 PM,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,0,122,1,34,32,08A,1175230.0,1898963.0,2025,41.87813609,-87.632055653,0
01/21/2025 02:00:00 PM,ASSAULT,SIMPLE,APARTMENT,1,1024,10,24,30,08A,1154028.0,1889550.0,2025,41.852754781,-87.710155469,0
01/05/2025 09:15:00 AM,ASSAULT,SIMPLE,SMALL RETAIL STORE,0,2532,25,37,25,08A,1139885.0,1910104.0,2025,41.909427524,-87.761562781,0
01/23/2025 10:30:00 AM,BATTERY,SIMPLE,RESIDENCE - PORCH / HALLWAY,0,421,4,7,43,08B,1196084.0,1853450.0,2025,41.752753312,-87.556996069,0
01/25/2025 12:30:00 AM,ASSAULT,SIMPLE,CHA APARTMENT,1,1034,10,24,30,08A,1158115.0,1886845.0,2025,41.845249591,-87.69522861,1
01/02/2025 06:26:00 PM,ASSAULT,SIMPLE,APARTMENT,0,314,3,5,42,08A,1187984.0,1862596.0,2025,41.778047465,-87.586387726,0
01/08/2025 06:30:00 PM,THEFT,$500 AND UNDER,APARTMENT,0,1412,14,35,21,06,1153209.0,1919534.0,2025,41.935050084,-87.712364994,0
01/05/2025 11:27:00 PM,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,0,123,1,4,32,15,1176899.0,1897311.0,2025,41.873565321,-87.625977531,1
01/25/2025 04:40:00 PM,THEFT,THEFT FROM MOTOR VEHICLE,VEHICLE NON-COMMERCIAL,0,334,3,7,43,06,1194643.0,1856170.0,2025,41.760252758,-87.562187291,0
01/19/2025 12:00:00 PM,THEFT,$500 AND UNDER,STREET,0,1215,12,27,24,06,1166257.0,1904779.0,2025,41.894292098,-87.664835891,0
01/19/2025 10:50:00 AM,THEFT,RETAIL THEFT,DEPARTMENT STORE,0,112,1,34,32,06,1176365.0,1900502.0,2025,41.88233367,-87.627841791,1
01/19/2025 01:00:00 PM,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,1422,14,26,23,14,1152550.0,1909413.0,2025,41.907290263,-87.715055025,0
01/26/2025 09:08:00 AM,NARCOTICS,POSSESS - CRACK,STREET,0,1131,11,24,25,18,1145140.0,1897160.0,2025,41.873809964,-87.742585361,1
01/06/2025 08:00:00 AM,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),0,2513,25,29,25,07,1136098.0,1912178.0,2025,41.915187259,-87.775425225,0
01/20/2025 05:01:00 AM,ROBBERY,ARMED - KNIFE / CUTTING INSTRUMENT,CTA TRAIN,0,1732,17,45,16,03,1148252.0,1926266.0,2025,41.953620328,-87.730408248,0
01/11/2025 02:20:00 PM,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,0,532,5,9,53,08A,1179335.0,1828232.0,2025,41.68395019,-87.619140257,0
01/01/2025 09:00:00 AM,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,0,813,8,13,62,10,1149307.0,1867634.0,2025,41.792706926,-87.728049843,0
01/28/2025 12:30:00 AM,THEFT,POCKET-PICKING,OTHER (SPECIFY),0,2222,22,21,71,06,1171001.0,1847130.0,2025,41.735994703,-87.649098615,0
01/22/2025 10:45:00 AM,BATTERY,SIMPLE,SCHOOL - PUBLIC BUILDING,0,1221,12,27,23,08B,1155300.0,1902803.0,2025,41.889096979,-87.705130816,0
01/13/2025 12:00:00 PM,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,0,2532,25,37,25,14,1139860.0,1907794.0,2025,41.903089073,-87.761711171,0
01/22/2025 08:00:00 PM,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,1,624,6,8,69,14,1184561.0,1853994.0,2025,41.754523667,-87.599205549,0
01/09/2025 08:25:00 PM,ROBBERY,ARMED - HANDGUN,SIDEWALK,0,2534,25,37,23,03,1149478.0,1908442.0,2025,41.904685949,-87.726365155,0
01/08/2025 07:40:00 PM,ROBBERY,ARMED - HANDGUN,SIDEWALK,0,1214,12,27,24,03,1172168.0,1903316.0,2025,41.890149107,-87.643169967,0
01/05/2025 05:10:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,512,5,9,49,08B,1181071.0,1836520.0,2025,41.706653929,-87.612531464,0
01/22/2025 03:35:00 PM,THEFT,FROM BUILDING,COLLEGE / UNIVERSITY - GROUNDS,0,1833,18,42,8,06,1176455.0,1906042.0,2025,41.89753369,-87.627343939,0
01/23/2025 06:22:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,1,912,9,11,59,08B,1165813.0,1881522.0,2025,41.830482318,-87.667129375,0
01/22/2025 11:55:00 PM,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,1,422,4,7,46,04B,1195901.0,1852269.0,2025,41.749517088,-87.55770569,0
01/07/2025 07:28:00 PM,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,1,1033,10,25,30,26,1156473.0,1885657.0,2025,41.842022902,-87.70128667,0
01/19/2025 05:42:00 PM,OTHER OFFENSE,LICENSE VIOLATION,COMMERCIAL / BUSINESS OFFICE,0,1731,17,30,16,26,1145137.0,1924961.0,2025,41.950098862,-87.74189252,1
01/03/2025 09:00:00 PM,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,623,6,6,69,14,1178240.0,1855309.0,2025,41.758277853,-87.62233006,0
01/28/2025 09:00:00 AM,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,1222,12,27,28,14,1160383.0,1901019.0,2025,41.884097895,-87.686513378,0
01/10/2025 11:59:00 PM,THEFT,OVER $500,RESIDENCE,1,511,5,9,49,06,1179967.0,1840467.0,2025,41.717510301,-87.616453912,0
01/01/2025 04:58:00 AM,BATTERY,SIMPLE,CTA TRAIN,0,113,1,34,32,08B,1176417.0,1899156.0,2025,41.878638996,-87.627691486,0
01/19/2025 03:00:00 PM,THEFT,FROM BUILDING,RESIDENCE,0,1412,14,35,21,06,1152842.0,1919165.0,2025,41.934044805,-87.713723539,0
01/26/2025 01:30:00 PM,CRIMINAL DAMAGE,TO PROPERTY,OTHER (SPECIFY),0,511,5,9,49,14,1176730.0,1837750.0,2025,41.710127832,-87.628391117,0
01/27/2025 01:00:00 PM,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,0,122,1,34,32,06,1175138.0,1900243.0,2025,41.881650549,-87.632355065,0
01/23/2025 08:45:00 AM,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",SCHOOL - PRIVATE GROUNDS,0,1034,10,25,31,08B,1160771.0,1887127.0,2025,41.845968863,-87.685473571,0
01/04/2025 11:45:00 AM,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,1224,12,27,28,14,1169960.0,1901141.0,2025,41.884229207,-87.651342177,0
01/13/2025 11:00:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,213,2,3,35,07,1176682.0,1880467.0,2025,41.827349091,-87.627282713,0
01/20/2025 11:00:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,2012,20,40,77,07,1164457.0,1936263.0,2025,41.980724205,-87.670552748,0
01/11/2025 02:30:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,324,3,8,43,07,1187463.0,1857072.0,2025,41.762901537,-87.588473086,0
01/08/2025 08:30:00 AM,THEFT,OVER $500,SCHOOL - PUBLIC GROUNDS,0,1012,10,24,29,06,1148414.0,1891042.0,2025,41.856958971,-87.730722361,0
01/26/2025 09:00:00 PM,THEFT,$500 AND UNDER,VACANT LOT / LAND,0,1222,12,27,27,06,,,2025,,,0
01/14/2025 10:37:00 PM,SEX OFFENSE,NON-CONSENSUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES,APARTMENT,0,1732,17,45,16,17,1151356.0,1925928.0,2025,41.952632342,-87.719006461,0
01/09/2025 01:00:00 PM,THEFT,OVER $500,STREET,0,2213,22,19,72,06,1166485.0,1837635.0,2025,41.710036289,-87.665913332,0
01/20/2025 02:00:00 PM,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,1811,18,2,7,14,1167607.0,1915079.0,2025,41.922526968,-87.65958064,0
01/11/2025 11:58:00 AM,THEFT,RETAIL THEFT,OTHER (SPECIFY),0,1824,18,2,8,06,1175324.0,1908199.0,2025,41.903478069,-87.631433102,0
01/24/2025 02:36:00 AM,NARCOTICS,POSSESS - CRACK,STREET,0,1021,10,24,29,18,1154245.0,1893601.0,2025,41.863866859,-87.709250933,1
01/08/2025 01:48:00 PM,THEFT,OVER $500,ALLEY,0,122,1,34,32,06,1174617.0,1898485.0,2025,41.87683815,-87.634320718,0
01/06/2025 03:35:00 PM,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,0,1523,15,37,25,08A,1141144.0,1903464.0,2025,41.891183464,-87.757101543,0
01/01/2025 12:00:00 PM,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,POLICE FACILITY / VEHICLE PARKING LOT,0,531,5,9,50,20,1183356.0,1831503.0,2025,41.692833841,-87.60431945,0
01/18/2025 05:50:00 PM,THEFT,OVER $500,STREET,0,2232,22,9,73,06,1173777.0,1837059.0,2025,41.708297459,-87.639225865,0
01/23/2025 12:00:00 AM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,1522,15,29,25,07,1140916.0,1897825.0,2025,41.875713539,-87.758077708,0
01/18/2025 05:03:00 PM,THEFT,RETAIL THEFT,SMALL RETAIL STORE,0,823,8,14,66,06,1156125.0,1863120.0,2025,41.78018541,-87.703170178,0
01/24/2025 09:03:00 PM,THEFT,RETAIL THEFT,DEPARTMENT STORE,0,1913,19,46,3,06,1168469.0,1929861.0,2025,41.963070794,-87.655984213,0
01/03/2025 07:40:00 AM,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,HOTEL / MOTEL,1,1934,19,44,6,17,1171406.0,1918849.0,2025,41.932789263,-87.645510903,0
01/22/2025 06:07:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,1,332,3,5,43,08B,1187180.0,1858432.0,2025,41.766640218,-87.589467208,0
01/02/2025 02:00:00 PM,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,0,322,3,6,69,06,1178758.0,1860294.0,2025,41.771945467,-87.6202802,0
01/22/2025 05:15:00 PM,ASSAULT,SIMPLE,APARTMENT,1,731,7,6,69,08A,1175227.0,1856271.0,2025,41.760985498,-87.63334368,0
01/22/2025 04:45:00 AM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,511,5,9,49,07,1176370.0,1838985.0,2025,41.713524924,-87.629672531,0
01/14/2025 08:48:00 AM,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,0,1135,11,28,27,18,1157518.0,1896243.0,2025,41.87105086,-87.697163991,1
01/05/2025 01:40:00 AM,THEFT,$500 AND UNDER,STREET,0,224,2,3,38,06,1178861.0,1872902.0,2025,41.806540687,-87.619518918,0
01/10/2025 07:00:00 PM,THEFT,$500 AND UNDER,STREET,0,2412,24,50,2,06,1160678.0,1942466.0,2025,41.997824864,-87.684277713,0
01/01/2025 02:31:00 AM,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,SIDEWALK,0,912,9,12,59,15,1165627.0,1880021.0,2025,41.826367373,-87.667854475,1
01/19/2025 11:00:00 AM,THEFT,RETAIL THEFT,SMALL RETAIL STORE,0,1234,12,25,31,06,1165285.0,1891456.0,2025,41.85775341,-87.668784595,0
01/26/2025 02:00:00 PM,OTHER OFFENSE,TELEPHONE THREAT,CHA PARKING LOT / GROUNDS,1,1225,12,27,28,08A,1160842.0,1898642.0,2025,41.877565688,-87.684893829,0
01/13/2025 10:30:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,1,2535,25,26,20,08B,1149755.0,1911981.0,2025,41.914391925,-87.725255486,0
01/25/2025 11:59:00 PM,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,BAR OR TAVERN,0,1832,18,42,8,11,1175825.0,1904582.0,2025,41.893541578,-87.629701805,0
01/05/2025 09:17:00 PM,CRIMINAL TRESPASS,TO LAND,RESIDENCE - YARD (FRONT / BACK),0,1111,11,37,23,26,1149236.0,1905272.0,2025,41.89599184,-87.727336352,1
01/22/2025 11:07:00 AM,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,1,411,4,8,43,02,1187299.0,1854890.0,2025,41.756917825,-87.58914335,0
01/29/2025 07:04:00 PM,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,0,1723,17,33,14,18,1148925.0,1929329.0,2025,41.962012411,-87.727854654,1
01/02/2025 07:15:00 PM,CRIMINAL TRESPASS,TO LAND,CONVENIENCE STORE,0,111,1,42,32,26,1176338.0,1901346.0,2025,41.884650262,-87.627915459,0
01/18/2025 12:00:00 AM,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,0,2413,24,40,2,14,1161704.0,1940305.0,2025,41.991873608,-87.680564028,0
01/14/2025 08:45:00 PM,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,ALLEY,0,1532,15,28,25,18,1142220.0,1900980.0,2025,41.88434717,-87.753211536,1
01/29/2025 02:00:00 PM,THEFT,$500 AND UNDER,STREET,0,1911,19,47,5,06,1159335.0,1928816.0,2025,41.960396482,-87.689595497,0
01/04/2025 12:01:00 AM,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,1,811,8,23,56,02,1139248.0,1869400.0,2025,41.797741557,-87.764892755,0
01/11/2025 01:58:00 PM,ASSAULT,SIMPLE,APARTMENT,1,732,7,6,68,08A,1173000.0,1856957.0,2025,41.762917405,-87.641485525,0
01/14/2025 05:00:00 PM,CRIMINAL DAMAGE,TO VEHICLE,VACANT LOT / LAND,0,1433,14,32,24,14,1165409.0,1911586.0,2025,41.912989064,-87.667756356,0
01/03/2025 09:00:00 AM,THEFT,RETAIL THEFT,SMALL RETAIL STORE,0,1624,16,45,15,06,1143644.0,1926627.0,2025,41.954698652,-87.747338823,1
01/16/2025 11:00:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,1,1733,17,33,16,08B,1154037.0,1925373.0,2025,41.951056226,-87.709165799,0
01/23/2025 12:00:00 AM,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,STREET,1,1511,15,29,25,17,1136838.0,1906349.0,2025,41.899178534,-87.772846431,0
01/06/2025 12:30:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,1,333,3,7,43,08B,1190612.0,1856624.0,2025,41.761596782,-87.57694609,1
01/11/2025 03:40:00 AM,BATTERY,SIMPLE,SIDEWALK,0,1424,14,1,24,08B,1165352.0,1908069.0,2025,41.903339394,-87.66806597,0
01/22/2025 01:00:00 PM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,0,1121,11,27,23,11,1154241.0,1904762.0,2025,41.894493874,-87.708967553,0
01/29/2025 05:00:00 AM,OTHER OFFENSE,OTHER WEAPONS VIOLATION,POLICE FACILITY / VEHICLE PARKING LOT,0,913,9,11,60,26,1171479.0,1884120.0,2025,41.837489008,-87.646264459,0
01/22/2025 12:00:00 PM,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,APARTMENT,0,1511,15,29,25,26,1137123.0,1906068.0,2025,41.898402321,-87.771806371,0
01/22/2025 04:30:00 PM,CRIMINAL TRESPASS,TO LAND,APARTMENT,0,1224,12,27,28,26,1165833.0,1900435.0,2025,41.882380888,-87.666517086,0
01/18/2025 07:22:00 PM,ASSAULT,AGGRAVATED - HANDGUN,STREET,1,423,4,7,48,04A,1196516.0,1843177.0,2025,41.724552668,-87.555753144,0
01/10/2025 03:15:00 PM,THEFT,RETAIL THEFT,SMALL RETAIL STORE,0,111,1,34,32,06,1176352.0,1900927.0,2025,41.883500187,-87.627876698,0
01/11/2025 10:00:00 AM,NARCOTICS,FOUND SUSPECT NARCOTICS,VACANT LOT / LAND,0,1011,10,24,29,18,1150592.0,1893546.0,2025,41.86378802,-87.72266245,1
01/04/2025 04:00:00 AM,THEFT,THEFT FROM MOTOR VEHICLE,STREET,0,1933,19,32,6,06,1167117.0,1921127.0,2025,41.939133547,-87.661206839,0
01/29/2025 07:00:00 PM,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),0,1231,12,27,28,14,1165169.0,1896776.0,2025,41.872354422,-87.669059283,0
01/09/2025 09:00:00 AM,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,SIDEWALK,0,1532,15,37,25,18,1143352.0,1902559.0,2025,41.888659061,-87.749015157,1
01/22/2025 12:54:00 PM,THEFT,OVER $500,GAS STATION,1,524,5,21,53,06,1173048.0,1828494.0,2025,41.684809877,-87.642147208,0
01/15/2025 06:10:00 PM,THEFT,RETAIL THEFT,DEPARTMENT STORE,0,513,5,9,50,06,1185440.0,1832668.0,2025,41.695982095,-87.596653142,1
01/26/2025 07:36:00 PM,ROBBERY,VEHICULAR HIJACKING,PARKING LOT / GARAGE (NON RESIDENTIAL),0,212,2,3,35,03,1178293.0,1881834.0,2025,41.831063762,-87.621330678,0
01/08/2025 03:44:00 PM,THEFT,RETAIL THEFT,CONVENIENCE STORE,0,1732,17,35,21,06,1152928.0,1921067.0,2025,41.939262335,-87.71335694,0
01/21/2025 01:00:00 AM,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,1411,14,35,21,14,1156335.0,1918472.0,2025,41.932073172,-87.70090559,0
01/05/2025 11:00:00 PM,THEFT,OVER $500,STREET,0,412,4,8,45,06,1187042.0,1847992.0,2025,41.737995133,-87.590303498,0
01/02/2025 09:20:00 PM,BATTERY,SIMPLE,RESTAURANT,0,432,4,10,52,08B,1204706.0,1835284.0,2025,41.70268678,-87.526025149,0
01/28/2025 10:31:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,1,823,8,15,66,08B,1157435.0,1863820.0,2025,41.782079867,-87.698348521,0
01/16/2025 01:27:00 AM,CRIMINAL TRESPASS,TO LAND,APARTMENT,0,1214,12,27,24,26,1169842.0,1905074.0,2025,41.895024194,-87.65166075,0
01/27/2025 03:30:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,511,5,9,49,07,1180280.0,1841114.0,2025,41.719278594,-87.615287767,0
01/02/2025 04:00:00 PM,THEFT,THEFT FROM MOTOR VEHICLE,ALLEY,0,312,3,20,42,06,1180387.0,1861158.0,2025,41.774279153,-87.614282368,0
01/27/2025 02:30:00 AM,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,0,214,2,4,36,07,1183393.0,1878975.0,2025,41.823100956,-87.602707889,0
01/18/2025 11:47:00 AM,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,0,1233,12,25,31,04A,1167207.0,1891266.0,2025,41.857190995,-87.661735179,1
01/03/2025 02:25:00 PM,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,1,1023,10,25,29,14,1158324.0,1890847.0,2025,41.856227252,-87.694352315,1
01/09/2025 12:34:00 PM,OTHER OFFENSE,LICENSE VIOLATION,COMMERCIAL / BUSINESS OFFICE,0,1222,12,27,27,26,1158250.0,1901899.0,2025,41.886556545,-87.69432194,0
01/24/2025 10:03:00 PM,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,0,2424,24,49,1,04B,1160766.0,1948476.0,2025,42.014314646,-87.683786255,0
01/23/2025 09:30:00 PM,BURGLARY,FORCIBLE ENTRY,RESTAURANT,0,1811,18,2,7,05,1166785.0,1916057.0,2025,41.925228338,-87.662572803,0
01/08/2025 09:00:00 PM,ROBBERY,ARMED - HANDGUN,GAS STATION,0,1531,15,37,25,03,1144151.0,1907349.0,2025,41.9017884,-87.745960471,0
01/28/2025 11:00:00 PM,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,822,8,23,62,14,1151116.0,1866516.0,2025,41.789603822,-87.721445568,0
01/08/2025 10:00:00 PM,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,0,2433,24,40,77,06,1164352.0,1941699.0,2025,41.995642982,-87.670784242,0
